,Date,Weights,Profit,Base Profit,Volume,TECH,NBIX,TTNP,BCRX,C,TCF,JPM,UMBF,PKI,COHR,BIO,WAT,cash
0,2014-01-06,"[0.         0.11735933 0.10013514 0.11694282 0.10421896 0.10652348
 0.         0.12089522 0.13130498 0.         0.10098862 0.
 0.10163148]",0.9950000221282244,0.9950000000000002,1.0000000223517418,0.11735932528972626,0.10013514012098312,0.11694281548261642,0.10421895980834961,0.10652347654104233,0.0,0.12089522182941437,0.13130497932434082,0.0,0.10098861902952194,0.0,0.10163148492574692,0.0
1,2014-01-07,"[0.         0.11833227 0.09925258 0.11891526 0.10597299 0.10602424
 0.         0.11934444 0.13006334 0.         0.10081659 0.
 0.10127828]",1.0104156028724367,1.0085792924195565,0.009351868844669677,0.11833227425813675,0.09925258159637451,0.11891525983810425,0.10597299039363861,0.10602423548698425,0.0,0.11934444308280945,0.13006334006786346,0.0,0.10081659257411957,0.0,0.10127828270196915,0.0
2,2014-01-08,"[0.         0.11845823 0.09905591 0.11896165 0.1061004  0.10598893
 0.         0.11941242 0.12981994 0.         0.10089458 0.
 0.1013079 ]",1.078886383479956,1.0648628898396904,0.012227655608415404,0.11845823377370834,0.09905590862035751,0.11896165460348129,0.10610039532184601,0.10598893463611603,0.0,0.11941242218017578,0.12981994450092316,0.0,0.10089457780122757,0.0,0.10130789875984192,0.0
3,2014-01-09,"[0.         0.11834518 0.09853713 0.11861872 0.10608195 0.10626867
 0.         0.12023231 0.13022259 0.         0.10077073 0.
 0.10092272]",1.0905206715113687,1.0851959660152035,0.1106880659905895,0.11834517866373062,0.0985371321439743,0.11861871927976608,0.10608194768428802,0.10626867413520813,0.0,0.12023230642080307,0.13022258877754211,0.0,0.1007707342505455,0.0,0.10092271864414215,0.0
4,2014-01-10,"[0.         0.11867735 0.09808007 0.11922305 0.10663642 0.1061842
 0.         0.11950906 0.129747   0.         0.10103995 0.
 0.10090286]",1.1059415459054058,1.098483659230191,0.03036174536748388,0.11867734789848328,0.09808006882667542,0.11922305077314377,0.1066364198923111,0.10618419945240021,0.0,0.11950906366109848,0.12974700331687927,0.0,0.10103994607925415,0.0,0.10090286284685135,0.0
5,2014-01-13,"[0.         0.11884058 0.0979394  0.11965293 0.10682382 0.10616074
 0.         0.11901198 0.12987785 0.         0.10088976 0.
 0.10080293]",1.1112131399026297,1.1081779613617935,0.01850079223856628,0.11884057521820068,0.0979394018650055,0.11965292692184448,0.10682381689548492,0.1061607375741005,0.0,0.11901197582483292,0.12987785041332245,0.0,0.10088976472616196,0.0,0.10080292820930481,0.0
6,2014-01-14,"[0.         0.11888075 0.09839477 0.11994457 0.10655071 0.10625627
 0.         0.11832647 0.1302482  0.         0.10053003 0.
 0.10086825]",1.1200939447730378,1.117411297609688,0.014908402286563288,0.1188807487487793,0.09839477390050888,0.11994457244873047,0.10655070841312408,0.10625626891851425,0.0,0.11832647025585175,0.13024820387363434,0.0,0.10053002834320068,0.0,0.10086824744939804,0.0
7,2014-01-15,"[0.         0.11910035 0.0980345  0.12013347 0.10685886 0.10610494
 0.         0.11846057 0.12997904 0.         0.10058202 0.
 0.10074623]",1.1167837486200698,1.112166161269012,0.01889235256240968,0.11910035461187363,0.09803450107574463,0.12013347446918488,0.10685886442661285,0.10610494017601013,0.0,0.11846056580543518,0.12997904419898987,0.0,0.10058201849460602,0.0,0.10074622929096222,0.0
8,2014-01-16,"[0.         0.11919321 0.0974276  0.12054046 0.10738987 0.10604972
 0.         0.11817873 0.1298762  0.         0.10071487 0.
 0.10062939]",1.148201160167704,1.1425043299286746,0.00930073590051095,0.11919321119785309,0.097427599132061,0.12054046243429184,0.10738986730575562,0.10604971647262573,0.0,0.11817872524261475,0.12987619638442993,0.0,0.10071486979722977,0.0,0.10062938928604126,0.0
9,2014-01-17,"[0.         0.1189107  0.09788144 0.11979055 0.10684399 0.10612997
 0.         0.11887798 0.12995706 0.         0.10063716 0.
 0.10097114]",1.134917687841729,1.1289930424316297,0.02982091773993742,0.11891070008277893,0.09788143634796143,0.11979054659605026,0.1068439930677414,0.1061299666762352,0.0,0.11887798458337784,0.12995706498622894,0.0,0.10063716024160385,0.0,0.10097113996744156,0.0
