,Date,Weights,Profit,Base Profit,PMD,AMS,DGX,LH,PHM,MTH,BZH,NVR,TCF,JPM,UMBF,C,cash
10,2014-01-21,"[0.         0.14052263 0.09045814 0.         0.         0.11625623
 0.09984626 0.09520766 0.18471873 0.10096201 0.         0.09212337
 0.07990497]",1.001821712831729,1.0066479237590689,0.14052262884168637,0.09045814103042407,0.0,0.0,0.1162562293091077,0.09984625885847057,0.09520766104822918,0.1847187253351552,0.10096201013473723,0.0,0.09212337057614388,0.0799049748660458,0.0
11,2014-01-22,"[0.         0.14051826 0.09046169 0.         0.         0.11624845
 0.0998323  0.09520473 0.18472468 0.10096546 0.         0.09212646
 0.07991797]",1.0053767490179213,1.0070663676689717,0.1405182569535675,0.09046169330105813,0.0,0.0,0.11624844593458178,0.099832298371796,0.09520473288575317,0.18472468049521612,0.10096546465975771,0.0,0.092126460678518,0.07991796671975153,0.0
12,2014-01-23,"[0.         0.14055303 0.09043553 0.         0.         0.11624793
 0.09984033 0.09521283 0.18468768 0.10101716 0.         0.09210533
 0.07990017]",1.0062595988828877,1.0087699958621117,0.14055303063501304,0.09043552594460601,0.0,0.0,0.11624793363981316,0.09984033438456183,0.09521282681228944,0.1846876842337074,0.10101716420846432,0.0,0.0921053275597868,0.07990017258175797,0.0
13,2014-01-24,"[0.         0.14065277 0.09036665 0.         0.         0.11626948
 0.09997102 0.09523027 0.18456679 0.10099365 0.         0.09211136
 0.079838  ]",1.0135029902137185,1.0119937540673711,0.14065277470747142,0.09036665173992185,0.0,0.0,0.11626948319366905,0.099971017659008,0.0952302691527928,0.18456679497952058,0.10099364718140474,0.0,0.0921113589211965,0.07983800246501503,0.0
14,2014-01-27,"[0.         0.14064593 0.09038199 0.         0.         0.11627476
 0.09999509 0.09523082 0.18454965 0.10093826 0.         0.09213992
 0.07984358]",1.008143239257343,1.005287413935303,0.1406459275305215,0.09038199204697542,0.0,0.0,0.11627475619201708,0.09999508828286173,0.09523081802529408,0.18454965207039487,0.10093826474585059,0.0,0.09213992097758564,0.07984358012849915,0.0
15,2014-01-28,"[0.         0.14058166 0.09043943 0.         0.         0.1162441
 0.09996925 0.09522213 0.1845797  0.10088078 0.         0.09219535
 0.07988758]",0.9904050186162311,0.991852423109633,0.14058166487163137,0.09043943392664673,0.0,0.0,0.11624410239063328,0.09996924694570838,0.09522213179496068,0.18457970459768352,0.10088078410118573,0.0,0.0921953508987256,0.07988758047282458,0.0
16,2014-01-29,"[0.         0.14060333 0.0904232  0.         0.         0.11624945
 0.10008647 0.09526209 0.18445241 0.10093621 0.         0.09220686
 0.07977998]",0.9978832394411292,0.9934700535628999,0.14060332837187772,0.09042320165273243,0.0,0.0,0.11624945157784589,0.10008647129248029,0.09526208744554353,0.18445240809006624,0.10093620839934601,0.0,0.09220686015482844,0.07977998301527946,0.0
17,2014-01-30,"[0.         0.14070286 0.09034661 0.         0.         0.11630272
 0.10028586 0.09531954 0.18426043 0.10095237 0.         0.09219804
 0.07963157]",1.0039565893222229,0.9941447747832411,0.140702857895903,0.09034660647691271,0.0,0.0,0.11630272189467807,0.10028586289020025,0.09531954180515342,0.18426042617000205,0.1009523656293743,0.0,0.09219804425635679,0.07963157298141928,0.0
18,2014-01-31,"[0.         0.1406049  0.09042245 0.         0.         0.11632033
 0.10019307 0.09533601 0.18431161 0.10098306 0.         0.09218241
 0.07964614]",1.0119774331223157,1.0006415701241647,0.14060490257240166,0.09042244532523533,0.0,0.0,0.11632033286436382,0.10019307092495905,0.09533601368800454,0.1843116143753684,0.10098306339605662,0.0,0.09218241321747603,0.07964614363613451,0.0
19,2014-02-03,"[0.         0.14061203 0.09041676 0.         0.         0.11629823
 0.10024455 0.09531684 0.18431143 0.10093158 0.         0.09222128
 0.07964729]",0.9910971766372759,0.9828447891676982,0.14061203225621738,0.09041676210181114,0.0,0.0,0.11629823241006912,0.10024454810150227,0.09531684281901785,0.1843114267114115,0.10093158283634054,0.0,0.09222127783459667,0.07964729492903358,0.0
20,2014-02-04,"[0.         0.14064116 0.09039584 0.         0.         0.11632674
 0.10037176 0.09534665 0.18421477 0.10089591 0.         0.09224288
 0.07956429]",1.0125093309088276,0.9952519067693716,0.14064115965263915,0.09039583684212121,0.0,0.0,0.1163267371220774,0.10037176131640582,0.09534664884419554,0.1842147684114116,0.1008959108705878,0.0,0.092242883778358,0.07956429316220351,0.0
21,2014-02-05,"[0.         0.14055057 0.09046986 0.         0.         0.11629596
 0.10025835 0.09532363 0.1843063  0.10089736 0.         0.09225995
 0.07963802]",0.9888819509737568,0.9751589603046583,0.14055056661799373,0.09046986121441424,0.0,0.0,0.11629596387158676,0.10025834672547582,0.0953236292318941,0.1843063017400388,0.10089735833907332,0.0,0.09225995367645061,0.07963801858307269,0.0
22,2014-02-06,"[0.         0.14056606 0.09045309 0.         0.         0.11628646
 0.10033479 0.09532691 0.18426645 0.10087954 0.         0.09228699
 0.07959971]",0.994205376224201,0.9796250983485083,0.1405660599321226,0.09045308625485328,0.0,0.0,0.11628646363727128,0.1003347917214501,0.09532691188153884,0.1842664492363789,0.10087953597371575,0.0,0.09228698904072302,0.07959971232194622,0.0
23,2014-02-07,"[0.         0.14049391 0.09050815 0.         0.         0.11626301
 0.10028134 0.09531159 0.18432479 0.1008709  0.         0.09231183
 0.07963447]",0.9807894383917098,0.9720314125685485,0.14049390624379288,0.09050814695185667,0.0,0.0,0.11626301484435023,0.10028134106425746,0.09531159491164595,0.18432479386642156,0.10087090462932903,0.0,0.09231182985835439,0.07963446762999181,0.0
24,2014-02-10,"[0.         0.14052874 0.09048111 0.         0.         0.11628199
 0.1003341  0.09531867 0.18429348 0.10084809 0.         0.0923074
 0.07960642]",1.0044531158490368,0.9874190260460951,0.14052874114887237,0.09048111073686643,0.0,0.0,0.11628199342242718,0.10033409573347037,0.09531866883295105,0.18429348167534956,0.10084809058786838,0.0,0.09230740000085295,0.07960641786134173,0.0
25,2014-02-11,"[0.         0.14054531 0.09046795 0.         0.         0.11629506
 0.10035589 0.09533932 0.18424891 0.10087143 0.         0.09229648
 0.07957965]",1.0090129506312406,0.993599419725005,0.14054530540334656,0.0904679479840081,0.0,0.0,0.11629505833017044,0.1003558910372475,0.09533931841473003,0.18424890728718252,0.10087143400364376,0.0,0.0922964843720954,0.07957965316757558,0.0
26,2014-02-12,"[0.         0.14050587 0.09050394 0.         0.         0.11629484
 0.1002778  0.09533703 0.18428465 0.10089566 0.         0.09228448
 0.07961573]",1.0046169975701214,0.992352300979344,0.1405058740239017,0.09050393850390688,0.0,0.0,0.11629484078457844,0.10027780125463977,0.09533702756424788,0.18428465294576918,0.10089565675077838,0.0,0.09228447740852742,0.07961573076365036,0.0
27,2014-02-13,"[0.         0.14054196 0.09047833 0.         0.         0.11628218
 0.10027865 0.0953216  0.18429365 0.10087793 0.         0.09228442
 0.07964127]",1.0146130443374686,1.0015405256081815,0.14054196089888543,0.0904783322121605,0.0,0.0,0.11628218297255206,0.10027865357253936,0.09532160241217247,0.1842936458400727,0.10087792868471948,0.0,0.0922844212156612,0.07964127219123686,0.0
28,2014-02-14,"[0.         0.14052176 0.09049085 0.         0.         0.11626106
 0.10023997 0.09530598 0.1843441  0.1008666  0.         0.09229236
 0.07967731]",1.006115785080923,0.992733913419659,0.14052176088791699,0.09049085496336966,0.0,0.0,0.11626105688772093,0.10023997030197106,0.09530598050955612,0.1843441044847248,0.10086659720664654,0.0,0.0922923606409341,0.07967731411715981,0.0
29,2014-02-18,"[0.         0.14063182 0.09041893 0.         0.         0.11628219
 0.10041156 0.09534369 0.18416248 0.10087528 0.         0.0923012
 0.07957284]",1.030847412525632,1.0091034493001938,0.14063182321852205,0.09041893300028034,0.0,0.0,0.1162821937964986,0.1004115605921725,0.09534369068697145,0.18416247733820046,0.10087527902089628,0.0,0.09230120154633815,0.07957284080012024,0.0
30,2014-02-19,"[0.         0.14046644 0.09145897 0.         0.         0.11549643
 0.09859303 0.09186252 0.18950741 0.09713929 0.         0.09261747
 0.08285843]",1.0462703778937934,1.0179465734344197,0.14046644464638758,0.09145897261332195,0.0,0.0,0.11549643285490911,0.09859302918087742,0.09186252496221803,0.1895074050691524,0.09713929315911889,0.0,0.09261746795040135,0.08285842956361318,0.0
31,2014-02-20,"[0.         0.14038124 0.09151412 0.         0.         0.11534801
 0.09837851 0.09150007 0.19043819 0.09674972 0.         0.09260483
 0.08308531]",1.0316606707381732,1.0103440634297556,0.14038123890736767,0.09151411798800323,0.0,0.0,0.11534801164636863,0.09837850654834773,0.09150006640010597,0.19043819335154055,0.09674972442680532,0.0,0.09260482652206611,0.08308531420939472,0.0
32,2014-02-21,"[0.         0.14029166 0.09155639 0.         0.         0.11532373
 0.0983199  0.09145261 0.190658   0.09670815 0.         0.0925902
 0.08309936]",1.024024235621165,1.0048434536776667,0.14029166048797417,0.09155638834730448,0.0,0.0,0.11532372951460726,0.0983198965639354,0.09145261470751322,0.1906580011912391,0.09670814968192341,0.0,0.09259019959783107,0.08309935990767196,0.0
33,2014-02-24,"[0.         0.14021455 0.0915821  0.         0.         0.11533122
 0.09818176 0.09144176 0.19083999 0.09665253 0.         0.09256526
 0.08319083]",1.022646137650792,1.0048385898829393,0.14021454542826556,0.09158210198797945,0.0,0.0,0.11533121817245784,0.09818175884673508,0.09144175662445918,0.19083999386090547,0.09665253363097498,0.0,0.09256526014451669,0.08319083130370583,0.0
34,2014-02-25,"[0.         0.14021094 0.09158474 0.         0.         0.11531137
 0.09817382 0.09142043 0.19088204 0.09660401 0.         0.09258856
 0.08322408]",1.033558965076929,1.0128275450007362,0.1402109447109759,0.09158474313946985,0.0,0.0,0.11531137432176314,0.09817382440391413,0.09142042785832599,0.19088204327671787,0.09660400902223079,0.0,0.0925885559073719,0.08322407735923038,0.0
35,2014-02-26,"[0.         0.14023857 0.09157874 0.         0.         0.11528091
 0.09816137 0.09138311 0.19091263 0.09656616 0.         0.09260605
 0.08327245]",1.0355769748266528,1.0151396177898675,0.14023857272661253,0.09157874146562744,0.0,0.0,0.11528091022731238,0.09816137208292312,0.09138311406617776,0.19091263334734626,0.09656615647639613,0.0,0.09260604665871212,0.08327245294889213,0.0
36,2014-02-27,"[0.         0.14023141 0.09157401 0.         0.         0.11530381
 0.0981327  0.09139287 0.19095743 0.09648453 0.         0.09260879
 0.08331444]",1.0458062652147575,1.0196229124720342,0.14023141308111034,0.09157401441739986,0.0,0.0,0.11530381324475467,0.09813269680453912,0.09139287346536765,0.19095742904563331,0.09648452992059003,0.0,0.0926087934398653,0.08331443658073971,0.0
37,2014-02-28,"[0.         0.1402366  0.09156581 0.         0.         0.11531572
 0.09816587 0.09141307 0.19092252 0.09645926 0.         0.09262554
 0.08329561]",1.0560345053000084,1.0232510463368325,0.14023659880732617,0.09156580815404555,0.0,0.0,0.11531572259659091,0.0981658740987831,0.09141306668953633,0.1909225246184758,0.09645925537376,0.0,0.09262553607179426,0.08329561358968779,0.0
38,2014-03-03,"[0.         0.1403096  0.0915325  0.         0.         0.11530937
 0.0982849  0.09141459 0.19080085 0.09645978 0.         0.09265303
 0.08323538]",1.0694393773439772,1.0316163228401312,0.14030960125278133,0.0915325039436737,0.0,0.0,0.11530936618741043,0.09828489846003939,0.09141458504633174,0.19080085319267645,0.09645977766403724,0.0,0.09265303166277682,0.0832353825902728,0.0
39,2014-03-04,"[0.         0.14040025 0.09148127 0.         0.         0.11529983
 0.0984108  0.09143127 0.19064532 0.09650228 0.         0.09267263
 0.08315635]",1.0538742976438356,1.0209294148912142,0.14040024865750456,0.09148126787820321,0.0,0.0,0.11529983064835486,0.0984107998103763,0.09143127284216933,0.1906453208082106,0.09650228237628776,0.0,0.09267263182545238,0.083156345153441,0.0
40,2014-03-05,"[0.         0.14045128 0.09145174 0.         0.         0.11530207
 0.09850779 0.09145907 0.19050991 0.09657471 0.         0.09267547
 0.08306796]",1.0689522350155278,1.0311201089725255,0.14045127513398611,0.09145173899569119,0.0,0.0,0.11530207480100547,0.09850779387939493,0.09145907202803018,0.19050990784928537,0.09657470621507676,0.0,0.09267546889652653,0.08306796220100351,0.0
41,2014-03-06,"[0.         0.14055125 0.09137621 0.         0.         0.11532957
 0.09860265 0.09151043 0.19035069 0.09661605 0.         0.09266812
 0.08299504]",1.0767624399091174,1.0358238490529261,0.14055125221283105,0.0913762050190145,0.0,0.0,0.11532957375870356,0.09860264812006507,0.09151042511245323,0.19035068603080801,0.09661605234633121,0.0,0.09266811551756106,0.08299504188223236,0.0
42,2014-03-07,"[0.         0.14055567 0.09137553 0.         0.         0.11533442
 0.0985682  0.0915022  0.19037806 0.09660423 0.         0.09265543
 0.08302627]",1.0708299168361088,1.0342902412513215,0.1405556673775351,0.09137552792416323,0.0,0.0,0.11533441697115711,0.09856819961202465,0.09150220422662901,0.1903780583649976,0.09660422948176077,0.0,0.09265542521879122,0.08302627082294144,0.0
43,2014-03-10,"[0.         0.14058101 0.09136499 0.         0.         0.11531196
 0.09857038 0.09148346 0.1903728  0.09663357 0.         0.09265346
 0.08302838]",1.0742812546401577,1.0383676164134923,0.14058100780126218,0.09136498981834924,0.0,0.0,0.1153119577339798,0.0985703759267587,0.09148345790609444,0.1903728001169502,0.09663356993205195,0.0,0.09265345897796258,0.08302838178659086,0.0
44,2014-03-11,"[0.         0.14062129 0.09134021 0.         0.         0.11530446
 0.0986099  0.09148504 0.19032576 0.09665721 0.         0.09265342
 0.08300272]",1.065973525494969,1.034075910596518,0.14062128751809772,0.09134020634617612,0.0,0.0,0.11530445545981619,0.09860990369569739,0.09148503635217621,0.19032576097766518,0.09665720809769804,0.0,0.09265342304182952,0.08300271851084357,0.0
45,2014-03-12,"[0.         0.14067445 0.09132512 0.         0.         0.11527221
 0.09868985 0.09146356 0.19024871 0.09670075 0.         0.09266746
 0.08295788]",1.05964299327284,1.0313418751926728,0.14067445102658696,0.09132511894861667,0.0,0.0,0.11527221316736314,0.09868985249807775,0.09146356425562346,0.19024871083948242,0.09670075499211007,0.0,0.09266745551869908,0.08295787875344038,0.0
46,2014-03-13,"[0.         0.1406997  0.09130292 0.         0.         0.11528484
 0.09876198 0.09150143 0.19014998 0.09673275 0.         0.09267474
 0.08289166]",1.0416878178647506,1.0184497616811676,0.14069969903084287,0.09130292108845062,0.0,0.0,0.115284842339554,0.09876198208449606,0.09150142808491014,0.1901499818247116,0.09673274821366261,0.0,0.09267474044043032,0.08289165689294169,0.0
47,2014-03-14,"[0.         0.14077629 0.09125544 0.         0.         0.11527426
 0.09886182 0.09152463 0.18999665 0.09683601 0.         0.0926747
 0.08280019]",1.0503299110590734,1.024819502379359,0.1407762923391225,0.09125544364044678,0.0,0.0,0.11527426339209368,0.09886182129494593,0.09152462655725468,0.1899966473347559,0.09683601412536492,0.0,0.09267469890477242,0.08280019241124309,0.0
48,2014-03-17,"[0.         0.1408118  0.09124602 0.         0.         0.11524829
 0.09891999 0.09151969 0.18990959 0.09692518 0.         0.09267601
 0.08274342]",1.0277613470260565,1.0095028336913172,0.1408118001682552,0.09124601845851013,0.0,0.0,0.11524829201543542,0.09891999367477369,0.09151969426553473,0.18990958743521852,0.09692517814119682,0.0,0.09267601327600399,0.08274342256507136,0.0
49,2014-03-18,"[0.         0.14085255 0.09120673 0.         0.         0.11527618
 0.09897431 0.09156695 0.18981371 0.0969566  0.         0.09266576
 0.08268722]",1.0364949083231898,1.014825548275627,0.14085255142729178,0.09120672594788196,0.0,0.0,0.11527618290933989,0.0989743081040407,0.09156694915052951,0.189813705170447,0.09695660025520075,0.0,0.09266575863710591,0.08268721839816245,0.0
50,2014-03-19,"[0.         0.14088932 0.09119743 0.         0.         0.1152583
 0.0990075  0.09154408 0.18979393 0.09690885 0.         0.09269331
 0.08270728]",1.0379686485327464,1.0174543833640304,0.1408893155888613,0.09119743063338426,0.0,0.0,0.11525830401919682,0.09900750346994006,0.09154408152591834,0.18979393138855216,0.09690884783094478,0.0,0.0926933060456542,0.08270727949754814,0.0
51,2014-03-20,"[0.         0.14085888 0.0912029  0.         0.         0.11528003
 0.09893246 0.0915579  0.18986031 0.09688386 0.         0.09267295
 0.08275073]",1.0639878837652603,1.0369695396039453,0.14085887553998216,0.09120289801981901,0.0,0.0,0.11528002895030681,0.09893246232610631,0.09155789599691025,0.18986030533760165,0.09688386214919462,0.0,0.09267294552475737,0.08275072615532182,0.0
52,2014-03-21,"[0.         0.14083723 0.09122918 0.         0.         0.11525036
 0.09894176 0.09152919 0.18988034 0.09689193 0.         0.09269035
 0.08274967]",1.0516809524599213,1.0311320141501301,0.14083723145122776,0.09122917877306701,0.0,0.0,0.11525035616895717,0.09894176246462202,0.0915291874053154,0.18988033803773965,0.09689193040450982,0.0,0.09269034668657974,0.08274966860798139,0.0
53,2014-03-24,"[0.         0.14088392 0.09120724 0.         0.         0.11523413
 0.0990126  0.09153039 0.18979702 0.09693318 0.         0.09270029
 0.08270123]",1.0640406734487668,1.0441711251287173,0.14088391847641507,0.0912072387809941,0.0,0.0,0.11523412797859883,0.09901260407983721,0.09153038840777035,0.18979702241917756,0.09693317795338656,0.0,0.09270028758571419,0.08270123431810618,0.0
54,2014-03-25,"[0.         0.1408889  0.09119865 0.         0.         0.11524904
 0.09896606 0.09153582 0.18982501 0.09692253 0.         0.09268052
 0.08273346]",1.0521755281127867,1.0355024704256843,0.14088890370358106,0.09119865399038098,0.0,0.0,0.11524904122389804,0.09896605517330677,0.0915358239016181,0.18982500749946757,0.0969225268186232,0.0,0.0926805235712562,0.08273346411786794,0.0
55,2014-03-26,"[0.         0.14090312 0.09117705 0.         0.         0.11527672
 0.09902369 0.09158597 0.18973237 0.09698799 0.         0.09266296
 0.08265014]",1.0492786506691874,1.033362775961498,0.14090311596301047,0.09117704578689606,0.0,0.0,0.11527672396327712,0.09902368722853364,0.09158596634623195,0.18973236702008472,0.09698798965601742,0.0,0.0926629616476894,0.08265014238825934,0.0
56,2014-03-27,"[0.         0.14089512 0.09117863 0.         0.         0.11527821
 0.09899382 0.09158399 0.1897568  0.09699525 0.         0.09265113
 0.08266706]",1.0461018466454024,1.0379952727321071,0.1408951176061969,0.09117862670597754,0.0,0.0,0.11527820545218172,0.09899381637498665,0.09158398571793022,0.18975679502077625,0.09699525342580098,0.0,0.09265113477416996,0.08266706492197981,0.0
57,2014-03-28,"[0.         0.14084441 0.09120301 0.         0.         0.11528872
 0.09895707 0.09159084 0.1898076  0.09698079 0.         0.09264695
 0.08268061]",1.020270558485092,1.0184868635769464,0.14084440565933948,0.09120300883254404,0.0,0.0,0.11528871796066041,0.09895706833870986,0.09159084254974297,0.18980760089675058,0.09698079037339916,0.0,0.09264695498677958,0.08268061040207403,0.0
58,2014-03-31,"[0.         0.14074628 0.09125305 0.         0.         0.11529896
 0.09889544 0.09161004 0.18986871 0.09703851 0.         0.09262476
 0.08266424]",1.0194234602612653,1.0170286141226421,0.14074628202061054,0.09125305351501523,0.0,0.0,0.11529896234858483,0.0988954448774815,0.09161004143585309,0.1898687115808548,0.09703850977721867,0.0,0.09262475561468266,0.08266423882969877,0.0
59,2014-04-01,"[0.         0.14069604 0.0912738  0.         0.         0.11531023
 0.09883434 0.09160767 0.18995767 0.09698581 0.         0.09262154
 0.0827129 ]",1.028581686817669,1.0245374654850041,0.14069604370232255,0.09127379672127886,0.0,0.0,0.11531023043028986,0.09883433972752666,0.091607666342992,0.18995767248282472,0.0969858065699117,0.0,0.09262153964888618,0.08271290437396753,0.0
60,2014-04-02,"[0.         0.1481613  0.08586697 0.         0.         0.11673028
 0.10397685 0.09248521 0.18689892 0.09253061 0.         0.09124525
 0.08210462]",1.030610762019886,1.0273347957346217,0.14816130101451974,0.08586696518897301,0.0,0.0,0.11673027593421226,0.10397685357931313,0.09248521088316135,0.18689891658573315,0.0925306135596379,0.0,0.09124524563274124,0.08210461762170834,0.0
61,2014-04-03,"[0.         0.14920153 0.08542137 0.         0.         0.11682532
 0.10439531 0.09249456 0.18640107 0.09203879 0.         0.09109834
 0.0821237 ]",1.040172312197601,1.035812959221061,0.14920152641412562,0.08542137280293421,0.0,0.0,0.11682531963450392,0.1043953082944024,0.09249456102156481,0.1864010739732356,0.09203879166635599,0.0,0.0910983449608693,0.08212370123200814,0.0
62,2014-04-04,"[0.         0.1493394  0.08538867 0.         0.         0.11683731
 0.1044001  0.09249362 0.1863453  0.09197305 0.         0.09107429
 0.08214826]",1.0432823997340661,1.0394839076373552,0.14933940377898364,0.08538866957940403,0.0,0.0,0.1168373123255141,0.10440010038053624,0.09249361539412179,0.18634529929943944,0.09197305220388148,0.0,0.091074287081783,0.08214825995633615,0.0
63,2014-04-07,"[0.         0.14935066 0.08533745 0.         0.         0.11689452
 0.10444675 0.09255664 0.18628715 0.09201094 0.         0.09104522
 0.08207067]",1.047506876185102,1.040302533592947,0.14935066056624174,0.08533744810392123,0.0,0.0,0.11689452258245124,0.10444675185857895,0.09255663727129283,0.18628714777513455,0.09201093774738416,0.0,0.09104521965168874,0.08207067444330673,0.0
64,2014-04-08,"[0.         0.1493358  0.0853162  0.         0.         0.11692541
 0.10446446 0.09259045 0.18626026 0.09203952 0.         0.09103751
 0.0820304 ]",1.033158958876702,1.0275043778570414,0.14933580057016035,0.08531619698906959,0.0,0.0,0.11692541409199096,0.1044644584194064,0.09259044547640806,0.18626025851311248,0.0920395187612063,0.0,0.09103750779907167,0.08203039937957414,0.0
65,2014-04-09,"[0.         0.14928376 0.08525771 0.         0.         0.11700375
 0.10448333 0.09269541 0.18625676 0.09216109 0.         0.09095087
 0.0819073 ]",1.0079223727651343,1.0094120791124663,0.1492837626898711,0.08525771467118061,0.0,0.0,0.11700375319787024,0.10448333055613813,0.09269541093497405,0.1862567607364275,0.09216109196901198,0.0,0.09095087234041009,0.0819073029041163,0.0
66,2014-04-10,"[0.         0.14926493 0.08527413 0.         0.         0.11699432
 0.10444649 0.09267965 0.18630667 0.09213552 0.         0.09095331
 0.08194497]",1.0159408750731433,1.016359939768124,0.14926493457092463,0.08527412843525478,0.0,0.0,0.11699431944835595,0.10444649431334575,0.09267965449119996,0.1863066725480292,0.09213551538599489,0.0,0.09095331415534451,0.08194496665155014,0.0
67,2014-04-11,"[0.         0.14928241 0.08527681 0.         0.         0.11698921
 0.10447523 0.09266799 0.1862546  0.09211371 0.         0.09099101
 0.08194902]",1.0155784199276412,1.0153020993269486,0.14928241178542187,0.08527680995285758,0.0,0.0,0.1169892074701517,0.10447523315649855,0.09266798735718125,0.18625460490479046,0.09211371224353347,0.0,0.09099101262257861,0.0819490205069865,0.0
68,2014-04-14,"[0.         0.14926308 0.08527182 0.         0.         0.11699694
 0.10449301 0.09267954 0.18623631 0.09213573 0.         0.09100081
 0.08192277]",0.9931920194186717,0.9926970050429534,0.14926307622938617,0.08527182104859404,0.0,0.0,0.11699693973970164,0.10449300560997822,0.09267953956856156,0.18623631084710948,0.09213573031873275,0.0,0.09100080701585221,0.08192276962208385,0.0
69,2014-04-15,"[0.         0.14924102 0.08525306 0.         0.         0.1170195
 0.1045055  0.09270651 0.18624048 0.09216581 0.         0.09098182
 0.08188629]",0.9930768279266619,0.9953869048073607,0.14924102415983195,0.08525305933173556,0.0,0.0,0.11701949985161458,0.10450549856004064,0.09270651295351438,0.18624048060281898,0.09216581449843879,0.0,0.09098182272484094,0.08188628731716402,0.0
70,2014-04-16,"[0.         0.14920841 0.08525522 0.         0.         0.11703299
 0.10445614 0.09271713 0.18631945 0.09215678 0.         0.09094807
 0.0819058 ]",0.9861617938670397,0.9922933864533636,0.14920841383161507,0.08525522394083067,0.0,0.0,0.11703298741135806,0.1044561372946345,0.092717133520408,0.18631945260921187,0.0921567814009217,0.0,0.09094806910635393,0.08190580088466616,0.0
