,Date,Weights,Profit,Base Profit,Volume,JACK,PZZA,EAT,MCD,STKL,UVV,PYX,ANDE,MOD,STRT,DORM,SUP,cash
0,2014-01-06,"[0.12689288 0.         0.         0.10988838 0.17199583 0.11010323
 0.12356431 0.14222924 0.         0.11843941 0.         0.
 0.0968867 ]",0.9956344496364226,0.9950000000000002,0.8731071054935455,0.0,0.0,0.10988838225603104,0.1719958335161209,0.11010322719812393,0.12356431037187576,0.14222924411296844,0.0,0.11843940615653992,0.0,0.0,0.09688670188188553,0.12689287960529327
1,2014-01-07,"[0.12675503 0.         0.         0.10919152 0.17155445 0.11153031
 0.12411095 0.14171088 0.         0.11808255 0.         0.
 0.09706435]",0.9977617648084576,0.9990443917494995,0.004146673475129059,0.0,0.0,0.10919152200222015,0.17155444622039795,0.11153031140565872,0.12411095201969147,0.14171087741851807,0.0,0.11808254569768906,0.0,0.0,0.09706435352563858,0.126755028963089
2,2014-01-08,"[0.1267282  0.         0.         0.10921394 0.17169812 0.11217677
 0.12388974 0.1415328  0.         0.11801738 0.         0.
 0.09674306]",0.9845663083512365,0.9847058576047146,0.013420339808600622,0.0,0.0,0.1092139407992363,0.17169812321662903,0.11217676848173141,0.1238897442817688,0.1415327936410904,0.0,0.11801737546920776,0.0,0.0,0.09674306213855743,0.12672820687294006
3,2014-01-09,"[0.12674025 0.         0.         0.10921101 0.17173588 0.1119592
 0.12395302 0.1415959  0.         0.11798702 0.         0.
 0.09681775]",0.9847620519728533,0.9865282141144975,0.01082753729006482,0.0,0.0,0.10921100527048111,0.17173588275909424,0.11195920407772064,0.12395302206277847,0.14159590005874634,0.0,0.1179870218038559,0.0,0.0,0.096817746758461,0.1267402470111847
4,2014-01-10,"[0.12684508 0.         0.         0.10904086 0.17199002 0.11131971
 0.12408035 0.141461   0.         0.11819177 0.         0.
 0.09707119]",0.9892000638451848,0.9891432448542274,0.014896199813722779,0.0,0.0,0.10904086381196976,0.1719900220632553,0.11131970584392548,0.1240803450345993,0.14146099984645844,0.0,0.11819177120923996,0.0,0.0,0.09707119315862656,0.1268450766801834
5,2014-01-13,"[0.12685227 0.         0.         0.10912846 0.17216218 0.11138453
 0.12385173 0.14148925 0.         0.11825383 0.         0.
 0.09687774]",0.9892068172507978,0.9871590891029158,0.009380958537535285,0.0,0.0,0.10912846028804779,0.17216217517852783,0.11138453334569931,0.1238517314195633,0.14148925244808197,0.0,0.11825383454561234,0.0,0.0,0.09687773883342743,0.12685227394104004
6,2014-01-14,"[0.12686379 0.         0.         0.10921186 0.17228128 0.11075319
 0.12371442 0.14175773 0.         0.11847726 0.         0.
 0.09694045]",0.9858693394558791,0.9811602541134854,0.006726205693450275,0.0,0.0,0.10921186208724976,0.17228128015995026,0.11075319349765778,0.12371442466974258,0.14175772666931152,0.0,0.11847725510597229,0.0,0.0,0.09694045037031174,0.12686379253864288
7,2014-01-15,"[0.12689832 0.         0.         0.10928954 0.17237578 0.11065067
 0.12370861 0.14170144 0.         0.11846185 0.         0.
 0.09691376]",0.9818063572049541,0.9770734083564648,0.007982614668461452,0.0,0.0,0.10928954184055328,0.17237578332424164,0.1106506735086441,0.12370861321687698,0.14170144498348236,0.0,0.11846185475587845,0.0,0.0,0.09691376239061356,0.12689831852912903
8,2014-01-16,"[0.12692024 0.         0.         0.10932557 0.17215769 0.11037295
 0.1238704  0.14179437 0.         0.11844204 0.         0.
 0.09711678]",0.9803230363906199,0.9797369082530761,0.00760290726293906,0.0,0.0,0.10932556539773941,0.17215768992900848,0.11037295311689377,0.12387040257453918,0.1417943686246872,0.0,0.11844204366207123,0.0,0.0,0.09711677581071854,0.12692023813724518
9,2014-01-17,"[0.12696485 0.         0.         0.10937139 0.17226025 0.10976234
 0.12391406 0.14194073 0.         0.1185247  0.         0.
 0.09726162]",0.9868614604603331,0.9845481931620056,0.011744516143858253,0.0,0.0,0.10937139391899109,0.17226025462150574,0.10976234078407288,0.12391406297683716,0.14194072782993317,0.0,0.1185247004032135,0.0,0.0,0.09726162254810333,0.12696485221385956
10,2014-01-21,"[0.12695009 0.         0.         0.10936505 0.17222394 0.10993509
 0.12386726 0.14193238 0.         0.1185187  0.         0.
 0.09720753]",0.9895768159504403,0.9862930526977238,0.010119059911004723,0.0,0.0,0.10936504602432251,0.17222394049167633,0.10993508994579315,0.12386725842952728,0.1419323831796646,0.0,0.11851870268583298,0.0,0.0,0.09720753133296967,0.12695008516311646
11,2014-01-22,"[0.12697625 0.         0.         0.10948584 0.17231205 0.10940883
 0.12379683 0.14211959 0.         0.11864883 0.         0.
 0.09725182]",0.9874835203569122,0.9855966100066558,0.005994720618152963,0.0,0.0,0.10948584228754044,0.17231205105781555,0.10940882563591003,0.12379682809114456,0.14211958646774292,0.0,0.11864882707595825,0.0,0.0,0.09725181758403778,0.12697625160217285
12,2014-01-23,"[0.12696725 0.         0.         0.10950126 0.17219879 0.10938895
 0.1237938  0.14217941 0.         0.11868433 0.         0.
 0.09728616]",0.9938684098018169,0.9965515729815412,0.006579852239081879,0.0,0.0,0.10950126498937607,0.17219878733158112,0.10938895493745804,0.12379380315542221,0.14217941462993622,0.0,0.1186843290925026,0.0,0.0,0.0972861647605896,0.12696725130081177
