,Date,Weights,Profit,Base Profit,SPAR,PCAR,F,OSK,CTO,CIGI,TRC,FRPH,CIA,AAME,GL,FFG,cash
66,2014-04-10,"[0.         0.10280514 0.         0.13293686 0.         0.11282808
 0.19589157 0.15555033 0.1027848  0.10930677 0.         0.08789645
 0.        ]",0.9899800195192257,0.9957394952180356,0.10280513982512754,0.0,0.13293686397665241,0.0,0.11282807627642641,0.19589157032202942,0.15555032959493967,0.10278479906379957,0.10930676972297056,0.0,0.0878964512180545,0.0,0.0
67,2014-04-11,"[0.         0.10248955 0.         0.13302225 0.         0.11285175
 0.19616746 0.15561797 0.10255432 0.1095452  0.         0.08775149
 0.        ]",0.9912818220504374,0.9984904313508725,0.10248955307836674,0.0,0.13302224608478033,0.0,0.11285175247814562,0.19616745992688014,0.15561797377393105,0.10255432120273,0.10954519991585003,0.0,0.08775149353931605,0.0,0.0
68,2014-04-14,"[0.         0.10211321 0.         0.13289831 0.         0.11286412
 0.19705781 0.15581319 0.1016313  0.11114009 0.         0.08648196
 0.        ]",0.9640150078392329,0.9769444020793174,0.10211321412745478,0.0,0.1328983063109436,0.0,0.1128641215279123,0.19705781371760034,0.15581319271046254,0.10163130071688321,0.11114008674876225,0.0,0.0864819641399811,0.0,0.0
69,2014-04-15,"[0.         0.10160157 0.         0.1328742  0.         0.11310467
 0.19761659 0.15580619 0.10128796 0.11122599 0.         0.08648283
 0.        ]",0.9671365487134115,0.9796478983290144,0.10160157119483472,0.0,0.1328742017504495,0.0,0.11310467484915235,0.19761659216142805,0.15580618879088853,0.10128795705980226,0.11122598535443283,0.0,0.08648282883901157,0.0,0.0
70,2014-04-16,"[0.         0.10138677 0.         0.13281867 0.         0.11328068
 0.19808275 0.15576922 0.10077606 0.11176276 0.         0.0861231
 0.        ]",0.9617449512811856,0.9756836026813527,0.10138676534305227,0.0,0.13281867198469582,0.0,0.113280677826572,0.19808274537021286,0.15576921817554712,0.10077605511226173,0.111762762482156,0.0,0.0861231037055023,0.0,0.0
71,2014-04-17,"[0.         0.10171048 0.         0.13313714 0.         0.11306634
 0.19749179 0.15559258 0.10133757 0.11085429 0.         0.0868098
 0.        ]",0.9674135776350093,0.9829771351851069,0.10171048301565389,0.0,0.13313713918518533,0.0,0.11306634140033894,0.1974917902638048,0.15559258147547084,0.10133756721553591,0.11085429366761534,0.0,0.08680980377639483,0.0,0.0
72,2014-04-21,"[0.         0.10169187 0.         0.13317546 0.         0.11316116
 0.19757058 0.15554402 0.10105287 0.11113542 0.         0.08666863
 0.        ]",0.969048300477134,0.9837456088039095,0.10169186643953501,0.0,0.133175456253643,0.0,0.11316116473182546,0.1975705772963869,0.15554401949693225,0.10105286598472452,0.11113542069632663,0.0,0.08666862910062621,0.0,0.0
73,2014-04-22,"[0.         0.10250017 0.         0.13352047 0.         0.11279744
 0.19638544 0.15533381 0.10167989 0.11036029 0.         0.08742247
 0.        ]",0.9796910494163172,0.9909930073601162,0.102500173037933,0.0,0.1335204747976665,0.0,0.11279744437020126,0.1963854419384281,0.15533381374640798,0.10167988578024348,0.11036029333962256,0.0,0.08742247298949715,0.0,0.0
74,2014-04-23,"[0.         0.10293888 0.         0.13386875 0.         0.11257051
 0.19541147 0.15522637 0.10230843 0.10939957 0.         0.08827602
 0.        ]",0.9826038795220936,0.9938995409734014,0.10293888391692137,0.0,0.13386874967600107,0.0,0.11257051148590534,0.19541146974645382,0.1552263686261431,0.1023084278074064,0.10939957005801546,0.0,0.08827601868315352,0.0,0.0
75,2014-04-24,"[0.         0.10346582 0.         0.13409669 0.         0.11246722
 0.19430104 0.15510671 0.10289351 0.10840697 0.         0.08926204
 0.        ]",0.9935377273062294,0.9987732700195103,0.10346581930794503,0.0,0.13409669432932744,0.0,0.11246721692835021,0.19430103684488748,0.15510670828188716,0.10289351494986669,0.10840696612209823,0.0,0.08926204323563769,0.0,0.0
76,2014-04-25,"[0.         0.10225075 0.         0.13377709 0.         0.11303866
 0.19637576 0.15526533 0.10135004 0.11039333 0.         0.08754902
 0.        ]",0.989020958838675,0.9979742681839013,0.10225075472724184,0.0,0.1337770927694968,0.0,0.1130386598101922,0.19637576423421357,0.1552653348448679,0.10135004059549925,0.11039333048015,0.0,0.08754902253833832,0.0,0.0
77,2014-04-28,"[0.         0.10186805 0.         0.13366463 0.         0.11313422
 0.19712909 0.15533127 0.100829   0.11105418 0.         0.08698956
 0.        ]",0.9663421759268834,0.9817960507443464,0.10186805044104022,0.0,0.13366463088720848,0.0,0.11313422140002247,0.19712909016743138,0.15533126765463912,0.10082899698109674,0.11105417931741823,0.0,0.08698956315114346,0.0,0.0
