,Date,Weights,Profit,Base Profit,SUP,MOD,STRT,DORM,FFG,CIA,GL,AAME,TFX,MMM,CRY,ATRI,cash
0,2014-01-06,"[0.06618584 0.10775304 0.         0.13042303 0.         0.12825986
 0.12238801 0.14188116 0.         0.10197971 0.         0.07726766
 0.1238617 ]",0.9999999999906618,0.9999999999917246,0.10775303670270987,0.0,0.13042303400233907,0.0,0.12825986363209368,0.12238800713053533,0.14188115868495213,0.0,0.10197970631419727,0.0,0.07726765563202614,0.12386169658713171,0.06618584131401484
1,2014-01-07,"[0.         0.11365659 0.         0.1414395  0.         0.13837921
 0.13135869 0.15516537 0.         0.10765788 0.         0.07926334
 0.13307943]",0.9965094612707386,0.9975242168251996,0.11365658629202974,0.0,0.1414394969017186,0.0,0.13837920712025056,0.13135869123644756,0.15516536624329746,0.0,0.10765788262864322,0.0,0.07926333504472065,0.13307943453289214,0.0
2,2014-01-08,"[0.         0.11336101 0.         0.14164421 0.         0.13874119
 0.13159042 0.15599809 0.         0.10685933 0.         0.0786209
 0.13318486]",0.9915857084883675,0.9917562202098484,0.1133610073163283,0.0,0.1416442076874623,0.0,0.13874118805641356,0.13159041848162353,0.155998088961912,0.0,0.1068593302402327,0.0,0.07862089519236452,0.13318486406366292,0.0
3,2014-01-09,"[0.         0.1136392  0.         0.14038552 0.         0.13912355
 0.13152164 0.15617111 0.         0.10702169 0.         0.07899835
 0.13313893]",0.9870583169167935,0.9919930367358368,0.11363920237827425,0.0,0.14038551996197293,0.0,0.13912355068981805,0.13152163525148272,0.1561711145518039,0.0,0.10702169204859034,0.0,0.07899835115569298,0.13313893396236487,0.0
4,2014-01-10,"[0.         0.11380811 0.         0.13979332 0.         0.13941668
 0.13162715 0.15629974 0.         0.10689846 0.         0.07905747
 0.13309907]",0.9878484319363795,0.9911238645154311,0.1138081063186952,0.0,0.13979332056999427,0.0,0.13941667980260844,0.1316271547757203,0.1562997350155623,0.0,0.10689845652813015,0.0,0.07905747331679279,0.13309907367249674,0.0
5,2014-01-13,"[0.         0.11371653 0.         0.14026228 0.         0.13936228
 0.13179516 0.15635363 0.         0.10649429 0.         0.07881868
 0.13319714]",0.990344495937213,0.9917882304262351,0.11371653351388918,0.0,0.14026228253361084,0.0,0.13936228028455017,0.13179515587966484,0.15635363250797904,0.0,0.10649429122585091,0.0,0.07881868440247097,0.1331971396519842,0.0
6,2014-01-14,"[0.         0.11388668 0.         0.13998563 0.         0.13939735
 0.13180055 0.15639775 0.         0.10638419 0.         0.07892853
 0.13321932]",0.9866698126325648,0.9886262158801786,0.11388667651626963,0.0,0.13998563446178008,0.0,0.13939734720716093,0.13180054717929393,0.15639774694971706,0.0,0.10638419225202789,0.0,0.07892853214368932,0.13321932329006123,0.0
7,2014-01-15,"[0.         0.11370956 0.         0.14081118 0.         0.13931673
 0.13204875 0.15647114 0.         0.10581058 0.         0.07853302
 0.13329904]",0.9791619585879626,0.9831172428894702,0.11370955586574148,0.0,0.14081117654410716,0.0,0.13931672566511072,0.1320487535308803,0.15647114488797392,0.0,0.10581058443063177,0.0,0.07853302266378533,0.13329903641176924,0.0
8,2014-01-16,"[0.         0.11351542 0.         0.14165512 0.         0.13903656
 0.1320515  0.15637113 0.         0.10579626 0.         0.07829288
 0.13328113]",0.9814072284573087,0.9851357101641913,0.11351541598252528,0.0,0.14165511596991415,0.0,0.1390365571727993,0.13205149695028612,0.15637113024141905,0.0,0.10579626456067794,0.0,0.07829288444794652,0.13328113467443156,0.0
9,2014-01-17,"[0.         0.11328138 0.         0.14265169 0.         0.1387233
 0.1321106  0.15626623 0.         0.10568686 0.         0.07798077
 0.13329916]",0.9809388855830532,0.9823173994362568,0.11328138312085526,0.0,0.1426516943763056,0.0,0.13872329852378446,0.13211060191769408,0.15626623255137967,0.0,0.10568686165206011,0.0,0.07798077242726438,0.13329915543065646,0.0
10,2014-01-21,"[0.         0.11316715 0.         0.14280659 0.         0.13873115
 0.1320904  0.15629165 0.         0.1057541  0.         0.07791537
 0.13324359]",0.9733365320335189,0.9794018121707182,0.11316714885954851,0.0,0.14280659015908712,0.0,0.13873115334625638,0.1320903990083013,0.1562916498224872,0.0,0.10575410150750522,0.0,0.07791536822940011,0.13324358906741418,0.0
11,2014-01-22,"[0.         0.11291419 0.         0.14339691 0.         0.13832856
 0.13186866 0.15613366 0.         0.10613685 0.         0.07798767
 0.1332335 ]",0.980563045545465,0.9814537187519909,0.11291418601590421,0.0,0.14339691050267178,0.0,0.1383285591969289,0.13186865907574527,0.1561336592020575,0.0,0.10613684998031629,0.0,0.07798767165090044,0.1332335043754756,0.0
12,2014-01-23,"[0.         0.11281062 0.         0.14394353 0.         0.13796182
 0.13170868 0.15597109 0.         0.10634006 0.         0.07801481
 0.13324939]",0.9815067353527308,0.9813830733281279,0.1128106194341935,0.0,0.1439435301775609,0.0,0.13796181881977257,0.13170867942249448,0.1559710931336615,0.0,0.10634006367523195,0.0,0.07801480778799699,0.1332493875490882,0.0
13,2014-01-24,"[0.         0.11274532 0.         0.14457073 0.         0.13779623
 0.13178065 0.15590974 0.         0.10621426 0.         0.07774315
 0.13323992]",0.975030133542144,0.9775079789278338,0.11274532125410515,0.0,0.14457073349942967,0.0,0.1377962273151862,0.1317806451193257,0.15590974004643635,0.0,0.10621425797064647,0.0,0.07774315359076323,0.13323992120410724,0.0
14,2014-01-27,"[0.         0.11319968 0.         0.14249609 0.         0.13827764
 0.13150411 0.15601682 0.         0.10679546 0.         0.07854419
 0.13316601]",0.9895811219683174,0.9817163644200891,0.11319968250578359,0.0,0.14249609130385327,0.0,0.1382776410730789,0.1315041139261259,0.15601681888355748,0.0,0.10679545694243027,0.0,0.07854418981646026,0.13316600554871025,0.0
15,2014-01-28,"[0.         0.11351611 0.         0.14092284 0.         0.13900369
 0.13164362 0.15625532 0.         0.10680171 0.         0.07880208
 0.13305462]",0.9588670356877705,0.9598767851697115,0.11351611420331498,0.0,0.14092284158594665,0.0,0.13900368980949307,0.13164362081182088,0.15625532116733604,0.0,0.10680171183975488,0.0,0.07880207959649088,0.13305462098584261,0.0
16,2014-01-29,"[0.         0.11385282 0.         0.13963352 0.         0.13920451
 0.13142374 0.1563386  0.         0.107125   0.         0.07937714
 0.13304467]",0.9636892223803876,0.9589612011464849,0.1138528210883846,0.0,0.13963352076478375,0.0,0.13920450776990542,0.13142373918015343,0.156338604560772,0.0,0.10712500004623537,0.0,0.07937714082533695,0.1330446657644286,0.0
17,2014-01-30,"[0.         0.11392539 0.         0.13966744 0.         0.13900346
 0.13124309 0.15627717 0.         0.107365   0.         0.07946513
 0.13305332]",0.9682216390315616,0.9654640828480241,0.11392539467035064,0.0,0.13966744224689978,0.0,0.13900345851269638,0.13124308621945394,0.15627716768726924,0.0,0.107365000910212,0.0,0.079465128623772,0.13305332112934604,0.0
18,2014-01-31,"[0.         0.11283069 0.         0.14396898 0.         0.13830405
 0.13197143 0.15615353 0.         0.10610705 0.         0.07752616
 0.1331381 ]",0.9551319138950162,0.9616411956572598,0.11283069063058745,0.0,0.14396897867612327,0.0,0.13830405402275944,0.13197143340937045,0.1561535305863857,0.0,0.10610705439663622,0.0,0.0775261592458507,0.13313809903228663,0.0
19,2014-02-03,"[0.         0.1129697  0.         0.14296511 0.         0.13846829
 0.13165951 0.15600266 0.         0.1069003  0.         0.07805364
 0.13298079]",0.9495591031221605,0.9553922496264821,0.11296969973173042,0.0,0.14296511077884747,0.0,0.1384682897648548,0.13165950846789026,0.1560026628670897,0.0,0.106900300276283,0.0,0.07805363584747327,0.1329807922658311,0.0
20,2014-02-04,"[0.         0.11227179 0.         0.14472479 0.         0.13845368
 0.13195928 0.15586209 0.         0.10668368 0.         0.07705839
 0.1329863 ]",0.9545849173336233,0.9674028562070608,0.11227179315317651,0.0,0.14472479046382578,0.0,0.13845367893371224,0.1319592788547124,0.1558620872166058,0.0,0.10668368385687681,0.0,0.07705838615815018,0.13298630136294015,0.0
21,2014-02-05,"[0.         0.11213814 0.         0.14494968 0.         0.13894825
 0.13244409 0.15610214 0.         0.10578833 0.         0.07657173
 0.13305765]",0.926306447340802,0.9478457601358687,0.11213814188325823,0.0,0.14494967521777702,0.0,0.1389482473177321,0.1324440875597125,0.15610213800183512,0.0,0.10578833304612094,0.0,0.0765717295578667,0.13305764741569726,0.0
22,2014-02-06,"[0.         0.11250936 0.         0.14279918 0.         0.13964764
 0.13233818 0.15617228 0.         0.10643361 0.         0.07726351
 0.13283624]",0.9255918307480001,0.9492581404726983,0.11250936096849878,0.0,0.14279918047523393,0.0,0.13964764418354855,0.13233817804191286,0.15617228390005275,0.0,0.10643361193739521,0.0,0.07726350540466648,0.13283623508869144,0.0
23,2014-02-07,"[0.         0.11278388 0.         0.1418344  0.         0.14003571
 0.13250992 0.15638323 0.         0.10617708 0.         0.07742165
 0.13285413]",0.9251107754026365,0.9492426297815793,0.11278388181287327,0.0,0.14183439879019571,0.0,0.14003570778486255,0.13250991866889195,0.15638322937885535,0.0,0.10617707592326103,0.0,0.0774216531391143,0.132854134501946,0.0
