,Date,Weights,Profit,Base Profit,Volume,IEX,FLS,GGG,ITT,SANM,FLEX,CTS,IEC,ANDE,UVV,STKL,PYX,cash
0,2014-01-06,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9998199999999999,0.9998,0.8999999999999999,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
1,2014-01-07,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],1.007697221751742,1.0081880178208524,1.2487760825408144e-16,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
2,2014-01-08,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9985542841921138,0.9976613603497329,0.009124539884756354,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
3,2014-01-09,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9966615468268057,0.9985359592507139,0.010578591254549784,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
4,2014-01-10,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.991542228774761,1.0004462064329978,0.00908743599984281,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
5,2014-01-13,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9918821869344631,1.0017309934073255,0.010168616593050675,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
6,2014-01-14,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9849050340912403,0.9908757116209794,0.005765170723071068,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
7,2014-01-15,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9812029047742157,0.9827503884211216,0.009488069700124387,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
8,2014-01-16,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9861518581851448,0.9869622343934898,0.00566418701662225,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
9,2014-01-17,[0.1 0.1 0.1 0.1 0.1 0.  0.1 0.  0.1 0.1 0.1 0.  0.1],0.9941996910464235,0.9960221939000757,0.006934652649959045,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1
