,Date,Weights,Profit,Base Profit,Volume,BZH,NVR,MTH,PHM,MXIM,KOPN,XLNX,INTC,AMS,PMD,LH,DGX,cash
0,2014-01-06,"[0.10324195 0.         0.09441336 0.         0.14477277 0.10647038
 0.11530209 0.11646738 0.10988488 0.10474856 0.         0.10469864
 0.        ]",0.9999999999910324,0.9999999999917251,0.8967580505506081,0.0,0.09441336450684043,0.0,0.14477276987459672,0.10647037669299388,0.11530208624796164,0.11646737574896193,0.1098848758323537,0.10474856107256773,0.0,0.10469864057433215,0.0,0.10324194944939173
1,2014-01-07,"[0.         0.         0.10430017 0.         0.16673434 0.11738529
 0.12778015 0.13014154 0.12198879 0.11600863 0.         0.11566109
 0.        ]",1.0100676610728012,1.0070461069390444,0.10324194944846607,0.0,0.1043001682335386,0.0,0.16673434412685506,0.11738529425626434,0.12778014552268568,0.13014154081471863,0.12198878773151961,0.11600863297448416,0.0,0.115661086339934,0.0,0.0
2,2014-01-08,"[0.         0.         0.10411941 0.         0.16809489 0.1168577
 0.12796503 0.12997627 0.12146667 0.1162802  0.         0.11523984
 0.        ]",1.0069873773361724,1.0036685287266738,0.013029579738187583,0.0,0.10411940787303466,0.0,0.16809488677402248,0.11685770201739704,0.12796503026097802,0.1299762690022094,0.12146666825411657,0.11628019943529888,0.0,0.11523983638294295,0.0,0.0
3,2014-01-09,"[0.         0.         0.10429695 0.         0.16900105 0.11684746
 0.1262245  0.13054945 0.12153251 0.11653133 0.         0.11501675
 0.        ]",0.9991974798364107,0.9976142246726574,0.012773620837877232,0.0,0.10429694837944298,0.0,0.16900105045426475,0.11684746034893659,0.12622449973779756,0.13054944943800906,0.12153251226881968,0.11653133263182083,0.0,0.11501674674090871,0.0,0.0
4,2014-01-10,"[0.         0.         0.10431836 0.         0.16845516 0.11680575
 0.12649898 0.13064193 0.12185007 0.11584156 0.         0.1155882
 0.        ]",0.999669161740383,0.9994490411064173,0.010528893956691363,0.0,0.10431836275409538,0.0,0.16845516118866563,0.11680575028310033,0.1264989788731911,0.13064192561920387,0.12185006773599898,0.11584155659664613,0.0,0.11558819694909857,0.0,0.0
5,2014-01-13,"[0.         0.         0.10444517 0.         0.16949504 0.1166949
 0.12625321 0.13098028 0.12160258 0.11542285 0.         0.11510598
 0.        ]",0.9925377288115873,0.9943509175199866,0.00950137142010418,0.0,0.10444517267997716,0.0,0.16949503851120892,0.11669489783251862,0.1262532062139312,0.13098027642296428,0.12160257724014405,0.11542284939648843,0.0,0.11510598170276731,0.0,0.0
6,2014-01-14,"[0.         0.         0.1045444  0.         0.16881632 0.11666118
 0.12638033 0.13043725 0.12196918 0.11566598 0.         0.11552535
 0.        ]",0.9965966090811673,0.9959899916180678,0.009170457254748451,0.0,0.104544403880201,0.0,0.16881632468651106,0.11666117979018716,0.12638033464999576,0.13043724683448918,0.12196918151913289,0.11566597950110305,0.0,0.1155253491383799,0.0,0.0
7,2014-01-15,"[0.         0.         0.10438968 0.         0.16907937 0.11676016
 0.12648599 0.13008953 0.12177023 0.11626058 0.         0.11516445
 0.        ]",1.0013532053906218,0.9960392641026833,0.009035222314925432,0.0,0.10438968218736748,0.0,0.1690793694772953,0.11676015697812375,0.12648599432349283,0.13008953359507028,0.12177023390206466,0.11626057757733839,0.0,0.1151644519592472,0.0,0.0
8,2014-01-16,"[0.         0.         0.10444824 0.         0.16819143 0.11658367
 0.12660357 0.13017268 0.12189558 0.116956   0.         0.11514883
 0.        ]",1.0204886241019815,1.0096198521806088,0.01753386262308172,0.0,0.1044482360688119,0.0,0.16819143274482254,0.11658367308194,0.12660356779268173,0.1301726846364288,0.12189557872744966,0.11695599740746836,0.0,0.115148829540397,0.0,0.0
9,2014-01-17,"[0.         0.         0.10437122 0.         0.16853277 0.11667989
 0.12655832 0.13051058 0.12197656 0.11618609 0.         0.11518456
 0.        ]",1.0191523482739893,1.0085938277216595,0.012908855244692416,0.0,0.10437122163749653,0.0,0.1685327737566918,0.11667989361287737,0.1265583166671229,0.1305105806869101,0.1219765633935431,0.11618608863764598,0.0,0.11518456160771232,0.0,0.0
10,2014-01-21,"[0.         0.         0.10461171 0.         0.16875861 0.11670442
 0.1267239  0.13071051 0.12181159 0.11535839 0.         0.11532087
 0.        ]",1.0151632209826273,1.006468005937816,0.013200725893035923,0.0,0.1046117101343125,0.0,0.16875860576951873,0.11670442465097576,0.12672390341392004,0.1307105077441071,0.12181159053531695,0.11535839145462434,0.0,0.1153208662972246,0.0,0.0
11,2014-01-22,"[0.         0.         0.10466561 0.         0.16941373 0.116961
 0.12580748 0.13063021 0.12116148 0.11592236 0.         0.11543813
 0.        ]",1.0155671857400248,1.0077739268149475,0.013137022643805708,0.0,0.10466560857436888,0.0,0.1694137281613575,0.11696100242909309,0.12580748136907277,0.13063021094818444,0.12116148446698281,0.115922355456423,0.0,0.11543812859451764,0.0,0.0
12,2014-01-23,"[0.         0.         0.1050004  0.         0.16835863 0.11698269
 0.12634933 0.13024974 0.12200607 0.11559545 0.         0.11545768
 0.        ]",1.009048132136826,1.0052261682592212,0.010893769784525416,0.0,0.1050004002075604,0.0,0.16835862898710247,0.11698269445223923,0.126349327947932,0.13024974182032706,0.12200607328416715,0.11559545035713371,0.0,0.11545768294353792,0.0,0.0
