,Date,Weights,Profit,Base Profit,Volume,BKTI,VSAT,MSI,SCON,UMBF,C,JPM,TCF,PHM,NVR,BZH,MTH,cash
0,2014-01-06,"[0.09015074 0.09252619 0.0768876  0.         0.09345226 0.13057391
 0.07087788 0.08652028 0.09626763 0.07608071 0.10975626 0.07690653
 0.        ]",0.9954507389224952,0.9950000000000002,0.9098492488265038,0.09252618998289108,0.0768876001238823,0.0,0.09345225989818573,0.13057391345500946,0.07087787985801697,0.08652027696371078,0.09626762568950653,0.07608070969581604,0.10975626111030579,0.07690653204917908,0.0,0.09015073627233505
1,2014-01-07,"[0.09173593 0.09317405 0.07815949 0.         0.09356058 0.13024348
 0.07103209 0.08538432 0.09556965 0.07585226 0.10940303 0.07588512
 0.        ]",1.0012885157940172,1.0004537014421122,0.00592267233574096,0.093174047768116,0.07815948873758316,0.0,0.09356057643890381,0.1302434802055359,0.0710320919752121,0.0853843241930008,0.09556964784860611,0.07585225999355316,0.10940302908420563,0.0758851170539856,0.0,0.09173592925071716
2,2014-01-08,"[0.09154813 0.09328303 0.07797289 0.         0.09334025 0.13013528
 0.0710064  0.08577758 0.09572391 0.07585287 0.10940398 0.07595564
 0.        ]",1.0283807503163374,1.024206658022204,0.007013595872617022,0.0932830348610878,0.0779728889465332,0.0,0.09334024786949158,0.13013528287410736,0.0710064023733139,0.08577758073806763,0.09572391211986542,0.07585287094116211,0.10940397530794144,0.07595564424991608,0.0,0.0915481299161911
3,2014-01-09,"[0.09167023 0.09329958 0.07795811 0.         0.09327321 0.1300929
 0.07101821 0.08584869 0.09568179 0.0758649  0.10935615 0.07593622
 0.        ]",1.0114707777534737,1.0059416196285254,0.04978516439483457,0.09329958260059357,0.0779581069946289,0.0,0.09327320754528046,0.13009290397167206,0.07101821154356003,0.08584868907928467,0.09568178653717041,0.07586490362882614,0.10935615003108978,0.0759362205862999,0.0,0.09167023003101349
4,2014-01-10,"[0.09164093 0.0933203  0.07795851 0.         0.0932569  0.13008086
 0.07100581 0.08586814 0.09571219 0.07585482 0.10936363 0.07593792
 0.        ]",1.0264333278918694,1.0222537938237737,0.026303758862959922,0.09332030266523361,0.07795850932598114,0.0,0.09325689822435379,0.13008086383342743,0.07100580632686615,0.08586814254522324,0.09571219235658646,0.0758548229932785,0.1093636304140091,0.075937919318676,0.0,0.09164093434810638
5,2014-01-13,"[0.09158127 0.09329759 0.07786237 0.         0.09320874 0.1300733
 0.07099282 0.08598819 0.09575967 0.07586341 0.10937013 0.07600251
 0.        ]",1.0159399045325606,1.009786335516342,0.01633427436309976,0.09329758584499359,0.07786236703395844,0.0,0.09320873767137527,0.13007329404354095,0.07099281996488571,0.08598819375038147,0.09575967490673065,0.07586340606212616,0.10937012732028961,0.07600250840187073,0.0,0.09158127009868622
6,2014-01-14,"[0.0914441  0.09318239 0.07786129 0.         0.09337924 0.13018173
 0.07098007 0.08583371 0.09578197 0.07586688 0.10943544 0.07605316
 0.        ]",1.0105616128823476,1.0041409336381855,0.016373828386573242,0.09318239241838455,0.07786128669977188,0.0,0.09337924420833588,0.13018172979354858,0.07098007202148438,0.08583371341228485,0.09578197449445724,0.07586687803268433,0.10943543910980225,0.07605316489934921,0.0,0.09144410490989685
7,2014-01-15,"[0.09157913 0.09321735 0.07790896 0.         0.09332438 0.13014443
 0.07099392 0.08584468 0.09572077 0.07588231 0.10938792 0.0759962
 0.        ]",1.0056105497812295,0.9953640970609023,0.006001600753593173,0.09321735054254532,0.077908955514431,0.0,0.09332437813282013,0.13014443218708038,0.07099392265081406,0.08584468066692352,0.09572076797485352,0.07588230818510056,0.10938791930675507,0.07599619776010513,0.0,0.0915791317820549
8,2014-01-16,"[0.09159999 0.09325425 0.07789001 0.         0.0932648  0.13010688
 0.07099678 0.08591647 0.09572787 0.07587365 0.10937628 0.07599302
 0.        ]",1.0133540792634328,1.0041332365259723,0.014836261667437942,0.09325425326824188,0.07789000868797302,0.0,0.09326480329036713,0.1301068812608719,0.07099677622318268,0.08591646701097488,0.09572786837816238,0.07587365061044693,0.10937628149986267,0.07599302381277084,0.0,0.09159998595714569
9,2014-01-17,"[0.09159773 0.09327302 0.07791074 0.         0.0932564  0.1301011
 0.07099839 0.08591433 0.09572366 0.0758772  0.1093741  0.07597333
 0.        ]",1.0231245324458103,1.0127452223792448,0.006075409056921476,0.09327302128076553,0.07791073620319366,0.0,0.0932563990354538,0.13010109961032867,0.07099839299917221,0.08591432869434357,0.09572365880012512,0.07587720453739166,0.10937409847974777,0.07597333192825317,0.0,0.09159772843122482
10,2014-01-21,"[0.09167387 0.09327494 0.0779729  0.         0.09326442 0.13009907
 0.07099809 0.08585185 0.09568559 0.07587595 0.10936513 0.07593819
 0.        ]",1.024168817278863,1.0146483808967974,0.0154588441387656,0.09327493607997894,0.0779729038476944,0.0,0.09326441586017609,0.1300990730524063,0.07099808752536774,0.08585184812545776,0.09568558633327484,0.07587595283985138,0.10936512798070908,0.07593819499015808,0.0,0.09167386591434479
11,2014-01-22,"[0.09162086 0.09325581 0.07791217 0.         0.0932557  0.13010378
 0.07099367 0.0859095  0.09571593 0.0758791  0.10937431 0.07597917
 0.        ]",1.0226801573064963,1.0118575247258803,0.009352199002290593,0.09325581043958664,0.07791217416524887,0.0,0.09325569868087769,0.13010378181934357,0.07099366933107376,0.08590950071811676,0.09571593254804611,0.07587909698486328,0.10937431454658508,0.07597916573286057,0.0,0.09162085503339767
