,Date,Weights,Profit,Base Profit,IEC,FLEX,SANM,CTS,IEX,FLS,GGG,ITT,CRY,ATRI,TFX,MMM,cash
0,2014-01-06,"[0.10750616 0.         0.28095043 0.         0.         0.14077652
 0.         0.         0.         0.1312539  0.         0.12431468
 0.21519831]",0.999999999991075,0.9999999999917246,0.0,0.2809504297460939,0.0,0.0,0.1407765206224855,0.0,0.0,0.0,0.13125389940804533,0.0,0.12431467800166689,0.21519831436363263,0.10750615785807574
1,2014-01-07,"[0.         0.         0.34134005 0.         0.         0.14822743
 0.         0.         0.         0.13710292 0.         0.12918499
 0.24414461]",1.003362792099454,1.002723316911604,0.0,0.3413400509283931,0.0,0.0,0.1482274339733385,0.0,0.0,0.0,0.13710292377685265,0.0,0.12918498508484852,0.24414460623656728,0.0
2,2014-01-08,"[0.         0.         0.35190993 0.         0.         0.14460664
 0.         0.         0.         0.13330284 0.         0.1264454
 0.24373518]",0.995529842362579,0.9996062598046344,0.0,0.35190993170316875,0.0,0.0,0.14460663851183214,0.0,0.0,0.0,0.1333028430866708,0.0,0.12644540178310038,0.24373518491522805,0.0
3,2014-01-09,"[0.         0.         0.35446275 0.         0.         0.14413706
 0.         0.         0.         0.13148183 0.         0.12618259
 0.24373578]",0.9962555943318443,1.000648752083164,0.0,0.35446275427205937,0.0,0.0,0.1441370583424417,0.0,0.0,0.0,0.13148182517459037,0.0,0.1261825856194663,0.24373577659144227,0.0
4,2014-01-10,"[0.         0.         0.35462268 0.         0.         0.14454335
 0.         0.         0.         0.12981816 0.         0.12657713
 0.24443868]",0.9971356343848672,1.0005912017313683,0.0,0.3546226821775139,0.0,0.0,0.14454335025609433,0.0,0.0,0.0,0.12981816313206826,0.0,0.12657712705940763,0.24443867737491576,0.0
5,2014-01-13,"[0.         0.         0.35410584 0.         0.         0.1454729
 0.         0.         0.         0.12781879 0.         0.12697637
 0.2456261 ]",1.003869940386638,1.0033645699953113,0.0,0.3541058449875113,0.0,0.0,0.14547290032327465,0.0,0.0,0.0,0.12781878851479123,0.0,0.1269763677223854,0.24562609845203745,0.0
6,2014-01-14,"[0.         0.08575451 0.32277851 0.         0.         0.13459674
 0.         0.         0.         0.11433981 0.         0.11629521
 0.22623522]",0.9970947892865786,0.9986832417545931,0.08575450714139236,0.32277851291219856,0.0,0.0,0.13459674031025623,0.0,0.0,0.0,0.11433980952552653,0.0,0.11629520523641704,0.2262352248742093,0.0
7,2014-01-15,"[0.         0.1010717  0.31365757 0.         0.         0.1353615
 0.         0.         0.         0.110903   0.         0.11527187
 0.22373436]",0.996615277229213,0.9915584755726632,0.10107170265509167,0.3136575692593549,0.0,0.0,0.13536150294680493,0.0,0.0,0.0,0.11090299640794132,0.0,0.11527186627094682,0.22373436245986045,0.0
8,2014-01-16,"[0.         0.10790356 0.31117625 0.         0.         0.13611828
 0.         0.         0.         0.10922277 0.         0.1133144
 0.22226474]",1.0065312834518605,0.9991431082293356,0.10790355571399253,0.31117625223767675,0.0,0.0,0.13611827779760322,0.0,0.0,0.0,0.10922276835389691,0.0,0.1133144041378389,0.22226474175899155,0.0
9,2014-01-17,"[0.         0.08157031 0.29655093 0.         0.0859054  0.15574187
 0.         0.         0.         0.09566586 0.         0.0828565
 0.20170913]",1.0130543318560745,1.0020981086641108,0.08157030887755419,0.2965509332521604,0.0,0.08590540053768259,0.1557418689963572,0.0,0.0,0.0,0.09566586330492194,0.0,0.08285649689271585,0.2017091281386078,0.0
10,2014-01-21,"[0.         0.         0.30860512 0.         0.         0.12333843
 0.         0.         0.11038484 0.13910144 0.         0.10809152
 0.21047864]",1.015336879149978,1.0017157153347722,0.0,0.3086051243411672,0.0,0.0,0.12333843358737248,0.0,0.0,0.11038484369859727,0.13910143940419548,0.0,0.10809151626498235,0.21047864270368527,0.0
11,2014-01-22,"[0.         0.         0.32105048 0.         0.         0.11969247
 0.         0.         0.10903186 0.13909904 0.         0.10812279
 0.20300336]",1.0230791705027864,1.0033398909561486,0.0,0.321050475646206,0.0,0.0,0.11969247480240423,0.0,0.0,0.1090318642818249,0.13909903594672215,0.0,0.10812278871963163,0.2030033606032111,0.0
12,2014-01-23,"[0.         0.         0.32227367 0.         0.         0.12144134
 0.         0.         0.11020038 0.13550919 0.         0.10809649
 0.20247894]",1.0142387749818471,1.0010170129113447,0.0,0.3222736683477834,0.0,0.0,0.12144133593063328,0.0,0.0,0.1102003767984354,0.13550919014421475,0.0,0.10809648529402634,0.20247894348490678,0.0
13,2014-01-24,"[0.         0.         0.31961905 0.         0.         0.12329876
 0.         0.         0.11193857 0.1329423  0.         0.10821381
 0.2039875 ]",1.005701686608422,0.9945684094595849,0.0,0.31961905015256376,0.0,0.0,0.12329876285006908,0.0,0.0,0.11193857340774409,0.13294230116347514,0.0,0.1082138138321853,0.20398749859396267,0.0
14,2014-01-27,"[0.         0.         0.31685386 0.         0.         0.12491924
 0.         0.         0.11288147 0.13096175 0.         0.10827417
 0.2061095 ]",0.997250962682602,0.9885855303778402,0.0,0.31685386169335944,0.0,0.0,0.12491924118464165,0.0,0.0,0.11288147042327269,0.1309617544209955,0.0,0.10827416742160204,0.2061095048561286,0.0
15,2014-01-28,"[0.         0.         0.31485365 0.         0.         0.12642105
 0.         0.         0.11275384 0.12941238 0.         0.10821676
 0.20834231]",0.967823095614038,0.9714093490523388,0.0,0.314853652713692,0.0,0.0,0.1264210509685442,0.0,0.0,0.11275384072502209,0.12941238319017778,0.0,0.10821676101834238,0.20834231138422157,0.0
16,2014-01-29,"[0.         0.         0.31380235 0.         0.         0.12763256
 0.         0.         0.11206312 0.1284674  0.         0.10810685
 0.20992772]",0.9615943520253166,0.9692020679942054,0.0,0.31380234854655276,0.0,0.0,0.12763255729944661,0.0,0.0,0.11206312215576807,0.12846740418032765,0.0,0.1081068505490359,0.20992771726886897,0.0
17,2014-01-30,"[0.         0.         0.31371979 0.         0.         0.12791566
 0.         0.         0.11145851 0.12801143 0.         0.10840914
 0.21048547]",0.9665513460933858,0.9664690285637306,0.0,0.31371978824224767,0.0,0.0,0.12791565694464851,0.0,0.0,0.11145850763531616,0.12801143124813819,0.0,0.10840914456235468,0.21048547136729479,0.0
