,Date,Weights,Profit,Base Profit,Volume,ITT,IEX,GGG,FLS,HDSN,KAMN,WLFC,LAWS,JNJ,BMY,PFE,ABT,cash
0,2014-01-06,"[0.07344521 0.0760714  0.07818773 0.07631474 0.0782466  0.08083449
 0.07580028 0.07824958 0.08026916 0.07480586 0.07602499 0.07454541
 0.07720456]",0.9998146964893839,0.9998000000000002,0.926554799079895,0.07607140392065048,0.0781877264380455,0.07631473988294601,0.0782466009259224,0.08083448559045792,0.07580028474330902,0.07824958115816116,0.08026915788650513,0.0748058632016182,0.07602499425411224,0.07454540580511093,0.07720455527305603,0.07344520837068558
1,2014-01-07,"[0.07220648 0.07625236 0.07826328 0.07692712 0.07838834 0.07981018
 0.07684401 0.07803722 0.07997578 0.0747834  0.07631679 0.07524076
 0.07695429]",1.0100958052117626,1.0108434338562509,0.004843381506814812,0.07625236362218857,0.0782632827758789,0.07692711800336838,0.07838834077119827,0.07981017976999283,0.07684400677680969,0.07803722470998764,0.07997577637434006,0.07478339970111847,0.07631678879261017,0.07524076104164124,0.07695429027080536,0.07220648229122162
2,2014-01-08,"[0.07224651 0.07626157 0.07823344 0.07688834 0.07841114 0.07979104
 0.07682057 0.07803328 0.07996692 0.07478753 0.0762789  0.07527608
 0.07700465]",1.0083171658045458,1.0089005258732626,0.005261554868166239,0.07626157253980637,0.07823343575000763,0.07688833773136139,0.07841113954782486,0.07979103922843933,0.07682057470083237,0.07803328335285187,0.07996691763401031,0.07478753477334976,0.07627889513969421,0.07527608424425125,0.07700464874505997,0.07224651426076889
3,2014-01-09,"[0.07222755 0.07622453 0.07829954 0.07692099 0.07839321 0.07985448
 0.07675823 0.07803629 0.07996371 0.07476686 0.07630131 0.0752904
 0.07696295]",1.0099705569923374,1.010647263723683,0.009953301001598648,0.07622452825307846,0.07829954475164413,0.0769209936261177,0.07839321345090866,0.07985448092222214,0.07675822824239731,0.07803628593683243,0.07996370643377304,0.0747668594121933,0.07630131393671036,0.07529039680957794,0.07696294784545898,0.07222754508256912
4,2014-01-10,"[0.07219686 0.07621811 0.07827932 0.07692502 0.07839566 0.07985053
 0.07679059 0.07805899 0.07994738 0.07476421 0.07632323 0.07529729
 0.07695282]",1.0177335318226246,1.0190523265702975,0.004527973757246154,0.07621810585260391,0.07827932387590408,0.07692501693964005,0.07839565724134445,0.07985053211450577,0.07679058611392975,0.07805898785591125,0.07994738221168518,0.0747642070055008,0.07632323354482651,0.0752972885966301,0.07695282250642776,0.07219686359167099
5,2014-01-13,"[0.07210995 0.07616766 0.07830765 0.07694922 0.07839204 0.07994923
 0.07676955 0.07816567 0.07989144 0.07472549 0.07635494 0.07532046
 0.0768967 ]",1.0244552397578603,1.0264082021118237,0.006041655220273497,0.07616765797138214,0.07830765098333359,0.07694921642541885,0.07839204370975494,0.07994922995567322,0.07676955312490463,0.07816566526889801,0.07989143580198288,0.07472548633813858,0.07635493576526642,0.07532045990228653,0.07689669728279114,0.07210995256900787
6,2014-01-14,"[0.07205272 0.07612757 0.07832169 0.07698876 0.07837213 0.08002729
 0.07675276 0.07825363 0.07982934 0.07470078 0.07641266 0.07533804
 0.07682264]",1.0251988756706993,1.0273104630363314,0.013561289585487024,0.0761275663971901,0.07832168787717819,0.07698875665664673,0.07837212830781937,0.08002728968858719,0.07675275951623917,0.07825363427400589,0.07982934266328812,0.07470078021287918,0.07641266286373138,0.07533804327249527,0.07682263851165771,0.0720527246594429
7,2014-01-15,"[0.07205883 0.07610724 0.07833944 0.07697908 0.0783693  0.08006667
 0.07670538 0.0782873  0.07980771 0.07468262 0.07641924 0.07535441
 0.07682279]",1.0222971054525147,1.0243992747159523,0.0048711128857705744,0.07610724121332169,0.07833944261074066,0.07697907835245132,0.07836929708719254,0.08006667345762253,0.07670538127422333,0.07828729599714279,0.07980770617723465,0.07468261569738388,0.07641924172639847,0.07535441219806671,0.07682279497385025,0.07205882668495178
8,2014-01-16,"[0.07205738 0.07615948 0.07828797 0.07694265 0.07840528 0.08001231
 0.07674358 0.07825543 0.07982498 0.07469551 0.07636649 0.07537162
 0.0768773 ]",1.0285673016228296,1.0304757810560259,0.008981959010651821,0.07615948468446732,0.07828797399997711,0.07694265246391296,0.07840528339147568,0.08001231402158737,0.07674358040094376,0.07825542986392975,0.07982498407363892,0.07469550520181656,0.07636649161577225,0.07537161558866501,0.07687730342149734,0.07205738127231598
9,2014-01-17,"[0.07202695 0.07615169 0.07828643 0.07692629 0.07842805 0.08000664
 0.07674006 0.07829648 0.07981856 0.07468985 0.07633646 0.07539895
 0.07689357]",1.0331994755792717,1.035776597213808,0.011052439817015428,0.07615169137716293,0.07828643172979355,0.07692629098892212,0.07842805236577988,0.08000663667917252,0.07674006372690201,0.0782964751124382,0.07981856167316437,0.0746898502111435,0.07633645832538605,0.07539895176887512,0.07689356803894043,0.07202695310115814
