,Date,Weights,Profit,Base Profit,Volume,KOPN,XLNX,MXIM,INTC,UIS,STRM,EBIX,JKHY,SUP,STRT,MOD,DORM,cash
0,2014-01-16,"[0.09339426 0.         0.         0.14211987 0.         0.
 0.13538205 0.         0.11874741 0.         0.21720273 0.14350439
 0.14964928]",0.9981867885175171,0.998344934881643,0.9066057412414703,0.0,0.0,0.14211987128125383,0.0,0.0,0.13538205233260833,0.0,0.11874741259920986,0.0,0.2172027321919071,0.1435043890613212,0.14964928377517,0.0933942587585295
1,2014-01-24,"[0.         0.         0.         0.15409405 0.         0.
 0.13609123 0.         0.13078047 0.         0.25436455 0.1612513
 0.16341839]",0.9803523487321163,0.9928470051026329,0.09972681807800479,0.0,0.0,0.15409405453957983,0.0,0.0,0.13609123176803797,0.0,0.13078047227136025,0.0,0.25436455080806714,0.1612512985978384,0.16341839201511627,0.0
2,2014-01-31,"[0.         0.         0.         0.15219177 0.         0.
 0.13381388 0.         0.13105718 0.         0.26032068 0.16070801
 0.16190848]",1.025646074022339,0.9930037129561515,0.08322011714413897,0.0,0.0,0.15219176829906822,0.0,0.0,0.1338138840719004,0.0,0.13105718398019278,0.0,0.26032067919140733,0.1607080086029698,0.16190847585446155,0.0
3,2014-02-07,"[0.         0.         0.         0.15099291 0.         0.
 0.13248533 0.         0.13428454 0.         0.2633827  0.15899086
 0.15986366]",0.9982501558369425,0.9717025083058853,0.050037162929591456,0.0,0.0,0.15099290968975074,0.0,0.0,0.13248533077700542,0.0,0.134284539888821,0.0,0.26338269566758976,0.15899086306377685,0.15986366091305615,0.0
4,2014-02-14,"[0.         0.         0.         0.14992795 0.         0.
 0.13593709 0.         0.13461977 0.         0.26377629 0.15666932
 0.15906958]",1.033271973195433,0.9745453111013708,0.050026579403340515,0.0,0.0,0.1499279511964328,0.0,0.0,0.13593708885793207,0.0,0.13461976800510272,0.0,0.2637762929259687,0.1566693216612149,0.15906957735334884,0.0
5,2014-02-24,"[0.         0.         0.         0.14057929 0.         0.
 0.14048812 0.         0.13985661 0.         0.26729029 0.15354075
 0.15824495]",1.0814461029533622,1.0121660145759606,0.03316634567849644,0.0,0.0,0.14057928781630066,0.0,0.0,0.14048812494892343,0.0,0.13985660674506306,0.0,0.2672902856818378,0.1535407481251342,0.1582449466827408,0.0
6,2014-03-03,"[0.         0.         0.         0.13487399 0.         0.
 0.16433856 0.         0.13310774 0.         0.27839859 0.14286466
 0.14641646]",1.1366298403464044,1.0445447535606316,0.05971404865318125,0.0,0.0,0.13487399277057152,0.0,0.0,0.1643385643178059,0.0,0.13310773627451947,0.0,0.27839858640456844,0.14286466402868356,0.14641645620385116,0.0
7,2014-03-10,"[0.         0.         0.         0.13699596 0.         0.
 0.16998043 0.         0.12624452 0.         0.28099603 0.14037128
 0.14541178]",1.1640034203554253,1.0500926158025423,0.04686607397776035,0.0,0.0,0.13699595898935613,0.0,0.0,0.16998043069301288,0.0,0.12624451719080165,0.0,0.28099602668437856,0.14037128375732869,0.1454117826851221,0.0
8,2014-03-17,"[0.         0.         0.         0.13782331 0.         0.
 0.17022704 0.         0.12452378 0.         0.28111896 0.14041181
 0.1458951 ]",1.177892236335029,1.0694938963884326,0.03161918355135841,0.0,0.0,0.13782331087609206,0.0,0.0,0.17022704172288006,0.0,0.1245237801777373,0.0,0.281118956776661,0.14041181237212103,0.14589509807450862,0.0
9,2014-03-24,"[0.         0.         0.         0.1378186  0.         0.
 0.1741854  0.         0.12550676 0.         0.28044096 0.13838944
 0.14365884]",1.1637551688107004,1.055434533854397,0.009293610852365145,0.0,0.0,0.13781860045863334,0.0,0.0,0.1741853975833613,0.0,0.12550675716322163,0.0,0.2804409627327846,0.13838943800960057,0.1436588440523986,0.0
10,2014-03-31,"[0.         0.         0.         0.13926159 0.         0.
 0.17357063 0.         0.12278864 0.         0.27993881 0.13982285
 0.14461748]",1.1644872718849562,1.0616550895456467,0.017625543583639422,0.0,0.0,0.13926159318806594,0.0,0.0,0.17357062838704493,0.0,0.12278863635787486,0.0,0.2799388050220695,0.1398228528954406,0.14461748414950415,0.0
11,2014-04-07,"[0.         0.1269847  0.         0.         0.         0.
 0.13444313 0.         0.1424417  0.         0.25228144 0.14958461
 0.19426441]",1.131680845317754,1.044116695234218,0.4153214233045145,0.12698470328622294,0.0,0.0,0.0,0.0,0.13444313131318766,0.0,0.14244170499138736,0.0,0.2522814413436622,0.149584608462738,0.19426441060280183,0.0
12,2014-04-14,"[0.         0.16196624 0.         0.         0.         0.
 0.11051316 0.         0.15368274 0.         0.22101318 0.15766758
 0.19515709]",1.1223752762356005,1.0426507455569116,0.11531497749983997,0.16196623897268891,0.0,0.0,0.0,0.0,0.11051315929444751,0.0,0.153682743996698,0.0,0.22101318183535004,0.1576675814183725,0.19515709448244287,0.0
13,2014-04-22,"[0.         0.17076662 0.         0.         0.         0.
 0.10528171 0.         0.15959454 0.         0.21150548 0.1587818
 0.19406985]",1.1061803580110114,1.0298002838520786,0.03656058283101575,0.17076661813594105,0.0,0.0,0.0,0.0,0.10528170604923924,0.0,0.15959454001621404,0.0,0.21150548133443164,0.15878180234601086,0.1940698521181632,0.0
14,2014-04-29,"[0.         0.17017481 0.         0.         0.         0.
 0.10738514 0.         0.15732807 0.         0.21174399 0.15838253
 0.19498545]",1.127618100195554,1.0448102827199692,0.026481240793090874,0.170174805311091,0.0,0.0,0.0,0.0,0.10738514286833394,0.0,0.15732807480243707,0.0,0.2117439946159514,0.15838253228151686,0.1949854501206699,0.0
