,Date,Weights,Profit,Base Profit,TCF,UMBF,C,JPM,UVV,PYX,STKL,ANDE,EBIX,UIS,STRM,JKHY,cash
10,2014-01-21,"[0.         0.07057509 0.         0.         0.         0.
 0.07074834 0.17008431 0.11553252 0.18176113 0.09580584 0.12692979
 0.16856297]",0.9973600991906106,1.0000986966961907,0.07057508984450288,0.0,0.0,0.0,0.0,0.07074834221803797,0.17008430939250485,0.1155325207735742,0.18176113358180182,0.0958058442412552,0.12692978861076995,0.16856297133755319,0.0
11,2014-01-22,"[0.         0.07055686 0.         0.         0.         0.
 0.07064808 0.17017756 0.11546588 0.18181725 0.09583276 0.12684105
 0.16866058]",0.9977362614490247,1.0006286302213387,0.07055686036076445,0.0,0.0,0.0,0.0,0.07064807517804121,0.1701775555770069,0.11546587783027457,0.1818172456875402,0.09583275642009553,0.12684104788404968,0.1686605810622274,0.0
12,2014-01-23,"[0.         0.07051375 0.         0.         0.         0.
 0.07074596 0.17013113 0.1154974  0.18178914 0.09586123 0.1268429
 0.16861849]",0.9984686773380523,1.0015898024368017,0.07051374854955073,0.0,0.0,0.0,0.0,0.07074595601195449,0.17013112926332566,0.11549740219522736,0.18178914018361514,0.0958612323060749,0.1268429011752466,0.16861849031500525,0.0
13,2014-01-24,"[0.         0.07038661 0.         0.         0.         0.
 0.07157734 0.16958759 0.11557474 0.1815191  0.09606828 0.1270718
 0.16821453]",1.0055324042795692,1.0031901959716143,0.07038661230482209,0.0,0.0,0.0,0.0,0.07157734033609182,0.16958759238252405,0.11557474397676916,0.18151909902044577,0.09606828168682212,0.12707179636863142,0.16821453392389346,0.0
14,2014-01-27,"[0.         0.07047109 0.         0.         0.         0.
 0.07151088 0.16963448 0.11554177 0.18149724 0.0960039  0.12715339
 0.16818725]",0.9842978352154754,0.9884578798526467,0.07047108995772494,0.0,0.0,0.0,0.0,0.07151088042714113,0.16963447630182354,0.1155417732559213,0.18149723500023585,0.09600390341568675,0.12715339393012415,0.16818724771134236,0.0
15,2014-01-28,"[0.         0.07046645 0.         0.         0.         0.
 0.07162879 0.16967797 0.11547295 0.18143171 0.09594056 0.12730353
 0.16807805]",0.9593446928466096,0.9727987367295772,0.07046644574838717,0.0,0.0,0.0,0.0,0.07162879343632968,0.16967796639326188,0.11547294598278937,0.18143171430479954,0.09594055605706403,0.12730353105204875,0.16807804702531962,0.0
16,2014-01-29,"[0.         0.07045181 0.         0.         0.         0.
 0.07132108 0.16994468 0.11553931 0.18153187 0.09583508 0.12719622
 0.16817995]",0.9369191254743898,0.9582955711437635,0.07045181166946508,0.0,0.0,0.0,0.0,0.07132107949815243,0.1699446778563759,0.11553931107235027,0.18153187011110425,0.09583507876317618,0.12719621623770325,0.16817995479167266,0.0
17,2014-01-30,"[0.         0.07037825 0.         0.         0.         0.
 0.07162602 0.16974521 0.11557742 0.18144989 0.09595337 0.12720228
 0.16806755]",0.9431834590826685,0.9576998814333338,0.070378248746506,0.0,0.0,0.0,0.0,0.07162602394082387,0.16974520557182046,0.1155774210111821,0.18144989211801651,0.09595337409298163,0.12720228221431243,0.16806755230435702,0.0
18,2014-01-31,"[0.         0.07025505 0.         0.         0.         0.
 0.07201735 0.16955005 0.11567093 0.18133585 0.09605545 0.12723785
 0.16787746]",0.9395293651186536,0.9521607505838411,0.07025505344244004,0.0,0.0,0.0,0.0,0.07201735230931196,0.1695500496262446,0.11567092891878546,0.18133585272064065,0.09605544808802442,0.1272378499108305,0.16787746498372233,0.0
19,2014-02-03,"[0.         0.07023837 0.         0.         0.         0.
 0.07244239 0.16922666 0.11575001 0.18117775 0.09609261 0.12745421
 0.167618  ]",0.9454061321482226,0.9518245778163065,0.07023837141864207,0.0,0.0,0.0,0.0,0.07244238735787015,0.16922665774840717,0.11575001088848502,0.181177753628914,0.09609261310613217,0.12745420903539542,0.16761799681615394,0.0
20,2014-02-04,"[0.         0.07043854 0.         0.         0.         0.
 0.07186934 0.16946146 0.11596337 0.18130772 0.0957799  0.12748428
 0.16769538]",0.9435515126063904,0.9504860162811146,0.07043854457247768,0.0,0.0,0.0,0.0,0.07186933823886908,0.16946146443539004,0.11596337380886475,0.18130772202552256,0.0957798988322081,0.12748428276763887,0.16769537531902873,0.0
21,2014-02-05,"[0.         0.07030898 0.         0.         0.         0.
 0.07214828 0.16937854 0.11588773 0.18125928 0.09584606 0.12757847
 0.16759264]",0.9286337607676253,0.9358054137314096,0.07030898315876233,0.0,0.0,0.0,0.0,0.07214828186297831,0.16937853938434771,0.11588772905499443,0.18125928445889378,0.09584606400747582,0.12757847477903314,0.16759264329351453,0.0
22,2014-02-06,"[0.         0.07038083 0.         0.         0.         0.
 0.07183909 0.16951696 0.11579016 0.18136483 0.09585882 0.12745468
 0.16779463]",0.9289622820931431,0.9361867102075769,0.07038083166263163,0.0,0.0,0.0,0.0,0.07183908788908913,0.16951696194990126,0.1157901646117329,0.18136482581596458,0.0958588228195574,0.12745467584600206,0.1677946294051211,0.0
23,2014-02-07,"[0.         0.07035452 0.         0.         0.         0.
 0.0720375  0.16937666 0.11576687 0.18132847 0.09597316 0.12738546
 0.16777736]",0.9358956979114004,0.940939775177514,0.07035451535997372,0.0,0.0,0.0,0.0,0.0720374987873384,0.1693766581936887,0.11576687450915538,0.18132847081834444,0.09597316357122104,0.12738546372194212,0.1677773550383364,0.0
24,2014-02-10,"[0.         0.07034625 0.         0.         0.         0.
 0.07241905 0.16914437 0.11582238 0.18115597 0.09589201 0.12774787
 0.1674721 ]",0.9438150651216524,0.9489603695070392,0.0703462469224624,0.0,0.0,0.0,0.0,0.07241904984909893,0.1691443718629664,0.11582238497085705,0.181155966045027,0.09589201243931421,0.12774786720686662,0.16747210070340743,0.0
25,2014-02-11,"[0.         0.07033952 0.         0.         0.         0.
 0.07258809 0.16903345 0.11586254 0.18107896 0.09587826 0.12787625
 0.16734293]",0.9677246616142101,0.96479645310874,0.0703395220306622,0.0,0.0,0.0,0.0,0.07258808623750863,0.1690334460508738,0.11586254457018803,0.18107895965301055,0.09587826411358695,0.12787624927285973,0.16734292807131007,0.0
26,2014-02-12,"[0.         0.07038751 0.         0.         0.         0.
 0.07272286 0.16891488 0.11590006 0.18100566 0.09578644 0.12809551
 0.16718708]",0.9614330910870881,0.9637429779731452,0.07038750740429481,0.0,0.0,0.0,0.0,0.0727228572469302,0.16891487765619725,0.11590005888178768,0.1810056628754763,0.09578643927494103,0.12809551232241093,0.16718708433796187,0.0
27,2014-02-13,"[0.         0.07032661 0.         0.         0.         0.
 0.07296162 0.16874129 0.11591094 0.1809483  0.09590482 0.1280832
 0.16712321]",0.9669342831607131,0.9705601128718937,0.07032660795209206,0.0,0.0,0.0,0.0,0.07296162340644417,0.1687412929254025,0.11591094479626174,0.18094830398211761,0.09590482240250989,0.12808319724385472,0.16712320729131716,0.0
28,2014-02-14,"[0.         0.07035608 0.         0.         0.         0.
 0.07233692 0.16908027 0.11581251 0.18119968 0.09601544 0.12761234
 0.16758676]",0.9562037044730364,0.96138877677081,0.0703560750580064,0.0,0.0,0.0,0.0,0.07233692460375764,0.16908027485487065,0.11581250539227926,0.1811996763808596,0.09601543853946891,0.1276123408406454,0.16758676433011235,0.0
29,2014-02-18,"[0.         0.07031875 0.         0.         0.         0.
 0.07276275 0.16881696 0.11583332 0.18106288 0.09603752 0.12779002
 0.1673778 ]",0.9715753855531115,0.9731309188746425,0.07031874892988603,0.0,0.0,0.0,0.0,0.07276275234937907,0.1688169559671586,0.11583332489552514,0.18106288361228418,0.09603751812327103,0.127790015205424,0.16737780091707188,0.0
30,2014-02-19,"[0.         0.06726372 0.         0.         0.         0.
 0.08004764 0.17020235 0.10986235 0.18104589 0.09493041 0.13091576
 0.16573187]",0.976139835063846,0.9770568983175412,0.0672637223556942,0.0,0.0,0.0,0.0,0.08004763778954342,0.17020235231217307,0.10986235462258184,0.18104588785714076,0.09493041307573641,0.130915764841784,0.1657318671453463,0.0
31,2014-02-20,"[0.         0.06696817 0.         0.         0.         0.
 0.08126654 0.16998277 0.10927219 0.18088024 0.09499498 0.131417
 0.16521811]",0.9809471871947548,0.9775180649169006,0.06696816824909495,0.0,0.0,0.0,0.0,0.0812665405137694,0.16998277204671275,0.10927218920669848,0.18088023590107338,0.09499498363645088,0.13141699837351364,0.1652181120726864,0.0
32,2014-02-21,"[0.         0.06660009 0.         0.         0.         0.
 0.08307738 0.16888034 0.10917824 0.18046592 0.09554227 0.13169562
 0.16456015]",0.9926368900030175,0.9756695887433431,0.06660008500447362,0.0,0.0,0.0,0.0,0.0830773812850041,0.16888033635016453,0.10917823780366395,0.18046591698598766,0.09554227435552676,0.13169561778079167,0.1645601504343877,0.0
33,2014-02-24,"[0.         0.06663573 0.         0.         0.         0.
 0.08313594 0.16870457 0.10929496 0.18044725 0.0955839  0.1316713
 0.16452635]",1.0089109599435695,0.9867183183082786,0.06663573489593252,0.0,0.0,0.0,0.0,0.08313594391035714,0.1687045659267131,0.10929496235189959,0.18044725402270267,0.09558389516538605,0.13167129753147366,0.16452634619553538,0.0
34,2014-02-25,"[0.         0.06672899 0.         0.         0.         0.
 0.08263996 0.16904764 0.10925552 0.18055352 0.09546268 0.13161699
 0.1646947 ]",0.99845199566319,0.9821306769618974,0.06672899011040263,0.0,0.0,0.0,0.0,0.0826399556712442,0.16904763662022587,0.10925552468701877,0.18055352422622242,0.09546268081452727,0.13161698906599542,0.16469469880436338,0.0
35,2014-02-26,"[0.         0.06665281 0.         0.         0.         0.
 0.08284611 0.16893724 0.10925951 0.18050597 0.09561    0.13152115
 0.16466721]",1.0009723619619386,0.9860499856297823,0.06665280856208981,0.0,0.0,0.0,0.0,0.0828461123682511,0.16893724218062017,0.10925950917891242,0.18050596770093882,0.09561000005989297,0.13152114536785992,0.16466721458143493,0.0
36,2014-02-27,"[0.         0.06666565 0.         0.         0.         0.
 0.08299455 0.16879662 0.10932208 0.18046775 0.09556805 0.1316136
 0.16457169]",1.0037881697748336,0.9872867650113978,0.06666564761112084,0.0,0.0,0.0,0.0,0.08299455478104205,0.16879661717211195,0.10932208252146657,0.18046775484439578,0.09556805118919152,0.13161360118603785,0.1645716906946335,0.0
37,2014-02-28,"[0.         0.06661354 0.         0.         0.         0.
 0.08310106 0.16877989 0.10923676 0.18045329 0.09555986 0.1317443
 0.16451131]",0.9976835770852536,0.9823367805062606,0.0666135360914794,0.0,0.0,0.0,0.0,0.08310105780007955,0.16877989264855497,0.10923676281014931,0.18045328555944087,0.09555985813427162,0.13174429783995967,0.16451130911606462,0.0
38,2014-03-03,"[0.         0.06666607 0.         0.         0.         0.
 0.08308949 0.16866814 0.10938077 0.18046098 0.09552204 0.13171032
 0.16450218]",1.0131596403942906,0.992879477592354,0.06666607099102619,0.0,0.0,0.0,0.0,0.08308949084792243,0.1686681389774028,0.10938076640094731,0.1804609816972266,0.09552204436251427,0.13171032410418204,0.16450218261877847,0.0
39,2014-03-04,"[0.         0.06662669 0.         0.         0.         0.
 0.0828828  0.16889269 0.1092705  0.18052434 0.09554675 0.13164925
 0.16460698]",0.9911692653155277,0.9809298697267697,0.06662668705505795,0.0,0.0,0.0,0.0,0.08288279830137758,0.16889269109970495,0.10927050362562744,0.18052433790921438,0.09554674665809366,0.13164925319223744,0.1646069821586865,0.0
40,2014-03-05,"[0.         0.06648357 0.         0.         0.         0.
 0.08351991 0.16859326 0.10915183 0.18035518 0.09573032 0.131794
 0.16437192]",1.0130481114393874,0.9972589399408541,0.06648357096136423,0.0,0.0,0.0,0.0,0.08351990752210382,0.16859326056682805,0.10915183197669788,0.1803551802649616,0.09573032430380812,0.1317940002355846,0.16437192416865162,0.0
41,2014-03-06,"[0.         0.06632248 0.         0.         0.         0.
 0.0845834  0.16790349 0.10916009 0.18007089 0.09601342 0.13196362
 0.16398262]",1.0218231531122182,1.006372636550188,0.06632247519192691,0.0,0.0,0.0,0.0,0.08458339523050576,0.16790348774238692,0.10916008826259971,0.18007088922135941,0.0960134238553704,0.1319636232433925,0.16398261725245833,0.0
42,2014-03-07,"[0.         0.06622509 0.         0.         0.         0.
 0.08514037 0.16760518 0.10904678 0.17990405 0.09625267 0.1320245
 0.16380137]",1.0111168559472679,1.0037716204138267,0.06622508800359399,0.0,0.0,0.0,0.0,0.0851403665389245,0.16760517889784982,0.10904678150492435,0.17990405449636418,0.096252667579978,0.13202449540260563,0.16380136757575953,0.0
43,2014-03-10,"[0.         0.06617185 0.         0.         0.         0.
 0.08532767 0.16752331 0.10900771 0.17985592 0.09627861 0.13211911
 0.16371581]",1.0124790656369598,1.0065389301240133,0.06617185090546915,0.0,0.0,0.0,0.0,0.08532766984731761,0.1675233108110959,0.10900771138508666,0.1798559227460096,0.09627860949825773,0.13211911079315108,0.16371581401361232,0.0
44,2014-03-11,"[0.         0.06619781 0.         0.         0.         0.
 0.08481062 0.16784544 0.10904326 0.18000396 0.0961766  0.13201756
 0.16390475]",1.0120803532925802,0.999379413536828,0.06619780922982109,0.0,0.0,0.0,0.0,0.08481061587548532,0.1678454429414458,0.10904326178361988,0.18000395616980738,0.09617660358373445,0.13201756337059148,0.1639047470454946,0.0
45,2014-03-12,"[0.         0.0662332  0.         0.         0.         0.
 0.08431378 0.16814496 0.10908375 0.18015406 0.09610961 0.1318308
 0.16412984]",1.0171124978650672,1.0014588748867086,0.06623319573786475,0.0,0.0,0.0,0.0,0.08431377700377655,0.16814495694318696,0.10908375198625297,0.18015406212388801,0.09610961480107531,0.1318307982151051,0.16412984318885032,0.0
46,2014-03-13,"[0.         0.06615741 0.         0.         0.         0.
 0.08421462 0.16834305 0.10890252 0.1802048  0.09622232 0.13169861
 0.16425667]",0.9966010862232322,0.9841301507711626,0.06615740730880988,0.0,0.0,0.0,0.0,0.08421461588282596,0.1683430509824337,0.10890251698913057,0.18020479780709514,0.09622232449598864,0.13169861456609708,0.1642566719676191,0.0
47,2014-03-14,"[0.         0.06599654 0.         0.         0.         0.
 0.08474564 0.16809392 0.10882367 0.18007536 0.09644391 0.13171031
 0.16411066]",1.0152869204765689,0.995787194200999,0.06599654055115149,0.0,0.0,0.0,0.0,0.08474563689107704,0.16809391859283307,0.10882366751835605,0.18007535668919997,0.09644391497116603,0.13171030914135365,0.16411065564486263,0.0
48,2014-03-17,"[0.         0.06609164 0.         0.         0.         0.
 0.08376434 0.16876038 0.10883746 0.18033828 0.09624087 0.13147704
 0.16448999]",1.0003941229965505,0.9818062944427292,0.06609163571430979,0.0,0.0,0.0,0.0,0.08376433838378311,0.16876038054523337,0.10883746481114319,0.1803382808866473,0.09624086774883306,0.1314770411364356,0.16448999077361443,0.0
49,2014-03-18,"[0.         0.06595493 0.         0.         0.         0.
 0.08438542 0.16841537 0.10882282 0.18019462 0.09636188 0.13161213
 0.16425284]",1.0175177173696957,0.994818369539679,0.06595493128664132,0.0,0.0,0.0,0.0,0.08438541866199023,0.168415366440854,0.10882281841588012,0.18019461620589436,0.09636187613373008,0.13161213230460947,0.1642528405504003,0.0
50,2014-03-19,"[0.         0.0658784  0.         0.         0.         0.
 0.0847444  0.16823152 0.1087265  0.18009727 0.09652787 0.13164393
 0.1641501 ]",1.008977393697432,0.9925412966036513,0.06587839852230212,0.0,0.0,0.0,0.0,0.08474440100177345,0.16823151800386124,0.10872649679357763,0.1800972745483929,0.09652787404050767,0.1316439322391422,0.1641501048504428,0.0
51,2014-03-20,"[0.         0.06584376 0.         0.         0.         0.
 0.0853396  0.16778817 0.10880072 0.1799423  0.0965675  0.1318374
 0.16388055]",1.0191188357407075,0.9992940464342497,0.06584376296335505,0.0,0.0,0.0,0.0,0.08533960292559996,0.1677881724002816,0.10880072238454461,0.17994229533921816,0.09656749555662167,0.1318373994350332,0.1638805489953457,0.0
52,2014-03-21,"[0.         0.06588023 0.         0.         0.         0.
 0.08518503 0.16783764 0.10886814 0.17999415 0.09651004 0.13180365
 0.16392114]",1.0049772139575748,0.993226580148081,0.06588022709085027,0.0,0.0,0.0,0.0,0.08518503064453896,0.1678376353685127,0.10886813567366932,0.17999415024764281,0.09651003705744679,0.13180364559595126,0.16392113832138788,0.0
53,2014-03-24,"[0.         0.06590822 0.         0.         0.         0.
 0.085012   0.16796342 0.10885339 0.1800337  0.09647042 0.13177415
 0.16398472]",1.0132477565076012,1.0069913763993863,0.06590821743779807,0.0,0.0,0.0,0.0,0.08501199864655011,0.16796341937162831,0.10885338668434741,0.18003369887643755,0.09647041624134912,0.1317741463610643,0.16398471638082507,0.0
54,2014-03-25,"[0.         0.06612666 0.         0.         0.         0.
 0.08413258 0.16843504 0.10897569 0.18022985 0.09625192 0.13152265
 0.16432562]",1.0178045238085975,1.009657454867713,0.06612666464036358,0.0,0.0,0.0,0.0,0.08413258128623194,0.16843503507292684,0.1089756865896536,0.18022984815770532,0.09625191543857069,0.131522651833998,0.16432561698055,0.0
55,2014-03-26,"[0.         0.06603538 0.         0.         0.         0.
 0.08443169 0.16827994 0.10897855 0.18017754 0.09634158 0.13151918
 0.16423614]",1.0239922786121136,1.0140576074556136,0.06603537718413653,0.0,0.0,0.0,0.0,0.08443168798966719,0.16827993953476061,0.10897854995782469,0.18017753753108595,0.09634158231462842,0.13151918367240162,0.16423614181549515,0.0
56,2014-03-27,"[0.         0.06594704 0.         0.         0.         0.
 0.08462199 0.16819753 0.10896258 0.18014431 0.09643631 0.13150498
 0.16418526]",1.0248628929792927,1.0162241550355684,0.06594703931658412,0.0,0.0,0.0,0.0,0.08462198501979465,0.16819752761652293,0.10896258340560987,0.1801443139929215,0.09643631306129508,0.13150497635233052,0.16418526123494145,0.0
57,2014-03-28,"[0.         0.06590243 0.         0.         0.         0.
 0.08436393 0.16848203 0.10884515 0.18021098 0.09650646 0.13136238
 0.16432663]",1.004493780802774,0.9950359655879351,0.06590243365816842,0.0,0.0,0.0,0.0,0.08436393410109513,0.16848202859708952,0.10884515442205472,0.18021097810195927,0.09650645983022832,0.13136238443635603,0.16432662685304864,0.0
58,2014-03-31,"[0.         0.06583294 0.         0.         0.         0.
 0.08460208 0.16843878 0.10868142 0.18013518 0.09666721 0.13135201
 0.16429038]",1.0062512311458789,0.9916315683304023,0.06583293965796976,0.0,0.0,0.0,0.0,0.08460208087478646,0.16843877552803974,0.1086814223229964,0.18013517759848352,0.09666721373613871,0.1313520098353823,0.16429038044620317,0.0
59,2014-04-01,"[0.         0.06935114 0.         0.         0.         0.
 0.08100813 0.17083421 0.10990779 0.18105926 0.09470912 0.12570913
 0.16742122]",1.0128392089050866,0.9974360621776969,0.06935114266633949,0.0,0.0,0.0,0.0,0.0810081333953916,0.17083420655883746,0.10990778780927941,0.1810592630852954,0.09470911684145367,0.12570912836890272,0.16742122127450024,0.0
60,2014-04-02,"[0.         0.07274962 0.         0.         0.         0.
 0.06637545 0.1731753  0.12083184 0.18613963 0.0920457  0.11776362
 0.17091883]",1.02380871635753,1.0061061659220873,0.0727496210773117,0.0,0.0,0.0,0.0,0.0663754510434295,0.1731753000283453,0.12083183768637189,0.18613963239413736,0.09204570431122105,0.11776362298008802,0.17091883047909526,0.0
61,2014-04-03,"[0.         0.07279019 0.         0.         0.         0.
 0.06603051 0.17290712 0.12226236 0.18650391 0.09207521 0.11659675
 0.17083396]",1.0415000804093844,1.0174894199409312,0.07279018901736142,0.0,0.0,0.0,0.0,0.06603051179358727,0.17290711933406372,0.12226235667074517,0.1865039079105241,0.09207521106591182,0.11659674920744845,0.1708339550003579,0.0
62,2014-04-04,"[0.         0.07268582 0.         0.         0.         0.
 0.06617749 0.17276815 0.12254679 0.18650981 0.09210606 0.11655098
 0.1706549 ]",1.0393690199511985,1.0172314513477811,0.07268582208519524,0.0,0.0,0.0,0.0,0.06617749014882145,0.17276815321811043,0.12254678731876772,0.18650980552974045,0.09210606233399993,0.11655098114628835,0.17065489821907648,0.0
63,2014-04-07,"[0.         0.07283857 0.         0.         0.         0.
 0.06543736 0.17328012 0.12263534 0.18674889 0.09182158 0.11633312
 0.17090504]",1.0416569772855997,1.01833444615739,0.07283856504823905,0.0,0.0,0.0,0.0,0.06543735513525453,0.17328012214312946,0.1226353431216425,0.18674888540681844,0.09182157674962106,0.11633311586331835,0.1709050365319766,0.0
64,2014-04-08,"[0.         0.07307077 0.         0.         0.         0.
 0.06443623 0.17405311 0.12260936 0.187126   0.09143396 0.11583522
 0.17143535]",1.0077117142604088,0.9915788078184169,0.07307077368449308,0.0,0.0,0.0,0.0,0.0644362275844026,0.1740531078586381,0.12260936300066402,0.1871259951964224,0.0914339614013793,0.11583522457045309,0.17143534670354743,0.0
65,2014-04-09,"[0.         0.07304729 0.         0.         0.         0.
 0.06437712 0.17421415 0.12259188 0.18717697 0.09140372 0.11568746
 0.17150141]",0.9946939209935288,0.9832894470665157,0.07304729189900964,0.0,0.0,0.0,0.0,0.06437712030022759,0.17421415261326814,0.12259188128147554,0.18717696785740873,0.09140371947325811,0.11568745857841481,0.17150140799693753,0.0
66,2014-04-10,"[0.         0.07302886 0.         0.         0.         0.
 0.06466367 0.1738979  0.1227185  0.18709072 0.09147374 0.11577186
 0.17135476]",1.0133727936414891,0.9939452345353295,0.07302886239354227,0.0,0.0,0.0,0.0,0.06466366863304192,0.1738979039704963,0.12271849506726468,0.18709071543389902,0.0914737357038696,0.1157718550928895,0.17135476370499683,0.0
67,2014-04-11,"[0.         0.07293014 0.         0.         0.         0.
 0.06511289 0.17341365 0.12297486 0.18694194 0.09156562 0.11601523
 0.17104567]",1.0344265203817302,1.0024523077787735,0.07293013623793772,0.0,0.0,0.0,0.0,0.06511289476869331,0.17341364664827827,0.12297486057063729,0.18694194302447303,0.09156562183318227,0.11601522800041546,0.1710456689163827,0.0
68,2014-04-14,"[0.         0.07280303 0.         0.         0.         0.
 0.06498571 0.17363772 0.12302349 0.18697348 0.09152917 0.1161142
 0.17093321]",1.000116227144494,0.971252060246419,0.07280303114636576,0.0,0.0,0.0,0.0,0.06498570507814203,0.17363771940962242,0.12302348863569097,0.1869734774009108,0.09152916820892802,0.11611419642520175,0.1709332136951382,0.0
69,2014-04-15,"[0.         0.07302422 0.         0.         0.         0.
 0.06399775 0.17442178 0.12290029 0.18733928 0.091182   0.11567504
 0.17145965]",1.0014935801821867,0.9786062920805338,0.07302421817134597,0.0,0.0,0.0,0.0,0.06399775255261307,0.17442177752281937,0.12290028814769619,0.18733927860085245,0.09118199951730241,0.11567503543207457,0.17145965005529606,0.0
70,2014-04-16,"[0.         0.07286694 0.         0.         0.         0.
 0.06423066 0.17450034 0.12271944 0.18723776 0.09125504 0.11583633
 0.1713535 ]",1.0000047666100815,0.976009907662621,0.07286693805728836,0.0,0.0,0.0,0.0,0.06423065764258869,0.17450034009014656,0.12271943764394713,0.18723775828755873,0.0912550446644167,0.1158363256541516,0.17135349795990215,0.0
71,2014-04-17,"[0.         0.07290577 0.         0.         0.         0.
 0.06426496 0.17454543 0.12249505 0.18719912 0.0913096  0.11586664
 0.17141343]",1.01310683938494,0.982720777245204,0.07290577329029613,0.0,0.0,0.0,0.0,0.06426495987236425,0.1745454305117366,0.12249504967111327,0.18719911814036283,0.09130959767956363,0.1158666437809578,0.17141342705360538,0.0
72,2014-04-21,"[0.         0.0728502  0.         0.         0.         0.
 0.06456203 0.17425546 0.12264656 0.18707055 0.09137596 0.1160447
 0.17119453]",1.003459253814458,0.9767711308961659,0.07285019928102737,0.0,0.0,0.0,0.0,0.0645620329089652,0.17425546402595257,0.12264655928926646,0.1870705517972147,0.09137596367381198,0.11604470157735156,0.17119452744641006,0.0
73,2014-04-22,"[0.         0.07272294 0.         0.         0.         0.
 0.06489465 0.17415156 0.12261182 0.18690626 0.09148957 0.11625501
 0.17096819]",1.011031349689872,0.9808196141193615,0.07272294433762493,0.0,0.0,0.0,0.0,0.0648946522417727,0.17415156242652297,0.12261181957577093,0.18690626086447742,0.09148956617864874,0.11625500762029797,0.1709681867548843,0.0
