,Date,Weights,Profit,Base Profit,Volume,JACK,PZZA,EAT,MCD,STKL,UVV,PYX,ANDE,MOD,STRT,DORM,SUP,cash
0,2014-01-06,"[0.         0.         0.         0.         0.         0.
 0.         0.22288774 0.27456096 0.25413498 0.         0.24841635
 0.        ]",1.0000000297923224,0.9999999999900002,1.0000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.22288773953914642,0.27456095814704895,0.25413498282432556,0.0,0.24841634929180145,0.0,0.0
1,2014-01-07,"[0.         0.         0.         0.         0.         0.
 0.         0.22198954 0.2765775  0.25440288 0.         0.24703005
 0.        ]",1.0093196173354175,1.0040647153160895,0.004568936287142464,0.0,0.0,0.0,0.0,0.0,0.0,0.22198954224586487,0.27657750248908997,0.25440287590026855,0.0,0.24703004956245422,0.0,0.0
2,2014-01-08,"[0.         0.         0.         0.         0.         0.
 0.         0.22233933 0.27609393 0.2546718  0.         0.24689493
 0.        ]",0.9895202338249152,0.9896541282360478,0.01764782867820043,0.0,0.0,0.0,0.0,0.0,0.0,0.22233933210372925,0.2760939300060272,0.2546718120574951,0.0,0.2468949258327484,0.0,0.0
3,2014-01-09,"[0.         0.         0.         0.         0.         0.
 0.         0.2222631  0.27631846 0.25457186 0.         0.24684659
 0.        ]",0.9873381989558613,0.9914856423162133,0.014360212638800194,0.0,0.0,0.0,0.0,0.0,0.0,0.22226309776306152,0.2763184607028961,0.2545718550682068,0.0,0.24684658646583557,0.0,0.0
4,2014-01-10,"[0.         0.         0.         0.         0.         0.
 0.         0.22156285 0.27670422 0.25433645 0.         0.2473965
 0.        ]",0.9785503120762871,0.9941138139139054,0.015724013750436288,0.0,0.0,0.0,0.0,0.0,0.0,0.22156284749507904,0.27670422196388245,0.2543364465236664,0.0,0.24739649891853333,0.0,0.0
5,2014-01-13,"[0.         0.         0.         0.         0.         0.
 0.         0.22190973 0.2761571  0.254637   0.         0.2472961
 0.        ]",0.9736278793992647,0.9921196875306977,0.007672507142445239,0.0,0.0,0.0,0.0,0.0,0.0,0.22190973162651062,0.27615711092948914,0.2546370029449463,0.0,0.24729609489440918,0.0,0.0
6,2014-01-14,"[0.         0.         0.         0.         0.         0.
 0.         0.22208779 0.27644297 0.25455165 0.         0.24691758
 0.        ]",0.9584815581868131,0.9860907076418831,0.007406797043490572,0.0,0.0,0.0,0.0,0.0,0.0,0.2220877856016159,0.2764429748058319,0.25455164909362793,0.0,0.24691757559776306,0.0,0.0
7,2014-01-15,"[0.         0.         0.         0.         0.         0.
 0.         0.22177123 0.27641973 0.2546614  0.         0.24714758
 0.        ]",0.950173450200253,0.9819833249715517,0.012749928939247479,0.0,0.0,0.0,0.0,0.0,0.0,0.2217712253332138,0.2764197289943695,0.2546614110469818,0.0,0.2471475750207901,0.0,0.0
8,2014-01-16,"[0.         0.         0.         0.         0.         0.
 0.         0.22108088 0.27670324 0.2545265  0.         0.2476894
 0.        ]",0.9472504124118067,0.9846602092897273,0.012575670246284547,0.0,0.0,0.0,0.0,0.0,0.0,0.22108088433742523,0.27670323848724365,0.2545264959335327,0.0,0.2476893961429596,0.0,0.0
9,2014-01-17,"[0.         0.         0.         0.         0.         0.
 0.         0.22102594 0.27712783 0.25438035 0.         0.2474659
 0.        ]",0.947402458185283,0.9894956715097085,0.012049336524980058,0.0,0.0,0.0,0.0,0.0,0.0,0.22102594375610352,0.27712783217430115,0.25438034534454346,0.0,0.24746589362621307,0.0,0.0
10,2014-01-21,"[0.         0.         0.         0.         0.         0.
 0.         0.22097947 0.27707022 0.2544323  0.         0.24751799
 0.        ]",0.9476949939967957,0.9912492991837797,0.01091724340457139,0.0,0.0,0.0,0.0,0.0,0.0,0.2209794670343399,0.27707022428512573,0.2544322907924652,0.0,0.24751798808574677,0.0,0.0
11,2014-01-22,"[0.         0.         0.         0.         0.         0.
 0.         0.22092229 0.27725908 0.25448897 0.         0.24732971
 0.        ]",0.9328625215741018,0.9905493567807032,0.01240503853424575,0.0,0.0,0.0,0.0,0.0,0.0,0.2209222912788391,0.27725908160209656,0.2544889748096466,0.0,0.2473297119140625,0.0,0.0
12,2014-01-23,"[0.         0.         0.         0.         0.         0.
 0.         0.22066143 0.27717838 0.25452706 0.         0.24763311
 0.        ]",0.9343550620717801,1.0015593698206788,0.010445022658435976,0.0,0.0,0.0,0.0,0.0,0.0,0.22066143155097961,0.2771783769130707,0.2545270621776581,0.0,0.24763311445713043,0.0,0.0
13,2014-01-24,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.35516202 0.32581377 0.         0.3190242
 0.        ]",0.9463216658328496,1.0039002549995708,0.4102232247626156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35516202449798584,0.32581377029418945,0.0,0.3190242052078247,0.0,0.0
14,2014-01-27,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.35415137 0.32652935 0.         0.31931928
 0.        ]",0.9310372219131026,1.009005061704446,0.011695352350500099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3541513681411743,0.3265293538570404,0.0,0.3193192780017853,0.0,0.0
15,2014-01-28,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.35440803 0.32636738 0.         0.31922457
 0.        ]",0.9228868973387718,0.986149251161884,0.0008468100654651441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35440802574157715,0.3263673782348633,0.0,0.3192245662212372,0.0,0.0
16,2014-01-29,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.35477275 0.32599154 0.         0.31923568
 0.        ]",0.9054361812077414,0.9775074701119737,0.00306098296959318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35477274656295776,0.32599154114723206,0.0,0.3192356824874878,0.0,0.0
