,Date,Weights,Profit,Base Profit,Volume,IEC,FLEX,SANM,CTS,IEX,FLS,GGG,ITT,CRY,ATRI,TFX,MMM,cash
0,2014-01-06,"[0.06970962 0.08883899 0.         0.07246999 0.         0.09249542
 0.18067673 0.0843001  0.16503025 0.12816641 0.         0.11831249
 0.        ]",0.998139419248165,0.998344934881643,0.9302903759175235,0.08883898545480541,0.0,0.0724699894666371,0.0,0.09249542169427845,0.1806767256292473,0.08430010058529921,0.16503025248983816,0.12816641452498428,0.0,0.11831248607243346,0.0,0.06970962408247644
1,2014-01-07,"[0.         0.09143851 0.         0.07344686 0.         0.09560599
 0.20522883 0.08687929 0.18442982 0.13809075 0.         0.12487995
 0.        ]",1.001864990276202,1.0010637445347046,0.06944075400197518,0.09143851220900513,0.0,0.07344685960110907,0.0,0.09560598670733231,0.20522883085135638,0.0868792925923446,0.18442981869455843,0.1380907489218004,0.0,0.12487995042249375,0.0,0.0
2,2014-01-08,"[0.         0.09047942 0.         0.07287847 0.         0.0945646
 0.20815159 0.08613477 0.18609909 0.13829551 0.         0.12339654
 0.        ]",0.9949867659366877,0.9979518463601988,0.01520420153057403,0.09047941926339242,0.0,0.07287847397669561,0.0,0.09456460047154819,0.20815159086523527,0.08613477367730286,0.18609909352935428,0.13829550748753874,0.0,0.12339654072893268,0.0,0.0
3,2014-01-09,"[0.         0.09027327 0.         0.0735376  0.         0.09415201
 0.20881226 0.08584467 0.18630243 0.13903385 0.         0.1220439
 0.        ]",0.9985064492968263,0.9989926132461308,0.007799365422573368,0.09027327342928068,0.0,0.07353759952491157,0.0,0.09415201303923612,0.20881226116859636,0.08584467496601465,0.18630243154168935,0.13903384681135253,0.0,0.12204389951891874,0.0,0.0
4,2014-01-10,"[0.         0.09027001 0.         0.07514029 0.         0.0938378
 0.20882148 0.08529138 0.18601187 0.1403641  0.         0.12026307
 0.        ]",0.9956283871885198,0.9989351581439143,0.014331654219989318,0.0902700080198048,0.0,0.07514028837889214,0.0,0.09383779723321382,0.2088214793475437,0.08529137923160758,0.18601187466387786,0.1403641007313191,0.0,0.12026307239374089,0.0,0.0
5,2014-01-13,"[0.         0.09019099 0.         0.07735765 0.         0.09359097
 0.20863174 0.08463408 0.18576166 0.1422265  0.         0.11760641
 0.        ]",1.0004704990648152,1.0017039363028062,0.014454583256303125,0.0901909861136673,0.0,0.07735764925465456,0.0,0.0935909728634209,0.20863174136689783,0.08463407764070743,0.18576165792975918,0.14222650302477216,0.0,0.11760641180612061,0.0,0.0
6,2014-01-14,"[0.         0.09057361 0.         0.08220688 0.         0.09303297
 0.20772526 0.08282646 0.1846749  0.14545277 0.         0.11350716
 0.        ]",0.9982899090747894,0.9970303559651281,0.022801001950807476,0.09057361339234139,0.0,0.08220687539002164,0.0,0.09303296503088171,0.20772525658891225,0.08282646233599085,0.18467489770159165,0.14545276828709772,0.0,0.11350716127316289,0.0,0.0
7,2014-01-15,"[0.         0.09175051 0.         0.09370062 0.         0.09201825
 0.2050956  0.07855933 0.18182988 0.15161464 0.         0.10543118
 0.        ]",0.9891322019411087,0.9899173817351236,0.04276505076287873,0.09175050732544766,0.0,0.09370061748734998,0.0,0.09201824871818991,0.2050956031770898,0.07855933205905162,0.1818298784278435,0.15161463603679212,0.0,0.1054311767682355,0.0,0.0
8,2014-01-16,"[0.         0.0910882  0.         0.11118179 0.         0.07900862
 0.18416866 0.06223991 0.15917878 0.14951779 0.0771698  0.08644645
 0.        ]",0.9984109198938373,0.9974894613309131,0.18979523592780134,0.09108820288872173,0.0,0.11118178694211482,0.0,0.07900862326294932,0.18416865998349966,0.06223990893176233,0.15917877595051091,0.1495177889569591,0.0771697987891293,0.08644645429435273,0.0,0.0
9,2014-01-17,"[0.         0.10809292 0.         0.14000347 0.         0.0636442
 0.18134295 0.         0.13905069 0.1609835  0.12518022 0.08170205
 0.        ]",1.00394669474152,1.0004395710475684,0.2070114253721727,0.10809292065742569,0.0,0.14000346753209866,0.0,0.06364420068261918,0.18134295262833905,0.0,0.13905068623441652,0.16098350112455778,0.12518022445016294,0.08170204669038013,0.0,0.0
10,2014-01-21,"[0.         0.07843185 0.         0.08596436 0.06319157 0.09745431
 0.18376498 0.08080883 0.16560182 0.13671074 0.         0.10807154
 0.        ]",1.003249972961694,1.0000578106040876,0.47105892268880667,0.07843184692752986,0.0,0.08596436141821358,0.06319156997019064,0.09745430663295725,0.1837649778779754,0.08080883259989174,0.16560182115642294,0.13671074417596382,0.0,0.10807153924085468,0.0,0.0
11,2014-01-22,"[0.         0.0761676  0.         0.0826774  0.06207291 0.10037859
 0.18357173 0.08505037 0.16948958 0.13521124 0.         0.10538058
 0.        ]",1.011773920801489,1.0016792981090605,0.026019361825840047,0.07616760165705393,0.0,0.08267740058354908,0.06207290551801975,0.1003785873200131,0.18357172946020323,0.08505037464988224,0.16948958142351073,0.135211241357105,0.0,0.105380578030663,0.0,0.0
12,2014-01-23,"[0.         0.07742882 0.         0.08061587 0.06058935 0.09955669
 0.18519902 0.08478792 0.17121213 0.13498161 0.         0.10562859
 0.        ]",1.0120558622603915,0.9993602645786636,0.013739935678739816,0.07742881687044004,0.0,0.08061587013053202,0.06058934904622578,0.0995566867877748,0.1851990205537161,0.08478792473295864,0.17121213280154468,0.1349816101073105,0.0,0.10562858896949742,0.0,0.0
