,Date,Weights,Profit,Base Profit,Volume,GRA,BCPC,OLN,FMC,HLX,RES,ENSV,CLB,GGG,ITT,FLS,IEX,cash
0,2014-01-06,"[0.07154466 0.07577828 0.0796047  0.07801009 0.07717738 0.0754059
 0.07636336 0.07673495 0.07892174 0.07824516 0.07551901 0.07838809
 0.07830667]",0.9998142940370096,0.9998000000000002,0.9284553229808807,0.07577827572822571,0.07960470020771027,0.07801008969545364,0.07717737555503845,0.07540590316057205,0.07636336237192154,0.07673494517803192,0.07892173528671265,0.07824516296386719,0.07551901042461395,0.07838809490203857,0.0783066675066948,0.07154466211795807
1,2014-01-07,"[0.         0.0821489  0.08444654 0.08403447 0.08334141 0.0812171
 0.08238753 0.08263782 0.0844433  0.08420487 0.08193536 0.08470978
 0.08449292]",1.0069660259954043,1.0069855841210598,0.07153138436268022,0.08214890211820602,0.08444654196500778,0.08403446525335312,0.08334141224622726,0.08121709525585175,0.0823875293135643,0.08263782411813736,0.08444330096244812,0.08420487493276596,0.08193536102771759,0.0847097784280777,0.08449292182922363,0.0
2,2014-01-08,"[0.         0.08222338 0.08435616 0.0840103  0.08334695 0.08121081
 0.0823475  0.08273638 0.08443075 0.08425805 0.08185566 0.08473317
 0.08449086]",1.0006428705679606,1.0006979132520035,0.007895332149907269,0.08222337812185287,0.0843561589717865,0.0840103030204773,0.08334694802761078,0.08121081441640854,0.08234750479459763,0.08273638039827347,0.0844307541847229,0.0842580497264862,0.0818556621670723,0.08473317325115204,0.08449085801839828,0.0
3,2014-01-09,"[0.         0.0821972  0.08434302 0.08400439 0.08338454 0.08113936
 0.08237524 0.08269265 0.08446479 0.08420947 0.08197564 0.08473893
 0.08447475]",0.9993523885579828,0.9993710870444168,0.008346835563592446,0.08219720423221588,0.08434302359819412,0.08400438725948334,0.08338454365730286,0.08113935589790344,0.08237524330615997,0.08269264549016953,0.08446478843688965,0.08420947194099426,0.08197563886642456,0.08473892509937286,0.08447474986314774,0.0
4,2014-01-10,"[0.         0.08219726 0.08430481 0.08401845 0.08341393 0.0810846
 0.08236791 0.08263101 0.08450602 0.08419721 0.08201415 0.08479203
 0.08447266]",1.0060164640256528,1.0062893835705964,0.006496600987071206,0.08219726383686066,0.0843048095703125,0.08401844650506973,0.08341392874717712,0.08108460158109665,0.0823679119348526,0.08263100683689117,0.08450601994991302,0.08419720828533173,0.08201415091753006,0.08479202538728714,0.08447265625,0.0
5,2014-01-13,"[0.         0.08216973 0.08428171 0.08403328 0.0834136  0.08105989
 0.08243074 0.08255786 0.08452676 0.08411685 0.08208355 0.0847794
 0.08454665]",1.0055908279297319,1.005302408706404,0.014805187938469508,0.08216973394155502,0.08428170531988144,0.08403328061103821,0.08341360092163086,0.08105988800525665,0.08243073523044586,0.08255786448717117,0.08452676236629486,0.0841168463230133,0.08208354562520981,0.08477940410375595,0.08454664796590805,0.0
6,2014-01-14,"[0.         0.08215158 0.08425751 0.08404665 0.0834258  0.08102777
 0.08248088 0.08246522 0.08452629 0.0840674  0.08218586 0.08480325
 0.0845618 ]",1.0095838053441697,1.0094450667389496,0.008300068396111955,0.08215158432722092,0.08425750583410263,0.08404664695262909,0.08342580497264862,0.08102776855230331,0.08248087763786316,0.08246522396802902,0.08452629297971725,0.08406740427017212,0.08218585699796677,0.08480324596166611,0.0845618024468422,0.0
7,2014-01-15,"[0.         0.08217066 0.08422969 0.08402667 0.08348192 0.08102017
 0.08250575 0.08240931 0.08449465 0.08404668 0.0823404  0.08482894
 0.08444515]",1.00755114263928,1.0078980205772545,0.007614246981683294,0.08217065781354904,0.08422969281673431,0.08402667194604874,0.08348192274570465,0.08102016896009445,0.08250574767589569,0.0824093148112297,0.08449465036392212,0.08404667675495148,0.08234039694070816,0.0848289430141449,0.08444514870643616,0.0
8,2014-01-16,"[0.         0.08215477 0.08422879 0.08407008 0.08344255 0.08108035
 0.08252482 0.08235563 0.08446731 0.08402867 0.08229335 0.08481853
 0.08453517]",1.017524969786974,1.0170613608027081,0.01264351642784012,0.0821547657251358,0.08422879129648209,0.08407007902860641,0.0834425538778305,0.0810803547501564,0.08252482116222382,0.08235563337802887,0.084467314183712,0.08402866870164871,0.08229334652423859,0.0848185271024704,0.08453517407178879,0.0
9,2014-01-17,"[0.         0.08211989 0.08423913 0.0840569  0.08346736 0.08097076
 0.08250849 0.082362   0.08456165 0.08400873 0.08228064 0.0848465
 0.08457794]",1.0201390156296,1.0198677124513462,0.012101985253336913,0.0821198895573616,0.08423912525177002,0.08405689895153046,0.08346736431121826,0.08097075670957565,0.08250848948955536,0.08236200362443924,0.08456164598464966,0.08400873094797134,0.08228064328432083,0.08484649658203125,0.08457794040441513,0.0
10,2014-01-21,"[0.         0.08205955 0.08424322 0.08397276 0.08359513 0.08084745
 0.08251454 0.08233926 0.08460229 0.08396131 0.08259347 0.08488096
 0.08439003]",1.0262900955428351,1.0270644252915733,0.006164312875963358,0.08205955475568771,0.08424322307109833,0.0839727595448494,0.08359512686729431,0.08084744960069656,0.08251453936100006,0.08233926445245743,0.08460228890180588,0.08396130800247192,0.08259347081184387,0.08488096296787262,0.08439002931118011,0.0
