,Date,Weights,Profit,Base Profit,UVV,STKL,ANDE,PYX,BZH,NVR,PHM,MTH,MOD,DORM,STRT,SUP,cash
0,2014-02-13,"[0.0571774  0.13688992 0.1373264  0.07227195 0.13119915 0.06328358
 0.         0.12306068 0.13666617 0.05797649 0.         0.
 0.08414825]",0.9999999999905718,0.9999999999917246,0.1368899228903411,0.13732640417721062,0.07227195337105219,0.13119914775225813,0.06328358206860059,0.0,0.1230606800648702,0.13666616649491603,0.05797649244477768,0.0,0.0,0.08414824954011876,0.05717740119585476
1,2014-02-14,"[0.         0.16719781 0.17323982 0.         0.1256194  0.
 0.         0.08284466 0.17954891 0.10335343 0.07535361 0.
 0.09284236]",0.9896000384075064,0.9937081679807809,0.16719781103402728,0.1732398204403995,0.0,0.1256193960168415,0.0,0.0,0.08284466263593694,0.1795489112211572,0.10335342610155644,0.07535360861338955,0.0,0.09284236393669149,0.0
2,2014-02-18,"[0.         0.15264109 0.15587404 0.06510158 0.13391784 0.05119273
 0.         0.11754898 0.16087621 0.07063508 0.         0.
 0.09221245]",1.0059618562860004,1.0079131676366708,0.15264109396083847,0.1558740362637217,0.06510157949079473,0.13391784032065518,0.05119273060010842,0.0,0.11754897928419747,0.16087620642333905,0.07063508087833772,0.0,0.0,0.09221245277800728,0.0
3,2014-02-19,"[0.         0.16717839 0.20051374 0.         0.09131088 0.
 0.         0.09310156 0.2007316  0.08013298 0.07253877 0.
 0.09449207]",1.013946811676018,1.013076066960741,0.16717839193653453,0.20051374341795755,0.0,0.09131088254409882,0.0,0.0,0.09310156065729104,0.20073160087618985,0.08013298024926387,0.07253877354312174,0.0,0.09449206677554249,0.0
4,2014-02-20,"[0.         0.15988064 0.19674938 0.         0.07660964 0.
 0.         0.07569376 0.19453888 0.07171787 0.07713328 0.06450244
 0.08317411]",1.0037187209493021,1.00728976922451,0.15988064479085526,0.19674937883310456,0.0,0.07660963702233205,0.0,0.0,0.07569376100416328,0.19453887539213466,0.07171787223087088,0.07713327994596124,0.06450243976803795,0.08317411101254017,0.0
5,2014-02-21,"[0.         0.15105718 0.21962945 0.         0.07249628 0.07290921
 0.         0.07293695 0.19540078 0.         0.08470922 0.13086093
 0.        ]",1.0129190595684299,1.0149394446694993,0.1510571805905352,0.21962944841398263,0.0,0.07249627608168806,0.07290920860825541,0.0,0.07293695490615582,0.1954007808499428,0.0,0.08470921695079957,0.1308609335986405,0.0,0.0
6,2014-02-24,"[0.         0.16632128 0.22586112 0.         0.08280262 0.
 0.         0.         0.21569389 0.08684799 0.09626853 0.12620457
 0.        ]",1.0306029772961538,1.0288092011376246,0.1663212794962346,0.22586112122484334,0.0,0.08280261731547144,0.0,0.0,0.0,0.2156938932590635,0.08684798619311064,0.09626853280278834,0.12620456970848806,0.0,0.0
7,2014-02-25,"[0.         0.16740358 0.23377758 0.         0.07249742 0.
 0.         0.         0.22139106 0.08862681 0.09269258 0.12361096
 0.        ]",1.0284230372184042,1.0310046242135367,0.16740358093975388,0.2337775812473812,0.0,0.07249741945112748,0.0,0.0,0.0,0.22139105651235788,0.08862681479815276,0.09269258219734423,0.12361096485388266,0.0,0.0
8,2014-02-26,"[0.         0.13844146 0.26387336 0.         0.         0.0809056
 0.         0.         0.21248338 0.         0.10317337 0.20112284
 0.        ]",1.0350176672801805,1.0337784228700235,0.13844145710116096,0.2638733562568169,0.0,0.0,0.08090560071464103,0.0,0.0,0.21248337893192995,0.0,0.10317336559770052,0.20112284139775047,0.0,0.0
9,2014-02-27,"[0.         0.11775176 0.2961198  0.         0.         0.15418285
 0.         0.         0.18800571 0.         0.12903671 0.11490318
 0.        ]",1.0338700344189875,1.034364600961577,0.11775175848172285,0.2961197991056486,0.0,0.0,0.15418284765233356,0.0,0.0,0.188005707862719,0.0,0.12903670569526038,0.11490318120231553,0.0,0.0
