,Date,Weights,Profit,Base Profit,Volume,VSAT,SCON,MSI,BKTI,OSK,PCAR,SPAR,F,PYX,STKL,ANDE,UVV,cash
0,2014-01-06,"[0.07385549 0.079802   0.07904019 0.07867206 0.08295901 0.07901122
 0.07683165 0.07459407 0.07310915 0.0769437  0.07794421 0.07453477
 0.07270248]",0.9998147785456089,0.9998000000000002,0.9261445179581642,0.0798019990324974,0.07904019206762314,0.07867205888032913,0.08295901119709015,0.0790112242102623,0.0768316462635994,0.07459407299757004,0.07310914993286133,0.07694370299577713,0.07794421166181564,0.07453476637601852,0.07270248234272003,0.07385548949241638
1,2014-01-07,"[0.07207489 0.07791536 0.07749952 0.07826619 0.08097993 0.07717535
 0.07711374 0.07679927 0.07544517 0.07651093 0.0787444  0.07660195
 0.07487333]",1.0105527491193627,1.011457753315186,0.017939119965567834,0.07791535556316376,0.07749952375888824,0.0782661885023117,0.08097992837429047,0.07717534899711609,0.07711374014616013,0.07679927349090576,0.07544516772031784,0.07651092857122421,0.07874439656734467,0.07660195231437683,0.07487332820892334,0.07207489013671875
2,2014-01-08,"[0.07216074 0.07792597 0.07765125 0.0781374  0.08094712 0.07727566
 0.07698613 0.07672633 0.07540502 0.07677163 0.07828169 0.07689758
 0.07483346]",1.024699317968482,1.0265184082300658,0.006070726237722275,0.07792596518993378,0.0776512548327446,0.07813739776611328,0.08094712346792221,0.07727566361427307,0.07698612660169601,0.07672633230686188,0.07540502399206161,0.07677163183689117,0.0782816931605339,0.07689757645130157,0.0748334601521492,0.0721607357263565
3,2014-01-09,"[0.07208505 0.07815407 0.07744256 0.07834291 0.08094222 0.07706722
 0.07717811 0.07661218 0.07546838 0.07677095 0.07848926 0.07683711
 0.07460998]",1.0175835324392222,1.0171206329469498,0.0454157813349657,0.0781540721654892,0.07744255661964417,0.07834290713071823,0.08094222098588943,0.07706721872091293,0.07717810571193695,0.07661218196153641,0.07546837627887726,0.07677095383405685,0.0784892588853836,0.07683710753917694,0.07460997998714447,0.07208505272865295
4,2014-01-10,"[0.07219815 0.07839515 0.07774372 0.07841244 0.08105118 0.07717731
 0.07668706 0.07636172 0.07566318 0.07662699 0.07853012 0.07652153
 0.07463143]",1.0305659395317082,1.031620826049385,0.02701940518542672,0.07839515060186386,0.07774372398853302,0.07841244339942932,0.08105117827653885,0.07717730849981308,0.07668706029653549,0.07636172324419022,0.07566317915916443,0.0766269862651825,0.07853011786937714,0.07652153074741364,0.07463143020868301,0.07219815254211426
5,2014-01-13,"[0.07218868 0.07826927 0.0776767  0.07839176 0.08109621 0.07717337
 0.07675503 0.07649875 0.07560867 0.07653207 0.0786804  0.07642306
 0.07470607]",1.0250553223128658,1.024167942136415,0.019601183219158873,0.07826926559209824,0.0776766985654831,0.07839176058769226,0.08109620958566666,0.0771733745932579,0.07675503194332123,0.07649875432252884,0.07560867071151733,0.07653207331895828,0.07868039608001709,0.07642305642366409,0.074706070125103,0.07218867540359497
6,2014-01-14,"[0.07228401 0.07848256 0.07766021 0.07854717 0.08118057 0.07712939
 0.0766995  0.0764169  0.07564617 0.0763704  0.07894608 0.0760528
 0.07458428]",1.0202574745203472,1.0193557429550981,0.017561402405876902,0.07848256081342697,0.0776602104306221,0.0785471722483635,0.08118056505918503,0.07712938636541367,0.07669949531555176,0.07641690224409103,0.07564616948366165,0.07637039572000504,0.0789460763335228,0.07605279982089996,0.07458427548408508,0.07228400558233261
7,2014-01-15,"[0.07237945 0.07846288 0.07760113 0.0785362  0.08111482 0.07711537
 0.07671312 0.07655687 0.07559916 0.07629415 0.07907259 0.07592784
 0.07462642]",1.012293927826615,1.0096481090116727,0.012402120583396754,0.0784628763794899,0.07760113477706909,0.07853619754314423,0.08111482113599777,0.07711537182331085,0.07671312242746353,0.07655686885118484,0.07559915632009506,0.07629414647817612,0.07907258719205856,0.07592783868312836,0.07462641596794128,0.0723794475197792
8,2014-01-16,"[0.0723327  0.07834839 0.0773858  0.07851597 0.08096036 0.07706229
 0.07694174 0.07680072 0.07556637 0.07626361 0.07915437 0.07602407
 0.0746436 ]",1.0197115614152314,1.018110469530823,0.014826338308118641,0.07834839075803757,0.0773857980966568,0.07851596921682358,0.08096036314964294,0.07706228643655777,0.07694173604249954,0.07680071890354156,0.075566366314888,0.07626360654830933,0.079154372215271,0.07602407038211823,0.07464359700679779,0.0723327025771141
9,2014-01-17,"[0.07235647 0.07839666 0.07744472 0.07850295 0.08089804 0.0770655
 0.07681594 0.07674523 0.07566833 0.07633772 0.07900353 0.07604215
 0.07472276]",1.0346869772900749,1.035237107826303,0.011057474351755322,0.07839665561914444,0.07744472473859787,0.07850294560194016,0.08089803904294968,0.07706549763679504,0.07681594043970108,0.07674522697925568,0.0756683275103569,0.07633771747350693,0.07900352776050568,0.07604214549064636,0.0747227594256401,0.07235646992921829
