,Date,Weights,Profit,Base Profit,ITT,IEX,GGG,FLS,HDSN,KAMN,WLFC,LAWS,JNJ,BMY,PFE,ABT,cash
10,2014-01-21,"[0.         0.11512483 0.19466133 0.1497062  0.14415585 0.2566128
 0.         0.         0.         0.         0.         0.
 0.13973899]",1.004735798464654,1.0294847505879057,0.11512482615663619,0.1946613332529999,0.14970620086785824,0.1441558546205073,0.25661279613087157,0.0,0.0,0.0,0.0,0.0,0.0,0.13973898897112672,0.0
11,2014-01-22,"[0.         0.11527792 0.19459126 0.14960578 0.14439985 0.25631018
 0.         0.         0.         0.         0.         0.
 0.13981502]",1.007494203586658,1.033303293198446,0.11527791573309262,0.1945912615521333,0.14960577761607877,0.14439984697588834,0.25631017542663237,0.0,0.0,0.0,0.0,0.0,0.0,0.13981502269617466,0.0
12,2014-01-23,"[0.         0.11505884 0.19444272 0.14974187 0.1446284  0.25645388
 0.         0.         0.         0.         0.         0.
 0.13967429]",0.9983045845804219,1.0303453341214572,0.11505884186933373,0.1944427207759928,0.1497418673112752,0.14462840217502493,0.2564538791867655,0.0,0.0,0.0,0.0,0.0,0.0,0.1396742886816077,0.0
13,2014-01-24,"[0.         0.11616357 0.19544532 0.14873571 0.14365225 0.25528906
 0.         0.         0.         0.         0.         0.
 0.14071408]",1.0007176810180158,1.0280024221130155,0.11616357380429827,0.19544532259439296,0.14873570868457373,0.1436522510594329,0.25528905902460697,0.0,0.0,0.0,0.0,0.0,0.0,0.14071408483269515,0.0
14,2014-01-27,"[0.         0.11612158 0.19545283 0.14865632 0.14378437 0.2552997
 0.         0.         0.         0.         0.         0.
 0.14068521]",0.9776749287170713,1.0176858663390316,0.11612158173796928,0.19545282946692139,0.14865631840102855,0.14378436807795023,0.25529969670795793,0.0,0.0,0.0,0.0,0.0,0.0,0.14068520560817263,0.0
15,2014-01-28,"[0.         0.11555163 0.1951941  0.14897404 0.1440601  0.25590634
 0.         0.         0.         0.         0.         0.
 0.14031379]",0.9588215346910176,0.9959576058837349,0.11555162720428686,0.19519409726967915,0.14897404374069062,0.14406009539440953,0.2559063415748379,0.0,0.0,0.0,0.0,0.0,0.0,0.14031379481609582,0.0
16,2014-01-29,"[0.         0.11541829 0.19532378 0.14903358 0.14370202 0.25621094
 0.         0.         0.         0.         0.         0.
 0.14031139]",0.955202274665221,0.9878690418872941,0.1154182948634435,0.19532377952153537,0.14903357992431626,0.1437020220207168,0.25621093544174767,0.0,0.0,0.0,0.0,0.0,0.0,0.14031138822824052,0.0
17,2014-01-30,"[0.         0.11562002 0.19610918 0.14865263 0.14264939 0.2561183
 0.         0.         0.         0.         0.         0.
 0.14085048]",0.9490198998147188,0.9843563935490045,0.11562001550211866,0.19610918258314972,0.14865262837531695,0.14264938919036507,0.2561183004262498,0.0,0.0,0.0,0.0,0.0,0.0,0.1408504839227997,0.0
18,2014-01-31,"[0.         0.11522484 0.19588393 0.14893409 0.14306011 0.25629669
 0.         0.         0.         0.         0.         0.
 0.14060033]",0.9692932578881599,0.9940367774311908,0.11522484101605558,0.19588393269849605,0.14893409242268915,0.1430601141079302,0.2562966931244539,0.0,0.0,0.0,0.0,0.0,0.0,0.140600326630375,0.0
19,2014-02-03,"[0.         0.11498177 0.19578841 0.14916347 0.14297285 0.2566793
 0.         0.         0.         0.         0.         0.
 0.14041419]",0.9598324617449905,0.9885864619755841,0.11498177030610642,0.1957884131365289,0.14916346944512607,0.14297285155987302,0.25667930075859335,0.0,0.0,0.0,0.0,0.0,0.0,0.1404141947937722,0.0
20,2014-02-04,"[0.         0.1145107  0.195805   0.14938089 0.14248114 0.25770171
 0.         0.         0.         0.         0.         0.
 0.14012055]",0.951395124247055,0.9864633493269483,0.11451069960942871,0.1958049992210449,0.14938089373036414,0.14248113840107055,0.2577017147690195,0.0,0.0,0.0,0.0,0.0,0.0,0.14012055426907233,0.0
21,2014-02-05,"[0.         0.11432465 0.19625231 0.14929401 0.14182779 0.25801494
 0.         0.         0.         0.         0.         0.
 0.1402863 ]",0.9227650428838613,0.9654764572653688,0.11432464594932258,0.19625231438346366,0.14929400663091977,0.14182778881841762,0.25801494183310275,0.0,0.0,0.0,0.0,0.0,0.0,0.14028630238477377,0.0
22,2014-02-06,"[0.         0.11387575 0.19608432 0.14959235 0.14200169 0.25840255
 0.         0.         0.         0.         0.         0.
 0.14004334]",0.9289219250685061,0.9741454587424733,0.11387575205686865,0.19608432209221727,0.14959234656701295,0.14200168803614777,0.258402548488182,0.0,0.0,0.0,0.0,0.0,0.0,0.14004334275957145,0.0
23,2014-02-07,"[0.         0.11403728 0.19586757 0.14952386 0.14226859 0.25832734
 0.         0.         0.         0.         0.         0.
 0.13997536]",0.9273906437852638,0.9707961321998545,0.1140372788154068,0.19586756785289042,0.14952385968935006,0.1422685868958752,0.25832734205080454,0.0,0.0,0.0,0.0,0.0,0.0,0.139975364695673,0.0
24,2014-02-10,"[0.         0.11456338 0.19612642 0.14918201 0.14203954 0.25773126
 0.         0.         0.         0.         0.         0.
 0.14035739]",0.9439164064945507,0.9837195896414648,0.11456338208701315,0.19612641971370226,0.14918200980957685,0.14203953864453295,0.25773125929214613,0.0,0.0,0.0,0.0,0.0,0.0,0.14035739045302859,0.0
25,2014-02-11,"[0.         0.11479207 0.19629    0.14905791 0.1420124  0.25725032
 0.         0.         0.         0.         0.         0.
 0.14059731]",0.9543717741449359,0.9894427690937704,0.11479206624204612,0.19628999654650134,0.14905791125520568,0.1420124018789068,0.2572503190612677,0.0,0.0,0.0,0.0,0.0,0.0,0.1405973050160724,0.0
26,2014-02-12,"[0.         0.11526928 0.19645611 0.14866676 0.14224199 0.25634715
 0.         0.         0.         0.         0.         0.
 0.14101871]",0.9483401762542166,0.9933576112698264,0.11526928459402645,0.19645611080399153,0.14866676492018904,0.14224198550479558,0.2563471482891766,0.0,0.0,0.0,0.0,0.0,0.0,0.14101870588782067,0.0
27,2014-02-13,"[0.         0.11570162 0.19657666 0.14842981 0.14217645 0.25587065
 0.         0.         0.         0.         0.         0.
 0.14124481]",0.9502373826565504,1.0002152749403745,0.11570162479363166,0.19657666203593624,0.14842980577579196,0.14217644799657608,0.2558706459004429,0.0,0.0,0.0,0.0,0.0,0.0,0.1412448134976211,0.0
28,2014-02-14,"[0.         0.1153753  0.19637944 0.14864398 0.1421922  0.25647035
 0.         0.         0.         0.         0.         0.
 0.14093873]",0.954671435806942,1.0045670213326352,0.11537530423548074,0.19637943539931677,0.14864398342679358,0.14219220112404074,0.25647034840435023,0.0,0.0,0.0,0.0,0.0,0.0,0.140938727410018,0.0
29,2014-02-18,"[0.         0.11506424 0.19605638 0.14893902 0.14241342 0.25690171
 0.         0.         0.         0.         0.         0.
 0.14062522]",0.9741901434502372,1.0209073165742426,0.11506424163202927,0.19605638308678716,0.14893901965084658,0.14241342423312847,0.2569017122234421,0.0,0.0,0.0,0.0,0.0,0.0,0.14062521917376636,0.0
30,2014-02-19,"[0.         0.11502633 0.19537999 0.14907367 0.1433983  0.25683905
 0.         0.         0.         0.         0.         0.
 0.14028266]",0.9609414224026354,1.0162620993369584,0.11502633110366325,0.19537998881155294,0.14907366588353413,0.14339830116895466,0.2568390541221732,0.0,0.0,0.0,0.0,0.0,0.0,0.14028265891012168,0.0
31,2014-02-20,"[0.         0.11466428 0.19465088 0.14944626 0.14431982 0.25712657
 0.         0.         0.         0.         0.         0.
 0.13979219]",0.9556956827826409,1.017006925560335,0.11466427557420329,0.1946508848222271,0.14944625894161687,0.1443198173845939,0.2571265726500347,0.0,0.0,0.0,0.0,0.0,0.0,0.13979219062732412,0.0
32,2014-02-21,"[0.         0.11522733 0.19545626 0.14875486 0.14259852 0.257685
 0.         0.         0.         0.         0.         0.
 0.14027803]",0.9622188104215674,1.0158979898036002,0.1152273264705023,0.19545626347991182,0.1487548568446276,0.14259852327305114,0.2576850044618414,0.0,0.0,0.0,0.0,0.0,0.0,0.1402780254700657,0.0
33,2014-02-24,"[0.         0.115445   0.19582954 0.14886798 0.14188222 0.25746809
 0.         0.         0.         0.         0.         0.
 0.14050716]",0.9653741825311188,1.0142048651525475,0.11544500310885009,0.19582954067364416,0.1488679812636488,0.14188222474130868,0.2574680860522212,0.0,0.0,0.0,0.0,0.0,0.0,0.14050716416032707,0.0
34,2014-02-25,"[0.         0.11558932 0.19573477 0.14875034 0.14205494 0.25740842
 0.         0.         0.         0.         0.         0.
 0.1404622 ]",0.9619752457716908,1.0169169622227687,0.1155893245060675,0.1957347656402359,0.14875034466195336,0.14205494122326126,0.2574084200803959,0.0,0.0,0.0,0.0,0.0,0.0,0.14046220388808606,0.0
35,2014-02-26,"[0.         0.11540292 0.19579575 0.14892329 0.14180913 0.25768645
 0.         0.         0.         0.         0.         0.
 0.14038246]",0.9663332445190274,1.0159809173545111,0.11540291710516819,0.1957957503349555,0.1489232863816681,0.1418091347145554,0.2576864495334553,0.0,0.0,0.0,0.0,0.0,0.0,0.14038246193019746,0.0
36,2014-02-27,"[0.         0.11503575 0.19540644 0.14923343 0.14227533 0.25801203
 0.         0.         0.         0.         0.         0.
 0.14003701]",0.9617371698165657,1.0141698038574594,0.11503575175377484,0.19540644083920422,0.14923343249126908,0.142275329374297,0.2580120313389733,0.0,0.0,0.0,0.0,0.0,0.0,0.14003701420248155,0.0
37,2014-02-28,"[0.         0.11497619 0.19492107 0.14948502 0.14281757 0.25810038
 0.         0.         0.         0.         0.         0.
 0.13969977]",0.9564367055400723,1.0160955048086773,0.11497618845484588,0.1949210688278203,0.14948501701520459,0.14281757127007155,0.2581003810241181,0.0,0.0,0.0,0.0,0.0,0.0,0.13969977340793954,0.0
38,2014-03-03,"[0.         0.11453551 0.19486602 0.14978494 0.14288406 0.2583959
 0.         0.         0.         0.         0.         0.
 0.13953358]",0.9761903619288858,1.0208983840923676,0.1145355084192242,0.1948660174466608,0.14978493887891914,0.14288405694093279,0.25839589805322244,0.0,0.0,0.0,0.0,0.0,0.0,0.13953358026104057,0.0
39,2014-03-04,"[0.         0.11483304 0.19491845 0.14950475 0.14291439 0.25813652
 0.         0.         0.         0.         0.         0.
 0.13969285]",0.9748781969531803,1.0180386749225947,0.11483303722796939,0.19491845341720002,0.14950475332096372,0.1429143874518572,0.25813651898865114,0.0,0.0,0.0,0.0,0.0,0.0,0.1396928495933584,0.0
40,2014-03-05,"[0.         0.11470575 0.19496951 0.14957467 0.14306373 0.25795458
 0.         0.         0.         0.         0.         0.
 0.13973176]",0.978852502915057,1.0292901078987295,0.11470574964318012,0.19496950540910035,0.1495746703638667,0.14306373484686669,0.2579545841443358,0.0,0.0,0.0,0.0,0.0,0.0,0.13973175559265022,0.0
41,2014-03-06,"[0.         0.11534399 0.19522808 0.14912129 0.14277029 0.25744753
 0.         0.         0.         0.         0.         0.
 0.14008882]",0.9777873275275786,1.0378062007729152,0.11534399096859796,0.19522807953328394,0.14912128863186158,0.14277029164239258,0.25744752650452496,0.0,0.0,0.0,0.0,0.0,0.0,0.14008882271933898,0.0
42,2014-03-07,"[0.         0.1153584  0.19522931 0.14905525 0.14289214 0.25735015
 0.         0.         0.         0.         0.         0.
 0.14011475]",0.9733172038155621,1.0367361754612205,0.11535839789594483,0.19522930604873365,0.1490552476096785,0.14289214473718537,0.2573501533443359,0.0,0.0,0.0,0.0,0.0,0.0,0.14011475036412177,0.0
43,2014-03-10,"[0.         0.1155343  0.19509408 0.14906661 0.14303051 0.25725083
 0.         0.         0.         0.         0.         0.
 0.14002368]",0.9754434922605354,1.0371299291325933,0.11553429985864448,0.1950940781973644,0.14906660652880585,0.14303050549202978,0.2572508325459637,0.0,0.0,0.0,0.0,0.0,0.0,0.1400236773771917,0.0
44,2014-03-11,"[0.         0.11595047 0.19517076 0.14884514 0.14300402 0.25684772
 0.         0.         0.         0.         0.         0.
 0.1401819 ]",0.974395211687075,1.036591744014136,0.11595047113994747,0.19517075987163743,0.14884513602576366,0.14300401596861465,0.2568477192989331,0.0,0.0,0.0,0.0,0.0,0.0,0.1401818976951037,0.0
45,2014-03-12,"[0.         0.11571786 0.19503448 0.14901191 0.14325991 0.25696066
 0.         0.         0.         0.         0.         0.
 0.14001518]",0.974646203662756,1.0386959237058284,0.11571786047919669,0.19503448088639747,0.1490119136355677,0.14325990635632116,0.25696065811078317,0.0,0.0,0.0,0.0,0.0,0.0,0.14001518053173395,0.0
46,2014-03-13,"[0.         0.11593967 0.19497489 0.14889611 0.14333258 0.25682607
 0.         0.         0.         0.         0.         0.
 0.14003067]",0.9570794520162954,1.0311041699122407,0.11593966979038814,0.19497489351233374,0.14889611197670186,0.14333257775561278,0.25682607425564496,0.0,0.0,0.0,0.0,0.0,0.0,0.14003067270931857,0.0
47,2014-03-14,"[0.         0.1161291  0.19473142 0.14890858 0.1435961  0.25677007
 0.         0.         0.         0.         0.         0.
 0.13986474]",0.9555810488857944,1.0329280083320058,0.11612910021791784,0.19473141593838614,0.14890857738317054,0.14359610301033654,0.256770066715227,0.0,0.0,0.0,0.0,0.0,0.0,0.1398647367349618,0.0
48,2014-03-17,"[0.         0.11629688 0.19395102 0.1490399  0.14465695 0.25668917
 0.         0.         0.         0.         0.         0.
 0.13936609]",0.91801451201342,1.014025509080351,0.11629687508401515,0.1939510158263931,0.1490399018191279,0.14465694936994128,0.2566891672740993,0.0,0.0,0.0,0.0,0.0,0.0,0.13936609062642324,0.0
49,2014-03-18,"[0.         0.11683355 0.19373921 0.14886487 0.14485404 0.25638173
 0.         0.         0.         0.         0.         0.
 0.13932661]",0.9228867918744355,1.0204737183914219,0.11683355343677651,0.19373920601903194,0.14886486834573062,0.14485403614425546,0.25638172658382374,0.0,0.0,0.0,0.0,0.0,0.0,0.13932660947038186,0.0
50,2014-03-19,"[0.         0.11678814 0.19356478 0.14908771 0.14514696 0.25625438
 0.         0.         0.         0.         0.         0.
 0.13915803]",0.9337488659621979,1.0276010636562034,0.11678813788601311,0.1935647753944549,0.14908771315164498,0.14514696050264736,0.2562543808169875,0.0,0.0,0.0,0.0,0.0,0.0,0.13915803224825218,0.0
51,2014-03-20,"[0.         0.116537   0.19379658 0.14909396 0.14481895 0.25649488
 0.         0.         0.         0.         0.         0.
 0.13925863]",0.9473323576801397,1.034933598252422,0.11653699588723779,0.19379658486176474,0.14909396238184583,0.14481894896023234,0.2564948751054832,0.0,0.0,0.0,0.0,0.0,0.0,0.13925863280343617,0.0
52,2014-03-21,"[0.         0.11608182 0.19386801 0.14935503 0.1448872  0.25660234
 0.         0.         0.         0.         0.         0.
 0.1392056 ]",0.97214016517143,1.0384656056065091,0.11608182205773725,0.19386800798649448,0.14935502646890148,0.14488720277118117,0.25660233999218535,0.0,0.0,0.0,0.0,0.0,0.0,0.1392056007235003,0.0
53,2014-03-24,"[0.         0.1166894  0.1942788  0.14885192 0.14466858 0.2557816
 0.         0.         0.         0.         0.         0.
 0.1397297 ]",0.9631218472376909,1.0390453542373086,0.11668940285695083,0.19427879628680328,0.14885192273173942,0.14466857677697229,0.2557816029044341,0.0,0.0,0.0,0.0,0.0,0.0,0.13972969844310007,0.0
54,2014-03-25,"[0.         0.11816831 0.19491551 0.14803689 0.14434333 0.25400139
 0.         0.         0.         0.         0.         0.
 0.14053456]",0.9530092125991216,1.0332321859896638,0.11816831124471373,0.1949155113160993,0.1480368929593115,0.14434333450846584,0.25400138743469414,0.0,0.0,0.0,0.0,0.0,0.0,0.14053456253671567,0.0
55,2014-03-26,"[0.         0.11827538 0.19473817 0.14801179 0.14445398 0.25416975
 0.         0.         0.         0.         0.         0.
 0.14035092]",0.9409883290975505,1.0291336905327437,0.1182753813069275,0.1947381694416574,0.14801179379933535,0.144453979689791,0.2541697524893462,0.0,0.0,0.0,0.0,0.0,0.0,0.14035092327294257,0.0
56,2014-03-27,"[0.         0.11940365 0.19526188 0.14727672 0.14423814 0.25276103
 0.         0.         0.         0.         0.         0.
 0.14105858]",0.9408493571042386,1.0294775789545905,0.11940365410533896,0.19526187890584967,0.14727672192729116,0.14423813913171638,0.2527610284359996,0.0,0.0,0.0,0.0,0.0,0.0,0.14105857749380418,0.0
57,2014-03-28,"[0.         0.11918354 0.19542737 0.14706482 0.14427296 0.25276145
 0.         0.         0.         0.         0.         0.
 0.14128986]",0.922009647073206,1.0219233718077785,0.11918353770729737,0.1954273656403917,0.1470648198282035,0.14427296461574018,0.25276145044319454,0.0,0.0,0.0,0.0,0.0,0.0,0.14128986176517278,0.0
58,2014-03-31,"[0.         0.11772132 0.19314594 0.14930839 0.14842741 0.25206935
 0.         0.         0.         0.         0.         0.
 0.13932759]",0.928004000960682,1.0236554486408027,0.11772131569000088,0.19314594388063316,0.14930839078360722,0.14842741092021497,0.2520693451826256,0.0,0.0,0.0,0.0,0.0,0.0,0.1393275935429181,0.0
59,2014-04-01,"[0.         0.11789366 0.19274217 0.14943682 0.14909104 0.25164866
 0.         0.         0.         0.         0.         0.
 0.13918764]",0.9286479128101573,1.0256345765783832,0.11789365684666149,0.19274217305444674,0.14943682415536544,0.14909104134395226,0.2516486633246241,0.0,0.0,0.0,0.0,0.0,0.0,0.13918764127494995,0.0
60,2014-04-02,"[0.         0.14146452 0.08755217 0.0652216  0.08335645 0.10961069
 0.07612104 0.08449547 0.08845643 0.10492165 0.06387731 0.09492268
 0.        ]",0.9349371309484843,1.0309424193593122,0.14146451532939247,0.08755216976051085,0.06522159554650304,0.08335645164968669,0.10961069254740424,0.07612103891971111,0.08449547493935447,0.08845642977778223,0.10492164681827433,0.06387730714871137,0.0949226775626692,0.0,0.0
61,2014-04-03,"[0.         0.15279112 0.08268302 0.         0.08073574 0.09825673
 0.08440836 0.09631111 0.10168478 0.1223023  0.07134739 0.10947945
 0.        ]",0.93903962823015,1.0335163432533865,0.1527911153079375,0.08268301739333128,0.0,0.08073574291013338,0.09825672865602923,0.08440836349959935,0.09631111443663418,0.10168477790054287,0.1223023001745248,0.07134739214916144,0.10947944757210616,0.0,0.0
62,2014-04-04,"[0.         0.15370624 0.08181846 0.         0.07953058 0.09601109
 0.08429237 0.09678554 0.10243986 0.12385972 0.07146662 0.11008954
 0.        ]",0.9459497946338289,1.0392269210890828,0.153706238518086,0.0818184595864092,0.0,0.07953058017859319,0.0960110859159776,0.0842923674205212,0.09678553922416273,0.10243985581073213,0.12385972137448116,0.07146661669575048,0.11008953527528634,0.0,0.0
63,2014-04-07,"[0.         0.15396151 0.0818135  0.         0.07916419 0.09556082
 0.08423946 0.09686412 0.1025618  0.12428717 0.07155842 0.10998901
 0.        ]",0.9524674980702278,1.044020261964185,0.15396150966505381,0.08181349978052577,0.0,0.07916419465978042,0.09556081909156548,0.08423946004961101,0.09686412197543379,0.10256180142747713,0.1242871650280243,0.0715584213038034,0.10998900701872491,0.0,0.0
64,2014-04-08,"[0.         0.15404503 0.08188836 0.         0.07897542 0.09534055
 0.08435436 0.09685927 0.10265163 0.12450529 0.07163056 0.10974953
 0.        ]",0.9303376998394338,1.0251203385831085,0.15404503099343214,0.08188836051485471,0.0,0.07897541701539045,0.09534054870568953,0.08435435744626751,0.09685926959109852,0.10265163105760294,0.12450529075408973,0.07163056006782162,0.109749533853753,0.0,0.0
65,2014-04-09,"[0.         0.15412596 0.08192274 0.         0.07893954 0.09522504
 0.08434017 0.09684465 0.1027542  0.12453194 0.07163064 0.10968512
 0.        ]",0.9206237785162298,1.0152257886233245,0.1541259565109418,0.0819227395730232,0.0,0.07893954354814833,0.09522504371147762,0.08434016623919162,0.09684465111500182,0.10275420231387136,0.12453194023786136,0.07163063905405193,0.1096851176964311,0.0,0.0
66,2014-04-10,"[0.         0.15418618 0.08195645 0.         0.07899768 0.09519059
 0.08430951 0.09680703 0.10283692 0.12444589 0.0715806  0.10968917
 0.        ]",0.9238342765660319,1.0172010625371926,0.15418617938557638,0.08195644536694718,0.0,0.0789976750247967,0.09519058705853306,0.08430951134760675,0.09680702967296217,0.10283692033924346,0.12444588628539643,0.07158059573680249,0.10968916978213539,0.0,0.0
67,2014-04-11,"[0.         0.15414663 0.08203043 0.         0.07895773 0.09514618
 0.08450632 0.09676877 0.10285229 0.12451178 0.07159842 0.10948145
 0.        ]",0.9367495056734171,1.0271388265871306,0.15414663480314456,0.08203042966045271,0.0,0.07895772515928222,0.09514618056308194,0.08450632110025809,0.09676877244194029,0.10285229106204109,0.12451178218951739,0.07159841624474003,0.10948144677554152,0.0,0.0
68,2014-04-14,"[0.         0.15418577 0.08192916 0.         0.07901207 0.09523954
 0.08424824 0.09684418 0.10280863 0.12442987 0.0715626  0.10973994
 0.        ]",0.9165963898421614,1.009878170737259,0.15418576746175733,0.08192916357362613,0.0,0.07901207139291627,0.09523953986234429,0.0842482363681371,0.0968441834069208,0.10280862657475325,0.12442986583142257,0.07156260163425639,0.1097399438938658,0.0,0.0
69,2014-04-15,"[0.         0.15427183 0.08194455 0.         0.07892731 0.09515992
 0.08415229 0.09687828 0.10284497 0.1244897  0.07157474 0.1097564
 0.        ]",0.921150067660693,1.0132807050945745,0.15427183360343594,0.0819445458423331,0.0,0.07892730966932063,0.09515992120292144,0.08415228916512178,0.09687828410123353,0.10284497302410249,0.12448969897007624,0.07157474397186034,0.10975640044959455,0.0,0.0
70,2014-04-16,"[0.         0.15451006 0.08184434 0.         0.07901509 0.09517796
 0.08359064 0.09694629 0.1029012  0.12428525 0.07149148 0.1102377
 0.        ]",0.9188497085514411,1.0117297024066159,0.15451005582718594,0.08184433930669537,0.0,0.0790150880608392,0.09517795804756755,0.0835906403648808,0.09694628753600042,0.1029011963300935,0.12428524715359238,0.07149148339914681,0.11023770397399821,0.0,0.0
71,2014-04-17,"[0.         0.15441149 0.08196772 0.         0.07892643 0.09507726
 0.08402183 0.09686112 0.10293523 0.12442446 0.07154799 0.10982647
 0.        ]",0.9295400049788511,1.0213902454510708,0.15441149263408116,0.08196771849738119,0.0,0.07892643003369602,0.09507726463547503,0.08402182563077405,0.0968611215513792,0.10293523202753227,0.12442446487762374,0.07154798508049717,0.10982646503156027,0.0,0.0
72,2014-04-21,"[0.         0.15433776 0.08190809 0.         0.07903686 0.09521678
 0.08401115 0.09685611 0.10285785 0.12431957 0.07152296 0.10993287
 0.        ]",0.9340989739694063,1.0244263531388125,0.15433776450966194,0.08190808953811803,0.0,0.07903685736882268,0.09521678243827131,0.08401114923939744,0.09685610519518603,0.10285785345301356,0.12431956609728859,0.07152296328835744,0.10993286887188297,0.0,0.0
73,2014-04-22,"[0.         0.15428469 0.08186248 0.         0.07911574 0.09531447
 0.0840077  0.09684885 0.10280436 0.12423275 0.07150904 0.11001992
 0.        ]",0.9406830470279447,1.0308757752875566,0.15428469250084453,0.08186248330760003,0.0,0.07911573859674528,0.09531446868307994,0.08400769878331779,0.09684885235944735,0.1028043552147162,0.12423275007837108,0.07150904014081907,0.11001992033505877,0.0,0.0
74,2014-04-23,"[0.         0.15415932 0.08196837 0.         0.07899124 0.09525222
 0.0843758  0.09682331 0.10277863 0.1244381  0.07157074 0.10964226
 0.        ]",0.9473317451117237,1.0358629840482654,0.1541593195718698,0.08196837297778096,0.0,0.07899124038366306,0.09525222303916828,0.08437579799986322,0.09682331398824093,0.10277862864310405,0.12443810080739243,0.07157073935217675,0.1096422632367405,0.0,0.0
75,2014-04-24,"[0.         0.15408648 0.08204838 0.         0.07890832 0.09516958
 0.08466996 0.09676651 0.10279891 0.12457255 0.07163486 0.10934444
 0.        ]",0.9498979983839927,1.0380473324109782,0.15408648034118608,0.08204838326222574,0.0,0.0789083213958578,0.09516958128490749,0.08466996192668418,0.09676650794214056,0.10279890672178234,0.12457255345009685,0.07163486277511656,0.10934444090000243,0.0,0.0
76,2014-04-25,"[0.         0.15384312 0.08202542 0.         0.079033   0.0953556
 0.08499825 0.09671317 0.1026805  0.12451795 0.07162469 0.1092083
 0.        ]",0.9501132550172915,1.037171303416902,0.15384311756796643,0.08202541552978582,0.0,0.07903300104006654,0.09535559732133109,0.08499825301393309,0.09671317263520217,0.1026805038933247,0.12451795417601919,0.07162468862925866,0.10920829619311234,0.0,0.0
