,Date,Weights,Profit,Base Profit,MCD,EAT,JACK,PZZA,LH,AMS,DGX,PMD,COHR,PKI,BIO,WAT,cash
0,2014-02-14,"[0.         0.16666666 0.         0.         0.         0.16666666
 0.         0.16666666 0.         0.         0.16666666 0.16666666
 0.16666666]",0.99999999999,0.9999999999907121,0.1666666567325592,0.0,0.0,0.0,0.1666666567325592,0.0,0.1666666567325592,0.0,0.0,0.1666666567325592,0.1666666567325592,0.1666666567325592,0.0
1,2014-02-18,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0264385212072247,1.0158826629975897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2014-02-19,"[0.         0.         0.16666666 0.         0.         0.16666666
 0.         0.16666666 0.16666666 0.         0.16666666 0.
 0.16666666]",1.0273336476135186,1.0232149728381696,0.0,0.1666666567325592,0.0,0.0,0.1666666567325592,0.0,0.1666666567325592,0.1666666567325592,0.0,0.1666666567325592,0.0,0.1666666567325592,0.0
3,2014-02-20,[0.  0.2 0.2 0.2 0.2 0.  0.  0.  0.  0.  0.  0.  0.2],1.0264824186215784,1.0194717682759868,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0
4,2014-02-21,"[0.125 0.125 0.    0.125 0.125 0.    0.    0.125 0.125 0.    0.125 0.125
 0.   ]",1.031155868997067,1.0228087911764288,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125
5,2014-02-24,"[0.16666666 0.         0.16666666 0.16666666 0.         0.
 0.         0.16666666 0.         0.         0.16666666 0.
 0.16666666]",1.0307323420157057,1.031221909421586,0.0,0.1666666567325592,0.1666666567325592,0.0,0.0,0.0,0.1666666567325592,0.0,0.0,0.1666666567325592,0.0,0.1666666567325592,0.1666666567325592
6,2014-02-25,"[0.14285715 0.         0.         0.         0.14285715 0.14285715
 0.         0.         0.14285715 0.         0.14285715 0.14285715
 0.14285715]",1.0379347370191758,1.0317314909024249,0.0,0.0,0.0,0.1428571492433548,0.1428571492433548,0.0,0.0,0.1428571492433548,0.0,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.1428571492433548
7,2014-02-26,[0.   0.25 0.   0.   0.   0.25 0.   0.   0.   0.25 0.25 0.   0.  ],1.0433738000349455,1.0339227759271499,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
8,2014-02-27,"[0.         0.         0.14285715 0.         0.14285715 0.14285715
 0.14285715 0.         0.14285715 0.         0.         0.14285715
 0.14285715]",1.0366062802750915,1.0341677580234172,0.0,0.1428571492433548,0.0,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.0,0.1428571492433548,0.0,0.0,0.1428571492433548,0.1428571492433548,0.0
9,2014-02-28,[0.  0.  0.  0.  0.  0.  0.  0.2 0.2 0.2 0.2 0.2 0. ],1.0432112526317057,1.0338964651183487,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.0,0.0
10,2014-03-03,"[0.         0.         0.14285715 0.         0.         0.14285715
 0.14285715 0.14285715 0.14285715 0.         0.14285715 0.
 0.14285715]",1.0511783568487658,1.044185576776403,0.0,0.1428571492433548,0.0,0.0,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.0,0.1428571492433548,0.0,0.1428571492433548,0.0
11,2014-03-04,"[0.125 0.    0.125 0.125 0.125 0.    0.    0.125 0.125 0.125 0.    0.
 0.125]",1.0469112787061285,1.0349722986669465,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.125
12,2014-03-05,"[0.14285715 0.14285715 0.14285715 0.14285715 0.         0.14285715
 0.14285715 0.         0.         0.         0.         0.
 0.14285715]",1.0544903781198098,1.0425609307479926,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.0,0.1428571492433548,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.1428571492433548
13,2014-03-06,"[0.125 0.    0.    0.125 0.125 0.125 0.125 0.    0.    0.125 0.    0.125
 0.125]",1.0658036015558223,1.0510081191957577,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.125,0.125,0.125
14,2014-03-07,[0.  0.  0.  0.2 0.2 0.  0.  0.2 0.  0.2 0.  0.2 0. ],1.0651399003720423,1.0515397623467146,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0
15,2014-03-10,"[0.         0.         0.         0.16666666 0.16666666 0.16666666
 0.16666666 0.         0.         0.16666666 0.16666666 0.
 0.        ]",1.0640526744030432,1.0542463981499837,0.0,0.0,0.1666666567325592,0.1666666567325592,0.1666666567325592,0.1666666567325592,0.0,0.0,0.1666666567325592,0.1666666567325592,0.0,0.0,0.0
16,2014-03-11,"[0.    0.125 0.    0.125 0.    0.125 0.    0.125 0.    0.125 0.125 0.125
 0.125]",1.0718268353311795,1.0590962439814993,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.125,0.125,0.125,0.0
17,2014-03-12,[0.  0.  0.  0.2 0.  0.2 0.2 0.2 0.2 0.  0.  0.  0. ],1.0704430506963063,1.0591828511875518,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,0.0,0.0
18,2014-03-13,"[0.         0.14285715 0.         0.14285715 0.14285715 0.
 0.         0.14285715 0.         0.         0.14285715 0.14285715
 0.14285715]",1.0639753401573198,1.051955270596481,0.1428571492433548,0.0,0.1428571492433548,0.1428571492433548,0.0,0.0,0.1428571492433548,0.0,0.0,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.0
19,2014-03-14,[0.  0.2 0.2 0.  0.  0.2 0.  0.2 0.  0.  0.2 0.  0. ],1.0706845531686047,1.0597788794506757,0.20000000298023224,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.0,0.0
20,2014-03-17,[0.  0.  0.  0.2 0.  0.  0.2 0.  0.  0.2 0.  0.2 0.2],1.050431295903798,1.0451063978133461,0.0,0.0,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.0
21,2014-03-18,"[0.16666666 0.         0.16666666 0.         0.         0.
 0.16666666 0.16666666 0.         0.16666666 0.16666666 0.
 0.        ]",1.0593946801029408,1.0542294271160677,0.0,0.1666666567325592,0.0,0.0,0.0,0.1666666567325592,0.1666666567325592,0.0,0.1666666567325592,0.1666666567325592,0.0,0.0,0.1666666567325592
22,2014-03-19,"[0.1111111 0.        0.        0.1111111 0.1111111 0.1111111 0.
 0.1111111 0.1111111 0.1111111 0.        0.1111111 0.1111111]",1.0622563667821572,1.0579153410962954,0.0,0.0,0.1111111044883728,0.1111111044883728,0.1111111044883728,0.0,0.1111111044883728,0.1111111044883728,0.1111111044883728,0.0,0.1111111044883728,0.1111111044883728,0.1111111044883728
23,2014-03-20,"[0.        0.        0.        0.3333333 0.        0.3333333 0.
 0.        0.        0.        0.3333333 0.        0.       ]",1.077965344271112,1.0712184148089394,0.0,0.0,0.3333333134651184,0.0,0.3333333134651184,0.0,0.0,0.0,0.0,0.3333333134651184,0.0,0.0,0.0
24,2014-03-21,"[0.125 0.    0.125 0.125 0.    0.125 0.125 0.125 0.    0.125 0.    0.125
 0.   ]",1.0634496750119553,1.0622868352998476,0.0,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.125
