,Date,Weights,Profit,Base Profit,Volume,BIO,PKI,COHR,WAT,TRT,VECO,IVAC,ASYS,FLEX,IEC,CTS,SANM,cash
0,2014-01-06,"[0.09349832 0.07790937 0.09546484 0.10055763 0.         0.1040025
 0.09309836 0.10155305 0.08058995 0.08428448 0.08064252 0.
 0.08839898]",0.9999999999909355,0.9999999999917251,0.906501680856438,0.07790936869458062,0.09546483713630254,0.10055763162356915,0.0,0.10400250317064505,0.09309836325276465,0.10155304832311361,0.08058995192102346,0.08428447510768917,0.08064252123821543,0.0,0.08839898038853423,0.09349831914356227
1,2014-01-07,"[0.         0.08446059 0.10537933 0.11210834 0.         0.11598702
 0.10259442 0.11381428 0.08792923 0.09243565 0.08773408 0.
 0.09755706]",1.0065191963581424,1.00505902135293,0.09349831914271503,0.084460587050369,0.10537932757875446,0.11210833980728752,0.0,0.11598701797406126,0.10259441878706015,0.11381427805624471,0.08792923024557564,0.09243565325980573,0.08773408279876325,0.0,0.09755706444207835,0.0
2,2014-01-08,"[0.         0.08414787 0.10560406 0.11230717 0.         0.11604541
 0.10261101 0.11414219 0.0880567  0.09227273 0.08717919 0.
 0.09763368]",1.0033337253339252,1.003819905216716,0.012275030610543363,0.08414786581379109,0.10560405589741614,0.11230717402275239,0.0,0.11604540736811417,0.1026110134541339,0.1141421875237308,0.08805670134142683,0.09227273004059088,0.08717918785561318,0.0,0.09763367668243077,0.0
3,2014-01-09,"[0.         0.08424019 0.10548267 0.11223681 0.         0.11589001
 0.1025472  0.11436092 0.0876589  0.09236262 0.08771955 0.
 0.09750114]",1.0200604907613975,1.0167980979208482,0.009916560906644126,0.08424018889384496,0.10548266525314567,0.11223680674282759,0.0,0.11589000688402401,0.10254719795052149,0.11436092243197092,0.08765889966137165,0.09236261952728872,0.08771955159287632,0.0,0.09750114106212868,0.0
4,2014-01-10,"[0.         0.0840674  0.10503096 0.11213682 0.         0.11581831
 0.10219699 0.11545207 0.08801216 0.0923953  0.08721364 0.
 0.09767634]",1.0386924458027702,1.0308895203702262,0.017998446034130307,0.08406739893054888,0.10503095874669884,0.11213681980064676,0.0,0.11581830539426141,0.10219699464809963,0.11545207259279984,0.08801216203256751,0.09239530358640577,0.08721363942216975,0.0,0.09767634484580169,0.0
5,2014-01-13,"[0.         0.08411435 0.1049132  0.11190447 0.         0.11672877
 0.10151065 0.11491128 0.08836435 0.09256999 0.087015   0.
 0.09796792]",1.0417817443489394,1.0360599890369242,0.024621415904261278,0.08411435118594277,0.10491320073244632,0.11190447117158521,0.0,0.11672877098268385,0.10151065348299074,0.11491128344198928,0.08836435264480247,0.0925699946462943,0.08701500398491249,0.0,0.09796791772635258,0.0
6,2014-01-14,"[0.         0.08435102 0.10479309 0.11227359 0.         0.11506925
 0.10172624 0.11555953 0.08813252 0.09288142 0.08721787 0.
 0.09799546]",1.0361599245236441,1.0312011483541554,0.028248544870280702,0.08435102387445054,0.10479309189367839,0.11227359088466687,0.0,0.11506924726245174,0.101726237742321,0.1155595295170928,0.08813252003209539,0.09288142218836445,0.08721787495625018,0.0,0.0979954616486288,0.0
7,2014-01-15,"[0.         0.08458253 0.10450711 0.11200888 0.         0.11620149
 0.10087544 0.11583784 0.08755596 0.09299767 0.08735346 0.
 0.09807961]",1.0239626796110586,1.0205196721327654,0.009936186205251777,0.08458252808921786,0.10450710923319369,0.11200888460594098,0.0,0.11620149154672438,0.1008754441267642,0.11583784290594924,0.08755596412900292,0.09299767298821467,0.08735345733343704,0.0,0.09807960504155512,0.0
8,2014-01-16,"[0.         0.08481272 0.10395344 0.11143776 0.         0.11666426
 0.09975291 0.11664875 0.08781839 0.09336701 0.08744937 0.
 0.09809541]",1.0419260417913376,1.0348059022788012,0.0076702609132832346,0.08481271534571397,0.10395343921461765,0.11143776063256539,0.0,0.11666425998930717,0.09975290730958175,0.11664874578625581,0.08781838891774364,0.0933670061029972,0.087449367049778,0.0,0.09809540965143948,0.0
9,2014-01-17,"[0.         0.08431181 0.1016792  0.11193355 0.         0.11952928
 0.09999621 0.11731016 0.08832392 0.09342942 0.08692413 0.
 0.09656232]",1.0550356353737613,1.0443125158288002,0.010503430860369003,0.08431180820387013,0.1016791979186339,0.11193354664609874,0.0,0.11952928096757706,0.0999962082708881,0.11731015715809298,0.08832392131364979,0.09342942196899229,0.08692413463745338,0.0,0.09656232291474356,0.0
10,2014-01-21,"[0.         0.         0.1156058  0.14443358 0.12525243 0.18268642
 0.14165097 0.14306697 0.14730383 0.         0.         0.
 0.        ]",1.056158568005163,1.0444989805234446,0.7635906590974091,0.0,0.11560579895524796,0.14443357589908187,0.12525243263420768,0.1826864208712043,0.14165097037664923,0.14306697481547095,0.147303826448138,0.0,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.         0.13286158 0.1475259  0.11083248 0.17978073
 0.15218335 0.14767352 0.12914244 0.         0.         0.
 0.        ]",1.0619447381552618,1.0465258056542317,0.07858004515761018,0.0,0.13286158248642596,0.14752589897025423,0.11083248172977397,0.1797807284136312,0.1521833482529777,0.14767352375652948,0.1291424363904075,0.0,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.         0.12462243 0.13693704 0.         0.15815402
 0.13674148 0.13920401 0.11089805 0.09596741 0.         0.
 0.09747556]",1.060507505936395,1.0471806112213506,0.4108515016983382,0.0,0.12462243083897385,0.13693703642512622,0.0,0.15815401521053035,0.13674147704295395,0.13920400969721564,0.1108980544529093,0.09596741257280626,0.0,0.0,0.09747556375948456,0.0
