,Date,Weights,Profit,Base Profit,Volume,BKTI,MSI,VSAT,SCON,OLN,FMC,BCPC,GRA,CLB,RES,HLX,ENSV,cash
0,2014-01-06,"[0.         0.08237325 0.08293001 0.08273862 0.08226978 0.08277309
 0.0841081  0.08450262 0.08305017 0.08340125 0.08253223 0.0853822
 0.08393867]",0.9997999925523997,0.9998000000000002,0.9999999925494194,0.08237324655056,0.08293001353740692,0.08273862302303314,0.08226978033781052,0.08277308940887451,0.08410809934139252,0.08450262248516083,0.08305016905069351,0.08340124785900116,0.08253223448991776,0.08538220077753067,0.08393866568803787,0.0
1,2014-01-07,"[0.         0.082891   0.08270811 0.0833011  0.08160479 0.08275416
 0.08489949 0.0844482  0.08288982 0.08296826 0.08294833 0.08481576
 0.08377101]",1.0069127683089518,1.0069153161004867,0.004574496385862718,0.08289100229740143,0.08270811289548874,0.0833011046051979,0.08160479366779327,0.08275415748357773,0.08489949256181717,0.0844482034444809,0.08288981765508652,0.08296825736761093,0.08294832706451416,0.08481575548648834,0.0837710052728653,0.0
2,2014-01-08,"[0.         0.08292291 0.0826775  0.08332138 0.08155599 0.08270432
 0.08495849 0.08424273 0.08292309 0.08295924 0.08292633 0.08494358
 0.08386444]",1.0287422945073705,1.0294523216172524,0.00916658571328499,0.08292291313409805,0.08267749845981598,0.08332137763500214,0.08155599236488342,0.0827043205499649,0.08495848625898361,0.08424273133277893,0.08292309194803238,0.08295924216508865,0.08292633295059204,0.08494357764720917,0.08386443555355072,0.0
3,2014-01-09,"[0.         0.08298816 0.08274939 0.08342294 0.0814355  0.08274448
 0.08492716 0.08423467 0.08292208 0.08295836 0.0829638  0.08487155
 0.08378194]",1.0182419762090256,1.0169319194695698,0.05039529646732856,0.08298815786838531,0.0827493891119957,0.0834229364991188,0.08143550157546997,0.08274447917938232,0.08492716401815414,0.08423466980457306,0.0829220786690712,0.08295836299657822,0.08296380192041397,0.0848715528845787,0.08378193527460098,0.0
4,2014-01-10,"[0.         0.08302712 0.08275577 0.08344233 0.08142661 0.08269899
 0.08496172 0.08412717 0.08298518 0.08296566 0.08293859 0.08488081
 0.08379003]",1.0343683537565949,1.0340991840390321,0.022817689514361854,0.08302712440490723,0.08275577425956726,0.0834423303604126,0.08142661303281784,0.08269898593425751,0.08496171981096268,0.08412717282772064,0.08298517763614655,0.0829656571149826,0.08293858915567398,0.08488081395626068,0.08379002660512924,0.0
5,2014-01-13,"[0.         0.08296799 0.0827371  0.08339715 0.08145649 0.0827283
 0.08491712 0.08427522 0.08291321 0.08298552 0.08293045 0.08488681
 0.08380465]",1.0226245279233226,1.0201596444704972,0.027412660671695597,0.08296798914670944,0.08273710310459137,0.08339715003967285,0.0814564898610115,0.0827282965183258,0.08491712063550949,0.08427521586418152,0.08291321247816086,0.082985520362854,0.08293044567108154,0.0848868116736412,0.083804652094841,0.0
6,2014-01-14,"[0.         0.08293843 0.08271956 0.08339888 0.08146403 0.08271777
 0.08494488 0.08426058 0.08292166 0.08298308 0.08296949 0.08486864
 0.08381303]",1.0236123821828784,1.0212292707651054,0.021100774889426903,0.08293842524290085,0.08271955698728561,0.08339887857437134,0.08146402984857559,0.08271776884794235,0.08494488149881363,0.08426057547330856,0.08292166143655777,0.08298308402299881,0.08296948671340942,0.08486863970756531,0.08381302654743195,0.0
7,2014-01-15,"[0.         0.08294509 0.08275097 0.08349293 0.08143406 0.08273814
 0.08489195 0.08419785 0.08307177 0.08301786 0.08308338 0.08460478
 0.08377121]",1.023624310630627,1.0207474730518074,0.008823594639739465,0.0829450935125351,0.08275096863508224,0.0834929347038269,0.08143405616283417,0.08273813873529434,0.08489195257425308,0.08419784903526306,0.083071768283844,0.08301785588264465,0.0830833837389946,0.08460478484630585,0.08377121388912201,0.0
8,2014-01-16,"[0.         0.08295671 0.08272275 0.08344144 0.08144735 0.08278507
 0.08495046 0.08426286 0.08294192 0.08296708 0.08301985 0.08473318
 0.08377133]",1.035055456926235,1.0317695324172533,0.02083842152311139,0.0829567089676857,0.0827227532863617,0.08344144374132156,0.08144734799861908,0.08278506994247437,0.08495046198368073,0.08426285535097122,0.0829419195652008,0.08296708017587662,0.08301984518766403,0.08473318070173264,0.08377132564783096,0.0
9,2014-01-17,"[0.         0.08313009 0.0827841  0.08353255 0.08129003 0.0827437
 0.08504502 0.08402502 0.08292624 0.08291079 0.08293861 0.08492814
 0.0837457 ]",1.0446726721963453,1.042737059806063,0.014008824741223875,0.08313009142875671,0.08278410136699677,0.08353254944086075,0.08129002898931503,0.08274369686841965,0.08504502475261688,0.08402501791715622,0.08292624354362488,0.08291079103946686,0.08293861150741577,0.08492814004421234,0.08374569565057755,0.0
10,2014-01-21,"[0.         0.08320962 0.08283711 0.08371922 0.08112636 0.08277879
 0.08503661 0.0838887  0.08305626 0.08294511 0.08305144 0.08466425
 0.08368652]",1.0547522385577988,1.05329402382204,0.015806809243262426,0.08320961892604828,0.08283711224794388,0.08371921628713608,0.08112636208534241,0.08277878910303116,0.08503660559654236,0.0838887020945549,0.0830562561750412,0.08294510841369629,0.08305144309997559,0.0846642479300499,0.08368652313947678,0.0
