,Date,Weights,Profit,Base Profit,UVV,STKL,PYX,ANDE,UMBF,C,TCF,JPM,PHM,MTH,NVR,BZH,cash
0,2014-01-06,"[0.11047426 0.         0.         0.12301898 0.         0.
 0.         0.2428127  0.18287754 0.         0.         0.11528211
 0.22553442]",0.9999999999911048,0.9999999999917246,0.0,0.0,0.12301897644957648,0.0,0.0,0.0,0.24281269677014575,0.1828775384547153,0.0,0.0,0.11528210891326209,0.22553442314147318,0.11047425627082724
1,2014-01-07,"[0.         0.         0.         0.12906389 0.         0.
 0.         0.28640055 0.20362289 0.         0.         0.119242
 0.26167067]",1.0061157681218365,1.0062940916159147,0.0,0.0,0.12906388869818747,0.0,0.0,0.0,0.2864005470813705,0.20362289424304306,0.0,0.0,0.11924200410794389,0.26167066586945503,0.0
2,2014-01-08,"[0.         0.         0.         0.12626708 0.         0.
 0.         0.29095883 0.20251328 0.         0.         0.11630774
 0.26395307]",0.9929152532782691,0.9990133175066287,0.0,0.0,0.12626708254779673,0.0,0.0,0.0,0.2909588298848407,0.2025132816819779,0.0,0.0,0.1163077403298223,0.2639530655555624,0.0
3,2014-01-09,"[0.         0.         0.         0.12590467 0.         0.
 0.         0.29209394 0.20175616 0.         0.         0.11597676
 0.26426847]",0.9745458803004833,0.991717199465982,0.0,0.0,0.12590466917576937,0.0,0.0,0.0,0.29209394133965955,0.20175616056052217,0.0,0.0,0.11597676364682025,0.26426846527722847,0.0
4,2014-01-10,"[0.         0.         0.         0.12598868 0.         0.
 0.         0.29254881 0.20106229 0.         0.         0.11622491
 0.26417531]",0.9750481434940282,0.9975177171878451,0.0,0.0,0.1259886835746396,0.0,0.0,0.0,0.29254881141244243,0.20106228847947102,0.0,0.0,0.11622490718935521,0.2641753093440918,0.0
5,2014-01-13,"[0.         0.         0.         0.1260494  0.         0.
 0.         0.29268798 0.20089661 0.         0.         0.11623625
 0.26412977]",0.9741380868848514,0.998029750084902,0.0,0.0,0.1260493956532466,0.0,0.0,0.0,0.2926879772496528,0.2008966068624096,0.0,0.0,0.11623624942763076,0.2641297708070602,0.0
6,2014-01-14,"[0.         0.         0.         0.12608676 0.         0.
 0.         0.29272188 0.20079124 0.         0.         0.11631801
 0.26408211]",0.9661928439861021,0.9904672810012518,0.0,0.0,0.1260867582031652,0.0,0.0,0.0,0.2927218775369286,0.20079124327237785,0.0,0.0,0.11631801258520585,0.26408210840232255,0.0
7,2014-01-15,"[0.         0.         0.         0.12600169 0.         0.
 0.         0.29263718 0.20102571 0.         0.         0.1162206
 0.26411482]",0.9583756269922281,0.9810313481730858,0.0,0.0,0.12600168765726888,0.0,0.0,0.0,0.2926371844801005,0.20102571162886335,0.0,0.0,0.11622060077913023,0.26411481545463705,0.0
8,2014-01-16,"[0.         0.         0.         0.12592552 0.         0.
 0.         0.29256531 0.20121861 0.         0.         0.11612888
 0.26416169]",0.9609028842920183,0.9822122304603317,0.0,0.0,0.12592551519056086,0.0,0.0,0.0,0.2925653055934948,0.20121861038690386,0.0,0.0,0.11612888004008395,0.26416168878895635,0.0
9,2014-01-17,"[0.         0.         0.         0.12597481 0.         0.
 0.         0.29255753 0.20116767 0.         0.         0.11615439
 0.26414559]",0.9669298667428478,0.9860228438755163,0.0,0.0,0.12597480897960522,0.0,0.0,0.0,0.2925575321294305,0.20116767363270424,0.0,0.0,0.11615439464662314,0.26414559061163695,0.0
10,2014-01-21,"[0.         0.         0.         0.12598835 0.         0.
 0.         0.29253551 0.20119575 0.         0.         0.11611678
 0.26416361]",0.9697849448860748,0.9882335525046667,0.0,0.0,0.1259883518926168,0.0,0.0,0.0,0.29253550653650034,0.2011957537752886,0.0,0.0,0.1161167820732031,0.26416360572239117,0.0
11,2014-01-22,"[0.         0.         0.         0.12600468 0.         0.
 0.         0.29252509 0.20118685 0.         0.         0.11613243
 0.26415095]",0.972157767209323,0.9903644609291561,0.0,0.0,0.12600467558102638,0.0,0.0,0.0,0.2925250925202071,0.20118684819706206,0.0,0.0,0.11613242898953195,0.2641509547121724,0.0
12,2014-01-23,"[0.         0.         0.         0.12606114 0.         0.
 0.         0.29255756 0.20102219 0.         0.         0.11618768
 0.26417142]",0.9774490671460697,0.9908621923075313,0.0,0.0,0.12606113861783055,0.0,0.0,0.0,0.292557564640141,0.20102219299097576,0.0,0.0,0.11618768429245516,0.26417141945859746,0.0
13,2014-01-24,"[0.         0.         0.         0.12602417 0.         0.
 0.         0.29256186 0.2010565  0.         0.         0.11615411
 0.26420335]",0.9789978383737855,0.9929051289487777,0.0,0.0,0.1260241672799911,0.0,0.0,0.0,0.2925618624539557,0.20105650256122687,0.0,0.0,0.11615411353421816,0.2642033541706082,0.0
14,2014-01-27,"[0.         0.         0.         0.1258879  0.         0.
 0.         0.29247994 0.20138548 0.         0.         0.1160381
 0.26420858]",0.9655846059393198,0.9848406713080051,0.0,0.0,0.12588789615203572,0.0,0.0,0.0,0.29247994045317893,0.20138547744434662,0.0,0.0,0.11603810153074785,0.26420858441969086,0.0
15,2014-01-28,"[0.         0.         0.         0.12567819 0.         0.
 0.         0.29227444 0.20203059 0.         0.         0.11575335
 0.26426343]",0.9431444679004668,0.970704472707621,0.0,0.0,0.12567819256007204,0.0,0.0,0.0,0.2922744425546469,0.20203059050530828,0.0,0.0,0.11575334525160237,0.26426342912837025,0.0
