,Date,Weights,Profit,Base Profit,Volume,KOPN,XLNX,MXIM,INTC,UIS,STRM,EBIX,JKHY,SUP,STRT,MOD,DORM,cash
0,2014-01-06,"[0.07122307 0.         0.         0.07007517 0.07733104 0.12072777
 0.11780717 0.14587572 0.10838873 0.09599047 0.0814107  0.
 0.11117016]",0.9999999999907122,0.9999999999917251,0.9287769273180617,0.0,0.0,0.0700751668601615,0.07733104190904862,0.12072776875220989,0.11780716829028057,0.14587571879372216,0.10838873380454495,0.09599047158177834,0.08141069771349445,0.0,0.11117015961282133,0.07122307268193827
1,2014-01-07,"[0.         0.         0.         0.07316221 0.08025223 0.13238862
 0.12935768 0.16188526 0.11770207 0.10126134 0.08461573 0.
 0.11937485]",1.003781573918631,1.003697852587549,0.07122307268193813,0.0,0.0,0.07316221445395543,0.0802522306504151,0.13238862051303346,0.12935768056144428,0.16188526012018836,0.11770207041782776,0.10126134127476952,0.08461573425512818,0.0,0.11937484775323766,0.0
2,2014-01-08,"[0.         0.         0.         0.07291698 0.08052087 0.13354152
 0.12781982 0.16336625 0.1163288  0.10102281 0.0852745  0.
 0.11920846]",0.9982175325207869,0.9972830549026209,0.01093735812493539,0.0,0.0,0.07291697957176271,0.0805208707800717,0.1335415197310299,0.12781981762567457,0.16336624867904576,0.11632879609094295,0.10102280918133666,0.08527450111568713,0.0,0.11920845722444859,0.0
3,2014-01-09,"[0.         0.         0.         0.07125685 0.08043876 0.13042735
 0.12737815 0.16963891 0.11471393 0.10193703 0.08389232 0.
 0.12031669]",1.0069256310458847,1.0012198066002953,0.008004722648295631,0.0,0.0,0.07125685192725154,0.08043875991838131,0.1304273513857245,0.12737814805546027,0.1696389133802793,0.11471392939449503,0.10193703243887665,0.08389232443536458,0.0,0.1203166890641667,0.0
4,2014-01-10,"[0.         0.         0.         0.07153999 0.07984588 0.13032464
 0.12844856 0.16674342 0.11713586 0.10128022 0.08481705 0.
 0.11986441]",1.0104251620119031,1.0041674384508694,0.008220665767039448,0.0,0.0,0.07153998526313002,0.07984587856058335,0.1303246372960411,0.12844855778765263,0.16674341797262132,0.11713585569423098,0.10128021622947163,0.08481704575874283,0.0,0.11986440543752604,0.0
5,2014-01-13,"[0.         0.         0.         0.07093078 0.08212021 0.12954518
 0.13122268 0.16079071 0.11645648 0.10308294 0.08574317 0.
 0.12010784]",1.0002228327134888,0.9963957752336691,0.008567632050616433,0.0,0.0,0.07093078311802897,0.08212020716647302,0.12954518417674998,0.13122268318518476,0.1607907101395815,0.11645647729290906,0.10308294409514948,0.08574317487023743,0.0,0.12010783595568582,0.0
6,2014-01-14,"[0.         0.         0.         0.07317597 0.0826314  0.12683049
 0.12609904 0.16154225 0.11661151 0.10637159 0.08445834 0.
 0.12227941]",0.9878242521947547,0.9897748075388658,0.012915757457973673,0.0,0.0,0.07317596643182545,0.08263140328276869,0.12683048654132267,0.12609904004309724,0.16154224990210903,0.11661151014484117,0.10637159328438195,0.0844583430388174,0.0,0.12227940733083625,0.0
7,2014-01-15,"[0.         0.         0.         0.07189473 0.08307652 0.12883781
 0.13021672 0.1629768  0.11367195 0.10196009 0.0871688  0.
 0.12019659]",0.9829449409527957,0.9884382095183079,0.014850604001223885,0.0,0.0,0.071894725332047,0.08307651976119347,0.12883780680094792,0.13021671946706553,0.16297680232886297,0.11367194586370569,0.1019600932598647,0.08716880069387602,0.0,0.12019658649243678,0.0
8,2014-01-16,"[0.         0.         0.         0.07158142 0.08180905 0.13541801
 0.12542323 0.16701211 0.11509632 0.10090944 0.08240557 0.
 0.12034485]",0.9984715157351076,0.999822148390316,0.012731883204902053,0.0,0.0,0.07158142071259202,0.08180905472695581,0.13541800872262638,0.12542322955759647,0.1670121060028571,0.11509632196267319,0.10090943746228913,0.08240557342698579,0.0,0.12034484742542408,0.0
9,2014-01-17,"[0.         0.         0.         0.07216426 0.08087192 0.13408906
 0.12954382 0.15994931 0.11708942 0.10210371 0.08485904 0.
 0.11932947]",0.9888001110630397,0.9983210810074042,0.014089494387937149,0.0,0.0,0.07216426145718509,0.08087191565334541,0.13408906362384818,0.12954382184115726,0.1599493077319828,0.11708941817924573,0.10210370741328785,0.08485903684357088,0.0,0.11932946725637684,0.0
10,2014-01-21,"[0.         0.         0.         0.07266574 0.07677757 0.13149888
 0.13100032 0.16481727 0.11568146 0.10264796 0.08560287 0.
 0.11930794]",0.9878490734854007,0.9940898054587453,0.010415668225275898,0.0,0.0,0.0726657426661558,0.07677757191814186,0.13149887567850924,0.13100031710588905,0.16481726939278257,0.11568145794993563,0.10264795712528581,0.08560286610302702,0.0,0.11930794206027302,0.0
11,2014-01-22,"[0.         0.         0.         0.07285312 0.08186879 0.13108353
 0.12738359 0.16484212 0.11546645 0.10254113 0.08626241 0.
 0.11769888]",0.9876233357094354,0.9927012461767132,0.010869181493835395,0.0,0.0,0.07285311597886511,0.08186878862259828,0.13108352659908648,0.12738358548770842,0.16484212176541052,0.11546644828936731,0.10254112548574404,0.08626240873573195,0.0,0.11769887903548791,0.0
12,2014-01-23,"[0.         0.         0.         0.07195064 0.07955704 0.13071057
 0.12542797 0.16484681 0.11587154 0.10164898 0.08798288 0.
 0.12200355]",0.9874803723175165,0.9907837768549129,0.007716957728402668,0.0,0.0,0.07195064441333654,0.07955704251277156,0.13071056760120764,0.12542797384325707,0.1648468131770088,0.11587154280221773,0.10164898394566087,0.08798287790577794,0.0,0.12200355379876189,0.0
