,Date,Weights,Profit,Base Profit,Volume,STRM,EBIX,UIS,JKHY,FLEX,IEC,CTS,SANM,PKI,COHR,BIO,WAT,cash
0,2014-01-06,"[0.11683719 0.12862566 0.11441058 0.         0.11650552 0.
 0.12756224 0.12847851 0.         0.10993625 0.         0.
 0.15764403]",0.9999999850900072,0.9999999999900002,0.883162796497345,0.12862566113471985,0.11441057920455933,0.0,0.11650551855564117,0.0,0.1275622397661209,0.1284785121679306,0.0,0.10993625223636627,0.0,0.0,0.15764403343200684,0.11683718860149384
1,2014-01-07,"[0.11667802 0.12833816 0.11446808 0.         0.11654156 0.
 0.12878841 0.12851089 0.         0.10919245 0.         0.
 0.15748248]",1.0023919248149284,1.005374633652063,0.002544960479477441,0.12833815813064575,0.11446807533502579,0.0,0.11654156446456909,0.0,0.12878841161727905,0.12851089239120483,0.0,0.10919244587421417,0.0,0.0,0.15748247504234314,0.11667802184820175
2,2014-01-08,"[0.10496094 0.11576409 0.10317524 0.         0.10549951 0.
 0.11584556 0.11641792 0.0976833  0.09825695 0.         0.
 0.14239646]",1.0038831958524037,1.0068569097339661,0.18436790263484729,0.1157640889286995,0.10317523777484894,0.0,0.1054995134472847,0.0,0.11584556102752686,0.11641792207956314,0.09768330305814743,0.09825695306062698,0.0,0.0,0.1423964649438858,0.10496094077825546
3,2014-01-09,"[0.10457778 0.11564665 0.10319587 0.         0.10569783 0.
 0.11567433 0.11684549 0.0979668  0.09788615 0.         0.
 0.14250909]",1.011937149245092,1.0141864449139983,0.009649941755408616,0.11564664542675018,0.10319586843252182,0.0,0.10569783300161362,0.0,0.11567433178424835,0.11684548854827881,0.09796679764986038,0.09788614511489868,0.0,0.0,0.1425090879201889,0.10457777976989746
4,2014-01-10,"[0.10430964 0.1155326  0.10310704 0.         0.10585529 0.
 0.11553033 0.1169197  0.09843797 0.09776942 0.         0.
 0.142538  ]",1.0181162554179608,1.0200869746176826,0.008968543653367751,0.11553259938955307,0.1031070351600647,0.0,0.105855293571949,0.0,0.1155303344130516,0.11691969633102417,0.09843797236680984,0.09776942431926727,0.0,0.0,0.14253799617290497,0.10430964082479477
5,2014-01-13,"[0.1040168  0.11542602 0.10300464 0.         0.10602887 0.
 0.11515484 0.11700717 0.09902279 0.0977283  0.         0.
 0.14261056]",1.014281540027979,1.0181951516825904,0.008757503351693797,0.11542601883411407,0.10300464183092117,0.0,0.10602886974811554,0.0,0.11515484005212784,0.11700716614723206,0.09902279078960419,0.09772829711437225,0.0,0.0,0.142610564827919,0.10401680320501328
6,2014-01-14,"[0.10384506 0.1152911  0.10300768 0.         0.10608666 0.
 0.11495954 0.11718134 0.09929655 0.09764701 0.         0.
 0.14268504]",1.0018319400169977,1.0044343253383963,0.0129029917925454,0.11529109627008438,0.10300768166780472,0.0,0.10608665645122528,0.0,0.11495953798294067,0.11718133836984634,0.09929654747247696,0.09764701128005981,0.0,0.0,0.14268504083156586,0.10384505987167358
7,2014-01-15,"[0.10390273 0.11522659 0.10296442 0.         0.10604358 0.
 0.11491033 0.11725884 0.09927487 0.09765973 0.         0.
 0.14275886]",0.9932562756465383,0.9949361211238523,0.011005850434073233,0.11522658914327621,0.10296441614627838,0.0,0.10604358464479446,0.0,0.11491032689809799,0.11725883930921555,0.09927486628293991,0.09765972942113876,0.0,0.0,0.14275886118412018,0.10390272736549377
8,2014-01-16,"[0.10428879 0.11480669 0.10292955 0.         0.10561439 0.
 0.11616464 0.11676311 0.09940112 0.09769572 0.         0.
 0.14233601]",1.0059032835427089,1.010491821530548,0.00893299736909293,0.11480668932199478,0.10292954742908478,0.0,0.10561438649892807,0.0,0.11616463959217072,0.11676311492919922,0.09940112382173538,0.0976957231760025,0.0,0.0,0.14233601093292236,0.10428879410028458
9,2014-01-17,"[0.11635341 0.12788299 0.11404873 0.         0.11677783 0.
 0.12750702 0.13067687 0.         0.10834178 0.         0.
 0.1584114 ]",1.003016139782795,1.012549028393126,0.1854099629038226,0.12788298726081848,0.11404872685670853,0.0,0.11677782982587814,0.0,0.1275070160627365,0.13067686557769775,0.0,0.1083417758345604,0.0,0.0,0.1584113985300064,0.11635340750217438
10,2014-01-21,"[0.         0.14340256 0.17933293 0.         0.14694199 0.
 0.16897444 0.         0.         0.238601   0.         0.12274704
 0.        ]",1.0092091944648405,1.0134550352036342,0.6966518992217341,0.143402561545372,0.1793329268693924,0.0,0.14694198966026306,0.0,0.16897444427013397,0.0,0.0,0.23860099911689758,0.0,0.122747041285038,0.0,0.0
11,2014-01-22,"[0.         0.16163538 0.17711174 0.         0.13769048 0.
 0.16192949 0.         0.         0.23273396 0.         0.12889892
 0.        ]",1.0071112004760951,1.0128634904174334,0.050313642042916024,0.1616353839635849,0.17711174488067627,0.0,0.1376904845237732,0.0,0.16192948818206787,0.0,0.0,0.23273396492004395,0.0,0.12889891862869263,0.0,0.0
12,2014-01-23,"[0.         0.16800106 0.15826428 0.         0.13187428 0.
 0.15884252 0.         0.         0.24173665 0.         0.14128122
 0.        ]",1.0048548597937914,1.013316934715288,0.05264576727219562,0.16800105571746826,0.15826427936553955,0.0,0.13187427818775177,0.0,0.1588425189256668,0.0,0.0,0.24173665046691895,0.0,0.14128121733665466,0.0,0.0
