,Date,Weights,Profit,Base Profit,Volume,CVR,PFIN,LECO,SPXC,HLX,ENSV,CLB,RES,FRPH,CTO,TRC,CIGI,cash
0,2014-01-06,"[0.         0.09554624 0.08942363 0.09612603 0.08726767 0.09599451
 0.08212628 0.11169557 0.09746017 0.09148765 0.         0.
 0.15287223]",0.9999999776382582,0.9999999999900002,0.9999999776482582,0.09554623812437057,0.08942362666130066,0.096126027405262,0.08726766705513,0.0959945097565651,0.08212628215551376,0.11169557273387909,0.09746017307043076,0.09148764610290527,0.0,0.0,0.152872234582901,0.0
1,2014-01-07,"[0.         0.09550049 0.08854812 0.0962308  0.08743259 0.09641135
 0.08162253 0.11130162 0.09800728 0.09199676 0.         0.
 0.15294842]",1.0098490068370918,1.0108345774073833,0.0036378894882784555,0.09550049155950546,0.08854812383651733,0.09623079746961594,0.08743259310722351,0.09641134738922119,0.08162252604961395,0.11130162328481674,0.09800727665424347,0.09199675917625427,0.0,0.0,0.15294842422008514,0.0
2,2014-01-08,"[0.         0.09563411 0.08890004 0.09619061 0.08732145 0.09623618
 0.08175296 0.1113942  0.09779476 0.09186217 0.         0.
 0.15291353]",1.0065270371545134,1.0065399945648696,0.010664294526900079,0.0956341102719307,0.08890003710985184,0.09619060903787613,0.0873214527964592,0.09623618423938751,0.0817529633641243,0.11139420419931412,0.09779476374387741,0.09186217188835144,0.0,0.0,0.15291352570056915,0.0
3,2014-01-09,"[0.         0.09567138 0.08916672 0.09615533 0.08725964 0.09612738
 0.08185988 0.11147889 0.09766287 0.09173114 0.         0.
 0.15288675]",1.0155482664967201,1.013443572161661,0.013431834961787951,0.09567137807607651,0.08916672319173813,0.0961553305387497,0.08725964277982712,0.09612737596035004,0.08185987919569016,0.11147889494895935,0.09766286611557007,0.09173113852739334,0.0,0.0,0.1528867483139038,0.0
4,2014-01-10,"[0.         0.09568436 0.08919159 0.09614795 0.0872822  0.09611778
 0.08189707 0.11142813 0.09764928 0.09171426 0.         0.
 0.15288739]",1.0186873525157316,1.019786787953813,0.00963275570810576,0.09568435698747635,0.08919158577919006,0.09614795446395874,0.0872822031378746,0.0961177796125412,0.08189707249403,0.11142812669277191,0.09764927625656128,0.09171426296234131,0.0,0.0,0.15288738906383514,0.0
5,2014-01-13,"[0.         0.09590853 0.08925096 0.09618265 0.08722207 0.09601654
 0.08188054 0.11132348 0.09763237 0.09175291 0.         0.
 0.15282999]",1.015774046911506,1.0150569156153995,0.019062560280177648,0.09590853005647659,0.08925095945596695,0.09618265181779861,0.08722206950187683,0.0960165411233902,0.08188053965568542,0.11132348328828812,0.09763237088918686,0.09175290912389755,0.0,0.0,0.15282998979091644,0.0
6,2014-01-14,"[0.         0.09592459 0.08928185 0.09619135 0.0872122  0.09599334
 0.08188694 0.11133381 0.09761831 0.09174149 0.         0.
 0.15281612]",1.0145255798332142,1.0114463678971222,0.014104576929997269,0.09592459350824356,0.0892818495631218,0.09619134664535522,0.08721219748258591,0.09599334001541138,0.08188693970441818,0.11133380979299545,0.09761831164360046,0.09174149483442307,0.0,0.0,0.15281611680984497,0.0
7,2014-01-15,"[0.         0.09574752 0.08932893 0.09615126 0.08725502 0.09604231
 0.08195799 0.11141535 0.09757679 0.09166548 0.         0.
 0.15285937]",1.0011520457913754,1.0012760208358842,0.014995203517929203,0.09574752300977707,0.08932892978191376,0.09615126252174377,0.08725501596927643,0.09604231268167496,0.08195798844099045,0.11141534894704819,0.09757678955793381,0.09166548401117325,0.0,0.0,0.1528593748807907,0.0
8,2014-01-16,"[0.         0.09584903 0.08897261 0.0962147  0.08730091 0.09614285
 0.08176038 0.11123234 0.0977847  0.09188312 0.         0.
 0.1528594 ]",1.0230099927330851,1.0191166285251976,0.024379335096680395,0.09584902971982956,0.08897260576486588,0.09621470421552658,0.08730091154575348,0.09614285081624985,0.08176037669181824,0.11123234033584595,0.09778469800949097,0.0918831154704094,0.0,0.0,0.1528594046831131,0.0
9,2014-01-17,"[0.         0.09590273 0.08928589 0.0961873  0.08723143 0.09600095
 0.0819006  0.11131792 0.09764108 0.09172413 0.         0.
 0.15280797]",1.0290667388139711,1.026686182606189,0.03428138148921577,0.09590272605419159,0.08928588777780533,0.0961873009800911,0.08723142743110657,0.09600095450878143,0.08190060406923294,0.11131791770458221,0.09764108061790466,0.09172412753105164,0.0,0.0,0.15280796587467194,0.0
10,2014-01-21,"[0.         0.09579213 0.08960178 0.09613049 0.08723024 0.09592848
 0.08210932 0.11138547 0.09753275 0.09150694 0.         0.
 0.15278243]",1.0350479629292697,1.035323717995403,0.013876187984408763,0.09579212963581085,0.0896017849445343,0.09613049030303955,0.08723023533821106,0.09592847526073456,0.08210931718349457,0.11138547211885452,0.09753274917602539,0.0915069431066513,0.0,0.0,0.15278242528438568,0.0
11,2014-01-22,"[0.         0.09578329 0.08917774 0.09617114 0.08729859 0.09609745
 0.08188399 0.11128208 0.09773406 0.09173633 0.         0.
 0.15283532]",1.0445838679268675,1.0410016278753051,0.01713253978471763,0.0957832857966423,0.08917773514986038,0.09617114067077637,0.08729858696460724,0.0960974469780922,0.0818839892745018,0.11128208041191101,0.09773405641317368,0.0917363315820694,0.0,0.0,0.15283532440662384,0.0
12,2014-01-23,"[0.         0.09580628 0.0894186  0.09614488 0.08725137 0.09599805
 0.08200605 0.1113393  0.09761453 0.09161413 0.         0.
 0.15280679]",1.0472359958765456,1.0446163570576688,0.011209763426188936,0.09580627828836441,0.08941860496997833,0.09614488482475281,0.08725136518478394,0.09599804878234863,0.0820060521364212,0.11133930087089539,0.09761452674865723,0.09161413460969925,0.0,0.0,0.15280678868293762,0.0
13,2014-01-24,"[0.         0.09578322 0.08969796 0.09609738 0.0872087  0.0959099
 0.08214743 0.11141767 0.09750541 0.09145238 0.         0.
 0.15277998]",1.050623122795394,1.0514736067078796,0.009975077338397064,0.09578321874141693,0.0896979570388794,0.09609737992286682,0.08720870316028595,0.09590990096330643,0.08214743435382843,0.11141766607761383,0.09750541299581528,0.09145237505435944,0.0,0.0,0.1527799814939499,0.0
14,2014-01-27,"[0.         0.09585465 0.08998206 0.09608103 0.08714135 0.09577683
 0.08227308 0.11146031 0.09737025 0.09132437 0.         0.
 0.15273604]",1.0384333241494323,1.0402006763096665,0.019258731240826173,0.09585464745759964,0.0899820625782013,0.09608102589845657,0.08714134991168976,0.09577682614326477,0.08227308094501495,0.11146031320095062,0.09737025201320648,0.09132437407970428,0.0,0.0,0.15273603796958923,0.0
15,2014-01-28,"[0.         0.09621587 0.09042547 0.09607958 0.08694679 0.0954842
 0.08240431 0.11146648 0.09710611 0.09121932 0.         0.
 0.15265185]",1.0230069094549743,1.0263388738123396,0.01142359193614253,0.0962158739566803,0.09042546898126602,0.09607958048582077,0.08694678544998169,0.09548420459032059,0.08240430802106857,0.11146648228168488,0.09710611402988434,0.09121932089328766,0.0,0.0,0.152651846408844,0.0
