,Date,Weights,Profit,Base Profit,Volume,SUP,MOD,STRT,DORM,EAT,MCD,PZZA,JACK,MXIM,KOPN,XLNX,INTC,cash
0,2014-01-06,"[0.12038065 0.         0.         0.         0.13755089 0.16119476
 0.13698173 0.         0.         0.18536518 0.13295853 0.
 0.12556825]",0.9999999999912036,0.9999999999917251,0.8796193517984425,0.0,0.0,0.0,0.13755089289415107,0.1611947575429459,0.13698172898326053,0.0,0.0,0.18536518404022334,0.13295853457434653,0.0,0.12556825376351524,0.12038064820155714
1,2014-01-07,"[0.         0.         0.10426749 0.         0.13940419 0.16568844
 0.13714935 0.         0.         0.19560193 0.13315443 0.
 0.12473417]",1.0018638992683866,1.001999590853312,0.12204881154303873,0.0,0.10426749222718015,0.0,0.1394041933970398,0.16568843737949682,0.1371493461573502,0.0,0.0,0.19560192728903525,0.1331544314576601,0.0,0.12473417209223775,0.0
2,2014-01-08,"[0.         0.         0.11359798 0.         0.13713368 0.16437228
 0.13490275 0.         0.         0.19521248 0.13221745 0.
 0.12256338]",0.9927798065540216,0.993002455351998,0.024555459434321424,0.0,0.11359798202153223,0.0,0.13713367887936448,0.16437228260463785,0.13490274506263053,0.0,0.0,0.19521248341382055,0.1322174528645946,0.0,0.12256337515341986,0.0
3,2014-01-09,"[0.         0.         0.11494918 0.         0.13668561 0.16474208
 0.13483441 0.         0.         0.19528212 0.1310489  0.
 0.12245769]",0.9934470108220358,0.9935557511568607,0.007890893152995262,0.0,0.11494918254037242,0.0,0.13668561490727582,0.16474208107958577,0.13483440777361866,0.0,0.0,0.195282123472934,0.13104890175045994,0.0,0.12245768847575339,0.0
4,2014-01-10,"[0.         0.         0.11516064 0.         0.13687492 0.16503173
 0.13449828 0.         0.         0.19468176 0.13126297 0.
 0.1224897 ]",0.9945830396086526,0.9952970695010533,0.006505224158160562,0.0,0.11516063733444487,0.0,0.13687491635689664,0.1650317312862855,0.13449828030218502,0.0,0.0,0.19468176139876991,0.13126297242614943,0.0,0.1224897008952687,0.0
5,2014-01-13,"[0.         0.         0.11491021 0.         0.13667381 0.16528155
 0.13476736 0.         0.         0.19451879 0.1316743  0.
 0.12217399]",0.9832246340903402,0.9892397213820673,0.0036929997617509715,0.0,0.11491021061603919,0.0,0.1366738086152393,0.16528155236779526,0.13476735712747415,0.0,0.0,0.19451878545423262,0.13167429520878862,0.0,0.12217399061043084,0.0
6,2014-01-14,"[0.         0.         0.11504646 0.         0.13666172 0.1651833
 0.13496298 0.         0.         0.1942277  0.13134519 0.
 0.12257265]",0.981556664674232,0.9889771870272601,0.008093331601250102,0.0,0.11504646338225437,0.0,0.13666171758372828,0.165183301909212,0.1349629812469191,0.0,0.0,0.19422769542759366,0.1313451948235108,0.0,0.12257264562678163,0.0
7,2014-01-15,"[0.         0.         0.1150112  0.         0.13668619 0.1645851
 0.13483893 0.         0.         0.19488693 0.13157298 0.
 0.12241865]",0.9813690921321246,0.9896003517818804,0.004791623756663069,0.0,0.11501120425742914,0.0,0.13668619102587706,0.16458510456375086,0.1348389349734233,0.0,0.0,0.19488693212762928,0.13157297931699397,0.0,0.1224186537348964,0.0
8,2014-01-16,"[0.         0.         0.11520479 0.         0.13654238 0.16481241
 0.13468485 0.         0.         0.19459921 0.13146432 0.
 0.12269206]",0.9973405454097267,1.0006141347859785,0.00910037158317218,0.0,0.11520478541767741,0.0,0.13654237843243747,0.16481240929187624,0.13468484658211985,0.0,0.0,0.19459920642491227,0.13146431652863522,0.0,0.12269205732234158,0.0
9,2014-01-17,"[0.         0.         0.11493556 0.         0.13682791 0.16445906
 0.13478049 0.         0.         0.19460406 0.13149649 0.
 0.12289643]",0.9968570686339616,1.003229934335318,0.014078635305433414,0.0,0.11493556316640685,0.0,0.13682790656572436,0.16445906395879978,0.13478048657849848,0.0,0.0,0.19460405843303055,0.13149648963301494,0.0,0.1228964316645249,0.0
10,2014-01-21,"[0.         0.         0.11520431 0.         0.13657275 0.16423739
 0.13492128 0.         0.         0.19461045 0.13187077 0.
 0.12258305]",0.9882147457954035,0.9980662654448158,0.008519163289345372,0.0,0.11520430661200581,0.0,0.13657275308902533,0.16423739061028364,0.1349212806660433,0.0,0.0,0.19461044662924173,0.13187077297425942,0.0,0.12258304941914104,0.0
11,2014-01-22,"[0.         0.         0.11500528 0.         0.13666415 0.16493211
 0.13514869 0.         0.         0.19535318 0.13106803 0.
 0.12182857]",0.9829724579317218,0.9979703866836673,0.01268392096923052,0.0,0.11500527613575805,0.0,0.1366641457811062,0.16493210705768996,0.1351486864431971,0.0,0.0,0.19535318185874564,0.13106802898606948,0.0,0.12182857373743372,0.0
12,2014-01-23,"[0.         0.         0.11479779 0.         0.13639116 0.16465166
 0.13486202 0.         0.         0.19554951 0.13106071 0.
 0.12268715]",0.9936989645792539,1.003827284508272,0.011604889186833169,0.0,0.11479779186438722,0.0,0.13639116058395542,0.16465165917453523,0.13486201881248466,0.0,0.0,0.1955495123574277,0.13106070739070433,0.0,0.12268714981650551,0.0
13,2014-01-24,"[0.         0.         0.11462119 0.         0.13675553 0.16654749
 0.13451379 0.         0.         0.19451742 0.13103877 0.
 0.12200579]",0.9908907289089927,1.007078770549808,0.019166536455305867,0.0,0.11462119347259676,0.0,0.13675553398104628,0.166547494137144,0.13451379448302478,0.0,0.0,0.19451741931547128,0.13103877293123423,0.0,0.12200579167948278,0.0
