,Date,Weights,Profit,Base Profit,CVR,PFIN,LECO,SPXC,CRY,ATRI,TFX,MMM,HUBB,MRCY,IIN,AVX,cash
0,2014-01-06,"[0.08629581 0.         0.1413287  0.15171024 0.         0.18679344
 0.         0.         0.11522967 0.14297623 0.         0.17566591
 0.        ]",0.999999999990863,0.9999999999917246,0.0,0.14132869656302263,0.15171024332290645,0.0,0.1867934397999556,0.0,0.0,0.11522966815219556,0.14297622570912272,0.0,0.175665914650874,0.0,0.08629581180192297
1,2014-01-07,"[0.         0.         0.15404109 0.16427036 0.         0.20942336
 0.         0.         0.11949368 0.15515836 0.         0.19761314
 0.        ]",1.012918867899281,1.0077288695467805,0.0,0.15404109476130565,0.16427035921614358,0.0,0.20942335978997756,0.0,0.0,0.11949368359612057,0.1551583638259934,0.0,0.1976131388104592,0.0,0.0
2,2014-01-08,"[0.         0.         0.15450716 0.16264855 0.         0.21065585
 0.         0.         0.1175825  0.15483803 0.         0.19976792
 0.        ]",1.0105193529576955,1.007202319452049,0.0,0.15450716083878824,0.16264854828386852,0.0,0.2106558453312593,0.0,0.0,0.11758250105125825,0.15483802566634883,0.0,0.1997679188284769,0.0,0.0
3,2014-01-09,"[0.         0.         0.15427452 0.16380216 0.         0.2110026
 0.         0.         0.11738927 0.15439789 0.         0.19913355
 0.        ]",1.0124705655830804,1.0106589985890722,0.0,0.15427452191653682,0.16380215855277658,0.0,0.21100260461635964,0.0,0.0,0.11738927314273849,0.15439789168900797,0.0,0.19913355008258052,0.0,0.0
4,2014-01-10,"[0.         0.         0.15387439 0.16472021 0.         0.21105254
 0.         0.         0.11755485 0.15423168 0.         0.19856634
 0.        ]",1.0096971893990099,1.0115447580263563,0.0,0.15387438792328487,0.16472020997005846,0.0,0.21105253950466027,0.0,0.0,0.11755484984526096,0.15423167749156416,0.0,0.19856633526517134,0.0,0.0
5,2014-01-13,"[0.         0.         0.15412862 0.16505443 0.         0.21127728
 0.         0.         0.11705223 0.15416429 0.         0.19832314
 0.        ]",1.014420182123352,1.0168062493667014,0.0,0.1541286215227084,0.16505443411157414,0.0,0.21127727736963522,0.0,0.0,0.11705223372921734,0.15416429171528961,0.0,0.1983231415515753,0.0,0.0
6,2014-01-14,"[0.         0.         0.15499661 0.16388106 0.         0.21110473
 0.         0.         0.11632967 0.154464   0.         0.19922394
 0.        ]",1.022418355403982,1.0167414007575122,0.0,0.15499660950572278,0.16388105658026283,0.0,0.21110472615422335,0.0,0.0,0.11632967113497393,0.15446399719182538,0.0,0.1992239394329918,0.0,0.0
7,2014-01-15,"[0.         0.         0.15432974 0.16422635 0.         0.21104972
 0.         0.         0.11670598 0.15455081 0.         0.1991374
 0.        ]",1.0131424674605807,1.0046939247550615,0.0,0.15432973625302432,0.16422634831677127,0.0,0.21104972006106393,0.0,0.0,0.11670598060609164,0.15455081437142473,0.0,0.19913740039162403,0.0,0.0
8,2014-01-16,"[0.         0.         0.15414254 0.16423978 0.         0.21123551
 0.         0.         0.11707096 0.15439736 0.         0.19891385
 0.        ]",1.0310764053170154,1.0270539314572842,0.0,0.15414254427078317,0.16423978165880998,0.0,0.21123550602633795,0.0,0.0,0.11707095630527267,0.15439736244794702,0.0,0.19891384929084935,0.0,0.0
9,2014-01-17,"[0.         0.         0.15485197 0.16336591 0.         0.21143315
 0.         0.         0.11675613 0.15434739 0.         0.19924545
 0.        ]",1.0333731821435892,1.029232570955603,0.0,0.15485196746808763,0.16336590951689425,0.0,0.21143315252682263,0.0,0.0,0.11675613220844233,0.15434739116985302,0.0,0.19924544710990008,0.0,0.0
10,2014-01-21,"[0.         0.         0.15515773 0.16266823 0.         0.21132095
 0.         0.         0.11657461 0.15449566 0.         0.19978282
 0.        ]",1.0393051917040208,1.0316953625699778,0.0,0.15515773183783602,0.16266822802569356,0.0,0.2113209548526079,0.0,0.0,0.11657460630025462,0.15449565689644623,0.0,0.19978282208716164,0.0,0.0
11,2014-01-22,"[0.         0.         0.15505425 0.16206714 0.         0.21128511
 0.         0.         0.11668496 0.1546932  0.         0.20021533
 0.        ]",1.065857659177695,1.040674366254712,0.0,0.15505425312224158,0.16206713709000675,0.0,0.21128510882839893,0.0,0.0,0.11668496230217648,0.15469320492501878,0.0,0.20021533373215747,0.0,0.0
12,2014-01-23,"[0.         0.         0.15531537 0.1616719  0.         0.21130473
 0.         0.         0.11661225 0.15470595 0.         0.2003898
 0.        ]",1.0780447606617742,1.0432396242842197,0.0,0.15531536924904618,0.16167190014321928,0.0,0.21130473395925684,0.0,0.0,0.11661225087682717,0.15470594785763433,0.0,0.20038979791401607,0.0,0.0
13,2014-01-24,"[0.         0.         0.15516338 0.16198075 0.         0.21141479
 0.         0.         0.11679922 0.15454593 0.         0.20009594
 0.        ]",1.069185300759497,1.0369560614968083,0.0,0.15516337664980856,0.16198075116610472,0.0,0.21141479186956685,0.0,0.0,0.11679921602996003,0.15454592919339202,0.0,0.20009593509116788,0.0,0.0
14,2014-01-27,"[0.         0.         0.15548947 0.16241878 0.         0.21130823
 0.         0.         0.11654263 0.15436904 0.         0.19987186
 0.        ]",1.0475372240357677,1.0295935565196983,0.0,0.15548946573358063,0.16241877673024974,0.0,0.21130822723292655,0.0,0.0,0.11654263326129569,0.15436903867242685,0.0,0.1998718583695205,0.0,0.0
15,2014-01-28,"[0.         0.         0.15607351 0.16277387 0.         0.21112472
 0.         0.         0.11613886 0.15411604 0.         0.199773
 0.        ]",1.029451819518171,1.0178602386798619,0.0,0.15607351157602684,0.16277387402882332,0.0,0.21112471536070637,0.0,0.0,0.11613886158571071,0.15411603646454364,0.0,0.19977300098418907,0.0,0.0
16,2014-01-29,"[0.         0.         0.1570037  0.16160868 0.         0.21095899
 0.         0.         0.11573649 0.15417713 0.         0.20051502
 0.        ]",1.0339844742490891,1.01727902141141,0.0,0.1570037004572914,0.16160867586218297,0.0,0.2109589853014161,0.0,0.0,0.11573649282680414,0.1541771272755787,0.0,0.2005150182767267,0.0,0.0
17,2014-01-30,"[0.         0.         0.15674243 0.16233124 0.         0.21108005
 0.         0.         0.11586056 0.15405249 0.         0.19993322
 0.        ]",1.0343671765784717,1.0207966107809594,0.0,0.1567424315812727,0.16233124159596332,0.0,0.21108005130330096,0.0,0.0,0.11586056396607053,0.15405249071123836,0.0,0.19993322084215423,0.0,0.0
18,2014-01-31,"[0.         0.         0.1562387  0.1626207  0.         0.21146938
 0.         0.         0.1163957  0.15375116 0.         0.19952435
 0.        ]",1.02051281586974,1.0105555767740806,0.0,0.1562387034720596,0.1626207031326194,0.0,0.21146937775158886,0.0,0.0,0.1163957038001105,0.15375115841857906,0.0,0.19952435342504246,0.0,0.0
19,2014-02-03,"[0.         0.         0.15778423 0.16180551 0.         0.21131548
 0.         0.         0.11545045 0.15371369 0.         0.19993063
 0.        ]",1.0253274222241215,1.0135613386166964,0.0,0.15778423101100184,0.16180550952095857,0.0,0.2113154847744798,0.0,0.0,0.11545045156616651,0.15371368942367866,0.0,0.1999306337037146,0.0,0.0
20,2014-02-04,"[0.         0.         0.15738942 0.16160334 0.         0.21129475
 0.         0.         0.115707   0.15389342 0.         0.20011206
 0.        ]",1.0346820632758125,1.0142716922884116,0.0,0.15738942090874963,0.16160334409219568,0.0,0.21129474925972996,0.0,0.0,0.11570699775907285,0.1538934247540473,0.0,0.20011206322620465,0.0,0.0
21,2014-02-05,"[0.         0.         0.15727596 0.16185736 0.         0.21109189
 0.         0.         0.11579781 0.15387081 0.         0.20010618
 0.        ]",1.0112039408712197,0.9932515109686021,0.0,0.1572759566306275,0.16185736206821968,0.0,0.2110918873936957,0.0,0.0,0.11579781188566202,0.15387080616971605,0.0,0.20010617585207913,0.0,0.0
