,Date,Weights,Profit,Base Profit,Volume,UVV,STKL,PYX,ANDE,UMBF,C,TCF,JPM,PHM,MTH,NVR,BZH,cash
0,2014-01-06,"[0.09156876 0.12004868 0.         0.09634657 0.09678158 0.10381172
 0.         0.15632873 0.12691413 0.         0.10131953 0.10688031
 0.        ]",0.9999999999909156,0.9999999999917251,0.9084312399325555,0.12004867832525026,0.0,0.09634656767553225,0.09678157847375071,0.10381171905478072,0.0,0.1563287292897612,0.1269141294606392,0.0,0.10131953122131862,0.10688030643152256,0.0,0.09156876006744435
1,2014-01-07,"[0.         0.13253649 0.         0.10390594 0.10434032 0.11283174
 0.         0.17899156 0.14109503 0.         0.10975249 0.11654642
 0.        ]",1.0107654696231105,1.0062940916159144,0.09156876006661258,0.13253648953123529,0.0,0.10390594427044274,0.10434031842479606,0.11283174366715173,0.0,0.17899155915446174,0.14109503181154648,0.0,0.10975248872020359,0.11654642442016246,0.0,0.0
2,2014-01-08,"[0.         0.13253945 0.         0.10373379 0.10387988 0.11237353
 0.         0.18080807 0.14146334 0.         0.10911616 0.11608578
 0.        ]",1.001076686646564,0.9990133175066289,0.008920584319096283,0.13253944989645017,0.0,0.10373378526815581,0.10387987572771676,0.112373529123161,0.0,0.18080807378933134,0.14146334310673242,0.0,0.10911615889440372,0.11608578419404866,0.0,0.0
3,2014-01-09,"[0.         0.13254484 0.         0.1029156  0.10371975 0.11241151
 0.         0.18112613 0.14165687 0.         0.10922699 0.11639831
 0.        ]",0.9965603167883249,0.9917171994659822,0.00859341235998467,0.1325448391128733,0.0,0.10291559514660224,0.10371974661759793,0.11241151347052745,0.0,0.18112613146266157,0.14165687118640868,0.0,0.10922699019678225,0.11639831280654653,0.0,0.0
4,2014-01-10,"[0.         0.13288292 0.         0.10287632 0.103818   0.11250862
 0.         0.18161919 0.14121644 0.         0.10900916 0.11606935
 0.        ]",0.9959974145954529,0.9975177171878449,0.012310846880464545,0.13288291728659185,0.0,0.10287631907071676,0.10381799618429237,0.1125086244429774,0.0,0.18161919203771063,0.14121644236421055,0.0,0.10900916347784892,0.11606934513565137,0.0,0.0
5,2014-01-13,"[0.         0.132727   0.         0.10309903 0.10358853 0.11243421
 0.         0.18096556 0.14152358 0.         0.10941051 0.11625159
 0.        ]",0.9954424084114164,0.998029750084902,0.00865103291079407,0.13272700140518584,0.0,0.10309902540770781,0.10358853167915844,0.11243420790166479,0.0,0.18096556024428218,0.1415235766319566,0.0,0.10941050596975466,0.11625159076028965,0.0,0.0
6,2014-01-14,"[0.         0.13259217 0.         0.10338721 0.10375409 0.11260281
 0.         0.1811304  0.14130035 0.         0.10904717 0.11618582
 0.        ]",0.9832471196350165,0.9904672810012519,0.004725721794788033,0.13259216513938157,0.0,0.10338721294539525,0.10375408583279129,0.11260280633875967,0.0,0.1811303985097601,0.14130034775166997,0.0,0.10904716713958192,0.11618581634266015,0.0,0.0
7,2014-01-15,"[0.         0.13283034 0.         0.10326041 0.10344573 0.11245539
 0.         0.18113648 0.14157421 0.         0.10915706 0.11614038
 0.        ]",0.9775767464359281,0.9810313481730859,0.0063489712100841,0.13283033820453846,0.0,0.10326041015357178,0.10344573029499353,0.11245538756284679,0.0,0.18113647979440683,0.14157421246307825,0.0,0.10915706241456863,0.11614037911199583,0.0,0.0
8,2014-01-16,"[0.         0.1326754  0.         0.10340012 0.10352238 0.1124371
 0.         0.18155817 0.14146206 0.         0.10884287 0.11610191
 0.        ]",0.9798589048066935,0.9822122304603318,0.00793816380778183,0.13267539961039515,0.0,0.10340012482584925,0.10352237585238323,0.11243709641730949,0.0,0.1815581725570636,0.14146205566841413,0.0,0.10884286696014736,0.11610190810843789,0.0,0.0
9,2014-01-17,"[0.         0.13272278 0.         0.10314131 0.10375655 0.1124028
 0.         0.18135442 0.14117277 0.         0.10918021 0.11626916
 0.        ]",0.98695320429903,0.9860228438755162,0.005709714065570866,0.13272277586597955,0.0,0.10314130773672396,0.10375654839298776,0.1124028047585515,0.0,0.1813544215463039,0.14117277003796475,0.0,0.10918020782442156,0.11626916383706708,0.0,0.0
10,2014-01-21,"[0.         0.13278343 0.         0.10350513 0.10362235 0.11234846
 0.         0.18092627 0.14161171 0.         0.10905811 0.11614454
 0.        ]",0.99069433123615,0.9882335525046666,0.006600356600973814,0.13278342994525338,0.0,0.10350512558450792,0.10362234928649351,0.11234845901053499,0.0,0.18092627423317073,0.14161170726181035,0.0,0.10905811352553427,0.11614454115269474,0.0,0.0
11,2014-01-22,"[0.         0.13258413 0.         0.10345904 0.1038154  0.11223033
 0.         0.18096146 0.14152989 0.         0.10918206 0.1162377
 0.        ]",0.9938162215317304,0.9903644609291562,0.006204340801069867,0.13258412883564544,0.0,0.10345904316460962,0.1038153991551663,0.11223032819776795,0.0,0.18096146148550962,0.14152988715316503,0.0,0.10918205595101181,0.11623769605712418,0.0,0.0
12,2014-01-23,"[0.         0.13276545 0.         0.1032942  0.10359415 0.11256234
 0.         0.18122967 0.14099875 0.         0.10910272 0.11645272
 0.        ]",0.9950271506684988,0.9908621923075314,0.008461341966277378,0.1327654459705897,0.0,0.10329420442414478,0.10359415301572912,0.11256234015434155,0.0,0.1812296700119452,0.1409987527271199,0.0,0.10910271594656232,0.1164527177495674,0.0,0.0
