,Date,Weights,Profit,Base Profit,Volume,MRCY,HUBB,IIN,AVX,ATRI,CRY,MMM,TFX,SANM,CTS,FLEX,IEC,cash
0,2014-01-06,"[0.         0.11110944 0.10406639 0.12113927 0.         0.13591486
 0.08938964 0.10129465 0.11560555 0.13144836 0.         0.09003188
 0.        ]",0.9950000368803739,0.9950000000000002,1.000000037252903,0.11110943555831909,0.1040663868188858,0.1211392730474472,0.0,0.1359148621559143,0.08938963711261749,0.10129465162754059,0.11560554802417755,0.13144835829734802,0.0,0.09003188461065292,0.0,0.0
1,2014-01-07,"[0.         0.11113258 0.10328918 0.12269995 0.         0.13546285
 0.08964232 0.10103637 0.1172371  0.13028006 0.         0.08921961
 0.        ]",1.0029592849828326,1.0003227700683242,0.006901440433490122,0.11113258451223373,0.1032891795039177,0.12269995361566544,0.0,0.13546285033226013,0.08964231610298157,0.10103636980056763,0.11723709851503372,0.13028006255626678,0.0,0.08921961486339569,0.0,0.0
2,2014-01-08,"[0.         0.12167981 0.11264078 0.13798055 0.         0.14888977
 0.09749441 0.10989369 0.1295839  0.14183712 0.         0.
 0.        ]",1.0004211146521156,1.00050616002973,0.17800026806435582,0.12167981266975403,0.11264078319072723,0.13798055052757263,0.0,0.14888976514339447,0.09749440848827362,0.10989369451999664,0.12958389520645142,0.14183712005615234,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.11118952 0.1018886  0.120878   0.         0.1334909
 0.09168547 0.1011936  0.11826596 0.1304818  0.         0.09092614
 0.        ]",0.99926182139876,0.9999691902402801,0.18192886920740467,0.11118952184915543,0.10188860446214676,0.12087800353765488,0.0,0.1334909051656723,0.0916854664683342,0.10119359940290451,0.11826595664024353,0.1304817944765091,0.0,0.0909261405467987,0.0,0.0
4,2014-01-10,"[0.         0.1109659  0.10136078 0.11790759 0.         0.13127556
 0.09445179 0.10198963 0.11837237 0.13043831 0.         0.09323806
 0.        ]",0.9996731434134304,0.9991646671134705,0.012260144880323258,0.11096590012311935,0.10136077553033829,0.11790759116411209,0.0,0.13127556443214417,0.09445179253816605,0.10198962688446045,0.1183723658323288,0.13043831288814545,0.0,0.09323805570602417,0.0,0.0
5,2014-01-13,"[0.         0.11010851 0.10135117 0.11452326 0.         0.12849797
 0.09774622 0.10252199 0.11890318 0.13043281 0.         0.09591485
 0.        ]",1.005138028653604,1.0031620652763673,0.018883220320291622,0.11010850965976715,0.10135117173194885,0.1145232617855072,0.0,0.12849797308444977,0.09774622321128845,0.10252198576927185,0.11890318244695663,0.13043281435966492,0.0,0.09591484814882278,0.0,0.0
6,2014-01-14,"[0.         0.10830847 0.10143378 0.1161489  0.         0.12628068
 0.0994261  0.10203267 0.12169401 0.12863842 0.         0.09603702
 0.        ]",1.004288903165358,1.0000670103729121,0.009499903889872867,0.10830847173929214,0.10143377631902695,0.11614890396595001,0.0,0.12628068029880524,0.09942609816789627,0.10203266888856888,0.12169400602579117,0.12863841652870178,0.0,0.09603701531887054,0.0,0.0
7,2014-01-15,"[0.         0.09565824 0.09372351 0.10496182 0.         0.11133331
 0.09298368 0.09414634 0.11443409 0.11543134 0.08590678 0.09142091
 0.        ]",0.994539884500462,0.9921309433478973,0.17255043179690235,0.09565824270248413,0.09372351318597794,0.1049618199467659,0.0,0.11133331060409546,0.092983677983284,0.09414634108543396,0.11443408578634262,0.11543133854866028,0.08590678125619888,0.09142091125249863,0.0,0.0
8,2014-01-16,"[0.         0.07775547 0.09107118 0.09882835 0.         0.09907155
 0.08410114 0.08974397 0.10798675 0.09655344 0.08387257 0.09268162
 0.07833399]",1.0067465377953566,1.0049548576912468,0.15581252267926987,0.07775547355413437,0.09107118099927902,0.09882835298776627,0.0,0.09907154738903046,0.08410114049911499,0.089743971824646,0.10798674821853638,0.09655343741178513,0.08387257158756256,0.09268161654472351,0.07833398878574371,0.0
9,2014-01-17,"[0.         0.06947268 0.10471792 0.09523389 0.         0.07988969
 0.08396934 0.09350109 0.11873043 0.09267005 0.07731406 0.10291743
 0.08158343]",1.0129274576499085,1.0121829909542794,0.08867419032511813,0.06947267800569534,0.104717917740345,0.09523388743400574,0.0,0.0798896923661232,0.08396933972835541,0.09350109100341797,0.11873042583465576,0.09267004579305649,0.07731406390666962,0.10291743278503418,0.0815834254026413,0.0
