,Date,Weights,Profit,Base Profit,FLEX,SANM,IEC,CTS,WAT,COHR,PKI,BIO,JKHY,STRM,UIS,EBIX,cash
0,2014-01-06,"[0.06502567 0.07684    0.14977893 0.06667604 0.12114872 0.06840391
 0.10332338 0.12192448 0.         0.06885711 0.07402353 0.
 0.08399821]",0.9999999999906503,0.9999999999917246,0.07684000205382054,0.14977893114652616,0.06667603604135013,0.12114872230463178,0.0684039117315298,0.10332338302045146,0.12192448077358038,0.0,0.0688571146099346,0.07402353068400214,0.0,0.08399821391887098,0.06502567371530207
1,2014-01-07,"[0.         0.08029054 0.16791599 0.06888412 0.13213927 0.07077069
 0.11038701 0.13302736 0.         0.07128609 0.07704123 0.
 0.0882577 ]",1.007464461877424,1.0044476843407464,0.08029053553454443,0.16791599378351946,0.06888411645386783,0.13213926599118295,0.0707706926503611,0.11038701485283661,0.13302736320002698,0.0,0.07128609359138642,0.0770412279714774,0.0,0.08825769597079687,0.0
2,2014-01-08,"[0.         0.07996246 0.16964401 0.06849553 0.1325382  0.07030127
 0.11037553 0.13337214 0.         0.07085804 0.07662825 0.
 0.08782457]",1.0059006365255154,1.0056743160602148,0.07996245719573672,0.16964400560794687,0.0684955346868441,0.13253820255241358,0.0703012746521627,0.11037553073592925,0.13337213505291665,0.0,0.07085803880651127,0.07662824915749746,0.0,0.08782457155204146,0.0
3,2014-01-09,"[0.         0.08005581 0.16993606 0.06854073 0.13247724 0.070131
 0.1104667  0.13327826 0.         0.07075386 0.07661505 0.
 0.08774528]",1.013414604833089,1.0117397450653463,0.08005581401758531,0.16993606229259375,0.06854073319980186,0.13247724044533082,0.07013100012781659,0.11046670369445193,0.13327825682944885,0.0,0.07075385903730125,0.07661504922030928,0.0,0.08774528113536037,0.0
4,2014-01-10,"[0.         0.08015467 0.16999385 0.06864366 0.13232806 0.07007729
 0.11072651 0.13328567 0.         0.0705437  0.07666831 0.
 0.08757828]",1.0213534838395533,1.0166226255115538,0.08015467024013158,0.16999384829982403,0.06864365931948434,0.13232806448520795,0.07007729232253232,0.11072650883569936,0.13328566986380141,0.0,0.0705437017949364,0.07666830731363676,0.0,0.08757827752474584,0.0
5,2014-01-13,"[0.         0.08016678 0.17004882 0.06860726 0.13238788 0.07017234
 0.11109663 0.13346502 0.         0.07028185 0.07665664 0.
 0.08711679]",1.0171516521930406,1.015057080436561,0.08016677526050375,0.17004881517280543,0.06860725588845805,0.1323878778673925,0.0701723416422436,0.11109663178511225,0.13346502389799828,0.0,0.07028185207775789,0.07665664042504165,0.0,0.08711678598268657,0.0
6,2014-01-14,"[0.         0.08000998 0.17010134 0.06835257 0.13263827 0.0705355
 0.11157348 0.13394603 0.         0.06988405 0.0766134  0.
 0.08634538]",1.0010216343021976,1.0036695485955194,0.08000997752260056,0.17010134403384086,0.06835257085691353,0.13263826535032375,0.07053550224250918,0.11157347832935194,0.13394602577398865,0.0,0.06988404952017375,0.07661340310742626,0.0,0.08634538326287156,0.0
7,2014-01-15,"[0.         0.07957787 0.17018729 0.06777591 0.13339896 0.07118293
 0.11195023 0.13467809 0.         0.06962057 0.07638036 0.
 0.0852478 ]",0.9910265442184576,0.9958094753542441,0.07957786629769421,0.17018728588472082,0.06777591191043714,0.13339896489229952,0.07118292932591765,0.11195022543849427,0.13467808969890102,0.0,0.06962056694768422,0.07638036220835129,0.0,0.08524779739549983,0.0
8,2014-01-16,"[0.         0.0791734  0.1701348  0.06768259 0.13335388 0.07158879
 0.11194325 0.13517094 0.         0.06954929 0.07622969 0.
 0.08517337]",1.0036302237438857,1.0086823239216336,0.07917340490498868,0.170134797997003,0.0676825913333926,0.13335387693049705,0.07158878644789428,0.11194325130246446,0.13517094314267805,0.0,0.0695492884973139,0.0762296871576638,0.0,0.08517337228610408,0.0
9,2014-01-17,"[0.         0.08304987 0.17326091 0.07381722 0.11522316 0.06470148
 0.1220509  0.13010711 0.         0.06708256 0.07676799 0.
 0.0939388 ]",1.0065365056908675,1.0103847295813855,0.08304987009741813,0.1732609106561512,0.07381721976279167,0.11522315706447198,0.06470148257890244,0.12205089751653865,0.1301071123724405,0.0,0.06708256190422775,0.07676798945298663,0.0,0.09393879859407096,0.0
10,2014-01-21,"[0.         0.07802394 0.17504326 0.08777666 0.11359947 0.08568813
 0.10502434 0.1347986  0.         0.         0.09852935 0.
 0.12151625]",1.0069579457026232,1.0111344797159199,0.07802393544759371,0.1750432613017751,0.08777666461000216,0.11359946810216302,0.08568812626292027,0.1050243378011125,0.1347986043009587,0.0,0.0,0.0985293483619934,0.0,0.12151625381148118,0.0
11,2014-01-22,"[0.         0.07736333 0.17255935 0.07340028 0.12451158 0.07092554
 0.10812001 0.1263325  0.         0.06372356 0.08106354 0.
 0.10200032]",1.005960711856761,1.0106449571451255,0.07736332714852266,0.17255934674710358,0.07340028215695799,0.12451157778201874,0.07092553679001341,0.10812000582577116,0.12633250421192896,0.0,0.06372356042718089,0.08106354338201363,0.0,0.10200031552848886,0.0
12,2014-01-23,"[0.         0.0789014  0.17338118 0.06948167 0.13121572 0.06746199
 0.11237221 0.12817278 0.         0.07186377 0.07576085 0.
 0.09138843]",1.0092940362636738,1.0110201970653747,0.07890139985745674,0.1733811767155702,0.06948166973846893,0.13121571519393255,0.06746199303939264,0.11237220658857607,0.1281727836965587,0.0,0.07186377452803484,0.07576085368533719,0.0,0.0913884269566721,0.0
13,2014-01-24,"[0.         0.07914698 0.17204053 0.06867876 0.13224761 0.06865231
 0.11172364 0.1308352  0.         0.07191287 0.07564525 0.
 0.08911682]",1.0075873500265418,1.0092052893194503,0.07914698267158862,0.1720405312447431,0.06867876361964496,0.1322476127649318,0.06865231301561632,0.1117236449097806,0.1308352038955968,0.0,0.07191287229538132,0.07564525205642639,0.0,0.08911682352629019,0.0
14,2014-01-27,"[0.         0.07911164 0.17109843 0.06842159 0.13243275 0.06960163
 0.11104715 0.13233004 0.         0.07151494 0.07593255 0.
 0.08850927]",0.9963901157006732,1.0007743157014959,0.07911164236009438,0.17109842768006123,0.06842159302287587,0.13243274794245372,0.06960163288060582,0.11104714920920863,0.13233004232260429,0.0,0.07151493861989099,0.07593255368269838,0.0,0.08850927227950672,0.0
15,2014-01-28,"[0.         0.0789536  0.17075435 0.06824276 0.13258024 0.07002295
 0.11094382 0.13300149 0.         0.07133214 0.07598558 0.
 0.08818306]",0.982197573989486,0.9896970967698805,0.07895360461088276,0.17075434754730318,0.06824275885507702,0.13258024201153332,0.07002294722028528,0.11094382353181853,0.13300149035011372,0.0,0.07133213973390963,0.07598558298392064,0.0,0.08818306315515594,0.0
16,2014-01-29,"[0.         0.07903008 0.17065044 0.06823528 0.13265798 0.07003652
 0.11090746 0.13310024 0.         0.07133591 0.07597665 0.
 0.08806944]",0.9912023632886003,0.9882438334881463,0.0790300836265265,0.17065044132206747,0.06823527559863632,0.1326579768693393,0.07003651925973177,0.11090745880696823,0.1331002361407278,0.0,0.07133591309371849,0.07597665102985492,0.0,0.08806944425242912,0.0
17,2014-01-30,"[0.         0.07909476 0.17054153 0.06834494 0.13248703 0.07007001
 0.11092194 0.13317758 0.         0.07119592 0.07606276 0.
 0.08810352]",0.9898810300901052,0.9886327932329676,0.07909475795701251,0.17054153280241785,0.06834493797113395,0.1324870252264196,0.07007001435489885,0.11092194410029979,0.13317758028175877,0.0,0.07119592085691928,0.07606276487454662,0.0,0.08810352157459267,0.0
18,2014-01-31,"[0.         0.07907096 0.17074951 0.06832111 0.13262215 0.06985813
 0.1112408  0.13298131 0.         0.07133863 0.07584703 0.
 0.08797035]",0.9925471416248419,0.9915518086049064,0.07907096151085034,0.1707495139139269,0.06832110889581977,0.1326221537814567,0.06985813106786314,0.11124079710979934,0.13298131276825684,0.0,0.07133863369195245,0.07584703278721629,0.0,0.08797035447285823,0.0
19,2014-02-03,"[0.         0.07918651 0.17073861 0.06845509 0.13257241 0.06980265
 0.11125161 0.13292178 0.         0.07132901 0.07579676 0.
 0.08794557]",0.9973180077371592,1.0006695967009704,0.07918650997363587,0.17073861338548987,0.06845509186505876,0.13257241488753038,0.06980264801717606,0.11125160557626707,0.1329217817498648,0.0,0.07132900978851245,0.07579675829211943,0.0,0.08794556646434522,0.0
