,Date,Weights,Profit,Base Profit,Volume,FLEX,SANM,IEC,CTS,WAT,COHR,PKI,BIO,JKHY,STRM,UIS,EBIX,cash
0,2014-01-06,"[0.         0.         0.10450593 0.         0.15383823 0.
 0.13623069 0.12569037 0.11471841 0.1104232  0.15133396 0.
 0.10325925]",1.0000000446934836,0.9999999999900002,1.0000000447034836,0.0,0.10450592637062073,0.0,0.15383823215961456,0.0,0.1362306922674179,0.12569037079811096,0.11471841484308243,0.11042319983243942,0.15133395791053772,0.0,0.10325925052165985,0.0
1,2014-01-07,"[0.         0.         0.10481846 0.         0.15285787 0.
 0.13682605 0.12566672 0.11486432 0.11027274 0.15129611 0.
 0.1033977 ]",1.0113219983001598,1.0053746336520633,0.002384569636548884,0.0,0.10481846332550049,0.0,0.15285786986351013,0.0,0.1368260532617569,0.12566672265529633,0.11486431956291199,0.11027273535728455,0.15129610896110535,0.0,0.10339769721031189,0.0
2,2014-01-08,"[0.         0.         0.10485186 0.         0.15389483 0.
 0.13669965 0.12437765 0.11476607 0.11000362 0.15236732 0.
 0.103039  ]",1.0081520901562155,1.0068569097339661,0.007746053447760401,0.0,0.1048518642783165,0.0,0.1538948267698288,0.0,0.1366996467113495,0.12437764555215836,0.11476606875658035,0.11000362038612366,0.15236732363700867,0.0,0.10303899645805359,0.0
3,2014-01-09,"[0.         0.         0.10487468 0.         0.15536131 0.
 0.13635933 0.12292103 0.11453356 0.11000475 0.15321401 0.
 0.10273137]",1.0181887391223128,1.0141864449139981,0.007795185716606789,0.0,0.10487467795610428,0.0,0.15536130964756012,0.0,0.1363593339920044,0.12292102724313736,0.11453355848789215,0.11000474542379379,0.1532140076160431,0.0,0.1027313694357872,0.0
4,2014-01-10,"[0.         0.         0.10497259 0.         0.1577586  0.
 0.1358599  0.12010496 0.11419041 0.10958999 0.15547098 0.
 0.10205261]",1.0294622894582648,1.0200869746176826,0.015036173020781161,0.0,0.10497258603572845,0.0,0.15775859355926514,0.0,0.1358599066734314,0.12010496109724045,0.11419040709733963,0.10958999395370483,0.15547098219394684,0.0,0.10205261409282684,0.0
5,2014-01-13,"[0.         0.         0.10532874 0.         0.16145344 0.
 0.13513483 0.11563285 0.11358704 0.10883599 0.15891866 0.
 0.10110847]",1.032842901248095,1.0181951516825902,0.016897032607476933,0.0,0.10532873868942261,0.0,0.16145344078540802,0.0,0.13513483107089996,0.11563284695148468,0.11358704417943954,0.10883598774671555,0.15891866385936737,0.0,0.10110846906900406,0.0
6,2014-01-14,"[0.         0.         0.10617129 0.         0.16586925 0.
 0.13439249 0.10960019 0.11267411 0.10759464 0.16356085 0.
 0.10013715]",1.0182698563193198,1.004434325338396,0.024753083884807417,0.0,0.10617128759622574,0.0,0.16586925089359283,0.0,0.13439248502254486,0.10960018634796143,0.11267410963773727,0.10759463906288147,0.16356085240840912,0.0,0.1001371517777443,0.0
7,2014-01-15,"[0.         0.         0.10799939 0.         0.17085467 0.
 0.13438526 0.10094049 0.11161635 0.10501907 0.17007478 0.
 0.09910997]",1.0071608198615896,0.994936121123852,0.03787954881530479,0.0,0.10799939185380936,0.0,0.17085467278957367,0.0,0.13438525795936584,0.10094048827886581,0.111616350710392,0.10501907020807266,0.17007477581501007,0.0,0.09910997003316879,0.0
8,2014-01-16,"[0.0883854  0.         0.10008936 0.         0.15654299 0.
 0.1241973  0.08778366 0.10142776 0.09409065 0.1563321  0.
 0.09115081]",1.0182205131263395,1.0104918215305476,0.08901828509094502,0.0,0.10008935630321503,0.0,0.15654298663139343,0.0,0.12419730424880981,0.08778366446495056,0.10142775624990463,0.09409064799547195,0.1563321053981781,0.0,0.09115080535411835,0.08838540315628052
9,2014-01-17,"[0.0963883  0.         0.10825627 0.         0.17450581 0.
 0.13935912 0.         0.11057952 0.09696143 0.17548244 0.
 0.09846713]",1.0155385666446326,1.012549028393126,0.1692362876406216,0.0,0.1082562655210495,0.0,0.174505814909935,0.0,0.13935911655426025,0.0,0.11057952046394348,0.09696143120527267,0.17548243701457977,0.0,0.0984671339392662,0.09638829529285431
10,2014-01-21,"[0.09844687 0.         0.09599506 0.         0.13253216 0.
 0.12474924 0.12339093 0.10517307 0.1018197  0.1202504  0.
 0.09764258]",1.014799074998202,1.013455035203634,0.2675583930869201,0.0,0.09599506109952927,0.0,0.13253216445446014,0.0,0.12474924325942993,0.12339092791080475,0.10517306625843048,0.10181970149278641,0.120250403881073,0.0,0.09764257818460464,0.09844686836004257
11,2014-01-22,"[0.         0.         0.10492703 0.         0.14827865 0.
 0.13706343 0.13307439 0.11537103 0.11249536 0.14289856 0.
 0.10589156]",1.0163079407076505,1.0128634904174334,0.09997659158474717,0.0,0.10492702573537827,0.0,0.14827865362167358,0.0,0.1370634287595749,0.13307438790798187,0.11537103354930878,0.11249535530805588,0.1428985595703125,0.0,0.10589155554771423,0.0
12,2014-01-23,"[0.         0.         0.10495708 0.         0.14822978 0.
 0.13706222 0.13258968 0.11525961 0.11229163 0.14393012 0.
 0.10567984]",1.016887658669725,1.013316934715288,0.00745162726811259,0.0,0.10495708137750626,0.0,0.14822977781295776,0.0,0.1370622217655182,0.1325896829366684,0.11525961011648178,0.11229163408279419,0.143930122256279,0.0,0.10567983984947205,0.0
