,Date,Weights,Profit,Base Profit,Volume,CTO,TRC,CIGI,FRPH,FFG,CIA,GL,AAME,PFE,BMY,JNJ,ABT,cash
0,2014-01-06,"[0.08575531 0.10894417 0.09746349 0.         0.10845567 0.
 0.10529124 0.         0.11202949 0.10025089 0.08730786 0.10849555
 0.08600634]",0.9999999999908575,0.9999999999917251,0.9142446947031515,0.10894416811798728,0.09746349257893225,0.0,0.10845566864776444,0.0,0.10529124222172388,0.0,0.11202949340718546,0.10025088623217983,0.08730785664373591,0.10849554716057108,0.08600633969307146,0.08575530529684837
1,2014-01-07,"[0.         0.12002903 0.10655489 0.         0.11903751 0.
 0.11555859 0.         0.123769   0.10933084 0.09408751 0.11901691
 0.09261572]",1.007897376695737,1.006423051614864,0.0857553052960644,0.12002902600783333,0.10655488659477938,0.0,0.11903751103641984,0.0,0.11555859371624393,0.0,0.12376900070761761,0.10933084204229514,0.09408751168458697,0.11901690520268692,0.09261572300753691,0.0
2,2014-01-08,"[0.         0.12011451 0.10678053 0.         0.11899676 0.
 0.11535293 0.         0.12395186 0.10931901 0.09391774 0.1190874
 0.09247925]",1.0010528025605447,1.000237339503257,0.009667709033182521,0.12011450661921852,0.10678053389932401,0.0,0.11899676125573416,0.0,0.11535293007758636,0.0,0.12395185876495265,0.10931901181900577,0.09391774220344051,0.11908740352697682,0.09247925183376114,0.0
3,2014-01-09,"[0.         0.1203329  0.10628716 0.         0.11894853 0.
 0.11553613 0.         0.12394144 0.10935605 0.09383839 0.11937977
 0.09237963]",0.9999313320545475,1.0007418540441368,0.008069700821583375,0.12033290132664723,0.10628716113631104,0.0,0.1189485293810818,0.0,0.11553612803319516,0.0,0.12394144133873315,0.10935604556582555,0.09383838998504557,0.11937976863216729,0.09237963460099337,0.0
4,2014-01-10,"[0.         0.12033818 0.10648725 0.         0.11912868 0.
 0.1152192  0.         0.12408645 0.10919457 0.09391994 0.11932188
 0.09230384]",1.004287781269518,1.0037691877327217,0.008901763756037946,0.12033818110544177,0.10648725127643419,0.0,0.11912868286384343,0.0,0.1152191965383147,0.0,0.12408645308570988,0.10919457020578517,0.0939199439794475,0.11932188296954166,0.09230383797548158,0.0
5,2014-01-13,"[0.         0.12013462 0.1067346  0.         0.11880696 0.
 0.11546174 0.         0.12367834 0.10922065 0.09423227 0.1191799
 0.09255091]",1.0016689790022058,1.0036308665752478,0.008794807154836172,0.1201346203003384,0.1067346002270337,0.0,0.11880696479814011,0.0,0.11546174345136961,0.0,0.12367834138354371,0.1092206503544604,0.0942322652763025,0.11917990047558415,0.09255091373322742,0.0
6,2014-01-14,"[0.         0.12016882 0.10648983 0.         0.11876872 0.
 0.11528928 0.         0.12384112 0.1090877  0.09462298 0.11909103
 0.09264051]",0.9948657318725406,0.9962333796925118,0.009128337853310435,0.12016882282712239,0.1064898307720902,0.0,0.11876872401830278,0.0,0.11528928027917641,0.0,0.1238411249095423,0.10908769789931212,0.09462298168007925,0.11909103079081854,0.09264050682355607,0.0
7,2014-01-15,"[0.         0.12020343 0.10622342 0.         0.11894481 0.
 0.11559821 0.         0.12365753 0.10922517 0.09437227 0.11912177
 0.09265339]",0.9902141966441081,0.9905807408991207,0.006514541497526128,0.1202034315182311,0.10622341675378347,0.0,0.11894480692808665,0.0,0.11559821404680994,0.0,0.12365752931156732,0.10922516902622599,0.09437226555126636,0.11912177458127458,0.0926533922827546,0.0
8,2014-01-16,"[0.         0.12018107 0.10652018 0.         0.11849803 0.
 0.11559587 0.         0.12384257 0.10909916 0.09432328 0.1191702
 0.09276965]",0.996933143766836,0.9946796697737245,0.009070280977010096,0.12018106502371613,0.10652017554815188,0.0,0.11849802834334905,0.0,0.11559587422458284,0.0,0.12384256919823086,0.10909916355711337,0.0943232770487312,0.11917020006187905,0.09276964699424568,0.0
9,2014-01-17,"[0.         0.1200888  0.10639354 0.         0.11920706 0.
 0.11565796 0.         0.12350909 0.10925251 0.09425291 0.11900719
 0.09263094]",0.9996821849294625,0.9983196594379317,0.006624465285896351,0.12008880496047145,0.10639353559184479,0.0,0.1192070558820221,0.0,0.11565796206330267,0.0,0.1235090885779412,0.10925250810807506,0.09425291405341159,0.11900719287268992,0.09263093789024111,0.0
10,2014-01-21,"[0.         0.12043032 0.10663409 0.         0.11951196 0.
 0.11532592 0.         0.12342795 0.1091705  0.09392781 0.11902667
 0.09254479]",1.000638925889783,0.9964172597474732,0.014510926439211516,0.12043031917306511,0.1066340907393319,0.0,0.11951196254940996,0.0,0.1153259201418151,0.0,0.12342794548280318,0.10917049884254443,0.09392780781770496,0.1190266656486437,0.09254478960468158,0.0
11,2014-01-22,"[0.         0.12027043 0.10671112 0.         0.11863589 0.
 0.1151486  0.         0.12401686 0.10918203 0.09430048 0.11908921
 0.09264539]",0.9985502952262549,0.9963136989733198,0.011625996184569758,0.12027042676469465,0.10671111922666936,0.0,0.11863588673517239,0.0,0.11514860397784654,0.0,0.12401685544760806,0.10918202824698149,0.09430048232725222,0.11908920676344588,0.09264539051032952,0.0
12,2014-01-23,"[0.         0.11995259 0.10646198 0.         0.11901407 0.
 0.11564499 0.         0.12375809 0.10919152 0.09424334 0.11912113
 0.09261229]",0.9943322722562655,0.9912525485631437,0.005206141356709348,0.11995259258516537,0.10646197867498923,0.0,0.11901407229243062,0.0,0.11564498507585942,0.0,0.1237580896149532,0.10919152366260926,0.09424333924423056,0.11912112871970985,0.09261229013005252,0.0
