,Date,Weights,Profit,Base Profit,BCRX,TTNP,NBIX,TECH,BIO,PKI,COHR,WAT,EBIX,JKHY,UIS,STRM,cash
0,2014-01-06,"[0.06796792 0.12206526 0.0778346  0.09807948 0.07354126 0.07592738
 0.17774167 0.11365551 0.         0.10634826 0.         0.08683868
 0.        ]",0.9999999999906797,0.9999999999917246,0.12206525563014765,0.07783460330279612,0.09807947870700182,0.07354125790892145,0.07592737872517316,0.17774166586931506,0.11365550754084301,0.0,0.10634825663895334,0.0,0.08683867667383693,0.0,0.06796791900301166
1,2014-01-07,"[0.         0.13190211 0.08065049 0.10385927 0.07562101 0.07826451
 0.2032416  0.12192332 0.         0.11387711 0.         0.09066057
 0.        ]",1.0154484126082377,1.0104074934368963,0.13190211376324312,0.08065048871543382,0.10385927346636828,0.07562101376750431,0.07826451194409388,0.20324159850521004,0.12192331916002207,0.0,0.11387710998326186,0.0,0.09066057069486252,0.0,0.0
2,2014-01-08,"[0.         0.13193876 0.07994577 0.10324202 0.07521819 0.07774717
 0.20647178 0.12182988 0.         0.11328012 0.         0.09032631
 0.        ]",1.0852475879327437,1.0566446888293972,0.13193876425545656,0.0799457732131066,0.10324201821092631,0.07521818794564904,0.07774716903133472,0.2064717818777463,0.12182987601882969,0.0,0.11328011673754704,0.0,0.09032631270940371,0.0,0.0
3,2014-01-09,"[0.         0.13215661 0.08059473 0.10300789 0.07497987 0.07825192
 0.20689967 0.1211726  0.         0.11265144 0.         0.09028528
 0.        ]",1.1080547508639083,1.0768577603683476,0.1321566113802148,0.08059472860087233,0.10300789371377124,0.0749798679102812,0.07825191833836001,0.2068996723875782,0.12117259600078817,0.0,0.11265143575110942,0.0,0.09028527591702455,0.0,0.0
4,2014-01-10,"[0.         0.13228535 0.08031413 0.10271818 0.07527188 0.07842643
 0.20713853 0.1212119  0.         0.11186203 0.         0.09077157
 0.        ]",1.128936179337839,1.0895925213842919,0.13228535253768223,0.08031412851701218,0.10271817632730118,0.07527187639757205,0.07842643146318722,0.20713853176352562,0.12121190314094678,0.0,0.11186202737549741,0.0,0.09077157247727519,0.0,0.0
5,2014-01-13,"[0.         0.1322938  0.08021784 0.10272683 0.0753032  0.07844164
 0.20728432 0.12119995 0.         0.11165147 0.         0.09088095
 0.        ]",1.1340266951491915,1.0941907336034447,0.1322938003644334,0.08021784126824798,0.1027268265324315,0.07530320092196613,0.07844163955837632,0.20728431827402016,0.12119995331393851,0.0,0.111651468741006,0.0,0.09088095102557998,0.0,0.0
6,2014-01-14,"[0.         0.13227032 0.08022217 0.10284718 0.07513862 0.07857465
 0.20751262 0.12078767 0.         0.11130281 0.         0.09134396
 0.        ]",1.136253837843323,1.097324326657969,0.13227031895145508,0.08022217429916585,0.10284717875647494,0.07513862314309401,0.07857465016596903,0.207512618463043,0.12078766745499818,0.0,0.11130281295551046,0.0,0.09134395581028948,0.0,0.0
7,2014-01-15,"[0.         0.13235304 0.08021347 0.10271007 0.07523021 0.07867062
 0.20753119 0.12078033 0.         0.11106775 0.         0.09144331
 0.        ]",1.1278922134283753,1.091497724057868,0.13235304292438327,0.08021346916553247,0.10271007449984094,0.07523021167175202,0.07867061958991788,0.20753119282275476,0.12078032708507228,0.0,0.1110677506128881,0.0,0.09144331162785832,0.0,0.0
8,2014-01-16,"[0.         0.13230572 0.08013611 0.10274266 0.07520137 0.07867556
 0.20759673 0.12078153 0.         0.1109552  0.         0.09160512
 0.        ]",1.1712105856488833,1.1218936999441014,0.1323057233907703,0.08013610761818848,0.10274266428318429,0.07520136557304963,0.07867555798297018,0.20759673106827076,0.12078152662054895,0.0,0.11095519940606287,0.0,0.09160512405695459,0.0,0.0
9,2014-01-17,"[0.         0.13230679 0.08024429 0.10268394 0.0752529  0.0786326
 0.20749459 0.12086879 0.         0.11117515 0.         0.09134095
 0.        ]",1.1510039912309178,1.1080750532329287,0.13230679176392435,0.0802442913040407,0.10268394104663346,0.07525289790895068,0.07863260443341248,0.20749458527549028,0.12086879364502104,0.0,0.11117514599416914,0.0,0.0913409486283579,0.0,0.0
10,2014-01-21,"[0.         0.13249295 0.0801697  0.10228656 0.07558661 0.07889604
 0.2075285  0.12088296 0.         0.11044478 0.         0.09171189
 0.        ]",1.1545001595148063,1.112237799645857,0.13249295413766649,0.08016969861401788,0.102286563048585,0.0755866124362986,0.07889604127007618,0.2075285020515602,0.12088295803750122,0.0,0.11044478101737316,0.0,0.09171188938692143,0.0,0.0
11,2014-01-22,"[0.         0.13249779 0.08034516 0.10237867 0.07546108 0.07886929
 0.20744832 0.1208178  0.         0.11071027 0.         0.09147162
 0.        ]",1.1675213733356828,1.120724084947652,0.13249778884218347,0.08034515541966347,0.10237867164980644,0.07546107806599307,0.07886928533402292,0.20744832423907494,0.12081780143296898,0.0,0.11071027305788873,0.0,0.0914716219583979,0.0,0.0
12,2014-01-23,"[0.         0.13240696 0.08039224 0.10249103 0.07537266 0.07868242
 0.20729161 0.12100354 0.         0.11127283 0.         0.09108671
 0.        ]",1.1741735467982037,1.122739297976168,0.13240696129511437,0.08039223518835026,0.1024910294947507,0.07537266265480931,0.07868241988898307,0.2072916086306327,0.12100354304919202,0.0,0.11127283267310124,0.0,0.09108670712506639,0.0,0.0
13,2014-01-24,"[0.         0.13237075 0.08038324 0.10258126 0.07528868 0.07866385
 0.20728001 0.12096397 0.         0.11134536 0.         0.09112288
 0.        ]",1.1906270311568834,1.1321656261568236,0.13237074521052214,0.08038324350262403,0.102581260603011,0.0752886752140045,0.07866385361873417,0.20728000751027645,0.120963971709504,0.0,0.11134536456519169,0.0,0.09112287806613198,0.0,0.0
14,2014-01-27,"[0.         0.13226318 0.08056989 0.10282295 0.07502565 0.07858809
 0.20727235 0.12073986 0.         0.11174191 0.         0.09097612
 0.        ]",1.1795596736611902,1.1258276233548525,0.1322631806215455,0.08056988854184143,0.10282295172186835,0.07502565312545896,0.0785880892486282,0.20727235069918587,0.12073986148888835,0.0,0.11174190683953496,0.0,0.09097611771304838,0.0,0.0
15,2014-01-28,"[0.         0.13223553 0.08061983 0.10287582 0.07494043 0.07862496
 0.20735841 0.12046224 0.         0.11171239 0.         0.09117039
 0.        ]",1.1437338519336668,1.0999266275749486,0.1322355279957686,0.08061982670012671,0.10287581951812304,0.07494043328214818,0.0786249638124424,0.20735840640624978,0.12046223666466954,0.0,0.11171239202255388,0.0,0.09117039359791787,0.0,0.0
16,2014-01-29,"[0.         0.13228262 0.08076791 0.10275513 0.07502137 0.07872139
 0.20739478 0.12024569 0.         0.1115878  0.         0.09122332
 0.        ]",1.1085494206680853,1.072990834005479,0.1322826150108029,0.08076790523322912,0.10275513195024877,0.0750213677598508,0.07872139138174264,0.20739478060536629,0.12024569423122888,0.0,0.11158779833531957,0.0,0.09122331549221108,0.0,0.0
17,2014-01-30,"[0.         0.13289063 0.07964622 0.10109019 0.07658979 0.0796752
 0.20813482 0.12032213 0.         0.10779395 0.         0.09385707
 0.        ]",1.1143398867711538,1.0733803433654452,0.13289062881821212,0.07964621853199935,0.10109019171088883,0.07658978904933435,0.079675200968115,0.20813482162321575,0.12032212719488616,0.0,0.10779395238995423,0.0,0.09385706971339419,0.0,0.0
18,2014-01-31,"[0.         0.13301027 0.07953665 0.10078843 0.07681645 0.07978877
 0.20830123 0.12028413 0.         0.10726174 0.         0.09421233
 0.        ]",1.1151865417955624,1.0685501990931703,0.13301026580035705,0.07953665358287709,0.1007884297578481,0.07681644699321599,0.07978877330583486,0.20830122783288035,0.12028412807524284,0.0,0.10726174151150843,0.0,0.09421233314023518,0.0,0.0
