,Date,Weights,Profit,Base Profit,Volume,SUP,MOD,STRT,DORM,FFG,CIA,GL,AAME,TFX,MMM,CRY,ATRI,cash
0,2014-01-06,"[0.         0.         0.11652125 0.1104863  0.         0.10865313
 0.         0.10727162 0.09647173 0.11606506 0.09651279 0.11995684
 0.12806126]",0.9997999776571989,0.9998000000000002,0.9999999776482582,0.0,0.11652125418186188,0.11048629879951477,0.0,0.10865312814712524,0.0,0.10727161914110184,0.09647173434495926,0.11606505513191223,0.09651278704404831,0.119956836104393,0.12806126475334167,0.0
1,2014-01-07,"[0.         0.         0.12864214 0.12298477 0.         0.11991855
 0.         0.11862937 0.10684788 0.12872037 0.         0.13282037
 0.1414365 ]",0.9978742664849058,0.9968088330876439,0.1929869168305097,0.0,0.12864214181900024,0.12298476696014404,0.0,0.11991854757070541,0.0,0.11862936615943909,0.10684788227081299,0.12872037291526794,0.0,0.13282036781311035,0.14143650233745575,0.0
2,2014-01-08,"[0.         0.         0.12848358 0.12303346 0.         0.11980304
 0.         0.11857407 0.10707317 0.12889841 0.         0.13273323
 0.14140101]",0.9953891204354227,0.9898401127006168,0.005133600275685431,0.0,0.1284835785627365,0.12303345650434494,0.0,0.1198030412197113,0.0,0.11857406795024872,0.10707317292690277,0.12889841198921204,0.0,0.13273322582244873,0.141401007771492,0.0
3,2014-01-09,"[0.         0.         0.12843353 0.12311776 0.         0.11974046
 0.         0.11853826 0.1071559  0.12897718 0.         0.13267346
 0.14136343]",0.9980287070484036,0.9901262273193825,0.006386338630834902,0.0,0.12843352556228638,0.12311775982379913,0.0,0.11974046379327774,0.0,0.1185382604598999,0.10715590417385101,0.12897717952728271,0.0,0.1326734572649002,0.14136342704296112,0.0
4,2014-01-10,"[0.         0.         0.12836282 0.12318893 0.         0.11966456
 0.         0.11849882 0.10727055 0.12909211 0.         0.13258295
 0.1413393 ]",0.9984203778305083,0.9890761195304735,0.008286036777012548,0.0,0.12836281955242157,0.12318892776966095,0.0,0.11966456472873688,0.0,0.11849882453680038,0.10727054625749588,0.12909211218357086,0.0,0.13258294761180878,0.14133930206298828,0.0
5,2014-01-13,"[0.         0.         0.12828417 0.1232821  0.         0.11958829
 0.         0.11845843 0.10738096 0.12920015 0.         0.13250287
 0.14130302]",1.0047250697542318,0.9898787864832841,0.005460579582875127,0.0,0.12828417122364044,0.12328209728002548,0.0,0.11958828568458557,0.0,0.11845843493938446,0.10738096386194229,0.12920014560222626,0.0,0.13250286877155304,0.14130301773548126,0.0
6,2014-01-14,"[0.         0.         0.12825176 0.12332942 0.         0.11955721
 0.         0.11844256 0.1074065  0.12924989 0.         0.1324654
 0.1412973 ]",0.9979441982074312,0.9860585354150825,0.008355721839718961,0.0,0.12825176119804382,0.12332941591739655,0.0,0.1195572093129158,0.0,0.11844255775213242,0.10740649700164795,0.12924988567829132,0.0,0.1324654072523117,0.14129729568958282,0.0
7,2014-01-15,"[0.         0.         0.12817986 0.12335583 0.         0.11950356
 0.         0.11841704 0.10752029 0.1293469  0.         0.13239089
 0.14128561]",0.9920564854299466,0.9794027595968796,0.008574426348117078,0.0,0.1281798630952835,0.12335582822561264,0.0,0.11950355768203735,0.0,0.11841703951358795,0.10752028971910477,0.12934690713882446,0.0,0.13239088654518127,0.14128561317920685,0.0
8,2014-01-16,"[0.         0.         0.12821852 0.12321356 0.         0.11956947
 0.         0.11844212 0.1074857  0.12927349 0.         0.13245964
 0.1413375 ]",0.9902021423592264,0.9818414111748749,0.013152939332128334,0.0,0.12821851670742035,0.12321355938911438,0.0,0.11956947296857834,0.0,0.1184421181678772,0.10748570412397385,0.12927348911762238,0.0,0.1324596405029297,0.14133749902248383,0.0
9,2014-01-17,"[0.         0.         0.12820916 0.12316488 0.         0.11959276
 0.         0.11844672 0.10747843 0.12924546 0.         0.13250977
 0.14135283]",0.9904329275501575,0.9784364127436236,0.010884384270619763,0.0,0.1282091587781906,0.12316487729549408,0.0,0.11959276348352432,0.0,0.1184467226266861,0.10747843235731125,0.12924546003341675,0.0,0.1325097680091858,0.1413528323173523,0.0
10,2014-01-21,"[0.         0.         0.12822273 0.12317317 0.         0.11959709
 0.         0.11845019 0.10747064 0.12923452 0.         0.13250361
 0.14134806]",0.989322706675809,0.9749138877193473,0.005550457462197621,0.0,0.1282227337360382,0.12317316979169846,0.0,0.11959709227085114,0.0,0.11845018714666367,0.10747063905000687,0.12923452258110046,0.0,0.13250361382961273,0.14134806394577026,0.0
11,2014-01-22,"[0.         0.         0.12828414 0.12319497 0.         0.11962917
 0.         0.11847352 0.10737115 0.129139   0.         0.1325897
 0.14131837]",0.9940179304680576,0.9773929396638529,0.01593411498026985,0.0,0.12828414142131805,0.12319497019052505,0.0,0.11962916702032089,0.0,0.11847352236509323,0.10737115144729614,0.1291390061378479,0.0,0.1325896978378296,0.14131836593151093,0.0
12,2014-01-23,"[0.         0.         0.12834893 0.12317558 0.         0.11964631
 0.         0.11849406 0.10733559 0.1291151  0.         0.13256285
 0.1413216 ]",0.9923671775357622,0.9773075879831301,0.02004128524978115,0.0,0.1283489316701889,0.12317558377981186,0.0,0.11964631080627441,0.0,0.11849406361579895,0.10733558982610703,0.12911510467529297,0.0,0.13256284594535828,0.14132159948349,0.0
13,2014-01-24,"[0.         0.         0.12834002 0.12313455 0.         0.11963021
 0.         0.11848821 0.10740437 0.12917398 0.         0.13248311
 0.14134552]",0.9874431928871777,0.9726258152377869,0.012478133678029574,0.0,0.12834002077579498,0.123134545981884,0.0,0.11963021010160446,0.0,0.11848821491003036,0.10740437358617783,0.12917397916316986,0.0,0.13248310983181,0.14134551584720612,0.0
14,2014-01-27,"[0.         0.         0.12835218 0.1231887  0.         0.11958764
 0.         0.11846551 0.10747226 0.12922975 0.         0.13238838
 0.14131552]",1.002618034728959,0.9777102602768664,0.006145121011600748,0.0,0.12835218012332916,0.12318869680166245,0.0,0.11958764493465424,0.0,0.11846551299095154,0.107472263276577,0.12922975420951843,0.0,0.1323883831501007,0.1413155198097229,0.0
15,2014-01-28,"[0.         0.         0.12822975 0.12337586 0.         0.1194512
 0.         0.11838669 0.10764399 0.12944551 0.         0.13219482
 0.14127217]",0.9734247658920782,0.9513243361310125,0.03788141240019564,0.0,0.1282297521829605,0.12337586283683777,0.0,0.11945120245218277,0.0,0.11838669329881668,0.1076439917087555,0.12944550812244415,0.0,0.13219481706619263,0.14127217233181,0.0
16,2014-01-29,"[0.         0.         0.12834013 0.12321863 0.         0.11948567
 0.         0.11842495 0.10769646 0.12942752 0.         0.13210963
 0.14129698]",0.9727773408187134,0.9502181549949638,0.029075175512050095,0.0,0.12834012508392334,0.12321862578392029,0.0,0.11948566883802414,0.0,0.11842495203018188,0.10769645869731903,0.12942752242088318,0.0,0.1321096271276474,0.14129698276519775,0.0
17,2014-01-30,"[0.         0.         0.12837529 0.12308107 0.         0.11952945
 0.         0.11845178 0.10771877 0.1293705  0.         0.1321505
 0.14132269]",0.9812720688369241,0.9580747414859011,0.02506415294672386,0.0,0.12837529182434082,0.12308106571435928,0.0,0.11952944844961166,0.0,0.11845178157091141,0.10771877318620682,0.12937049567699432,0.0,0.13215050101280212,0.14132268726825714,0.0
18,2014-01-31,"[0.         0.         0.12825024 0.12310056 0.         0.11951564
 0.         0.118426   0.10774948 0.12942286 0.         0.13218817
 0.14134704]",0.9785877296424602,0.9534560439241376,0.02356916652255913,0.0,0.12825024127960205,0.12310056388378143,0.0,0.11951563507318497,0.0,0.11842599511146545,0.10774947702884674,0.1294228583574295,0.0,0.13218817114830017,0.1413470357656479,0.0
