,Date,Weights,Profit,Base Profit,FMC,GRA,OLN,BCPC,XLNX,KOPN,MXIM,INTC,COHR,WAT,BIO,PKI,cash
10,2014-01-21,"[0.         0.15970604 0.14886543 0.         0.14435608 0.11968647
 0.         0.         0.         0.09862683 0.         0.12248663
 0.20627251]",1.0264224773593655,1.0168347987909199,0.15970603546951304,0.1488654336089803,0.0,0.14435608240843856,0.11968647348414446,0.0,0.0,0.0,0.09862683288816769,0.0,0.12248662766692155,0.2062725144738343,0.0
11,2014-01-22,"[0.         0.15956866 0.14871427 0.         0.14441996 0.11976339
 0.         0.         0.         0.09856518 0.         0.12253272
 0.20643582]",1.0316193929657997,1.021056138168933,0.15956866194725203,0.14871426799494303,0.0,0.14441996280255903,0.11976338940402803,0.0,0.0,0.0,0.09856517811920625,0.0,0.12253272153988629,0.20643581819212517,0.0
12,2014-01-23,"[0.         0.15956066 0.14874235 0.         0.14437259 0.11975636
 0.         0.         0.         0.0986261  0.         0.1224745
 0.20646745]",1.0286564662223223,1.0179072616569231,0.1595606597487492,0.14874234513417245,0.0,0.14437259244666306,0.11975635680279027,0.0,0.0,0.0,0.09862610228796444,0.0,0.1224744985124002,0.20646744506726042,0.0
13,2014-01-24,"[0.         0.15957639 0.1487638  0.         0.14436218 0.11979695
 0.         0.         0.         0.09860579 0.         0.12255476
 0.20634012]",1.0270916572651905,1.014525301636366,0.15957639346842176,0.14876379796427372,0.0,0.1443621784841638,0.1197969543210929,0.0,0.0,0.0,0.09860579407534145,0.0,0.12255476106569578,0.20634012062101056,0.0
14,2014-01-27,"[0.         0.15971252 0.14888201 0.         0.14424786 0.11967647
 0.         0.         0.         0.09874512 0.         0.12238356
 0.20635246]",1.0134342674149561,1.0095576887217108,0.15971251936375216,0.14888200739387666,0.0,0.14424786306275603,0.11967646993322024,0.0,0.0,0.0,0.09874511504515641,0.0,0.12238356224947909,0.20635246295175957,0.0
15,2014-01-28,"[0.         0.15956587 0.14867181 0.         0.14428741 0.1197095
 0.         0.         0.         0.09868707 0.         0.12227769
 0.20680065]",0.9944510741801655,0.9946489333254737,0.15956587259131982,0.14867180635816044,0.0,0.14428741433250797,0.11970949983607879,0.0,0.0,0.0,0.09868707262446416,0.0,0.12227768760654245,0.20680064665092637,0.0
16,2014-01-29,"[0.         0.15955332 0.1486127  0.         0.14434601 0.11970794
 0.         0.         0.         0.09861548 0.         0.12233654
 0.20682801]",0.9914380417610577,0.9912260980173302,0.15955332388633303,0.14861270087032613,0.0,0.1443460101526041,0.11970793555488059,0.0,0.0,0.0,0.09861547655295633,0.0,0.12233654461509422,0.20682800836780565,0.0
17,2014-01-30,"[0.         0.15914891 0.14836692 0.         0.14457913 0.1199618
 0.         0.         0.         0.09831562 0.         0.12235288
 0.20727474]",0.9890643152294292,0.9917575217951289,0.15914891079633015,0.1483669211946088,0.0,0.14457913130752334,0.11996179683420714,0.0,0.0,0.0,0.09831562342444725,0.0,0.12235287941488523,0.20727473702799806,0.0
18,2014-01-31,"[0.         0.15893963 0.14811257 0.         0.14474098 0.12009848
 0.         0.         0.         0.09812376 0.         0.12253816
 0.20744643]",0.9941516115427788,0.9917227802088733,0.1589396313139953,0.14811256582957613,0.0,0.14474097509460793,0.12009848321585587,0.0,0.0,0.0,0.09812375995239453,0.0,0.12253815502037337,0.20744642957319695,0.0
19,2014-02-03,"[0.         0.15908494 0.14818692 0.         0.14465524 0.12003949
 0.         0.         0.         0.0982016  0.         0.12253626
 0.20729555]",0.9992797513645132,0.9893457570738883,0.15908494211640348,0.14818691649284954,0.0,0.144655237190279,0.12003949030650515,0.0,0.0,0.0,0.09820159899213858,0.0,0.12253626424576151,0.2072955506560626,0.0
20,2014-02-04,"[0.         0.15915029 0.14813569 0.         0.14460657 0.12000213
 0.         0.         0.         0.09824562 0.         0.12251744
 0.20734226]",0.9917381878634888,0.9867066142855165,0.15915028651861107,0.1481356902796477,0.0,0.14460656917922318,0.12000213286481798,0.0,0.0,0.0,0.09824562321006133,0.0,0.12251744194437364,0.20734225600326509,0.0
21,2014-02-05,"[0.         0.15903882 0.14782167 0.         0.14473833 0.1200416
 0.         0.         0.         0.09807003 0.         0.12262028
 0.20766927]",0.9701702411515675,0.9675317864355932,0.15903881844886392,0.14782166840533775,0.0,0.14473832998259786,0.12004160181094806,0.0,0.0,0.0,0.09807002885456935,0.0,0.12262028479156807,0.20766926770611496,0.0
22,2014-02-06,"[0.         0.15878871 0.14761659 0.         0.14497697 0.12021929
 0.         0.         0.         0.09781751 0.         0.12288093
 0.2077    ]",0.9631400476171965,0.9611217225750742,0.15878871349027784,0.14761658863905805,0.0,0.1449769662272376,0.12021928816099325,0.0,0.0,0.0,0.09781751320292374,0.0,0.12288093427913119,0.20769999600037822,0.0
23,2014-02-07,"[0.         0.15857654 0.14741175 0.         0.14514021 0.12036196
 0.         0.         0.         0.09763892 0.         0.123047
 0.20782362]",0.9737327989150178,0.9665548871507478,0.15857654276506733,0.14741174895152828,0.0,0.14514021274766928,0.12036195607511575,0.0,0.0,0.0,0.09763892150150665,0.0,0.12304700069907415,0.2078236172600386,0.0
24,2014-02-10,"[0.         0.15847245 0.14742683 0.         0.14526731 0.12043808
 0.         0.         0.         0.09749838 0.         0.12314043
 0.20775652]",0.9812366569213423,0.9761108980709919,0.15847244727467183,0.1474268289398059,0.0,0.1452673101067035,0.1204380826455294,0.0,0.0,0.0,0.09749838089210446,0.0,0.12314042559286024,0.20775652454832466,0.0
25,2014-02-11,"[0.         0.15834466 0.14731372 0.         0.14536085 0.12056942
 0.         0.         0.         0.0973673  0.         0.12330595
 0.2077381 ]",0.9844346338850706,0.9781554139082945,0.15834466453545584,0.14731371647772362,0.0,0.14536085461614137,0.1205694163097822,0.0,0.0,0.0,0.09736729594329047,0.0,0.12330595056755206,0.20773810155005445,0.0
26,2014-02-12,"[0.         0.15827625 0.1473372  0.         0.14538782 0.12061457
 0.         0.         0.         0.09734516 0.         0.12329359
 0.2077454 ]",0.9885568037740995,0.9847531308858519,0.15827625431377415,0.1473372041100949,0.0,0.14538782323341665,0.12061456936059162,0.0,0.0,0.0,0.09734516424019611,0.0,0.1232935854656212,0.2077453992763054,0.0
27,2014-02-13,"[0.         0.15793168 0.14631259 0.         0.1459468  0.12052309
 0.         0.         0.         0.09623212 0.         0.12342069
 0.20963302]",1.000650237291706,0.993055612797406,0.15793168211864161,0.14631259307466113,0.0,0.14594679743253475,0.12052308895881705,0.0,0.0,0.0,0.09623212490008877,0.0,0.12342069055771633,0.20963302295754033,0.0
28,2014-02-14,"[0.         0.15794916 0.14628895 0.         0.14579455 0.12040459
 0.         0.         0.         0.09641637 0.         0.12333943
 0.20980694]",0.9962697603332041,0.9926432177237693,0.15794916265979073,0.14628895444046489,0.0,0.1457945499918963,0.12040459438090342,0.0,0.0,0.0,0.0964163669537734,0.0,0.1233394271301668,0.20980694444300438,0.0
29,2014-02-18,"[0.         0.15789052 0.14630865 0.         0.14578719 0.12047153
 0.         0.         0.         0.09640116 0.         0.1233924
 0.20974856]",1.006260054253961,1.000568277623723,0.15789051630829679,0.14630864977085378,0.0,0.14578718900996646,0.12047152790009844,0.0,0.0,0.0,0.09640115527391435,0.0,0.12339240189299434,0.20974855984387583,0.0
30,2014-02-19,"[0.         0.15762687 0.14606983 0.         0.14598915 0.12063724
 0.         0.         0.         0.09615501 0.         0.12356652
 0.20995538]",1.0067995792626667,1.0037842965203212,0.15762686524001437,0.14606983090655917,0.0,0.14598915180821945,0.12063723887594453,0.0,0.0,0.0,0.0961550130034495,0.0,0.12356652058229879,0.20995537958351412,0.0
31,2014-02-20,"[0.         0.15881902 0.14736057 0.         0.14458014 0.11959112
 0.         0.         0.         0.09786468 0.         0.1223615
 0.20942297]",1.007545587794092,1.0069761719041324,0.1588190203989879,0.14736056858326363,0.0,0.14458014267197652,0.11959112021568641,0.0,0.0,0.0,0.09786467545223983,0.0,0.12236150411180428,0.20942296856604134,0.0
32,2014-02-21,"[0.         0.15886307 0.14745746 0.         0.14450119 0.1195913
 0.         0.         0.         0.0978752  0.         0.12235555
 0.20935622]",1.0067023932086598,1.0091147929224002,0.15886307327727978,0.14745746280072344,0.0,0.1445011937248491,0.11959130183823219,0.0,0.0,0.0,0.09787519509161223,0.0,0.12235555011609353,0.20935622315120975,0.0
33,2014-02-24,"[0.         0.15883686 0.14757383 0.         0.14452621 0.119585
 0.         0.         0.         0.09787703 0.         0.12229588
 0.20930519]",1.0176008935771288,1.0223629726177499,0.15883685839144232,0.14757383132931998,0.0,0.14452620908830416,0.1195850023288552,0.0,0.0,0.0,0.09787702721725364,0.0,0.12229588122975363,0.20930519041507128,0.0
34,2014-02-25,"[0.         0.15867303 0.14738663 0.         0.14464555 0.1196958
 0.         0.         0.         0.09771464 0.         0.12243849
 0.20944586]",1.0105815718260536,1.011956202213171,0.1586730329821053,0.14738662950357645,0.0,0.14464555046447458,0.11969580258776394,0.0,0.0,0.0,0.09771463613365952,0.0,0.12243849160544683,0.2094458567229734,0.0
35,2014-02-26,"[0.         0.15850351 0.14716576 0.         0.14473315 0.11982532
 0.         0.         0.         0.09758241 0.         0.12257223
 0.20961763]",1.0133068522797464,1.0130172275615086,0.15850350736239882,0.14716575775631846,0.0,0.14473314567434095,0.11982531543853753,0.0,0.0,0.0,0.09758240767720293,0.0,0.12257223187482155,0.2096176342163797,0.0
36,2014-02-27,"[0.         0.15847689 0.14705474 0.         0.1447283  0.11986161
 0.         0.         0.         0.0975572  0.         0.12264307
 0.20967818]",1.0162140169279632,1.0116430192200063,0.15847689402142948,0.14705474352021786,0.0,0.14472830248856114,0.11986161080492816,0.0,0.0,0.0,0.09755720017832395,0.0,0.12264306643955641,0.20967818254698306,0.0
37,2014-02-28,"[0.         0.15829664 0.14696457 0.         0.14486183 0.12000422
 0.         0.         0.         0.09739897 0.         0.12282667
 0.20964711]",1.0247516427473176,1.0155365390774096,0.1582966367575823,0.14696457452882858,0.0,0.14486182756763372,0.12000421787890794,0.0,0.0,0.0,0.09739896543118082,0.0,0.12282666917397077,0.20964710866189587,0.0
38,2014-03-03,"[0.         0.15832625 0.14699521 0.         0.14484399 0.11998806
 0.         0.         0.         0.09743378 0.         0.12281639
 0.20959632]",1.0321712514310983,1.0203942814116487,0.15832624615252425,0.1469952134116903,0.0,0.1448439880172421,0.11998806363584895,0.0,0.0,0.0,0.09743377876311124,0.0,0.12281639411076178,0.20959631590882122,0.0
39,2014-03-04,"[0.         0.15799492 0.14664926 0.         0.14505409 0.1201988
 0.         0.         0.         0.09714029 0.         0.12303379
 0.20992885]",1.02434209165777,1.0125435857374634,0.1579949208958417,0.14664926412649373,0.0,0.14505408581258922,0.1201987983072734,0.0,0.0,0.0,0.0971402901440166,0.0,0.12303379300342608,0.20992884771035938,0.0
40,2014-03-05,"[0.         0.15781546 0.14647076 0.         0.14522938 0.12030452
 0.         0.         0.         0.09692205 0.         0.12320499
 0.21005284]",1.0344313053039373,1.0215693625472322,0.15781546142949807,0.1464707625045647,0.0,0.14522937689196044,0.1203045228231997,0.0,0.0,0.0,0.0969220496899474,0.0,0.12320498691874288,0.210052839742087,0.0
41,2014-03-06,"[0.         0.15830012 0.14710045 0.         0.14473521 0.11997928
 0.         0.         0.         0.09764878 0.         0.12270092
 0.20953524]",1.046849269191375,1.0316227238748183,0.15830012492705872,0.14710044541531705,0.0,0.14473521420794142,0.11997928235140748,0.0,0.0,0.0,0.09764877549087812,0.0,0.12270091530949465,0.2095352422979025,0.0
42,2014-03-07,"[0.         0.15838787 0.14716402 0.         0.14467136 0.1199593
 0.         0.         0.         0.097709   0.         0.12268129
 0.20942716]",1.0541524822868453,1.033338934269519,0.15838787322646594,0.14716401590554767,0.0,0.1446713576028816,0.11995929692520647,0.0,0.0,0.0,0.09770899980004863,0.0,0.12268129157474313,0.20942716496510652,0.0
43,2014-03-10,"[0.         0.15847328 0.14722585 0.         0.14463236 0.11994697
 0.         0.         0.         0.0977619  0.         0.12271996
 0.20923968]",1.0598980119869945,1.0392872641445707,0.1584732828056393,0.14722584649429893,0.0,0.14463236109990743,0.11994696779236266,0.0,0.0,0.0,0.0977619012475297,0.0,0.1227199629980785,0.20923967756218348,0.0
44,2014-03-11,"[0.         0.15847126 0.14719058 0.         0.14460444 0.11992863
 0.         0.         0.         0.09779452 0.         0.1226652
 0.20934537]",1.0656455302661536,1.039477421108203,0.15847126498067104,0.14719058073345623,0.0,0.14460443846490978,0.1199286298664023,0.0,0.0,0.0,0.09779451554529733,0.0,0.12266520099472712,0.2093453694145362,0.0
45,2014-03-12,"[0.         0.15807701 0.14686273 0.         0.14493973 0.12021066
 0.         0.         0.         0.09738166 0.         0.12300314
 0.20952507]",1.0666634117207565,1.0411478353692019,0.15807700533851615,0.14686273287267845,0.0,0.1449397254581213,0.12021065957208664,0.0,0.0,0.0,0.09738166491137043,0.0,0.12300314352119998,0.2095250683260271,0.0
46,2014-03-13,"[0.         0.15814902 0.14685186 0.         0.14495242 0.12018479
 0.         0.         0.         0.09735995 0.         0.12304929
 0.20945266]",1.0502371300173026,1.0289120617643315,0.15814901914847673,0.14685186134805692,0.0,0.14495242180059148,0.12018479319290698,0.0,0.0,0.0,0.09735995182282507,0.0,0.12304929061652146,0.20945266207062127,0.0
47,2014-03-14,"[0.         0.15841449 0.14704978 0.         0.14473681 0.11999359
 0.         0.         0.         0.09761695 0.         0.12281542
 0.20937296]",1.0562503698141372,1.0330081869649985,0.15841449020420598,0.14704977650868767,0.0,0.144736812446608,0.11999358990361905,0.0,0.0,0.0,0.09761694832964787,0.0,0.1228154194310449,0.20937296317618645,0.0
48,2014-03-17,"[0.         0.15849661 0.14703373 0.         0.14471999 0.119961
 0.         0.         0.         0.0976032  0.         0.12283045
 0.20935503]",1.0416718409636232,1.0201040049583698,0.15849660737983498,0.14703373014616808,0.0,0.1447199894811766,0.11996099695323177,0.0,0.0,0.0,0.09760319589867734,0.0,0.12283044880778231,0.20935503133312908,0.0
49,2014-03-18,"[0.         0.15837105 0.14688508 0.         0.1449982  0.12015019
 0.         0.         0.         0.09729276 0.         0.12301537
 0.20928735]",1.0478420631032064,1.026782263650935,0.1583710541816526,0.1468850797841466,0.0,0.14499820049631526,0.12015019015337307,0.0,0.0,0.0,0.09729275521262445,0.0,0.12301536637329351,0.20928735379859448,0.0
50,2014-03-19,"[0.         0.15826953 0.14679528 0.         0.14507271 0.12026955
 0.         0.         0.         0.09719736 0.         0.12314574
 0.20924983]",1.0533067427927179,1.0291567720282164,0.15826952546018297,0.14679528047832197,0.0,0.14507271450260442,0.12026955341815179,0.0,0.0,0.0,0.09719735625877501,0.0,0.12314573621071023,0.20924983367125366,0.0
51,2014-03-20,"[0.         0.15831366 0.14689407 0.         0.14500506 0.12026117
 0.         0.         0.         0.09730559 0.         0.12311596
 0.20910449]",1.0604750556433535,1.036437626121285,0.15831365681608464,0.14689406906301186,0.0,0.1450050627664388,0.12026116752735083,0.0,0.0,0.0,0.09730558917141743,0.0,0.12311596166622304,0.20910449298947342,0.0
52,2014-03-21,"[0.         0.1584453  0.14698492 0.         0.14492577 0.12018317
 0.         0.         0.         0.0973952  0.         0.12307701
 0.20898864]",1.0539287017789423,1.0299198567769747,0.15844529590170092,0.14698491506997297,0.0,0.14492576946895463,0.12018317497094876,0.0,0.0,0.0,0.09739519505050005,0.0,0.12307701371712919,0.20898863582079338,0.0
53,2014-03-24,"[0.         0.15842832 0.14709842 0.         0.14493756 0.12024447
 0.         0.         0.         0.09739815 0.         0.12316299
 0.20873009]",1.0688313717871445,1.04353787340042,0.15842831637465732,0.1470984233110142,0.0,0.14493756239399755,0.12024447209415995,0.0,0.0,0.0,0.09739814842694762,0.0,0.1231629920493753,0.20873008534984802,0.0
54,2014-03-25,"[0.         0.15855701 0.14720478 0.         0.14485702 0.12015255
 0.         0.         0.         0.09752306 0.         0.1230969
 0.20860868]",1.0650346895474676,1.0372953049575178,0.1585570102229383,0.14720478464016717,0.0,0.14485701868950038,0.1201525485545632,0.0,0.0,0.0,0.0975230556250695,0.0,0.12309690120659582,0.20860868106116578,0.0
55,2014-03-26,"[0.         0.15865735 0.14723307 0.         0.14476346 0.12008618
 0.         0.         0.         0.09760017 0.         0.12303679
 0.208623  ]",1.0569036371523428,1.0319620265895522,0.15865734831520104,0.14723306560625957,0.0,0.144763456283347,0.12008618025166085,0.0,0.0,0.0,0.09760016534484989,0.0,0.12303678914137964,0.20862299505730192,0.0
56,2014-03-27,"[0.         0.15851822 0.14712532 0.         0.14486385 0.12018362
 0.         0.         0.         0.09746767 0.         0.12313503
 0.20870629]",1.0511807016796855,1.033228856199481,0.1585182180532232,0.14712532363900727,0.0,0.1448638509772922,0.12018361701848093,0.0,0.0,0.0,0.09746766546002772,0.0,0.12313503073206365,0.20870629411990513,0.0
57,2014-03-28,"[0.         0.15850606 0.14699224 0.         0.14489042 0.12022955
 0.         0.         0.         0.09735165 0.         0.1233086
 0.20872148]",1.0323660973019269,1.0169654574338471,0.15850606470572043,0.1469922368200153,0.0,0.14489042393034543,0.12022954637149132,0.0,0.0,0.0,0.09735164916923492,0.0,0.1233086025684806,0.20872147643471198,0.0
58,2014-03-31,"[0.         0.15834559 0.14677262 0.         0.14506041 0.12033946
 0.         0.         0.         0.09711201 0.         0.12347344
 0.20889646]",1.0266225056946419,1.013714456587026,0.15834559315917657,0.14677262270350608,0.0,0.14506041256458946,0.12033946476909804,0.0,0.0,0.0,0.09711200911702621,0.0,0.12347343995285333,0.20889645773375037,0.0
59,2014-04-01,"[0.         0.16111302 0.14348081 0.         0.14244037 0.11668375
 0.         0.         0.         0.09968506 0.         0.11618798
 0.220409  ]",1.0293616790244688,1.0152981173414666,0.16111302486309959,0.14348080815923595,0.0,0.14244037079291297,0.1166837513778735,0.0,0.0,0.0,0.09968505591141455,0.0,0.11618798391710852,0.22040900497835494,0.0
60,2014-04-02,"[0.         0.15020299 0.10531815 0.         0.18688979 0.13615552
 0.         0.         0.         0.         0.         0.14375193
 0.27768162]",1.0508397880972313,1.029441644460782,0.150202990973589,0.10531814856103033,0.0,0.18688979339587447,0.13615551582405777,0.0,0.0,0.0,0.0,0.0,0.14375193029836378,0.2776816209470846,0.0
61,2014-04-03,"[0.         0.14615107 0.10486741 0.         0.18886773 0.13510713
 0.         0.         0.         0.         0.         0.14497671
 0.28002994]",1.0808079535379096,1.0432522661198536,0.14615106718740048,0.10486741438874012,0.0,0.18886773330612333,0.1351071290355617,0.0,0.0,0.0,0.0,0.0,0.14497671389268632,0.28002994218948796,0.0
62,2014-04-04,"[0.         0.14807954 0.10667363 0.         0.1837939  0.1329439
 0.         0.         0.         0.         0.         0.14700561
 0.28150343]",1.0872979498425877,1.0497078836362985,0.1480795383748431,0.10667362635554505,0.0,0.18379390185660896,0.13294389604969056,0.0,0.0,0.0,0.0,0.0,0.14700561128615452,0.2815034260771577,0.0
63,2014-04-07,"[0.         0.14851598 0.10770771 0.         0.1822231  0.13223358
 0.         0.         0.         0.         0.         0.14764048
 0.28167915]",1.0824809214197413,1.0504534640278442,0.1485159781728061,0.10770770601922831,0.0,0.18222309530349695,0.1322335820708375,0.0,0.0,0.0,0.0,0.0,0.1476404839179258,0.28167915451570535,0.0
64,2014-04-08,"[0.         0.14927523 0.10942584 0.         0.18074635 0.1314753
 0.         0.         0.         0.         0.         0.1478639
 0.28121338]",1.0541727755312278,1.0258171938142522,0.14927522881417205,0.10942584396689613,0.0,0.18074634618109636,0.13147530492917547,0.0,0.0,0.0,0.0,0.0,0.147863896730666,0.28121337937799396,0.0
65,2014-04-09,"[0.         0.15045077 0.11168735 0.         0.17960974 0.13110495
 0.         0.         0.         0.         0.         0.14785758
 0.27928961]",1.0426914813810786,1.0192660237734406,0.150450774841605,0.11168735066477942,0.0,0.17960973634126012,0.13110494827050811,0.0,0.0,0.0,0.0,0.0,0.14785757856497864,0.27928961131686864,0.0
66,2014-04-10,"[0.         0.15196951 0.1151225  0.         0.17829208 0.13090597
 0.         0.         0.         0.         0.         0.14725106
 0.27645887]",1.0500474549556742,1.0299558540923797,0.15196951122229604,0.11512250441180073,0.0,0.17829207713929618,0.13090597359548378,0.0,0.0,0.0,0.0,0.0,0.14725106265788154,0.2764588709732418,0.0
67,2014-04-11,"[0.         0.15410255 0.11983942 0.         0.1767278  0.13066852
 0.         0.         0.         0.         0.         0.14562304
 0.27303867]",1.0646545848897808,1.0406311696960064,0.15410254688409428,0.11983941873330907,0.0,0.1767278036991842,0.13066852072347745,0.0,0.0,0.0,0.0,0.0,0.14562304055313588,0.27303866940679905,0.0
68,2014-04-14,"[0.         0.15791483 0.12390207 0.         0.1744829  0.1294154
 0.         0.         0.         0.         0.         0.1433492
 0.2709356 ]",1.0337180598169349,1.0105542447104308,0.15791482629161305,0.12390207226022547,0.0,0.17448290410045447,0.1294153977176636,0.0,0.0,0.0,0.0,0.0,0.14334919680884228,0.27093560282120105,0.0
69,2014-04-15,"[0.         0.16371448 0.12041987 0.         0.1734874  0.12794309
 0.         0.         0.         0.         0.         0.14139863
 0.27303654]",1.0378995782471887,1.012818827735613,0.16371447767358066,0.12041986965784988,0.0,0.17348739546234085,0.12794308682740718,0.0,0.0,0.0,0.0,0.0,0.14139863324087365,0.2730365371379477,0.0
70,2014-04-16,"[0.         0.17202591 0.09498536 0.         0.18272237 0.12327956
 0.         0.         0.         0.         0.         0.14228599
 0.28470082]",1.0401836394331607,1.0129642788127569,0.17202590647926133,0.0949853551482233,0.0,0.18272236997223562,0.12327956007382053,0.0,0.0,0.0,0.0,0.0,0.14228598711393847,0.2847008212125209,0.0
71,2014-04-17,"[0.         0.18425111 0.         0.         0.22697036 0.11417294
 0.         0.         0.         0.         0.         0.15843032
 0.31617527]",1.0448456123036594,1.019694603201243,0.18425111044100945,0.0,0.0,0.2269703645758231,0.11417293906204261,0.0,0.0,0.0,0.0,0.0,0.15843031605961413,0.3161752698615106,0.0
72,2014-04-21,"[0.         0.14406375 0.12293738 0.         0.15101308 0.13206721
 0.         0.         0.         0.087354   0.         0.11080345
 0.25176113]",1.0424409568768234,1.0185188288188207,0.14406374969945793,0.1229373833156953,0.0,0.15101308287087448,0.13206720651829196,0.0,0.0,0.0,0.08735399625013723,0.0,0.11080345114252202,0.25176113020302104,0.0
73,2014-04-22,"[0.         0.14899849 0.13308487 0.         0.15774502 0.16813888
 0.         0.         0.         0.         0.         0.11343172
 0.27860102]",1.0514246261868574,1.0269633840914563,0.1489984917829517,0.1330848718526857,0.0,0.15774501695468301,0.1681388821280907,0.0,0.0,0.0,0.0,0.0,0.11343172219190129,0.27860101508968765,0.0
74,2014-04-23,"[0.         0.18980495 0.         0.         0.20637444 0.22672878
 0.         0.         0.         0.         0.         0.
 0.37709183]",1.0476740133744116,1.0253638974330175,0.18980494676283097,0.0,0.0,0.20637444430126395,0.22672877640601563,0.0,0.0,0.0,0.0,0.0,0.0,0.37709183252988937,0.0
75,2014-04-24,"[0.         0.1819688  0.         0.         0.20660067 0.21573284
 0.         0.         0.         0.         0.         0.
 0.39569768]",1.061644074792143,1.0321635038338346,0.18196880277316083,0.0,0.0,0.20660067269206853,0.21573284293552938,0.0,0.0,0.0,0.0,0.0,0.0,0.3956976815992412,0.0
76,2014-04-25,"[0.         0.1787736  0.         0.         0.21248569 0.20288247
 0.         0.         0.         0.         0.         0.
 0.40585823]",1.0478167408300532,1.0235388361144524,0.17877360334862363,0.0,0.0,0.21248569339328582,0.20288246969793414,0.0,0.0,0.0,0.0,0.0,0.0,0.4058582335601564,0.0
77,2014-04-28,"[0.         0.1802978  0.         0.         0.21356368 0.19083823
 0.         0.         0.         0.         0.         0.
 0.41530029]",1.0334562530467635,1.0122086713661826,0.18029779567127355,0.0,0.0,0.21356368331001732,0.19083823394775568,0.0,0.0,0.0,0.0,0.0,0.0,0.41530028707095346,0.0
