,Date,Weights,Profit,Base Profit,AMS,PMD,LH,DGX,WLFC,KAMN,LAWS,HDSN,JNJ,BMY,PFE,ABT,cash
692,2016-10-04,"[0.         0.         0.         0.09107815 0.12930943 0.24604308
 0.         0.         0.08451565 0.         0.1172575  0.18746177
 0.14433441]",1.281734235819269,1.2704656692326513,0.0,0.0,0.09107815176951949,0.1293094318959053,0.24604308077870118,0.0,0.0,0.08451565206120436,0.0,0.11725749952248311,0.18746177017716387,0.14433441379502263,0.0
693,2016-10-05,"[0.         0.         0.         0.09106317 0.12891325 0.24604539
 0.         0.         0.08456756 0.         0.11742013 0.18744953
 0.14454097]",1.2858945912254076,1.271524763272371,0.0,0.0,0.09106317286492348,0.12891324828426232,0.2460453907726659,0.0,0.0,0.0845675604272082,0.0,0.11742013217986819,0.18744952774176096,0.144540967729311,0.0
694,2016-10-06,"[0.         0.         0.         0.09132278 0.12957879 0.24569577
 0.         0.         0.08375273 0.         0.11739561 0.18713817
 0.14511616]",1.2881628257942421,1.269157528086239,0.0,0.0,0.0913227758593483,0.1295787905859372,0.24569576977293578,0.0,0.0,0.08375273150987965,0.0,0.11739561126347621,0.18713816566373537,0.14511615534468747,0.0
695,2016-10-07,"[0.         0.         0.         0.09091718 0.12948957 0.24617693
 0.         0.         0.08435403 0.         0.11721504 0.18757303
 0.14427422]",1.2835788646746062,1.2662126153218707,0.0,0.0,0.09091718236386177,0.1294895656381893,0.24617692769970506,0.0,0.0,0.08435403260387608,0.0,0.11721503935368269,0.18757303417754123,0.1442742181631439,0.0
696,2016-10-10,"[0.         0.         0.         0.09043807 0.12917529 0.24661516
 0.         0.         0.08465823 0.         0.11736449 0.18804941
 0.14369933]",1.300840483759272,1.275268891973982,0.0,0.0,0.0904380674596595,0.12917529493647428,0.24661516387407856,0.0,0.0,0.08465823177836981,0.0,0.11736449478018517,0.1880494135922777,0.14369933357895495,0.0
697,2016-10-11,"[0.         0.         0.         0.09069337 0.12932349 0.24641993
 0.         0.         0.08435309 0.         0.11730909 0.18779342
 0.14410761]",1.2924817192932017,1.2672634949967145,0.0,0.0,0.09069337344923455,0.12932349112505495,0.24641993127534947,0.0,0.0,0.08435308701619275,0.0,0.11730909073608128,0.18779341518695372,0.14410761121113322,0.0
698,2016-10-12,"[0.         0.         0.         0.09133881 0.12590924 0.24638921
 0.         0.         0.08781098 0.         0.11648979 0.18716477
 0.1448972 ]",1.2933839087474104,1.2731263784087634,0.0,0.0,0.09133880883417236,0.12590924338009882,0.24638921194332858,0.0,0.0,0.08781097565522848,0.0,0.11648978995030712,0.1871647749439467,0.144897195292918,0.0
699,2016-10-13,"[0.         0.         0.         0.09368318 0.12766678 0.24458496
 0.         0.         0.08555917 0.         0.11638326 0.18509598
 0.14702667]",1.2729582248744964,1.2487874896857807,0.0,0.0,0.09368317699488285,0.12766678489571076,0.2445849561261003,0.0,0.0,0.08555917163456836,0.0,0.1163832570142494,0.18509598248141865,0.14702667085306975,0.0
700,2016-10-14,"[0.         0.         0.         0.09413549 0.12780767 0.24416859
 0.         0.         0.0854107  0.         0.11629735 0.18463444
 0.14754576]",1.262168017691293,1.2442973788552525,0.0,0.0,0.09413548649797766,0.12780766513885441,0.24416859320731218,0.0,0.0,0.08541069802849957,0.0,0.11629735313945505,0.1846344395216105,0.1475457644662907,0.0
701,2016-10-17,"[0.         0.         0.         0.0944836  0.12807668 0.24402442
 0.         0.         0.08522859 0.         0.11606008 0.18424654
 0.14788009]",1.2758235811565666,1.2474391297266427,0.0,0.0,0.09448360124561332,0.12807668064279926,0.24402442232039612,0.0,0.0,0.0852285910238728,0.0,0.11606007556261363,0.18424654318429454,0.14788008602041022,0.0
702,2016-10-18,"[0.         0.         0.         0.09457349 0.12816543 0.24421656
 0.         0.         0.08542858 0.         0.11580176 0.18420691
 0.14760727]",1.2717677575808903,1.2396323894811154,0.0,0.0,0.09457348703323476,0.12816543249236248,0.24421656121772833,0.0,0.0,0.08542857769972272,0.0,0.11580175630024904,0.18420691073091341,0.14760727452578926,0.0
