,Date,Weights,Profit,Base Profit,Volume,OLN,BCPC,FMC,GRA,AVX,IIN,HUBB,MRCY,CTO,FRPH,TRC,CIGI,cash
0,2014-01-06,"[0.06711182 0.08919065 0.06879463 0.06122756 0.08353464 0.07776397
 0.07851014 0.07468452 0.0779289  0.06384709 0.0727087  0.07084742
 0.11384996]",0.9998134372593972,0.9998000000000002,0.9328881949186325,0.08919065445661545,0.0687946304678917,0.06122756004333496,0.08353464305400848,0.07776397466659546,0.07851014286279678,0.0746845155954361,0.07792890071868896,0.06384708732366562,0.07270870357751846,0.07084742188453674,0.11384996026754379,0.06711181998252869
1,2014-01-07,"[0.06697667 0.08918384 0.06875651 0.06119468 0.0836987  0.07761811
 0.07851231 0.07480936 0.07788347 0.06360419 0.07296053 0.07092696
 0.11387468]",1.010540605928645,1.0110232598689468,0.0011589570718516821,0.08918384462594986,0.06875650584697723,0.061194684356451035,0.08369869738817215,0.07761810719966888,0.07851231098175049,0.07480936497449875,0.07788346707820892,0.0636041909456253,0.07296053320169449,0.0709269642829895,0.11387468129396439,0.06697667390108109
2,2014-01-08,"[0.06695553 0.08928867 0.06864399 0.06098671 0.08376814 0.07673603
 0.07886673 0.07510701 0.07822537 0.0635865  0.07269137 0.07095779
 0.11418617]",1.002997414136311,1.0030582791514928,0.01228110795004577,0.08928867429494858,0.06864398717880249,0.060986705124378204,0.08376813679933548,0.07673603296279907,0.07886672765016556,0.07510700821876526,0.07822536677122116,0.06358649581670761,0.07269137352705002,0.07095779478549957,0.11418616771697998,0.06695552915334702
3,2014-01-09,"[0.06693492 0.08924211 0.06872874 0.06114909 0.08370375 0.07732331
 0.0786251  0.07489259 0.07800225 0.06358185 0.07285205 0.07096562
 0.11399866]",1.003649248986681,1.0031788651386275,0.008036773647025977,0.0892421081662178,0.0687287449836731,0.06114909425377846,0.08370374888181686,0.0773233100771904,0.07862509787082672,0.07489258795976639,0.07800225168466568,0.06358184665441513,0.07285205274820328,0.07096561789512634,0.1139986589550972,0.06693492084741592
4,2014-01-10,"[0.06690188 0.08931711 0.06874573 0.06124665 0.08365779 0.07734095
 0.07869226 0.07487267 0.07787968 0.06362899 0.07278627 0.07100371
 0.11392628]",1.0038182749311064,1.0037652306305107,0.009730049676083787,0.08931710571050644,0.06874573230743408,0.06124664843082428,0.08365778625011444,0.07734094560146332,0.07869225740432739,0.07487266510725021,0.07787968218326569,0.06362899392843246,0.07278627157211304,0.07100371271371841,0.11392627656459808,0.06690187752246857
5,2014-01-13,"[0.06689431 0.08934701 0.06874534 0.06126188 0.08363631 0.07734874
 0.07867178 0.0748453  0.07786986 0.06364176 0.07276363 0.07105881
 0.1139153 ]",1.0043909655465086,1.0040940721910914,0.012529873648617955,0.08934701234102249,0.06874533742666245,0.06126188486814499,0.0836363136768341,0.0773487389087677,0.07867178320884705,0.07484529912471771,0.07786986231803894,0.06364176422357559,0.07276362925767899,0.07105880975723267,0.11391530185937881,0.06689430773258209
6,2014-01-14,"[0.06689239 0.08940516 0.06869171 0.06114132 0.08367358 0.07690339
 0.07883352 0.07498901 0.07806275 0.06363299 0.07263399 0.07107499
 0.11406516]",1.0015946038593628,1.0011848221411743,0.005539860743716518,0.08940515667200089,0.06869170814752579,0.06114131584763527,0.08367358148097992,0.07690338790416718,0.07883352041244507,0.07498901337385178,0.0780627503991127,0.06363298743963242,0.07263398915529251,0.07107499241828918,0.11406516283750534,0.06689238548278809
7,2014-01-15,"[0.06688535 0.08943245 0.06871674 0.06117593 0.08364011 0.07692522
 0.07884573 0.07496894 0.07804015 0.06368201 0.07257442 0.07107813
 0.11403483]",0.9937617059319545,0.993123931111072,0.009642997722910052,0.08943244814872742,0.06871674209833145,0.061175934970378876,0.08364010602235794,0.07692521810531616,0.07884573191404343,0.07496894150972366,0.07804014533758163,0.06368201225996017,0.0725744217634201,0.07107812911272049,0.11403483152389526,0.06688535213470459
8,2014-01-16,"[0.06687482 0.08945443 0.06875489 0.06127891 0.08362317 0.07717206
 0.07878543 0.07488184 0.077871   0.06369124 0.07264337 0.07107554
 0.11389326]",1.0068640407210043,1.008078309177461,0.009701925148136151,0.08945442736148834,0.0687548890709877,0.06127891317009926,0.08362317085266113,0.07717205584049225,0.07878542691469193,0.07488183677196503,0.07787100225687027,0.06369124352931976,0.07264336943626404,0.07107553631067276,0.11389326304197311,0.06687481701374054
9,2014-01-17,"[0.06685646 0.08944203 0.06873348 0.06120716 0.08366355 0.07700314
 0.07882854 0.07495032 0.07795981 0.06362148 0.07266228 0.07106376
 0.11400791]",1.0179226481941872,1.0199186254335502,0.011677473487915792,0.08944202959537506,0.06873348355293274,0.061207160353660583,0.08366355299949646,0.07700314372777939,0.07882854342460632,0.07495032250881195,0.077959805727005,0.06362148374319077,0.07266227900981903,0.07106375694274902,0.11400790512561798,0.06685645878314972
10,2014-01-21,"[0.06683719 0.08953654 0.06871539 0.06121596 0.08363238 0.0767225
 0.07902306 0.07503723 0.07797187 0.06367823 0.07250088 0.07108425
 0.11404449]",1.0201264678837882,1.02205340930797,0.010268405862484686,0.08953654021024704,0.06871538609266281,0.06121596321463585,0.08363237977027893,0.07672250270843506,0.07902306318283081,0.07503723353147507,0.07797186821699142,0.06367822736501694,0.07250088453292847,0.07108425348997116,0.11404449492692947,0.06683719158172607
