,Date,Weights,Profit,Base Profit,Volume,UVV,PYX,STKL,ANDE,F,PCAR,SPAR,OSK,LH,AMS,PMD,DGX,cash
0,2014-01-06,"[0.08715296 0.09020274 0.         0.1141089  0.1237744  0.
 0.         0.0906714  0.095894   0.15632474 0.13733681 0.
 0.10453406]",0.9999999999908714,0.9999999999917251,0.9128470434597723,0.09020273786746373,0.0,0.11410889815301188,0.12377439723328157,0.0,0.0,0.09067139938461548,0.09589399895621765,0.15632474325048665,0.137336808344352,0.0,0.10453406027034332,0.08715295654022766
1,2014-01-07,"[0.         0.09649717 0.         0.12464435 0.13603811 0.
 0.         0.09662842 0.10222843 0.17722312 0.15377613 0.
 0.11296428]",1.0122820714098515,1.0127740177245061,0.08715295653943193,0.09649716976887932,0.0,0.1246443460711806,0.13603810787625467,0.0,0.0,0.09662841750074376,0.10222843137383644,0.17722312184072828,0.153776126018536,0.0,0.11296427954984087,0.0
2,2014-01-08,"[0.         0.09604958 0.         0.12420105 0.13593569 0.
 0.         0.09596065 0.10154906 0.17858203 0.15514308 0.
 0.11257886]",1.0079631733653263,1.005734565956051,0.008322737207146522,0.09604957540615856,0.0,0.12420104827701231,0.13593569314276843,0.0,0.0,0.09596065141945766,0.1015490591244618,0.17858202910584348,0.15514308009861016,0.0,0.11257886342568757,0.0
3,2014-01-09,"[0.         0.09586529 0.         0.12414745 0.13579397 0.
 0.         0.09591574 0.10142036 0.17884794 0.15563286 0.
 0.11237639]",1.0172125180288352,1.0081944024002383,0.012860151697305396,0.09586529283730731,0.0,0.1241474536613964,0.1357939697842081,0.0,0.0,0.0959157398030817,0.1014203558622185,0.17884794138757945,0.15563286130946488,0.0,0.1123763853547436,0.0
4,2014-01-10,"[0.         0.09613404 0.         0.12451654 0.13602393 0.
 0.         0.09563251 0.10150817 0.17946454 0.15402916 0.
 0.11269111]",1.016016735431294,1.0088935713670557,0.00955562623316567,0.09613403700952455,0.0,0.12451654041458714,0.13602392779735809,0.0,0.0,0.09563251259798031,0.10150817113555097,0.1794645419353064,0.1540291609444184,0.0,0.11269110816527429,0.0
5,2014-01-13,"[0.         0.09617333 0.         0.1251116  0.135994   0.
 0.         0.09580743 0.10154379 0.17899187 0.15378016 0.
 0.11259782]",1.0199236279096167,1.0118878221496388,0.014951882225119903,0.0961733326155744,0.0,0.12511159664422367,0.13599399859293398,0.0,0.0,0.09580742973569094,0.10154379284206362,0.1789918665749569,0.1537801613988893,0.0,0.1125978215956671,0.0
6,2014-01-14,"[0.         0.09612426 0.         0.12457131 0.13665427 0.
 0.         0.09550909 0.1014707  0.17906585 0.15376262 0.
 0.1128419 ]",1.0193212028841623,1.0118106865766505,0.008733531366661145,0.09612426422293331,0.0,0.124571306368252,0.13665426791658472,0.0,0.0,0.09550909083384536,0.10147070213370853,0.17906585075617198,0.15376262189162293,0.0,0.1128418958768812,0.0
7,2014-01-15,"[0.         0.09623588 0.         0.12411734 0.13620294 0.
 0.         0.09527726 0.10169491 0.17874073 0.15483358 0.
 0.11289736]",1.0189882755797943,1.0098217958988638,0.016021098929133934,0.09623587772559154,0.0,0.12411733956006671,0.13620294224426346,0.0,0.0,0.09527725980982586,0.10169490586195465,0.17874073441490138,0.1548335773060741,0.0,0.11289736307732226,0.0
8,2014-01-16,"[0.         0.09604178 0.         0.12380268 0.1364125  0.
 0.         0.09505484 0.1012261  0.17875371 0.15582751 0.
 0.11288089]",1.0296930712183627,1.016719335313415,0.02258725986065466,0.09604177837893062,0.0,0.12380268165810787,0.1364124979583813,0.0,0.0,0.0950548377483706,0.10122609572133937,0.17875370807076016,0.15582750928509073,0.0,0.11288089117901952,0.0
9,2014-01-17,"[0.         0.09604409 0.         0.1236094  0.13681143 0.
 0.         0.09554964 0.10152354 0.17889461 0.15479611 0.
 0.11277117]",1.0284299620587607,1.0200499724269239,0.015074466376109664,0.0960440928190663,0.0,0.12360940465993688,0.13681142870743201,0.0,0.0,0.09554964388328085,0.10152353595236734,0.17889461227787437,0.15479611011997113,0.0,0.11277117158007122,0.0
