,Date,Weights,Profit,Base Profit,Volume,AVX,HUBB,IIN,MRCY,WAT,BIO,COHR,PKI,ASYS,IVAC,TRT,VECO,cash
0,2014-01-06,"[0.07554274 0.07957049 0.0785593  0.07883932 0.074938   0.08040418
 0.07376375 0.07857887 0.07581785 0.07574652 0.07591482 0.07839832
 0.07392585]",0.9998151383389565,0.9998000000000002,0.9244572892785072,0.07957049459218979,0.07855930179357529,0.07883932441473007,0.07493799924850464,0.08040417730808258,0.07376375049352646,0.0785788744688034,0.07581785321235657,0.07574652135372162,0.07591482251882553,0.07839832454919815,0.07392584532499313,0.07554274052381516
1,2014-01-07,"[0.07750593 0.07993202 0.07836764 0.07936262 0.07448684 0.08026788
 0.07267285 0.07869364 0.07566632 0.07461328 0.07566837 0.07814042
 0.07462222]",1.0098302713388032,1.0106236606021795,0.005354113282317156,0.07993201911449432,0.07836763560771942,0.07936261594295502,0.07448683679103851,0.08026788383722305,0.07267285138368607,0.07869364321231842,0.07566631585359573,0.07461328059434891,0.07566837221384048,0.07814042270183563,0.07462222129106522,0.0775059312582016
2,2014-01-08,"[0.07748805 0.07995509 0.07836384 0.07940672 0.07443197 0.08029212
 0.07264574 0.07866757 0.07569908 0.07462865 0.07569561 0.07824323
 0.07448233]",1.0073989697615446,1.0080448648989617,0.015015162831565195,0.0799550861120224,0.07836383581161499,0.07940671592950821,0.07443197071552277,0.08029212057590485,0.07264573872089386,0.07866756618022919,0.07569907605648041,0.07462865114212036,0.07569561153650284,0.07824323326349258,0.07448232918977737,0.07748804986476898
3,2014-01-09,"[0.07754803 0.07994515 0.07839274 0.07934664 0.07441328 0.08034829
 0.07262281 0.07871816 0.07565904 0.07463221 0.07566462 0.07818333
 0.0745257 ]",1.0215293361628532,1.0237111628212192,0.007544046865661338,0.0799451470375061,0.07839273661375046,0.07934664189815521,0.07441328465938568,0.08034829050302505,0.07262280583381653,0.0787181556224823,0.07565903663635254,0.07463221251964569,0.07566462457180023,0.07818333059549332,0.07452569901943207,0.07754802703857422
4,2014-01-10,"[0.07735869 0.07988966 0.07842448 0.07929055 0.07451017 0.08037504
 0.07266714 0.07879007 0.07562687 0.074733   0.07558139 0.07808912
 0.07466385]",1.0363535996306776,1.0399193216178633,0.015186134175572663,0.07988966256380081,0.07842447608709335,0.07929054647684097,0.07451017200946808,0.08037503808736801,0.07266713678836823,0.07879006862640381,0.07562686502933502,0.07473299652338028,0.075581394135952,0.07808911800384521,0.07466384768486023,0.07735869288444519
5,2014-01-13,"[0.07740372 0.07987778 0.07847647 0.07920498 0.0745322  0.0804597
 0.07260188 0.07886757 0.07555091 0.07471192 0.07553969 0.07794918
 0.07482402]",1.0443551004730924,1.0501605707063404,0.024390042585142383,0.07987777888774872,0.07847646623849869,0.0792049765586853,0.07453220337629318,0.08045969903469086,0.07260188460350037,0.07886756956577301,0.07555091381072998,0.07471191883087158,0.07553968578577042,0.07794918119907379,0.0748240202665329,0.077403724193573
6,2014-01-14,"[0.07771557 0.08000483 0.07858284 0.07925535 0.0744791  0.0804541
 0.07238113 0.07883404 0.07559411 0.07451379 0.07550275 0.07787042
 0.07481197]",1.0482980308525096,1.0540070302947702,0.022512227678188484,0.08000482618808746,0.07858283817768097,0.0792553499341011,0.0744791030883789,0.08045410364866257,0.07238113135099411,0.07883404195308685,0.07559411227703094,0.07451379299163818,0.07550275325775146,0.07787042111158371,0.07481197267770767,0.07771556824445724
7,2014-01-15,"[0.07759398 0.07996135 0.07854389 0.07925232 0.0745128  0.08041388
 0.07248524 0.07881959 0.07559317 0.0745929  0.07553591 0.07792095
 0.07477402]",1.0377481122571295,1.0420808916934428,0.010703586834799553,0.07996135205030441,0.07854388654232025,0.07925232499837875,0.07451280206441879,0.08041387796401978,0.07248523831367493,0.07881958782672882,0.07559316605329514,0.07459290325641632,0.07553590834140778,0.07792095094919205,0.07477401942014694,0.07759398221969604
8,2014-01-16,"[0.07762424 0.07999364 0.07857464 0.07926504 0.07451634 0.0804057
 0.07245087 0.07881869 0.07560747 0.07456927 0.07550924 0.07789217
 0.0747727 ]",1.0578593773620137,1.0632732825932774,0.008051393745240295,0.07999364286661148,0.07857464253902435,0.0792650431394577,0.07451634109020233,0.08040570467710495,0.07245086878538132,0.07881869375705719,0.07560747116804123,0.07456927001476288,0.07550923526287079,0.07789216935634613,0.07477270066738129,0.07762423902750015
9,2014-01-17,"[0.07754684 0.07998576 0.07857622 0.07927432 0.0745378  0.0804033
 0.07246413 0.07882605 0.07563788 0.07458321 0.07548668 0.0779333
 0.0747445 ]",1.069242031662475,1.076375864987442,0.012954013311065866,0.07998576015233994,0.0785762220621109,0.07927431911230087,0.07453779876232147,0.08040329813957214,0.07246413081884384,0.07882604748010635,0.07563787698745728,0.07458321005105972,0.0754866823554039,0.07793330401182175,0.07474450021982193,0.07754684239625931
10,2014-01-21,"[0.07750112 0.0799792  0.07856893 0.07929743 0.07450756 0.08040334
 0.07247664 0.07881356 0.07567785 0.07462187 0.07549501 0.07799097
 0.07466653]",1.0702180995104533,1.07824294262817,0.011458430919396571,0.07997919619083405,0.07856892794370651,0.07929743081331253,0.07450756430625916,0.08040334284305573,0.07247664034366608,0.07881356030702591,0.07567784935235977,0.07462187111377716,0.07549501210451126,0.07799097150564194,0.07466652989387512,0.07750111818313599
