,Date,Weights,Profit,Base Profit,Volume,SPXC,LECO,CVR,PFIN,EAT,JACK,PZZA,MCD,CIA,GL,AAME,FFG,cash
0,2014-01-06,"[0.         0.08275939 0.08279645 0.0803903  0.08613986 0.08416474
 0.08260652 0.08365894 0.08383685 0.08451506 0.08562104 0.07973687
 0.083774  ]",0.9998000148952007,0.9998000000000002,1.0000000149011612,0.08275938779115677,0.08279645442962646,0.08039030432701111,0.08613985776901245,0.08416473865509033,0.08260651677846909,0.08365894109010696,0.08383684605360031,0.0845150575041771,0.08562103658914566,0.0797368735074997,0.08377400040626526,0.0
1,2014-01-07,"[0.         0.08238399 0.08125716 0.08131241 0.08593913 0.08392471
 0.08346179 0.08408972 0.08493561 0.0844746  0.08519939 0.07867172
 0.08434977]",1.004100862452747,1.0042179756496976,0.007763849360194709,0.08238399028778076,0.0812571570277214,0.08131241053342819,0.08593913167715073,0.08392471075057983,0.08346179127693176,0.0840897187590599,0.08493560552597046,0.0844746008515358,0.08519938588142395,0.07867171615362167,0.08434977382421494,0.0
2,2014-01-08,"[0.         0.08241252 0.08125565 0.08137289 0.08598281 0.08387876
 0.08337459 0.08410462 0.08485637 0.08447717 0.08529732 0.07861385
 0.08437345]",0.9978218714597982,0.997925326030451,0.009507634336515103,0.08241251856088638,0.08125565201044083,0.08137288689613342,0.08598281443119049,0.08387875556945801,0.08337458968162537,0.08410461992025375,0.08485636860132217,0.08447717130184174,0.08529732376337051,0.07861384749412537,0.08437345176935196,0.0
3,2014-01-09,"[0.         0.08244251 0.08127201 0.0815357  0.08592769 0.08388252
 0.08343908 0.08409285 0.08477271 0.08452381 0.0852429  0.07850219
 0.08436602]",0.9995723877889117,1.0000711270550622,0.008564677634674403,0.082442507147789,0.08127200603485107,0.081535704433918,0.08592768758535385,0.08388251811265945,0.08343908190727234,0.08409284800291061,0.08477271348237991,0.08452381193637848,0.08524290472269058,0.07850219309329987,0.08436601608991623,0.0
4,2014-01-10,"[0.         0.08250524 0.08131414 0.08156563 0.08599568 0.083822
 0.08335252 0.08407094 0.08470166 0.08456382 0.08536775 0.07836261
 0.08437796]",1.0037722803873652,1.004170683870457,0.01028256179082981,0.0825052410364151,0.08131413906812668,0.08156563341617584,0.08599568158388138,0.08382200449705124,0.08335252106189728,0.08407094329595566,0.08470166474580765,0.08456382155418396,0.08536774665117264,0.0783626139163971,0.0843779593706131,0.0
5,2014-01-13,"[0.         0.08257978 0.08130574 0.08160475 0.08601019 0.08375774
 0.08333346 0.08410019 0.0846229  0.08454684 0.08546349 0.07825743
 0.08441751]",1.002473586206364,1.0032461141587767,0.006364774405633988,0.08257977664470673,0.08130574226379395,0.08160474896430969,0.08601018786430359,0.08375774323940277,0.08333346247673035,0.08410019427537918,0.08462289720773697,0.08454684168100357,0.0854634940624237,0.07825742661952972,0.08441750705242157,0.0
6,2014-01-14,"[0.         0.0825453  0.08125945 0.08159452 0.08596442 0.08379479
 0.08341159 0.08410864 0.08469744 0.08454482 0.08537667 0.07827055
 0.08443179]",0.9954820524774988,0.9958269687810273,0.010014927869446391,0.08254529535770416,0.08125945180654526,0.08159451931715012,0.08596441894769669,0.08379479497671127,0.08341158926486969,0.08410864323377609,0.08469744026660919,0.0845448225736618,0.08537667244672775,0.07827054709196091,0.08443178981542587,0.0
7,2014-01-15,"[0.         0.08257208 0.0812853  0.08155213 0.08595511 0.08378625
 0.083439   0.08407602 0.08472495 0.08453008 0.08538898 0.07825883
 0.0844313 ]",0.9856238547857917,0.985306402053566,0.011877516949979785,0.0825720801949501,0.08128529787063599,0.08155213296413422,0.08595510572195053,0.0837862491607666,0.08343899995088577,0.08407601714134216,0.08472494781017303,0.08453007787466049,0.08538898080587387,0.07825882732868195,0.08443129807710648,0.0
8,2014-01-16,"[0.         0.08257507 0.08135512 0.08161123 0.08600408 0.08380204
 0.08340205 0.08404616 0.0846202  0.084563   0.08539122 0.07823781
 0.08439197]",1.0107384391389145,1.0103252995086314,0.016467539837251768,0.08257506787776947,0.08135512471199036,0.08161123096942902,0.08600407838821411,0.08380204439163208,0.08340205252170563,0.08404616266489029,0.08462020009756088,0.0845630019903183,0.08539121598005295,0.07823780924081802,0.08439197391271591,0.0
9,2014-01-17,"[0.         0.08254902 0.08137137 0.0816267  0.08601684 0.08381417
 0.08332462 0.08406008 0.0845661  0.08462401 0.08538588 0.07830833
 0.08435291]",1.0108206157868673,1.0100590284823705,0.02761598705279297,0.08254902064800262,0.08137137442827225,0.08162669837474823,0.08601684123277664,0.08381416648626328,0.0833246186375618,0.08406008034944534,0.08456610143184662,0.08462401479482651,0.08538588136434555,0.07830832898616791,0.08435291051864624,0.0
10,2014-01-21,"[0.         0.08263122 0.08137123 0.0819041  0.08589835 0.08381355
 0.08354046 0.08398203 0.08455753 0.08469326 0.0852677  0.07794907
 0.08439153]",1.005577268043401,1.0054668275680858,0.012715666938266954,0.08263121545314789,0.0813712328672409,0.0819040983915329,0.08589835464954376,0.08381354808807373,0.08354046195745468,0.08398202806711197,0.08455753326416016,0.08469326049089432,0.08526770025491714,0.07794906944036484,0.0843915268778801,0.0
