,Date,Weights,Profit,Base Profit,ASYS,TRT,VECO,IVAC,BCRX,TECH,TTNP,NBIX,OLN,GRA,FMC,BCPC,cash
12,2014-01-23,"[0.         0.         0.37823585 0.         0.33637264 0.
 0.         0.         0.         0.         0.         0.
 0.28539151]",1.0465351456749414,1.1462149733841085,0.0,0.37823584762639195,0.0,0.336372637767205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2853915146064031,0.0
13,2014-01-24,"[0.         0.         0.37950714 0.         0.33688821 0.
 0.         0.         0.         0.         0.         0.
 0.28360464]",1.0661083161959701,1.1612935566104792,0.0,0.37950714456740403,0.0,0.33688821085610837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28360464457648765,0.0
14,2014-01-27,"[0.         0.         0.38237534 0.         0.3367021  0.
 0.         0.         0.         0.         0.         0.
 0.28092256]",1.040549714485114,1.1534013807549695,0.0,0.38237534456141625,0.0,0.33670209565402837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28092255978455527,0.0
15,2014-01-28,"[0.         0.         0.38499437 0.         0.33601604 0.
 0.         0.         0.         0.         0.         0.
 0.27898959]",1.0251570134576118,1.124430694406556,0.0,0.3849943652327473,0.0,0.3360160397705715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27898959499668113,0.0
16,2014-01-29,"[0.         0.         0.38820868 0.         0.3354722  0.
 0.         0.         0.         0.         0.         0.
 0.27631912]",0.9942175288698439,1.0920287352974007,0.0,0.388208679585359,0.0,0.3354722029956065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763191174190345,0.0
17,2014-01-30,"[0.         0.         0.3913145  0.         0.33521581 0.
 0.         0.         0.         0.         0.         0.
 0.2734697 ]",0.9686546013049577,1.0868491684178745,0.0,0.3913144980631276,0.0,0.3352158067661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27346969517070663,0.0
18,2014-01-31,"[0.         0.         0.39235136 0.         0.33503313 0.
 0.         0.         0.         0.         0.         0.
 0.27261551]",1.009775790300152,1.101485704928859,0.0,0.39235135796777687,0.0,0.3350331292991996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726155127330235,0.0
19,2014-02-03,"[0.         0.         0.39392502 0.         0.33506921 0.
 0.         0.         0.         0.         0.         0.
 0.27100577]",0.9798133258363287,1.0911374417333126,0.0,0.39392502272693775,0.0,0.33506920802388934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710057692491728,0.0
20,2014-02-04,"[0.         0.         0.39625594 0.         0.33501016 0.
 0.         0.         0.         0.         0.         0.
 0.2687339 ]",0.9448436089172908,1.0912379900953397,0.0,0.3962559424538446,0.0,0.33501016150855917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687338960375962,0.0
21,2014-02-05,"[0.         0.         0.39818449 0.         0.33428031 0.
 0.         0.         0.         0.         0.         0.
 0.2675352 ]",0.9345019326141558,1.0649107876746113,0.0,0.3981844852149877,0.0,0.3342803115714046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675352032136077,0.0
22,2014-02-06,"[0.         0.         0.39763607 0.         0.33388407 0.
 0.         0.         0.         0.         0.         0.
 0.26847986]",0.9915775654360466,1.0687571485417031,0.0,0.3976360698164622,0.0,0.33388407441215123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26847985577138644,0.0
23,2014-02-07,"[0.         0.         0.39794246 0.         0.33371498 0.
 0.         0.         0.         0.         0.         0.
 0.26834256]",0.9914379560206448,1.074093627499782,0.0,0.3979424613123389,0.0,0.33371498154813944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683425571395216,0.0
24,2014-02-10,"[0.         0.         0.39796821 0.         0.33386538 0.
 0.         0.         0.         0.         0.         0.
 0.26816641]",0.9573710128053876,1.0732867821932528,0.0,0.3979682072711848,0.0,0.33386538331734333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26816640941147174,0.0
25,2014-02-11,"[0.         0.         0.39834621 0.         0.33411916 0.
 0.         0.         0.         0.         0.         0.
 0.26753463]",0.9720281139042735,1.088126134720472,0.0,0.39834621029248884,0.0,0.3341191561184195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675346335890916,0.0
26,2014-02-12,"[0.         0.         0.39733161 0.         0.33391089 0.
 0.         0.         0.         0.         0.         0.
 0.2687575 ]",0.9934891438348447,1.090426146751479,0.0,0.3973316092751576,0.0,0.33391088966253474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687575010623077,0.0
27,2014-02-13,"[0.         0.         0.39687235 0.         0.33397974 0.
 0.         0.         0.         0.         0.         0.
 0.26914791]",0.9699389957514941,1.0912374682721593,0.0,0.3968723482206357,0.0,0.33397974324858304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691479085307813,0.0
28,2014-02-14,"[0.         0.         0.3978636  0.         0.33419804 0.
 0.         0.         0.         0.         0.         0.
 0.26793836]",0.9469210429879003,1.078774046612289,0.0,0.39786360195212117,0.0,0.3341980426601799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2679383553876989,0.0
29,2014-02-18,"[0.         0.         0.39669454 0.         0.3342277  0.
 0.         0.         0.         0.         0.         0.
 0.26907776]",0.9587729849644575,1.0971833590530313,0.0,0.39669454093625584,0.0,0.33422770231270316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690777567510412,0.0
30,2014-02-19,"[0.         0.         0.39765238 0.         0.33756328 0.
 0.         0.         0.         0.         0.         0.
 0.26478434]",0.9620676819817755,1.0996718510606858,0.0,0.3976523783776282,0.0,0.3375632844790481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26478433714332383,0.0
31,2014-02-20,"[0.         0.         0.39904506 0.         0.33863947 0.
 0.         0.         0.         0.         0.         0.
 0.26231547]",0.9582348584589961,1.1078326806124479,0.0,0.3990450613958617,0.0,0.3386394651689049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26231547343523326,0.0
32,2014-02-21,"[0.         0.         0.39986637 0.         0.33825285 0.
 0.         0.         0.         0.         0.         0.
 0.26188078]",0.9580742391426009,1.112601286212041,0.0,0.3998663689887636,0.0,0.3382528515706234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26188077944061305,0.0
33,2014-02-24,"[0.         0.         0.40101464 0.         0.33779318 0.
 0.         0.         0.         0.         0.         0.
 0.26119218]",0.9828001839423425,1.1265580866916187,0.0,0.4010146439301247,0.0,0.3377931761611917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26119217990868354,0.0
34,2014-02-25,"[0.         0.         0.40195022 0.         0.33729401 0.
 0.         0.         0.         0.         0.         0.
 0.26075577]",0.9849041936426112,1.1304681390493898,0.0,0.40195022228555033,0.0,0.33729400856581027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26075576914863946,0.0
35,2014-02-26,"[0.         0.         0.40257687 0.         0.33719949 0.
 0.         0.         0.         0.         0.         0.
 0.26022364]",0.9821299256094695,1.1301259776359305,0.0,0.40257686869699005,0.0,0.3371994918537203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26022363944928967,0.0
36,2014-02-27,"[0.         0.         0.40443793 0.         0.33676803 0.
 0.         0.         0.         0.         0.         0.
 0.25879404]",0.9625682652164474,1.1289506877755715,0.0,0.404437927957841,0.0,0.33676803401260136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2587940380295576,0.0
37,2014-02-28,"[0.         0.         0.40507762 0.         0.33632187 0.
 0.         0.         0.         0.         0.         0.
 0.2586005 ]",0.9746968496072408,1.1316060358029696,0.0,0.4050776236868395,0.0,0.3363218745047591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586005018084013,0.0
38,2014-03-03,"[0.         0.         0.40605749 0.         0.3362527  0.
 0.         0.         0.         0.         0.         0.
 0.25768981]",0.9802356915397508,1.137835631915199,0.0,0.4060574919818821,0.0,0.33625269620977427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576898118083436,0.0
39,2014-03-04,"[0.         0.         0.4068777  0.         0.33580323 0.
 0.         0.         0.         0.         0.         0.
 0.25731907]",0.9665777907037788,1.1289729861947762,0.0,0.4068777032478812,0.0,0.33580322559585457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25731907115626423,0.0
40,2014-03-05,"[0.         0.         0.40772388 0.         0.33565248 0.
 0.         0.         0.         0.         0.         0.
 0.25662364]",0.9740541531258605,1.1509814528348736,0.0,0.40772388246952324,0.0,0.3356524819645326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566236355659441,0.0
41,2014-03-06,"[0.         0.         0.40826097 0.         0.33654302 0.
 0.         0.         0.         0.         0.         0.
 0.255196  ]",0.978452769928866,1.171157187858261,0.0,0.4082609749934187,0.0,0.3365430234390846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25519600156749656,0.0
42,2014-03-07,"[0.         0.         0.40882974 0.         0.33662081 0.
 0.         0.         0.         0.         0.         0.
 0.25454945]",0.9970875946902,1.1775227222598643,0.0,0.4088297380191379,0.0,0.3366208120568696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545494499239926,0.0
43,2014-03-10,"[0.         0.         0.40949434 0.         0.33696728 0.
 0.         0.         0.         0.         0.         0.
 0.25353838]",1.0061214852049658,1.1892753803476501,0.0,0.40949433796143797,0.0,0.3369672846494527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25353837738910934,0.0
44,2014-03-11,"[0.         0.         0.41012726 0.         0.33677484 0.
 0.         0.         0.         0.         0.         0.
 0.2530979 ]",0.9820122626577769,1.187060276393736,0.0,0.41012725554364116,0.0,0.3367748429003473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530979015560116,0.0
45,2014-03-12,"[0.         0.         0.40791515 0.         0.33630494 0.
 0.         0.         0.         0.         0.         0.
 0.25577991]",1.0036367911186506,1.183385535937243,0.0,0.4079151545223874,0.0,0.33630493632970637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2557799091479061,0.0
46,2014-03-13,"[0.         0.         0.40807544 0.         0.33617741 0.
 0.         0.         0.         0.         0.         0.
 0.25574715]",0.9991684233568069,1.166668598396136,0.0,0.40807543614686503,0.0,0.33617741213275215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25574715172038287,0.0
47,2014-03-14,"[0.         0.         0.40603136 0.         0.33645894 0.
 0.         0.         0.         0.         0.         0.
 0.2575097 ]",1.019010003750778,1.172105542876918,0.0,0.4060313578230203,0.0,0.33645894475773697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575096974192427,0.0
48,2014-03-17,"[0.         0.         0.40590157 0.         0.33633949 0.
 0.         0.         0.         0.         0.         0.
 0.25775893]",1.0349021376322545,1.153844805707494,0.0,0.40590157298719776,0.0,0.3363394929023821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577589341104202,0.0
49,2014-03-18,"[0.         0.         0.4073223  0.         0.33637909 0.
 0.         0.         0.         0.         0.         0.
 0.25629861]",1.013506660596689,1.1606950755837444,0.0,0.40732230364455035,0.0,0.33637909011878714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562986062366626,0.0
50,2014-03-19,"[0.         0.         0.40762299 0.         0.33663115 0.
 0.         0.         0.         0.         0.         0.
 0.25574586]",1.0215772700262882,1.164838856178917,0.0,0.40762299344946923,0.0,0.3366311494377699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25574585711276093,0.0
51,2014-03-20,"[0.         0.         0.40659085 0.         0.33715498 0.
 0.         0.         0.         0.         0.         0.
 0.25625417]",1.0503658720191515,1.1832458125703904,0.0,0.40659084949444263,0.0,0.337154983077618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25625416742793933,0.0
52,2014-03-21,"[0.         0.         0.40771678 0.         0.33734537 0.
 0.         0.         0.         0.         0.         0.
 0.25493785]",1.0715615468725523,1.1849106005468444,0.0,0.4077167801695503,0.0,0.33734537008475357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25493784974569617,0.0
53,2014-03-24,"[0.         0.         0.40800754 0.         0.33705333 0.
 0.         0.         0.         0.         0.         0.
 0.25493914]",1.0387924522652485,1.1765967709676763,0.0,0.40800753935326245,0.0,0.3370533251618432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549391354848944,0.0
54,2014-03-25,"[0.         0.         0.40854567 0.         0.33675208 0.
 0.         0.         0.         0.         0.         0.
 0.25470225]",1.0403935010066505,1.16489248863875,0.0,0.40854567495986466,0.0,0.3367520761474437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547022488926916,0.0
55,2014-03-26,"[0.         0.         0.40813144 0.         0.3366177  0.
 0.         0.         0.         0.         0.         0.
 0.25525085]",1.0435387371703218,1.1537495590132811,0.0,0.4081314442033625,0.0,0.33661770154577486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25525085425086264,0.0
56,2014-03-27,"[0.         0.         0.40940516 0.         0.33621221 0.
 0.         0.         0.         0.         0.         0.
 0.25438263]",1.0296107090349542,1.1499777557449997,0.0,0.4094051585818727,0.0,0.3362122120057494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25438262941237794,0.0
57,2014-03-28,"[0.         0.         0.40963653 0.         0.33569298 0.
 0.         0.         0.         0.         0.         0.
 0.25467049]",1.022729853986719,1.130166045844094,0.0,0.40963652850051213,0.0,0.3356929811392711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546704903602168,0.0
58,2014-03-31,"[0.         0.         0.408921   0.         0.33533323 0.
 0.         0.         0.         0.         0.         0.
 0.25574577]",1.0364494030486022,1.1367589790357224,0.0,0.40892100491187067,0.0,0.33533322518212183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25574576990600756,0.0
59,2014-04-01,"[0.         0.         0.40708388 0.         0.33551224 0.
 0.         0.         0.         0.         0.         0.
 0.25740388]",1.039067735202171,1.1292359693250005,0.0,0.4070838813056004,0.0,0.3355122365815863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25740388211281334,0.0
60,2014-04-02,"[0.         0.         0.         0.40010494 0.59989506 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.0952119302130479,1.1568555297511245,0.0,0.0,0.40010493883194637,0.5998950611680537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2014-04-03,"[0.         0.         0.         0.44856748 0.55143252 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.1020875198173512,1.1751560999028388,0.0,0.0,0.44856747698612737,0.5514325230138726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2014-04-04,"[0.         0.         0.         0.48092236 0.51907764 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.1141532536849323,1.1732057134303389,0.0,0.0,0.48092235974462216,0.519077640255378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2014-04-07,"[0.         0.         0.         0.49750787 0.50249213 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.1117838528202473,1.1640058476880508,0.0,0.0,0.4975078665062206,0.5024921334937793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2014-04-08,"[0.         0.         0.         0.50602132 0.49397868 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.0849411972859673,1.121317044793975,0.0,0.0,0.5060213184408534,0.4939786815591466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2014-04-09,"[0.         0.         0.         0.50702052 0.49297948 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.083055212709804,1.1064904412934196,0.0,0.0,0.5070205212336137,0.4929794787663862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2014-04-10,"[0.         0.         0.         0.50226004 0.49773996 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.0931683342492373,1.1128165846896476,0.0,0.0,0.502260041525995,0.497739958474005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2014-04-11,"[0.         0.         0.         0.48433647 0.51566353 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.0784669819988426,1.1165257751434212,0.0,0.0,0.48433646525891294,0.5156635347410871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2014-04-14,"[0.         0.         0.         0.45065109 0.54934891 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.038972141711972,1.0889169075773948,0.0,0.0,0.45065108789653985,0.5493489121034603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2014-04-15,"[0.         0.         0.         0.39427775 0.60572225 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.023002466448497,1.0881372397775633,0.0,0.0,0.3942777528020716,0.6057222471979284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2014-04-16,"[0.         0.         0.         0.34406404 0.65593596 0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.0152034584463498,1.07494499225273,0.0,0.0,0.3440640439121448,0.655935956087855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2014-04-17,"[0.         0.         0.         0.2193013  0.58751227 0.
 0.         0.         0.         0.19318643 0.         0.
 0.        ]",0.9944471235060641,1.0710079146873681,0.0,0.0,0.2193013009954122,0.587512272364796,0.0,0.0,0.0,0.0,0.19318642663979196,0.0,0.0,0.0,0.0
72,2014-04-21,"[0.         0.         0.         0.         0.         0.47916134
 0.         0.         0.52083866 0.         0.         0.
 0.        ]",1.0361770441779758,1.0874277647223651,0.0,0.0,0.0,0.0,0.4791613377982668,0.0,0.0,0.5208386622017331,0.0,0.0,0.0,0.0,0.0
73,2014-04-22,"[0.         0.         0.         0.         0.         0.46391424
 0.         0.         0.53608576 0.         0.         0.
 0.        ]",1.0327317050459726,1.0813011805881876,0.0,0.0,0.0,0.0,0.46391423541141724,0.0,0.0,0.5360857645885828,0.0,0.0,0.0,0.0,0.0
74,2014-04-23,"[0.         0.         0.         0.         0.         0.40214319
 0.         0.         0.59785681 0.         0.         0.
 0.        ]",1.0892707429358586,1.097899668129647,0.0,0.0,0.0,0.0,0.40214318930471393,0.0,0.0,0.5978568106952861,0.0,0.0,0.0,0.0,0.0
75,2014-04-24,"[0.         0.         0.         0.         0.         0.36922415
 0.         0.         0.63077585 0.         0.         0.
 0.        ]",1.1291612536495912,1.10281621256423,0.0,0.0,0.0,0.0,0.36922414598545533,0.0,0.0,0.6307758540145447,0.0,0.0,0.0,0.0,0.0
76,2014-04-25,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0614582297711792,1.0797694808065117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,2014-04-28,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0477028315452028,1.072314732851375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,2014-04-29,"[0.         0.         0.         0.34447297 0.         0.
 0.         0.         0.65552703 0.         0.         0.
 0.        ]",1.0217204126668749,1.0546980248314421,0.0,0.0,0.3444729731769367,0.0,0.0,0.0,0.0,0.6555270268230632,0.0,0.0,0.0,0.0,0.0
79,2014-04-30,"[0.         0.         0.         0.53323158 0.         0.
 0.         0.         0.46676842 0.         0.         0.
 0.        ]",1.0041604064955088,1.0516394742365964,0.0,0.0,0.5332315800637051,0.0,0.0,0.0,0.0,0.46676841993629486,0.0,0.0,0.0,0.0,0.0
80,2014-05-01,"[0.         0.         0.         0.64011001 0.         0.
 0.         0.         0.35988999 0.         0.         0.
 0.        ]",1.0266027329271064,1.0503960382351292,0.0,0.0,0.640110005350541,0.0,0.0,0.0,0.0,0.35988999464945903,0.0,0.0,0.0,0.0,0.0
81,2014-05-02,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0231676134266117,1.0677273711666981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2014-05-05,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.015975788299753,1.0593164587363246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2014-05-06,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.9924642608268699,1.0423571719865514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2014-05-07,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.9979964191071787,1.0657148810576416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2014-05-08,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.9396324134091589,1.0452551340064593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2014-05-09,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.889843154850299,1.0198287742027972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2014-05-12,"[0.         0.         0.         0.76376966 0.         0.
 0.         0.23623034 0.         0.         0.         0.
 0.        ]",0.9000776794743688,1.0068728142980272,0.0,0.0,0.7637696597195869,0.0,0.0,0.0,0.23623034028041315,0.0,0.0,0.0,0.0,0.0,0.0
88,2014-05-13,"[0.         0.         0.         0.66862911 0.         0.
 0.         0.33137089 0.         0.         0.         0.
 0.        ]",0.9047131245802387,1.0234180233125063,0.0,0.0,0.6686291078871449,0.0,0.0,0.0,0.3313708921128551,0.0,0.0,0.0,0.0,0.0,0.0
89,2014-05-14,"[0.        0.        0.        0.6255534 0.        0.        0.
 0.3744466 0.        0.        0.        0.        0.       ]",0.9401351736228493,1.0356110229099404,0.0,0.0,0.6255534014205729,0.0,0.0,0.0,0.3744465985794271,0.0,0.0,0.0,0.0,0.0,0.0
90,2014-05-15,"[0.         0.         0.         0.63144897 0.         0.
 0.         0.36855103 0.         0.         0.         0.
 0.        ]",0.9234648500726712,1.0354037540206678,0.0,0.0,0.6314489707601205,0.0,0.0,0.0,0.36855102923987937,0.0,0.0,0.0,0.0,0.0,0.0
91,2014-05-16,"[0.        0.        0.        0.6343165 0.        0.        0.
 0.3656835 0.        0.        0.        0.        0.       ]",0.9136612308729933,1.0344143185366563,0.0,0.0,0.6343164985914892,0.0,0.0,0.0,0.3656835014085108,0.0,0.0,0.0,0.0,0.0,0.0
92,2014-05-19,"[0.         0.22089521 0.22635285 0.33903249 0.         0.
 0.         0.21371945 0.         0.         0.         0.
 0.        ]",0.9167705046244944,1.0219292342567796,0.22089520773902566,0.22635285172838152,0.339032488147452,0.0,0.0,0.0,0.2137194523851408,0.0,0.0,0.0,0.0,0.0,0.0
93,2014-05-20,"[0.         0.33813823 0.34804318 0.31381859 0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.912785338254366,1.0152767812873587,0.33813822998304016,0.3480431757738017,0.313818594243158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2014-05-21,"[0.         0.35320579 0.36484668 0.28194754 0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.9038116808277251,1.023524247378633,0.35320578684821713,0.36484667792519226,0.2819475352265906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2014-05-22,"[0.         0.35597262 0.36825638 0.275771   0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.9157740406223935,1.0184756987324282,0.35597261924224904,0.3682563792690545,0.2757710014886964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
