,Date,Weights,Profit,Base Profit,Volume,KOPN,XLNX,MXIM,INTC,UIS,STRM,EBIX,JKHY,SUP,STRT,MOD,DORM,cash
0,2014-01-06,"[0.09935567 0.         0.17499469 0.         0.         0.20751494
 0.         0.         0.         0.         0.19052154 0.10762512
 0.21998803]",0.9909935567163989,0.9917246744082152,0.9006443283601306,0.0,0.17499469000617338,0.0,0.0,0.2075149401532759,0.0,0.0,0.0,0.0,0.19052154116126832,0.10762512321473204,0.21998803382468068,0.09935567163986954
1,2014-01-07,"[0.         0.         0.19136274 0.         0.         0.23765967
 0.         0.         0.         0.         0.21185871 0.10709905
 0.25201983]",0.9893635269628256,0.9953919260698487,0.09935567163986973,0.0,0.19136273792857034,0.0,0.0,0.2376596730299124,0.0,0.0,0.0,0.0,0.21185870697225737,0.10709904785705503,0.25201983421220486,0.0
2,2014-01-08,"[0.         0.         0.1865256  0.         0.         0.24066908
 0.         0.         0.         0.         0.21488772 0.1051906
 0.252727  ]",0.9857472143026211,0.9890302129243161,0.014020116043033257,0.0,0.18652559527678875,0.0,0.0,0.2406690757257856,0.0,0.0,0.0,0.0,0.21488772079355076,0.10519060332970746,0.25272700487416755,0.0
3,2014-01-09,"[0.         0.         0.18497366 0.         0.         0.23727796
 0.         0.         0.         0.         0.21384827 0.10502636
 0.25887376]",0.9879563289482147,0.9929343867199506,0.010999543206616252,0.0,0.1849736585739683,0.0,0.0,0.2372779617999678,0.0,0.0,0.0,0.0,0.21384826741140595,0.10502635662261671,0.2588737555920412,0.0
4,2014-01-10,"[0.         0.         0.1870006  0.         0.         0.23571987
 0.         0.         0.         0.         0.21583866 0.10221442
 0.25922645]",0.9904844293123595,0.9958576259572607,0.007281112171397805,0.0,0.18700059690350532,0.0,0.0,0.2357198690446335,0.0,0.0,0.0,0.0,0.21583866036922572,0.10221442161134721,0.25922645207128836,0.0
5,2014-01-13,"[0.         0.         0.18750686 0.         0.         0.23324521
 0.         0.         0.         0.         0.21899818 0.10105108
 0.25919867]",0.9802079442597488,0.9881502757835086,0.006275404836307882,0.0,0.18750685950546186,0.0,0.0,0.23324520653383393,0.0,0.0,0.0,0.0,0.21899818160466397,0.10105108304892717,0.259198669307113,0.0
6,2014-01-14,"[0.         0.         0.18771458 0.         0.         0.22834617
 0.         0.         0.         0.         0.21727809 0.10245819
 0.26420297]",0.9642808611143,0.9815840987520581,0.0056219995282821705,0.0,0.18771458080254774,0.0,0.0,0.22834616930120513,0.0,0.0,0.0,0.0,0.21727809232965814,0.10245819076850958,0.2642029667980793,0.0
7,2014-01-15,"[0.         0.         0.18630205 0.         0.         0.23088049
 0.         0.         0.         0.         0.22226195 0.10195009
 0.25860542]",0.9611257181163535,0.9802585615152947,0.0100851567118775,0.0,0.18630204838747913,0.0,0.0,0.23088048686854995,0.0,0.0,0.0,0.0,0.22226195436660232,0.10195008681288656,0.258605423564482,0.0
8,2014-01-16,"[0.         0.         0.1870602  0.         0.         0.24236381
 0.         0.         0.         0.         0.21211228 0.09809171
 0.26037201]",0.9748067572937981,0.9915482945867135,0.011210409275298011,0.0,0.18706019704434315,0.0,0.0,0.24236380754327697,0.0,0.0,0.0,0.0,0.2121122759136269,0.0980917099022043,0.26037200959654866,0.0
9,2014-01-17,"[0.         0.         0.18837842 0.         0.         0.23782534
 0.         0.         0.         0.         0.21572615 0.10100569
 0.2570644 ]",0.9731081851592024,0.9900596490251181,0.015145039101027713,0.0,0.18837842053378306,0.0,0.0,0.2378253409645146,0.0,0.0,0.0,0.0,0.2157261539521131,0.10100568818792185,0.2570643963616674,0.0
10,2014-01-21,"[0.         0.         0.18636574 0.         0.         0.23544172
 0.         0.         0.         0.         0.21950769 0.1004029
 0.25828195]",0.9698733324389345,0.9858633886592582,0.009601648314707223,0.0,0.186365736738058,0.0,0.0,0.2354417218251137,0.0,0.0,0.0,0.0,0.2195076922672556,0.10040289869365791,0.2582819504759147,0.0
11,2014-01-22,"[0.         0.         0.18811243 0.         0.         0.23544498
 0.         0.         0.         0.         0.22219909 0.09921932
 0.25502418]",0.9644344233197976,0.984486320157377,0.00720208493352284,0.0,0.18811243072860992,0.0,0.0,0.23544498354724433,0.0,0.0,0.0,0.0,0.22219908738909827,0.09921931857194904,0.2550241797630984,0.0
12,2014-01-23,"[0.         0.         0.18294814 0.         0.         0.23187413
 0.         0.         0.         0.         0.22442767 0.09973487
 0.26101518]",0.9696777907912878,0.9825847185185111,0.01373908125403761,0.0,0.18294814458492412,0.0,0.0,0.23187413454040937,0.0,0.0,0.0,0.0,0.22442766838838576,0.09973487299017728,0.26101517949610337,0.0
13,2014-01-24,"[0.         0.         0.19068034 0.         0.         0.2291578
 0.         0.         0.         0.         0.21695766 0.09983204
 0.26337215]",0.9849524438753525,0.9883549771891715,0.013487547709368872,0.0,0.190680340094623,0.0,0.0,0.22915780398502608,0.0,0.0,0.0,0.0,0.21695766348182333,0.09983204305141215,0.26337214938711545,0.0
14,2014-01-27,"[0.         0.         0.18309035 0.         0.         0.22269859
 0.         0.         0.         0.         0.24342313 0.09885988
 0.25192805]",1.002291184493349,0.9902631715106608,0.011053436122447677,0.0,0.18309035363333104,0.0,0.0,0.22269858584070235,0.0,0.0,0.0,0.0,0.24342312977343916,0.09885987732765221,0.25192805342487523,0.0
