,Date,Weights,Profit,Base Profit,Volume,PCAR,OSK,F,SPAR,FFG,AAME,GL,CIA,SPXC,LECO,PFIN,CVR,cash
0,2014-01-06,"[0.         0.08226215 0.08337027 0.08147238 0.08460923 0.08404047
 0.0846274  0.08282037 0.08372876 0.08592898 0.08316799 0.08372968
 0.0802423 ]",0.9997999851047993,0.9998000000000002,0.9999999850988388,0.08226215094327927,0.08337026834487915,0.08147238194942474,0.08460923284292221,0.08404047042131424,0.08462740480899811,0.08282037079334259,0.08372876048088074,0.08592897653579712,0.08316799253225327,0.08372967690229416,0.08024229854345322,0.0
1,2014-01-07,"[0.07224293 0.07666464 0.07850603 0.07554819 0.0788022  0.07795715
 0.0785158  0.07590741 0.07637222 0.077729   0.07807909 0.07804149
 0.07563386]",1.0063092073691826,1.0068787181104855,0.0722284734202321,0.07666464149951935,0.07850603014230728,0.0755481868982315,0.0788021981716156,0.0779571533203125,0.07851579785346985,0.07590740919113159,0.07637222111225128,0.0777290016412735,0.07807908952236176,0.07804148644208908,0.07563386112451553,0.07224293053150177
2,2014-01-08,"[0.07204304 0.07665014 0.07836276 0.07558458 0.07882385 0.07795925
 0.07855763 0.07594575 0.07652874 0.07786796 0.07801904 0.07804696
 0.0756103 ]",1.0017924745877482,1.0021121955101135,0.007703854525543502,0.07665013521909714,0.07836276292800903,0.07558458298444748,0.07882384955883026,0.07795925438404083,0.07855763286352158,0.07594574987888336,0.07652874290943146,0.07786796241998672,0.07801903784275055,0.07804696261882782,0.07561030238866806,0.0720430389046669
3,2014-01-09,"[0.0722044  0.07666568 0.07849075 0.07551125 0.07882036 0.07800009
 0.07849258 0.07595066 0.07653478 0.07765099 0.078022   0.07812452
 0.07553196]",1.004260538479645,1.004978718953219,0.008413146220387408,0.07666567713022232,0.07849074900150299,0.07551125437021255,0.0788203552365303,0.07800009101629257,0.07849258184432983,0.07595065981149673,0.07653477787971497,0.07765098661184311,0.07802200317382812,0.0781245157122612,0.0755319595336914,0.07220440357923508
4,2014-01-10,"[0.07225251 0.07668863 0.07855523 0.07540269 0.0788222  0.07802794
 0.07850866 0.07595002 0.07653943 0.07746327 0.07802565 0.07822326
 0.0755405 ]",1.0089322970359798,1.0100596314943184,0.00980518479117194,0.07668863236904144,0.07855523377656937,0.07540269196033478,0.07882220298051834,0.07802794128656387,0.078508660197258,0.0759500190615654,0.07653943449258804,0.07746326923370361,0.07802564650774002,0.07822325825691223,0.07554049789905548,0.07225251197814941
5,2014-01-13,"[0.07233907 0.07666963 0.07855761 0.07540896 0.07880836 0.07800798
 0.07849474 0.07591993 0.07658219 0.07734066 0.07801025 0.07825698
 0.07560364]",1.0109925785613292,1.0125646287612713,0.006220103621523403,0.07666962593793869,0.07855761051177979,0.07540895789861679,0.07880835980176926,0.07800798118114471,0.07849474251270294,0.07591993361711502,0.07658219337463379,0.07734065502882004,0.07801024615764618,0.07825697958469391,0.07560364156961441,0.07233906537294388
6,2014-01-14,"[0.07252101 0.07663663 0.07872596 0.07529003 0.078748   0.07803637
 0.07850612 0.07592563 0.0765155  0.0771312  0.07801967 0.07839719
 0.07554669]",1.0076333687414945,1.0086610504639437,0.008699110600613373,0.07663662731647491,0.07872595638036728,0.07529003173112869,0.07874800264835358,0.078036367893219,0.07850611954927444,0.07592562586069107,0.07651550322771072,0.07713119685649872,0.07801967114210129,0.07839719206094742,0.07554668933153152,0.07252100855112076
7,2014-01-15,"[0.0725569  0.07665705 0.07876518 0.07517544 0.07873514 0.07805669
 0.07853925 0.0759374  0.07648101 0.07704306 0.07802287 0.07843408
 0.07559595]",0.9934410449449564,0.9927792874119593,0.01522712036150457,0.07665704935789108,0.07876518368721008,0.075175441801548,0.07873514294624329,0.0780566856265068,0.07853925228118896,0.07593739777803421,0.07648101449012756,0.07704305648803711,0.07802286744117737,0.07843407988548279,0.07559595257043839,0.07255689799785614
8,2014-01-16,"[0.07264794 0.07666302 0.07881916 0.07515901 0.07870458 0.07805131
 0.07852518 0.0759439  0.07646328 0.07695586 0.07802883 0.07846426
 0.07557366]",1.0159001213436791,1.016809286415795,0.016772280508276834,0.07666301727294922,0.0788191556930542,0.07515901327133179,0.0787045806646347,0.07805131375789642,0.07852517813444138,0.07594390213489532,0.07646328210830688,0.07695586234331131,0.07802882790565491,0.07846426218748093,0.07557366043329239,0.07264793664216995
9,2014-01-17,"[0.07259638 0.07664777 0.07880717 0.07518837 0.07870045 0.07804269
 0.07854987 0.0759276  0.07651567 0.0769341  0.07801267 0.0785071
 0.07557015]",1.0166624180643749,1.0174415032493362,0.025105193552852935,0.07664776593446732,0.07880716770887375,0.07518836855888367,0.07870045304298401,0.07804268598556519,0.07854986935853958,0.07592760026454926,0.07651567459106445,0.0769340991973877,0.07801266759634018,0.07850709557533264,0.07557015120983124,0.07259637862443924
10,2014-01-21,"[0.07275042 0.07665054 0.07881057 0.07514053 0.07871334 0.07802586
 0.07846309 0.07588731 0.07649504 0.07683448 0.0780243  0.07850403
 0.07570049]",1.0140700126110864,1.0151225029784439,0.0119595814650163,0.07665053755044937,0.07881056517362595,0.07514052838087082,0.07871333509683609,0.07802586257457733,0.07846309244632721,0.07588730752468109,0.07649503648281097,0.07683448493480682,0.07802429795265198,0.0785040333867073,0.07570049166679382,0.07275041937828064
