,Date,Weights,Profit,Base Profit,Volume,WLFC,KAMN,HDSN,LAWS,PMD,AMS,LH,DGX,AVX,IIN,HUBB,MRCY,cash
0,2014-01-06,"[0.14678393 0.10093302 0.12972906 0.09742638 0.08727392 0.15515287
 0.19063927 0.         0.0920615  0.         0.         0.
 0.        ]",0.9957338901390457,0.9950000000000002,0.8532160371541977,0.1009330227971077,0.12972906231880188,0.0974263846874237,0.08727391809225082,0.15515287220478058,0.19063927233219147,0.0,0.09206150472164154,0.0,0.0,0.0,0.0,0.14678393304347992
1,2014-01-07,"[0.14672409 0.10016821 0.12991324 0.09708782 0.08713774 0.15592302
 0.19063684 0.         0.09240901 0.         0.         0.
 0.        ]",1.0110889084692105,1.0102732229918525,0.002532987492263641,0.10016820579767227,0.12991324067115784,0.0970878154039383,0.08713773638010025,0.1559230238199234,0.19063684344291687,0.0,0.09240901470184326,0.0,0.0,0.0,0.0,0.14672408998012543
2,2014-01-08,"[0.14632396 0.09988485 0.12988411 0.09705707 0.08729319 0.15615878
 0.19082285 0.         0.09257522 0.         0.         0.
 0.        ]",1.0181064191075406,1.013020509037008,0.00882649969889948,0.09988484531641006,0.12988410890102386,0.09705706685781479,0.08729318529367447,0.15615877509117126,0.19082285463809967,0.0,0.09257522225379944,0.0,0.0,0.0,0.0,0.14632396399974823
3,2014-01-09,"[0.14657564 0.10027641 0.13002224 0.0971882  0.08714139 0.15597163
 0.19050615 0.         0.09231834 0.         0.         0.
 0.        ]",1.018209918308247,1.0157734139922914,0.014886278054734178,0.1002764105796814,0.13002224266529083,0.09718820452690125,0.08714139461517334,0.15597163140773773,0.19050614535808563,0.0,0.0923183411359787,0.0,0.0,0.0,0.0,0.14657564461231232
4,2014-01-10,"[0.1465825  0.10043509 0.13008931 0.097238   0.08714966 0.1559074
 0.1903566  0.         0.09224143 0.         0.         0.
 0.        ]",1.0169038597593085,1.015993380130921,0.008611683082106426,0.10043509304523468,0.13008931279182434,0.09723799675703049,0.08714966475963593,0.15590740740299225,0.19035659730434418,0.0,0.09224142879247665,0.0,0.0,0.0,0.0,0.1465824991464615
5,2014-01-13,"[0.14620279 0.1012269  0.13011126 0.09744924 0.08772621 0.15545157
 0.18986806 0.         0.09196396 0.         0.         0.
 0.        ]",1.0175333708147982,1.0211272479610252,0.010571544597247524,0.10122689604759216,0.13011126220226288,0.09744924306869507,0.08772621303796768,0.15545156598091125,0.18986806273460388,0.0,0.09196396172046661,0.0,0.0,0.0,0.0,0.14620278775691986
6,2014-01-14,"[0.1460523  0.10113545 0.13010812 0.09721945 0.08792317 0.15548706
 0.18999395 0.         0.09208053 0.         0.         0.
 0.        ]",1.0243785350130694,1.027458165338277,0.012151462122027388,0.10113544762134552,0.13010811805725098,0.09721945226192474,0.08792316913604736,0.155487060546875,0.1899939477443695,0.0,0.09208053350448608,0.0,0.0,0.0,0.0,0.1460523009300232
7,2014-01-15,"[0.14625983 0.10128054 0.13021465 0.09703072 0.08792883 0.15534231
 0.1898741  0.         0.09206902 0.         0.         0.
 0.        ]",1.040153372690557,1.032331273740939,0.009876876123969003,0.10128054022789001,0.1302146464586258,0.09703072160482407,0.08792883157730103,0.15534231066703796,0.1898740977048874,0.0,0.09206902235746384,0.0,0.0,0.0,0.0,0.1462598294019699
8,2014-01-16,"[0.14632592 0.10112792 0.1302028  0.09688164 0.08791602 0.15542977
 0.18998033 0.         0.09213561 0.         0.         0.
 0.        ]",1.0509437746013812,1.044796162253564,0.02247727625752705,0.10112792253494263,0.13020280003547668,0.09688163548707962,0.08791602402925491,0.15542976558208466,0.18998032808303833,0.0,0.09213560819625854,0.0,0.0,0.0,0.0,0.14632591605186462
9,2014-01-17,"[0.14628375 0.10094919 0.13010685 0.09657563 0.08818027 0.15549485
 0.19015051 0.         0.09225893 0.         0.         0.
 0.        ]",1.049056158202254,1.051917821210488,0.01583046956728689,0.10094919055700302,0.1301068514585495,0.09657563269138336,0.08818027377128601,0.15549485385417938,0.19015051424503326,0.0,0.09225893020629883,0.0,0.0,0.0,0.0,0.14628374576568604
10,2014-01-21,"[0.14636548 0.10103886 0.13013439 0.09629028 0.08828013 0.15538509
 0.19019319 0.         0.09231253 0.         0.         0.
 0.        ]",1.0489383056916959,1.053032341644886,0.01876353446438493,0.101038858294487,0.13013438880443573,0.09629028290510178,0.08828013390302658,0.1553850919008255,0.19019319117069244,0.0,0.0923125296831131,0.0,0.0,0.0,0.0,0.1463654786348343
11,2014-01-22,"[0.14634022 0.10093626 0.13008364 0.09620035 0.08830404 0.15548094
 0.19026245 0.         0.09239206 0.         0.         0.
 0.        ]",1.0499108822055567,1.0609593469707772,0.007973962837782478,0.10093626379966736,0.13008363544940948,0.09620034694671631,0.08830404281616211,0.15548093616962433,0.19026245176792145,0.0,0.09239205718040466,0.0,0.0,0.0,0.0,0.14634022116661072
12,2014-01-23,"[0.14623736 0.1011517  0.1301481  0.09628336 0.08838058 0.15536532
 0.19011153 0.         0.09232207 0.         0.         0.
 0.        ]",1.05770752435581,1.0678656295664632,0.008830288395308599,0.10115169733762741,0.13014809787273407,0.09628336131572723,0.08838057518005371,0.15536531805992126,0.19011153280735016,0.0,0.09232206642627716,0.0,0.0,0.0,0.0,0.1462373584508896
13,2014-01-24,"[0.14626974 0.10109298 0.13021089 0.09634475 0.08821182 0.15547466
 0.19011693 0.         0.09227818 0.         0.         0.
 0.        ]",1.0598623547862476,1.0681632856552887,0.007177119164492635,0.10109297931194305,0.13021089136600494,0.09634475409984589,0.08821181952953339,0.15547466278076172,0.19011692702770233,0.0,0.09227817505598068,0.0,0.0,0.0,0.0,0.14626973867416382
14,2014-01-27,"[0.14642473 0.10121419 0.13024108 0.09617441 0.08823445 0.15537189
 0.19002272 0.         0.09231655 0.         0.         0.
 0.        ]",1.0557866773327431,1.057000168179867,0.00833784629640071,0.10121418535709381,0.13024108111858368,0.09617441147565842,0.08823445439338684,0.15537188947200775,0.19002272188663483,0.0,0.09231654554605484,0.0,0.0,0.0,0.0,0.14642472565174103
15,2014-01-28,"[0.14650764 0.10106438 0.13032113 0.09620246 0.08795539 0.15553954
 0.19005397 0.         0.09235546 0.         0.         0.
 0.        ]",1.044511480060123,1.0473523026431777,0.008270680268292589,0.10106437653303146,0.13032113015651703,0.09620245546102524,0.08795539289712906,0.15553954243659973,0.19005396962165833,0.0,0.09235545992851257,0.0,0.0,0.0,0.0,0.1465076357126236
16,2014-01-29,"[0.14612539 0.10060751 0.13021879 0.09638523 0.08803679 0.15575975
 0.19035023 0.         0.0925163  0.         0.         0.
 0.        ]",1.0439463114412155,1.046250988206229,0.011011692298174556,0.1006075069308281,0.13021878898143768,0.09638522565364838,0.08803679049015045,0.1557597517967224,0.1903502345085144,0.0,0.09251630306243896,0.0,0.0,0.0,0.0,0.14612539112567902
17,2014-01-30,"[0.14611615 0.10101508 0.1302846  0.09680008 0.08792973 0.15559122
 0.19002628 0.         0.09223682 0.         0.         0.
 0.        ]",1.035193414530336,1.0428788470655508,0.01446396567226441,0.10101508349180222,0.1302846074104309,0.09680008143186569,0.08792973309755325,0.15559121966362,0.19002628326416016,0.0,0.09223682433366776,0.0,0.0,0.0,0.0,0.14611615240573883
18,2014-01-31,"[0.14652984 0.10102287 0.13042417 0.09661765 0.08755935 0.15565187
 0.19002335 0.         0.09217092 0.         0.         0.
 0.        ]",1.0416635989829934,1.0370547052543422,0.01075224751084278,0.101022869348526,0.13042417168617249,0.09661764651536942,0.08755934983491898,0.15565186738967896,0.19002334773540497,0.0,0.09217092394828796,0.0,0.0,0.0,0.0,0.14652983844280243
19,2014-02-03,"[0.14596029 0.10102086 0.13025844 0.09689245 0.08795843 0.15562756
 0.1900854  0.         0.09219659 0.         0.         0.
 0.        ]",1.0275305766805163,1.0290688353906603,0.011242145961626447,0.10102085769176483,0.1302584409713745,0.09689245373010635,0.087958425283432,0.1556275635957718,0.19008539617061615,0.0,0.09219659119844437,0.0,0.0,0.0,0.0,0.14596028625965118
20,2014-02-04,"[0.14596276 0.1010977  0.13028733 0.09695707 0.08795357 0.15554212
 0.19002996 0.         0.09216948 0.         0.         0.
 0.        ]",1.0287467367162828,1.0286970208665902,0.00971677673998672,0.10109769552946091,0.13028733432292938,0.09695706516504288,0.08795356750488281,0.15554212033748627,0.19002996385097504,0.0,0.09216947853565216,0.0,0.0,0.0,0.0,0.14596275985240936
