,Date,Weights,Profit,Base Profit,ABT,PFE,BMY,JNJ,MMM,TFX,ATRI,CRY,IEX,ITT,FLS,GGG,cash
0,2014-01-06,"[0.05365887 0.11197296 0.         0.06127352 0.11295304 0.05719992
 0.06007159 0.         0.07780726 0.13689802 0.13227189 0.08270487
 0.11318806]",0.9999999999905366,0.9999999999917246,0.11197296105701235,0.0,0.06127352321839384,0.11295304015894331,0.05719991901237105,0.06007158641491605,0.0,0.07780725828903931,0.13689801582358474,0.13227188746425458,0.08270487265636535,0.1131880609645175,0.05365887494060197
1,2014-01-07,"[0.         0.11310857 0.         0.05921637 0.11526118 0.05555543
 0.05806531 0.04800069 0.07611909 0.14198643 0.13650151 0.08169754
 0.11448787]",1.0086955918583465,1.0061278025094706,0.11310857236712704,0.0,0.05921636716331136,0.11526117577966767,0.055555433554533955,0.05806531360042983,0.04800069279871777,0.07611909094739963,0.14198643033885885,0.13650151444624453,0.08169754357726661,0.11448786542644306,0.0
2,2014-01-08,"[0.         0.11275186 0.         0.05887159 0.11521292 0.05539134
 0.05780382 0.05018202 0.07565524 0.14214487 0.13652564 0.08139344
 0.11406725]",1.0031422337706932,1.002575365511802,0.11275186216401877,0.0,0.05887159028360133,0.11521292221785684,0.05539134455415823,0.057803815258761854,0.05018201564629478,0.07565524438124371,0.1421448722100427,0.13652564100485534,0.0813934427824112,0.11406724949675531,0.0
3,2014-01-09,"[0.         0.11279283 0.         0.05879851 0.11508167 0.05526663
 0.05779585 0.05036215 0.07573164 0.14220902 0.13655868 0.0813043
 0.11409871]",1.0052343965960544,1.0037362910296543,0.11279282849026553,0.0,0.058798512241291234,0.11508167255099813,0.05526662797593187,0.057795854326629065,0.05036215326012488,0.07573163677152145,0.14220901842249006,0.13655868324523565,0.0813043040903002,0.11409870862521189,0.0
4,2014-01-10,"[0.         0.11282053 0.         0.05877353 0.11506922 0.05523534
 0.05778917 0.05036158 0.07573289 0.14222725 0.13657916 0.0812966
 0.11411474]",1.009089830864558,1.0069571291946247,0.11282052567836592,0.0,0.05877353079175744,0.11506922320329138,0.0552353360998851,0.057789169577902005,0.05036157614621918,0.07573289222898877,0.14222725358260116,0.1365791583948444,0.08129659658929521,0.11411473770684942,0.0
5,2014-01-13,"[0.         0.11287268 0.         0.05874024 0.11498864 0.05515006
 0.05773623 0.05034939 0.07575492 0.14224429 0.13662411 0.08131558
 0.11422386]",1.016255977351537,1.013297519097315,0.11287268494106643,0.0,0.05874024467792962,0.11498863552923046,0.05515005612447953,0.05773622627087304,0.05034939143516495,0.07575491507302519,0.14224429346720718,0.13662411492186463,0.08131557520932813,0.1142238623498309,0.0
6,2014-01-14,"[0.         0.11293366 0.         0.05870604 0.11488566 0.05504564
 0.05770343 0.05036125 0.0758224  0.14226583 0.13665992 0.0812836
 0.11433256]",1.0170589326423527,1.0135025413984173,0.11293366490180978,0.0,0.058706040931301114,0.1148856640315865,0.05504563627301272,0.057703432452743196,0.05036125002166808,0.07582240170935088,0.14226583292500578,0.13665991548957204,0.08128359919472898,0.11433256206922093,0.0
7,2014-01-15,"[0.         0.11287342 0.         0.05872551 0.1149804  0.05513854
 0.05772109 0.05034045 0.07577512 0.14222311 0.13662199 0.08133208
 0.11426828]",1.0111806350084553,1.0076533072801381,0.1128734187506229,0.0,0.058725514802745696,0.11498039953673715,0.05513854358380441,0.05772109314203093,0.05034044744216468,0.07577512452603434,0.14222310886823847,0.13662198779227092,0.08133208431411033,0.11426827724123996,0.0
8,2014-01-16,"[0.         0.11294335 0.         0.0586617  0.11483542 0.05503014
 0.0577244  0.05040153 0.07586044 0.14226308 0.13665548 0.08130275
 0.11432171]",1.0194780816361302,1.014586906422818,0.11294335080071381,0.0,0.05866170214350501,0.11483542213761566,0.055030135100996955,0.057724402470760154,0.05040152846594741,0.07586043993647988,0.1422630781298981,0.1366554832243429,0.0813027461045752,0.1143217114851649,0.0
9,2014-01-17,"[0.         0.11298096 0.         0.05863726 0.11474327 0.05497521
 0.05771208 0.05041964 0.07589894 0.14229314 0.13668402 0.08129152
 0.11436396]",1.0188752039022848,1.0132546723410594,0.11298095704011435,0.0,0.058637255062842994,0.11474327247768533,0.054975211401735925,0.05771207961312442,0.05041964164964678,0.07589894190090007,0.1422931379866275,0.13668401918903603,0.08129152022684177,0.11436396345144498,0.0
10,2014-01-21,"[0.         0.11294192 0.         0.0586628  0.11473107 0.05499299
 0.05770608 0.05043144 0.07593678 0.14225735 0.13665129 0.08129801
 0.11439026]",1.0197513114733283,1.0153803135614368,0.11294191899520854,0.0,0.0586628022071998,0.11473106553182995,0.05499299402981486,0.05770608273731745,0.050431444187632915,0.07593677831861591,0.14225735464911468,0.13665128708641527,0.0812980144172441,0.1143902578396065,0.0
11,2014-01-22,"[0.         0.11279328 0.         0.05883635 0.11493648 0.05516165
 0.05762193 0.05027415 0.07577656 0.1421907  0.1366232  0.08138683
 0.11439888]",1.0236189063592154,1.017769074080076,0.11279327869322524,0.0,0.05883634835167629,0.11493648294405791,0.05516164985288404,0.05762192567552363,0.05027414712860023,0.07577655807751113,0.1421906978917645,0.13662319882964094,0.08138683319787364,0.11439887935724258,0.0
12,2014-01-23,"[0.         0.11270177 0.         0.05896199 0.11512772 0.05527253
 0.05754044 0.05012034 0.07561494 0.14215939 0.13663285 0.08145319
 0.11441484]",1.0138991758946738,1.0110420591567184,0.11270176689501889,0.0,0.05896199189417953,0.11512772180006613,0.055272531665948046,0.05754043919138329,0.05012034413388233,0.0756149355760203,0.14215938696557198,0.13663285118348228,0.08145318663342005,0.1144148440610274,0.0
