,Date,Weights,Profit,Base Profit,ABT,JNJ,BMY,PFE,BCRX,TECH,NBIX,TTNP,JKHY,STRM,UIS,EBIX,cash
1313,2019-03-26,"[0.         0.         0.15709957 0.17867712 0.         0.11641408
 0.18242184 0.13003317 0.         0.11607306 0.         0.
 0.11928115]",2.0734977510560584,1.8164060991972315,0.0,0.15709956548372944,0.17867712352377388,0.0,0.11641408451559065,0.18242184437889858,0.1300331699306538,0.0,0.11607306116163277,0.0,0.0,0.11928115100572088,0.0
1314,2019-03-27,"[0.         0.         0.15612497 0.17926627 0.         0.11604148
 0.18289196 0.12992171 0.         0.11688579 0.         0.
 0.11886782]",2.098239404452859,1.8378092036953688,0.0,0.15612496590648672,0.17926627194360956,0.0,0.11604147650871675,0.18289196049272943,0.12992171317401136,0.0,0.11688578736548164,0.0,0.0,0.11886782460896457,0.0
1315,2019-03-28,"[0.         0.         0.15652476 0.17925342 0.         0.11602301
 0.18248191 0.13042346 0.         0.11615151 0.         0.
 0.11914193]",2.1162139624597622,1.8478176229053445,0.0,0.15652476409866906,0.17925341616210225,0.0,0.11602300863167803,0.18248191153321897,0.13042346142003292,0.0,0.11615150896275434,0.0,0.0,0.11914192919154433,0.0
1316,2019-03-29,"[0.         0.         0.15548093 0.17978623 0.         0.11591518
 0.18332297 0.12968151 0.         0.11738566 0.         0.
 0.11842752]",2.1109411116389802,1.8351198090600025,0.0,0.15548092964846588,0.17978623254022974,0.0,0.11591517544605737,0.18332296657432048,0.12968151088053237,0.0,0.11738566362733488,0.0,0.0,0.11842752128305925,0.0
1317,2019-04-01,"[0.         0.         0.1555647  0.17982746 0.         0.1158927
 0.18311383 0.12998352 0.         0.1170174  0.         0.
 0.11860039]",2.119361779895031,1.8504336243478523,0.0,0.15556470214432888,0.1798274607241785,0.0,0.1158926958653221,0.18311382773230797,0.12998352462028376,0.0,0.1170174019732958,0.0,0.0,0.118600386940283,0.0
1318,2019-04-02,"[0.         0.         0.         0.16412125 0.         0.15259734
 0.25089666 0.13232049 0.         0.17249947 0.         0.
 0.12756478]",2.1575912132381947,1.8818682219958884,0.0,0.0,0.16412125214219297,0.0,0.1525973431828676,0.2508966616118013,0.13232049440554583,0.0,0.1724994685224749,0.0,0.0,0.12756478013511738,0.0
1319,2019-04-03,"[0.         0.         0.         0.15582558 0.         0.15371058
 0.25905741 0.12909774 0.         0.17742867 0.         0.
 0.12488001]",2.164535438525854,1.884168030683455,0.0,0.0,0.15582557895777682,0.0,0.1537105819498668,0.25905741186153963,0.1290977435762104,0.0,0.17742866939982505,0.0,0.0,0.1248800142547814,0.0
1320,2019-04-04,"[0.         0.         0.         0.15426969 0.         0.15359985
 0.26045829 0.12872338 0.         0.17821383 0.         0.
 0.12473495]",2.1807940186663703,1.8965028023493484,0.0,0.0,0.1542696884699722,0.0,0.153599854240109,0.26045829454668606,0.12872338470546982,0.0,0.17821382831423183,0.0,0.0,0.12473494972353107,0.0
1321,2019-04-05,"[0.         0.         0.         0.15425678 0.         0.15329241
 0.26119477 0.12864177 0.         0.17831451 0.         0.
 0.12429975]",2.192423532862111,1.907112428201938,0.0,0.0,0.15425678244917623,0.0,0.15329241211415523,0.261194774030163,0.12864176981243505,0.0,0.1783145108414564,0.0,0.0,0.12429975075261411,0.0
1322,2019-04-08,"[0.         0.         0.         0.15418862 0.         0.15307928
 0.26160511 0.12812974 0.         0.17876476 0.         0.
 0.12423248]",2.1819924389906555,1.8815958767179408,0.0,0.0,0.15418862037777367,0.0,0.15307927865350068,0.2616051105976756,0.12812974218379938,0.0,0.17876476368624533,0.0,0.0,0.12423248450100542,0.0
1323,2019-04-09,"[0.         0.         0.         0.1543326  0.         0.15273795
 0.2621115  0.12788404 0.         0.17920867 0.         0.
 0.12372523]",2.1973097723459967,1.9031457032005703,0.0,0.0,0.15433260361220388,0.0,0.15273795477743282,0.26211150460695243,0.1278840416026342,0.0,0.1792086694426994,0.0,0.0,0.12372522595807722,0.0
1324,2019-04-10,"[0.         0.         0.         0.15442025 0.         0.15265509
 0.2624938  0.12780413 0.         0.17913273 0.         0.
 0.12349399]",2.178108639494417,1.894261618120389,0.0,0.0,0.1544202534941019,0.0,0.15265509272084815,0.262493795106897,0.12780413432331253,0.0,0.1791327326641677,0.0,0.0,0.1234939916906728,0.0
1325,2019-04-11,"[0.         0.         0.         0.15432033 0.         0.15288458
 0.2619911  0.12835443 0.         0.17863047 0.         0.
 0.12381909]",2.1627440634989172,1.8854689314886064,0.0,0.0,0.1543203293692481,0.0,0.15288457562462152,0.26199110000557163,0.12835443188733436,0.0,0.1786304731796708,0.0,0.0,0.12381908993355363,0.0
1326,2019-04-12,"[0.         0.         0.         0.15441981 0.         0.152876
 0.26171947 0.12862864 0.         0.17851829 0.         0.
 0.12383779]",2.203507096528196,1.9121125322889325,0.0,0.0,0.15441981202576108,0.0,0.15287599848011627,0.2617194710540585,0.12862864447869934,0.0,0.17851828566588268,0.0,0.0,0.12383778829548221,0.0
1327,2019-04-15,"[0.         0.         0.         0.15435693 0.         0.15290064
 0.26184772 0.12837144 0.         0.17864729 0.         0.
 0.12387597]",2.192410346007596,1.8747695207043924,0.0,0.0,0.1543569320207898,0.0,0.15290064379042292,0.26184771915649097,0.12837144389864902,0.0,0.1786472917522348,0.0,0.0,0.1238759693814125,0.0
1328,2019-04-16,"[0.         0.         0.         0.15426646 0.         0.15267254
 0.26265357 0.12768393 0.         0.17942803 0.         0.
 0.12329549]",2.1705633767293624,1.8661215669587006,0.0,0.0,0.15426645539962316,0.0,0.15267253512139686,0.26265356521287014,0.12768392912923054,0.0,0.17942802565716537,0.0,0.0,0.12329548947971374,0.0
1329,2019-04-17,"[0.         0.         0.         0.15421213 0.         0.15311608
 0.26254    0.12757772 0.         0.17881995 0.         0.
 0.12373411]",2.1741649966224523,1.8611709042284406,0.0,0.0,0.15421212561150405,0.0,0.15311607707661273,0.2625400043087273,0.12757772480878252,0.0,0.17881995336048534,0.0,0.0,0.12373411483388799,0.0
1330,2019-04-18,"[0.         0.         0.         0.15447806 0.         0.15339061
 0.26268771 0.12773101 0.         0.17831954 0.         0.
 0.12339306]",2.142464587742472,1.8433653757369448,0.0,0.0,0.1544780613220417,0.0,0.15339061277170024,0.26268771108870964,0.12773101434761105,0.0,0.17831954330543653,0.0,0.0,0.12339305716450083,0.0
1331,2019-04-22,"[0.         0.         0.         0.15467784 0.         0.15356522
 0.26378879 0.12689899 0.         0.17843383 0.         0.
 0.12263533]",2.07216901304437,1.786723789242186,0.0,0.0,0.15467783902327262,0.0,0.15356522090009805,0.2637887936059573,0.12689899266553015,0.0,0.17843382596843976,0.0,0.0,0.12263532783670197,0.0
1332,2019-04-23,"[0.         0.         0.         0.1543362  0.         0.15346029
 0.26384571 0.12663478 0.         0.17893297 0.         0.
 0.12279005]",2.0687091630593644,1.7722574350800644,0.0,0.0,0.1543361955111879,0.0,0.15346028960819927,0.2638457148073047,0.12663478101019557,0.0,0.17893297180065268,0.0,0.0,0.12279004726245983,0.0
1333,2019-04-24,"[0.         0.         0.         0.15418065 0.         0.1533837
 0.26368984 0.12668235 0.         0.17921233 0.         0.
 0.12285113]",2.082844426243094,1.777750011536882,0.0,0.0,0.15418065351742066,0.0,0.1533837012515441,0.2636898370481477,0.12668235113337675,0.0,0.17921232591381533,0.0,0.0,0.12285113113569544,0.0
1334,2019-04-25,"[0.         0.         0.         0.15382782 0.         0.15294216
 0.26474889 0.12556935 0.         0.18074163 0.         0.
 0.12217015]",2.1097699812940545,1.8049928319717075,0.0,0.0,0.15382782302419962,0.0,0.15294216001793234,0.26474889263342916,0.12556934551522939,0.0,0.18074163188474107,0.0,0.0,0.12217014692446848,0.0
1335,2019-04-26,"[0.         0.         0.         0.15348696 0.         0.15320387
 0.26404943 0.12616998 0.         0.1803959  0.         0.
 0.12269387]",2.088534383260022,1.7862133783335183,0.0,0.0,0.15348695771430632,0.0,0.153203866453784,0.2640494282399148,0.12616997798584742,0.0,0.18039590132609787,0.0,0.0,0.12269386828004955,0.0
1336,2019-04-29,"[0.         0.         0.         0.15441862 0.         0.15022466
 0.26742541 0.12177053 0.         0.18373962 0.         0.
 0.12242116]",2.0956558542156216,1.7853139858353222,0.0,0.0,0.15441862061093395,0.0,0.1502246584910758,0.2674254100536021,0.12177052929309846,0.0,0.18373961851473072,0.0,0.0,0.12242116303655887,0.0
1337,2019-04-30,"[0.         0.         0.         0.15441443 0.         0.14963675
 0.26830727 0.12117228 0.         0.18425605 0.         0.
 0.12221322]",2.097541658183539,1.7860435616895023,0.0,0.0,0.15441443323699483,0.0,0.14963674953645065,0.26830727022498285,0.12117227930200641,0.0,0.1842560502639407,0.0,0.0,0.12221321743562456,0.0
1338,2019-05-01,"[0.         0.         0.         0.13740927 0.         0.12856101
 0.24791122 0.10466817 0.         0.17102084 0.09928624 0.
 0.11114325]",2.114854824483337,1.7711969961940595,0.0,0.0,0.13740927026338592,0.0,0.12856101022253796,0.24791121801839577,0.10466816709852882,0.0,0.1710208420029484,0.09928623882085097,0.0,0.11114325357335214,0.0
1339,2019-05-02,"[0.         0.         0.         0.13593321 0.         0.1261029
 0.24350458 0.10463796 0.         0.1704511  0.11004011 0.
 0.10933014]",2.0980189925498007,1.760769248291383,0.0,0.0,0.13593321322926694,0.0,0.1261028964291814,0.24350458046034038,0.10463795689045158,0.0,0.1704510994920281,0.11004011071716976,0.0,0.10933014278156183,0.0
1340,2019-05-03,"[0.         0.         0.         0.13539224 0.         0.12863478
 0.23996555 0.10823436 0.         0.16959462 0.10898434 0.
 0.10919412]",2.1003623157618203,1.7649235585762182,0.0,0.0,0.13539223850583904,0.0,0.1286347753538549,0.23996554935822673,0.10823435612588843,0.0,0.16959462378775975,0.10898433828664421,0.0,0.10919411858178699,0.0
1341,2019-05-06,"[0.         0.         0.         0.13542076 0.         0.129801
 0.2389108  0.10913639 0.         0.16884277 0.10809887 0.
 0.10978941]",2.1201954147177235,1.7897026891594416,0.0,0.0,0.1354207587421565,0.0,0.12980099765178735,0.23891079848080016,0.10913638876991859,0.0,0.16884277045510449,0.10809887474839845,0.0,0.10978941115183441,0.0
1342,2019-05-07,"[0.         0.08973707 0.         0.14110661 0.         0.10539336
 0.20606544 0.09463982 0.06822657 0.13239351 0.08873844 0.
 0.07369917]",2.117992598088453,1.778915380300542,0.08973707437449596,0.0,0.14110661366407387,0.0,0.10539336122012617,0.20606544211042876,0.09463981825536881,0.06822656898114456,0.13239350605631123,0.08873844098202058,0.0,0.07369917435602999,0.0
1343,2019-05-08,"[0.         0.09961478 0.         0.14393328 0.         0.10341478
 0.20063821 0.09464783 0.07174569 0.12713416 0.08873021 0.
 0.07014106]",2.149198018342762,1.7986474110372532,0.099614781754035,0.0,0.14393328105320463,0.0,0.10341478482254723,0.200638207471234,0.09464783259555246,0.07174568580649016,0.12713416057417185,0.0887302091783858,0.0,0.07014105674437891,0.0
1344,2019-05-09,"[0.         0.09934927 0.         0.14620802 0.         0.10383614
 0.19986293 0.09523741 0.07104538 0.126355   0.08761976 0.
 0.07048609]",2.1224617237478722,1.7759298590377388,0.09934927332819879,0.0,0.1462080205176538,0.0,0.1038361409724709,0.19986292992635354,0.0952374095864457,0.07104537562518413,0.12635500033772087,0.08761975778804122,0.0,0.07048609191793119,0.0
1345,2019-05-10,"[0.         0.0984639  0.         0.14741273 0.         0.10408356
 0.19948894 0.09527995 0.07055058 0.12652439 0.08621703 0.
 0.07197892]",2.130669801110445,1.7857868357950966,0.09846389913294123,0.0,0.1474127325714625,0.0,0.10408356302770642,0.1994889364227158,0.09527995057661232,0.07055058371944221,0.12652438891708997,0.08621702747457728,0.0,0.07197891815745218,0.0
1346,2019-05-13,"[0.         0.12471842 0.         0.15800131 0.         0.12240034
 0.24492035 0.11590151 0.         0.14761857 0.0864395  0.
 0.        ]",2.128484365509066,1.7850663580002886,0.12471842205012428,0.0,0.1580013077738032,0.0,0.1224003421351072,0.2449203485290317,0.11590150774693725,0.0,0.14761856859735378,0.08643950316764247,0.0,0.0,0.0
1347,2019-05-14,"[0.         0.12986164 0.         0.15562645 0.         0.12113473
 0.24826438 0.11507292 0.         0.14686498 0.0831749  0.
 0.        ]",2.1181878056815373,1.7739042476183395,0.12986164378612028,0.0,0.15562644502327833,0.0,0.12113473266507019,0.2482643819902545,0.11507291747449777,0.0,0.14686497560070225,0.08317490346007674,0.0,0.0,0.0
1348,2019-05-15,"[0.         0.13878273 0.         0.16805967 0.         0.13343603
 0.27299312 0.12482058 0.         0.16190788 0.         0.
 0.        ]",2.0968022448018933,1.7523870119476475,0.138782727145412,0.0,0.16805966629399036,0.0,0.1334360266334266,0.27299311965246004,0.12482057854626166,0.0,0.16190788172844922,0.0,0.0,0.0,0.0
1349,2019-05-16,"[0.         0.14143218 0.         0.15752346 0.         0.11246605
 0.24507306 0.117247   0.         0.1419337  0.08432455 0.
 0.        ]",2.1004828983328236,1.7614212847053352,0.14143218291705617,0.0,0.1575234574099533,0.0,0.11246605442354134,0.24507305923457967,0.11724699868406264,0.0,0.14193370089772828,0.08432454643307877,0.0,0.0,0.0
1350,2019-05-17,"[0.         0.13425866 0.07009474 0.15858721 0.         0.1051577
 0.20873196 0.1112783  0.         0.12201468 0.08987676 0.
 0.        ]",2.130324498172017,1.7889069109434061,0.13425865583927746,0.07009474109333319,0.15858720710692148,0.0,0.10515770084225642,0.20873195531003388,0.11127829825482083,0.0,0.12201468182014345,0.08987675973321324,0.0,0.0,0.0
