,Date,Weights,Profit,Base Profit,Volume,JKHY,UIS,STRM,EBIX,ATRI,MMM,CRY,TFX,PCAR,SPAR,OSK,F,cash
0,2014-01-06,"[0.         0.08168724 0.08371574 0.08484717 0.08484087 0.08576871
 0.08355378 0.08221222 0.08235338 0.08062655 0.08396059 0.08321973
 0.08321398]",0.9997999702095985,0.9998000000000002,0.9999999701976776,0.08168724179267883,0.08371573686599731,0.08484716713428497,0.08484087139368057,0.08576870709657669,0.08355378359556198,0.08221222460269928,0.0823533833026886,0.08062655478715897,0.08396058529615402,0.0832197293639183,0.08321398496627808,0.0
1,2014-01-07,"[0.         0.08185574 0.08330876 0.08349606 0.08498976 0.08606863
 0.08391304 0.08114358 0.08226257 0.08059906 0.08432245 0.08477545
 0.08326491]",1.0064223150196596,1.0065079983392375,0.005888932757285284,0.08185574412345886,0.08330875635147095,0.08349605649709702,0.0849897563457489,0.08606863021850586,0.08391303569078445,0.0811435803771019,0.0822625681757927,0.08059906214475632,0.08432245254516602,0.08477544784545898,0.08326490968465805,0.0
2,2014-01-08,"[0.         0.08187299 0.08326709 0.08353008 0.08503241 0.08605298
 0.08386186 0.08115731 0.08225889 0.08058314 0.0843055  0.08479197
 0.08328579]",1.0028844952620548,1.0028930537984628,0.006853754855651283,0.08187299221754074,0.08326708525419235,0.08353007584810257,0.08503241091966629,0.08605298399925232,0.08386185765266418,0.08115731179714203,0.08225888758897781,0.08058314025402069,0.08430549502372742,0.08479196578264236,0.08328579366207123,0.0
3,2014-01-09,"[0.         0.08186749 0.08325719 0.08351735 0.08505578 0.08603377
 0.08387657 0.08114069 0.08225672 0.08056496 0.08431656 0.08480126
 0.08331168]",1.0077050880168472,1.0075765295210606,0.007884381452729577,0.08186749368906021,0.08325719088315964,0.08351735025644302,0.08505577594041824,0.08603376895189285,0.08387657254934311,0.08114068955183029,0.08225671947002411,0.0805649608373642,0.08431655913591385,0.08480125665664673,0.08331167697906494,0.0
4,2014-01-10,"[0.         0.08181901 0.08326076 0.08346659 0.08497512 0.08608598
 0.08387212 0.08115084 0.08229224 0.08060774 0.08436428 0.08481102
 0.08329434]",1.0128680816635511,1.0127428319366192,0.009592628049876943,0.08181900531053543,0.08326075971126556,0.08346658945083618,0.08497512340545654,0.0860859751701355,0.08387211710214615,0.0811508446931839,0.08229223638772964,0.08060774207115173,0.08436428010463715,0.0848110169172287,0.0832943394780159,0.0
5,2014-01-13,"[0.         0.08177441 0.08328676 0.08342294 0.08484107 0.08616751
 0.08390033 0.08116095 0.08231709 0.08066356 0.08440089 0.08483969
 0.08322476]",1.0158435803116772,1.015694106603987,0.007615185183616443,0.08177441358566284,0.08328676223754883,0.0834229364991188,0.08484107255935669,0.08616751432418823,0.0839003250002861,0.08116094768047333,0.08231709152460098,0.08066356182098389,0.08440089225769043,0.08483968675136566,0.08322475850582123,0.0
6,2014-01-14,"[0.         0.08166021 0.08334424 0.08337842 0.08467866 0.08625989
 0.08399293 0.08113785 0.08235541 0.08076084 0.08446964 0.08482698
 0.08313495]",1.0099688460582734,1.0099019490062608,0.012624964323182034,0.0816602110862732,0.0833442360162735,0.08337841928005219,0.08467865735292435,0.0862598866224289,0.08399292826652527,0.08113785088062286,0.08235540986061096,0.08076084405183792,0.08446963876485825,0.0848269835114479,0.08313494920730591,0.0
7,2014-01-15,"[0.         0.08163476 0.0833503  0.0834313  0.08463098 0.0862708
 0.08398849 0.08113552 0.08242594 0.08075766 0.08445185 0.08483142
 0.083091  ]",0.998574296168388,0.99864704844377,0.015981575547254764,0.0816347599029541,0.0833503007888794,0.08343129605054855,0.08463098108768463,0.08627080172300339,0.0839884877204895,0.08113551884889603,0.08242593705654144,0.08075765520334244,0.08445184677839279,0.08483141660690308,0.08309099823236465,0.0
8,2014-01-16,"[0.         0.08165396 0.08341656 0.08337536 0.08454217 0.08631592
 0.08399165 0.0810906  0.08250369 0.08080576 0.08445545 0.08485401
 0.08299484]",1.0140571083561811,1.013820330939171,0.009622242349474043,0.08165396004915237,0.08341655880212784,0.08337536454200745,0.0845421701669693,0.08631592243909836,0.0839916542172432,0.08109059929847717,0.08250369131565094,0.08080575615167618,0.0844554528594017,0.08485400676727295,0.08299484103918076,0.0
9,2014-01-17,"[0.         0.08168221 0.08345082 0.08340941 0.08451833 0.08634551
 0.08397697 0.08102635 0.08256273 0.08084806 0.08442623 0.08485217
 0.08290125]",1.0134575815022342,1.0134049995251921,0.014875926817078142,0.08168220520019531,0.0834508165717125,0.08340940624475479,0.08451832830905914,0.08634550869464874,0.08397696912288666,0.0810263454914093,0.08256272971630096,0.08084806054830551,0.08442623168230057,0.0848521739244461,0.0829012468457222,0.0
10,2014-01-21,"[0.         0.08171794 0.08346667 0.08344224 0.08455318 0.08631308
 0.08398435 0.0810103  0.08253807 0.08082485 0.08438122 0.08488443
 0.08288366]",1.0198373778258554,1.0198102873815826,0.007382971673211616,0.08171793818473816,0.08346667140722275,0.08344224095344543,0.08455318212509155,0.08631308376789093,0.08398435264825821,0.08101029694080353,0.08253806829452515,0.0808248519897461,0.08438122272491455,0.08488443493843079,0.08288366347551346,0.0
