,Date,Weights,Profit,Base Profit,Volume,TRC,FRPH,CIGI,CTO,DORM,MOD,STRT,SUP,AAME,FFG,CIA,GL,cash
0,2014-01-06,"[0.1045115  0.09509626 0.         0.12030212 0.10342879 0.
 0.13460962 0.11331807 0.12363579 0.10231483 0.         0.10278301
 0.        ]",0.9999999999910449,0.9999999999917251,0.8954885032730068,0.09509626451328435,0.0,0.12030211978377689,0.10342878734040896,0.0,0.13460962330514742,0.11331807187503506,0.12363579040178264,0.10231483142165708,0.0,0.10278301463191435,0.0,0.10451149672699309
1,2014-01-07,"[0.         0.10441902 0.         0.13467134 0.11459428 0.
 0.15336229 0.12654166 0.13885607 0.1136034  0.         0.11395195
 0.        ]",1.0018698629458345,1.0010733996314638,0.10451149672605707,0.10441901610804698,0.0,0.1346713360392554,0.1145942751925527,0.0,0.15336229050502106,0.12654166291437857,0.13885607385352586,0.11360339876381319,0.0,0.11395194662340617,0.0,0.0
2,2014-01-08,"[0.         0.1043334  0.         0.13513897 0.11432274 0.
 0.15388755 0.12641543 0.13896865 0.11340497 0.         0.11352829
 0.        ]",0.9907120195451715,0.9918885351857001,0.011228623546128368,0.1043334038778817,0.0,0.13513897342461373,0.11432273622776627,0.0,0.15388754574379632,0.12641543046004022,0.13896865296882285,0.11340496895553463,0.0,0.11352828834154413,0.0,0.0
3,2014-01-09,"[0.         0.10371252 0.         0.13494207 0.11432926 0.
 0.15457854 0.1265218  0.13920596 0.11317398 0.         0.11353587
 0.        ]",0.9947484856206971,0.9943782713356989,0.0070847864875684865,0.10371252439184993,0.0,0.13494206590109795,0.11432925744697489,0.0,0.15457854472924032,0.1265217975605244,0.13920595516259138,0.11317398422182486,0.0,0.11353587058589616,0.0,0.0
4,2014-01-10,"[0.         0.10376056 0.         0.13540998 0.11420575 0.
 0.15474762 0.12621521 0.13949283 0.11310248 0.         0.11306554
 0.        ]",0.9930136227808178,0.9935312535201652,0.009933189601764165,0.10376056373300423,0.0,0.1354099831465683,0.11420575323289396,0.0,0.15474762489244237,0.126215213764005,0.13949283360500808,0.11310248483466313,0.0,0.1130655427914149,0.0,0.0
5,2014-01-13,"[0.         0.10404005 0.         0.13504578 0.11415561 0.
 0.15458772 0.12634219 0.13961671 0.11280132 0.         0.11341064
 0.        ]",0.9883516147276533,0.9892172388122282,0.0064080722919475745,0.10404005088468385,0.0,0.13504577718569427,0.1141556078123922,0.0,0.154587716544974,0.12634219064339586,0.13961670505928545,0.1128013152090928,0.0,0.11341063666048179,0.0,0.0
6,2014-01-14,"[0.         0.10383338 0.         0.13532723 0.11417206 0.
 0.15434603 0.12634364 0.1396492  0.11302269 0.         0.11330578
 0.        ]",0.9826579112695906,0.982228907088304,0.00421309912524582,0.10383337904172013,0.0,0.13532723291030455,0.11417205514255954,0.0,0.1543460280721276,0.1263436398459157,0.13964920346799675,0.11302268613222478,0.0,0.1133057753871509,0.0,0.0
7,2014-01-15,"[0.         0.10357441 0.         0.13497917 0.11419336 0.
 0.15453527 0.12612798 0.1400343  0.11294185 0.         0.11361367
 0.        ]",0.9833403537508845,0.9766668090340647,0.010159943810944443,0.10357440739224905,0.0,0.13497916610843455,0.11419336199446002,0.0,0.15453527009125764,0.12612797961225078,0.14003429964533462,0.11294184993400541,0.0,0.11361366522200789,0.0,0.0
8,2014-01-16,"[0.         0.1038739  0.         0.13491925 0.11415084 0.
 0.15448414 0.12666721 0.13927453 0.11306094 0.         0.11356919
 0.        ]",0.9787164415556684,0.9775214194109892,0.0070652957763797045,0.10387389629094099,0.0,0.134919252955466,0.11415084311797084,0.0,0.15448414264218938,0.12666720982040527,0.13927453365712877,0.11306093588925115,0.0,0.1135691856266477,0.0,0.0
9,2014-01-17,"[0.         0.10391443 0.         0.13518458 0.11421129 0.
 0.15413765 0.12619163 0.13985656 0.1127793  0.         0.11372456
 0.        ]",0.9795039193872376,0.98105492233605,0.006925800205422178,0.10391442542942665,0.0,0.1351845766125426,0.11421129290629622,0.0,0.15413765130257642,0.12619163421412524,0.1398565601440586,0.11277930035806019,0.0,0.1137245590329141,0.0,0.0
10,2014-01-21,"[0.         0.10399667 0.         0.13540478 0.11451813 0.
 0.15431373 0.1262973  0.13947187 0.11270745 0.         0.11329006
 0.        ]",0.9819282364716938,0.97668265380109,0.009753471138768836,0.10399666794433417,0.0,0.13540477987573038,0.11451813056020035,0.0,0.1543137295962355,0.12629730419822396,0.1394718728319222,0.1127074507106517,0.0,0.11329006428270173,0.0,0.0
11,2014-01-22,"[0.         0.10403431 0.         0.13538861 0.1142784  0.
 0.15402493 0.12646386 0.13967319 0.11309979 0.         0.11303691
 0.        ]",0.9796754356565932,0.9754006081491765,0.011280414952330097,0.1040343105605362,0.0,0.13538860539399133,0.11427840177505373,0.0,0.15402493266671613,0.12646386318069797,0.13967318883466906,0.11309978704795923,0.0,0.11303691054037629,0.0,0.0
12,2014-01-23,"[0.         0.10384945 0.         0.13526407 0.11407961 0.
 0.15382092 0.12671111 0.13966479 0.11298336 0.         0.11362669
 0.        ]",0.9806505947129058,0.9754485090920963,0.009086170356772198,0.10384944542514203,0.0,0.13526406720418474,0.11407960622792437,0.0,0.15382092349965407,0.12671111254257136,0.13966478827855391,0.11298336441103733,0.0,0.1136266924109322,0.0,0.0
