,Date,Weights,Profit,Base Profit,SPAR,OSK,F,PCAR,CTS,SANM,IEC,FLEX,FLS,IEX,ITT,GGG,cash
0,2014-01-06,"[0.12901649 0.14364284 0.         0.         0.         0.
 0.19814258 0.         0.         0.17107705 0.         0.19358816
 0.16453288]",0.9999999999912902,0.9999999999917246,0.14364283926883817,0.0,0.0,0.0,0.0,0.1981425810966968,0.0,0.0,0.1710770533883615,0.0,0.19358815501547402,0.16453287844616085,0.1290164927844687
1,2014-01-07,"[0.         0.15873271 0.         0.         0.         0.
 0.23258845 0.         0.         0.19593175 0.         0.22536072
 0.18738637]",1.0071052514267556,1.0058110056961747,0.15873271100238617,0.0,0.0,0.0,0.0,0.23258844794886746,0.0,0.0,0.19593174568399618,0.0,0.22536072472125543,0.18738637064349492,0.0
2,2014-01-08,"[0.         0.15668566 0.         0.         0.         0.
 0.23199862 0.         0.         0.19571283 0.         0.22839332
 0.18720956]",0.9959446437176598,1.0017612451632616,0.1566856598278073,0.0,0.0,0.0,0.0,0.23199862363334864,0.0,0.0,0.1957128292864459,0.0,0.22839332249383543,0.1872095647585628,0.0
3,2014-01-09,"[0.         0.14014774 0.10507713 0.         0.         0.
 0.20352616 0.         0.         0.17478915 0.         0.20853486
 0.16792496]",0.9983077296636979,1.0031399196824151,0.14014774444227332,0.10507712755367134,0.0,0.0,0.0,0.20352615765531482,0.0,0.0,0.1747891498053257,0.0,0.20853485597323926,0.16792496457017542,0.0
4,2014-01-10,"[0.         0.13930062 0.11831628 0.         0.         0.
 0.19442121 0.         0.         0.17192776 0.         0.2100958
 0.16593834]",1.0035291142548983,1.006006166121464,0.139300617516585,0.1183162766935535,0.0,0.0,0.0,0.19442120848595504,0.0,0.0,0.17192775743900718,0.0,0.21009580197801286,0.16593833788688647,0.0
5,2014-01-13,"[0.         0.14008805 0.12061947 0.         0.         0.
 0.18768987 0.         0.         0.17064001 0.         0.21533614
 0.16562647]",1.0056135719177874,1.0076429868303092,0.14008804764367422,0.12061947432695695,0.0,0.0,0.0,0.1876898653203767,0.0,0.0,0.17064000573675792,0.0,0.21533614022784311,0.16562646674439108,0.0
6,2014-01-14,"[0.         0.14253898 0.12108925 0.         0.         0.
 0.18080523 0.         0.         0.16868209 0.         0.22239477
 0.16448968]",1.0032583784610916,1.0056789137584958,0.14253898221043526,0.12108925492009676,0.0,0.0,0.0,0.18080522832801665,0.0,0.0,0.16868208884630667,0.0,0.2223947666399656,0.164489679055179,0.0
7,2014-01-15,"[0.         0.15028259 0.11938289 0.         0.         0.
 0.17044964 0.         0.         0.16413423 0.         0.23515784
 0.16059281]",0.9895335798187351,0.9977310086558101,0.1502825897870059,0.11938289019605706,0.0,0.0,0.0,0.17044964478299668,0.0,0.0,0.16413423062600518,0.0,0.23515783693376668,0.16059280767416825,0.0
8,2014-01-16,"[0.         0.1563121  0.11531194 0.         0.         0.
 0.1656559  0.         0.         0.15928897 0.         0.24369715
 0.15973394]",1.0020456179183208,1.0075969341400852,0.15631209763451212,0.11531194356267639,0.0,0.0,0.0,0.16565589576843237,0.0,0.0,0.15928896614038743,0.0,0.24369715255822716,0.15973394433576452,0.0
9,2014-01-17,"[0.         0.13721343 0.1109834  0.         0.         0.
 0.1904016  0.         0.         0.16181797 0.         0.2195107
 0.18007291]",1.0094170340374518,1.0133327427045564,0.1372134289732225,0.11098339673307131,0.0,0.0,0.0,0.19040159807021279,0.0,0.0,0.16181796566233916,0.0,0.21951070158481079,0.18007290897634337,0.0
10,2014-01-21,"[0.         0.20138268 0.         0.15370704 0.         0.
 0.18507831 0.         0.         0.19087065 0.         0.26896132
 0.        ]",1.0057096170024442,1.0132181425459699,0.20138267635677928,0.0,0.15370704044085973,0.0,0.0,0.18507830978545467,0.0,0.0,0.1908706526764445,0.0,0.2689613207404618,0.0,0.0
11,2014-01-22,"[0.         0.18638867 0.         0.14792756 0.         0.
 0.23201856 0.         0.         0.19630701 0.         0.23735821
 0.        ]",1.010525346073643,1.0140823549195215,0.18638866738802265,0.0,0.14792755851219314,0.0,0.0,0.23201855761211534,0.0,0.0,0.1963070084039292,0.0,0.23735820808373967,0.0,0.0
12,2014-01-23,"[0.         0.20758233 0.         0.         0.         0.
 0.29880498 0.         0.         0.23507571 0.         0.25853698
 0.        ]",1.006017062198044,1.011307356809759,0.20758233257350492,0.0,0.0,0.0,0.0,0.2988049796218207,0.0,0.0,0.2350757055937153,0.0,0.25853698221095917,0.0,0.0
13,2014-01-24,"[0.         0.17409728 0.         0.         0.         0.
 0.269147   0.         0.         0.20574313 0.         0.21652942
 0.13448318]",1.0039986643548615,1.0058565731047806,0.17409727505216108,0.0,0.0,0.0,0.0,0.269147002290349,0.0,0.0,0.2057431274782148,0.0,0.21652941844026832,0.13448317673900678,0.0
14,2014-01-27,"[0.         0.16780009 0.         0.         0.         0.
 0.26314003 0.         0.         0.20254906 0.         0.20793023
 0.1585806 ]",0.9814816833548531,0.9941684207265272,0.16780008527095538,0.0,0.0,0.0,0.0,0.2631400336487036,0.0,0.0,0.20254905745976604,0.0,0.2079302252839224,0.15858059833665253,0.0
15,2014-01-28,"[0.         0.16550112 0.         0.         0.         0.
 0.26134152 0.         0.         0.20206633 0.         0.2058565
 0.16523453]",0.9502485116127823,0.9745079148001268,0.16550112492857758,0.0,0.0,0.0,0.0,0.26134152076658984,0.0,0.0,0.20206632739276634,0.0,0.20585650025682448,0.16523452665524177,0.0
16,2014-01-29,"[0.         0.16385106 0.         0.         0.         0.
 0.2600429  0.         0.         0.20163609 0.         0.20572976
 0.16874019]",0.9651797662239832,0.9795298161402041,0.16385106397218907,0.0,0.0,0.0,0.0,0.2600429014335038,0.0,0.0,0.2016360865382486,0.0,0.20572976008313823,0.1687401879729203,0.0
17,2014-01-30,"[0.         0.16193953 0.         0.         0.         0.
 0.26030739 0.         0.         0.20138319 0.         0.20476569
 0.1716042 ]",0.9564143933686398,0.9757099069228087,0.1619395292926665,0.0,0.0,0.0,0.0,0.2603073899194917,0.0,0.0,0.20138318584822962,0.0,0.20476569265392275,0.17160420228568948,0.0
18,2014-01-31,"[0.         0.16048905 0.         0.         0.         0.
 0.26115126 0.         0.         0.20087692 0.         0.20410674
 0.17337602]",0.9617201194817181,0.9868233329879531,0.16048904855574314,0.0,0.0,0.0,0.0,0.26115126368979114,0.0,0.0,0.20087692269857044,0.0,0.20410674321082928,0.1733760218450661,0.0
19,2014-02-03,"[0.         0.15928874 0.         0.         0.         0.
 0.25987891 0.         0.         0.20097461 0.         0.20522241
 0.17463534]",0.9498668913390668,0.9753429414220643,0.15928873740118987,0.0,0.0,0.0,0.0,0.2598789086614528,0.0,0.0,0.20097460783417803,0.0,0.20522240561787725,0.1746353404853019,0.0
20,2014-02-04,"[0.         0.15827757 0.         0.         0.         0.
 0.26044571 0.         0.         0.20117471 0.         0.20466391
 0.1754381 ]",0.9498386549959771,0.9749399863568389,0.15827756824052863,0.0,0.0,0.0,0.0,0.2604457119143272,0.0,0.0,0.20117471146402108,0.0,0.20466391063256673,0.17543809774855626,0.0
21,2014-02-05,"[0.         0.15773986 0.         0.         0.         0.
 0.26179342 0.         0.         0.20134852 0.         0.20349615
 0.17562205]",0.9102315710223242,0.9476472402870859,0.15773985602488813,0.0,0.0,0.0,0.0,0.2617934200181013,0.0,0.0,0.20134852279223484,0.0,0.203496152811462,0.17562204835331374,0.0
22,2014-02-06,"[0.         0.15735646 0.         0.         0.         0.
 0.26254105 0.         0.         0.20079886 0.         0.20298447
 0.17631915]",0.9146451182703461,0.9539157133163483,0.1573564645830631,0.0,0.0,0.0,0.0,0.262541051278258,0.0,0.0,0.20079886114136805,0.0,0.20298446917113855,0.1763191538261723,0.0
23,2014-02-07,"[0.         0.15720739 0.         0.         0.         0.
 0.26266981 0.         0.         0.200195   0.         0.20287932
 0.17704848]",0.9224059366670262,0.9521818367590245,0.15720738842260928,0.0,0.0,0.0,0.0,0.2626698146644226,0.0,0.0,0.20019500233783316,0.0,0.20287931629943265,0.1770484782757022,0.0
24,2014-02-10,"[0.         0.15687372 0.         0.         0.         0.
 0.26309683 0.         0.         0.19988019 0.         0.20250952
 0.17763974]",0.9413706192618163,0.9706661877245729,0.1568737228928538,0.0,0.0,0.0,0.0,0.2630968274546127,0.0,0.0,0.19988018726684992,0.0,0.20250952499628797,0.17763973738939554,0.0
25,2014-02-11,"[0.         0.1575827  0.         0.         0.         0.
 0.26077297 0.         0.         0.19931831 0.         0.20445546
 0.17787057]",0.9513542846842474,0.9795875920406162,0.15758269657931975,0.0,0.0,0.0,0.0,0.2607729660723122,0.0,0.0,0.19931830948129284,0.0,0.20445546170307405,0.1778705661640011,0.0
26,2014-02-12,"[0.         0.14265963 0.1021165  0.         0.         0.
 0.2067227  0.         0.         0.18089822 0.         0.2040982
 0.16350474]",0.9395844738175241,0.9714144946888452,0.14265963305950552,0.10211650337798707,0.0,0.0,0.0,0.20672269671434912,0.0,0.0,0.18089822485912677,0.0,0.20409819766782283,0.1635047443212086,0.0
27,2014-02-13,"[0.         0.14041962 0.11238386 0.         0.         0.
 0.20194084 0.         0.         0.18041879 0.         0.2012659
 0.163571  ]",0.9471848595649219,0.9792123469310504,0.1404196173340785,0.11238385723530933,0.0,0.0,0.0,0.201940837538159,0.0,0.0,0.1804187903085116,0.0,0.20126589811282147,0.16357099947112008,0.0
28,2014-02-14,"[0.         0.14006405 0.1132416  0.         0.         0.
 0.20160162 0.         0.         0.18078102 0.         0.20045733
 0.16385438]",0.9495149376384552,0.9833570088583728,0.14006404563574762,0.11324159775909552,0.0,0.0,0.0,0.20160162002768925,0.0,0.0,0.18078102271548988,0.0,0.200457331097443,0.1638543827645348,0.0
29,2014-02-18,"[0.         0.1404481  0.11364119 0.         0.         0.
 0.2007589  0.         0.         0.18048542 0.         0.20105079
 0.1636156 ]",0.9829211846310674,1.0017657776732078,0.14044810435217742,0.11364119436509487,0.0,0.0,0.0,0.20075890026112858,0.0,0.0,0.1804854160899417,0.0,0.20105078767655568,0.16361559725510177,0.0
30,2014-02-19,"[0.         0.13569343 0.10714806 0.         0.         0.
 0.20291805 0.         0.         0.18700507 0.         0.19896107
 0.16827431]",0.9887907846445718,1.0128912180702818,0.13569342894875508,0.1071480629746363,0.0,0.0,0.0,0.20291804885351925,0.0,0.0,0.1870050740044611,0.0,0.19896107125780735,0.16827431396082113,0.0
31,2014-02-20,"[0.         0.13489261 0.10684514 0.         0.         0.
 0.20245888 0.         0.         0.18791474 0.         0.19884967
 0.16903896]",0.9849589103429495,1.0137482138416722,0.1348926055997971,0.1068451401506822,0.0,0.0,0.0,0.20245887822517405,0.0,0.0,0.18791473962548985,0.0,0.19884967214057853,0.16903896425827825,0.0
32,2014-02-21,"[0.         0.13526368 0.10285947 0.         0.         0.
 0.20584913 0.         0.         0.1896173  0.         0.19736838
 0.16904205]",0.9896914051260758,1.0146299365991598,0.13526368019744187,0.10285946564649477,0.0,0.0,0.0,0.2058491299081355,0.0,0.0,0.1896173008404749,0.0,0.1973683766572289,0.16904204675022405,0.0
33,2014-02-24,"[0.         0.13518624 0.10240872 0.         0.         0.
 0.20635601 0.         0.         0.18958521 0.         0.19720525
 0.16925856]",1.0118044048910244,1.0318801134837452,0.1351862445317634,0.10240872145362294,0.0,0.0,0.0,0.2063560139059317,0.0,0.0,0.1895852144685104,0.0,0.19720524733629913,0.1692585583038726,0.0
34,2014-02-25,"[0.         0.13527565 0.1029054  0.         0.         0.
 0.20563712 0.         0.         0.18944461 0.         0.19766973
 0.1690675 ]",1.0058209038899906,1.0269312345407782,0.13527564762238317,0.10290540307843368,0.0,0.0,0.0,0.2056371160449232,0.0,0.0,0.189444607788717,0.0,0.19766972532269222,0.16906750014285085,0.0
35,2014-02-26,"[0.         0.13538155 0.10267596 0.         0.         0.
 0.20584078 0.         0.         0.18955103 0.         0.19758596
 0.16896473]",1.015229000954563,1.0351470485952887,0.13538155130652038,0.10267595548147232,0.0,0.0,0.0,0.2058407768765492,0.0,0.0,0.18955103299983142,0.0,0.19758595523129052,0.1689647281043363,0.0
36,2014-02-27,"[0.         0.13534029 0.1031565  0.         0.         0.
 0.20513376 0.         0.         0.18925769 0.         0.19806346
 0.1690483 ]",1.0132855158179945,1.032959193531397,0.1353402879953003,0.10315650423872653,0.0,0.0,0.0,0.2051337619003547,0.0,0.0,0.18925768583510508,0.0,0.19806346257649016,0.1690482974540234,0.0
37,2014-02-28,"[0.         0.13522719 0.10404218 0.         0.         0.
 0.20420428 0.         0.         0.18900931 0.         0.19848252
 0.16903452]",1.0135552119292486,1.0342361680327359,0.13522718521916632,0.104042181411247,0.0,0.0,0.0,0.20420427528380775,0.0,0.0,0.189009311593082,0.0,0.19848252346346162,0.16903452302923536,0.0
38,2014-03-03,"[0.         0.13519248 0.10429876 0.         0.         0.
 0.20408057 0.         0.         0.18887189 0.         0.19850236
 0.16905393]",1.0169624722198827,1.0347925072318147,0.135192483374226,0.10429876265564127,0.0,0.0,0.0,0.20408057340413743,0.0,0.0,0.18887189440243393,0.0,0.19850235911028002,0.16905392705328134,0.0
39,2014-03-04,"[0.         0.13523088 0.10389293 0.         0.         0.
 0.2043702  0.         0.         0.18897858 0.         0.1984107
 0.16911671]",1.0046934071048854,1.0259394320404855,0.13523087729858763,0.1038929293082903,0.0,0.0,0.0,0.20437020081388882,0.0,0.0,0.18897858430579662,0.0,0.19841069907116882,0.1691167092022678,0.0
40,2014-03-05,"[0.         0.13512227 0.10432592 0.         0.         0.
 0.20401441 0.         0.         0.18878818 0.         0.19855531
 0.16919391]",1.0157598410742676,1.0374156837801303,0.13512226871599686,0.1043259233537246,0.0,0.0,0.0,0.20401440521955835,0.0,0.0,0.18878818115175475,0.0,0.19855530966822657,0.16919391189073882,0.0
41,2014-03-06,"[0.         0.13521293 0.10387045 0.         0.         0.
 0.20436731 0.         0.         0.18896607 0.         0.19844504
 0.1691382 ]",1.0257499599629103,1.0458282640545777,0.13521292564835607,0.10387045327795207,0.0,0.0,0.0,0.20436730587475163,0.0,0.0,0.18896607028839785,0.0,0.19844504328029053,0.16913820163025195,0.0
42,2014-03-07,"[0.         0.13515867 0.10418731 0.         0.         0.
 0.20439102 0.         0.         0.18894753 0.         0.19831761
 0.16899786]",1.0235844928181728,1.0437989559809293,0.13515866537858387,0.10418731428779059,0.0,0.0,0.0,0.20439102114908278,0.0,0.0,0.18894752680619928,0.0,0.19831761240928686,0.16899785996905664,0.0
43,2014-03-10,"[0.         0.13516168 0.10447236 0.         0.         0.
 0.20399076 0.         0.         0.18888019 0.         0.19853295
 0.16896206]",1.0260147085621603,1.0451994826458852,0.13516168122737204,0.1044723582190877,0.0,0.0,0.0,0.2039907603761694,0.0,0.0,0.18888018924352273,0.0,0.19853294786278025,0.16896206307106795,0.0
44,2014-03-11,"[0.         0.13517949 0.10438889 0.         0.         0.
 0.2039657  0.         0.         0.18891603 0.         0.19857083
 0.16897906]",1.0184813027555926,1.0394063617947686,0.13517948819569522,0.10438889253593582,0.0,0.0,0.0,0.20396570350119922,0.0,0.0,0.18891602837110663,0.0,0.19857083119972918,0.16897905619633402,0.0
45,2014-03-12,"[0.         0.13514928 0.10484376 0.         0.         0.
 0.20345117 0.         0.         0.1887798  0.         0.19882899
 0.16894701]",1.0134629929675554,1.0359458331965132,0.13514927766399856,0.10484376344824273,0.0,0.0,0.0,0.20345116957535633,0.0,0.0,0.18877979624948252,0.0,0.1988289879883896,0.1689470050745302,0.0
46,2014-03-13,"[0.         0.13517067 0.10446277 0.         0.         0.
 0.20336937 0.         0.         0.189102   0.         0.19891032
 0.16898487]",0.9920987380123465,1.028609154202047,0.13517067495768048,0.10446276998190061,0.0,0.0,0.0,0.20336937268145303,0.0,0.0,0.18910199800828312,0.0,0.1989103154235392,0.16898486894714354,0.0
47,2014-03-14,"[0.         0.1351125  0.10477712 0.         0.         0.
 0.20329701 0.         0.         0.18898556 0.         0.19886683
 0.16896097]",1.0013656168957883,1.0374199378801188,0.13511250013137768,0.10477711925750227,0.0,0.0,0.0,0.20329701014062052,0.0,0.0,0.18898556434160316,0.0,0.19886683327245142,0.16896097285644496,0.0
