,Date,Weights,Profit,Base Profit,PFIN,LECO,SPXC,CVR,NBIX,TECH,BCRX,TTNP,OSK,F,PCAR,SPAR,cash
0,2014-01-06,"[0.10490566 0.10461523 0.11581391 0.07519483 0.08809956 0.07886679
 0.07438706 0.         0.09703545 0.         0.08536935 0.17571216
 0.        ]",0.999999999991049,0.9999999999917246,0.10461522839393299,0.11581390501026399,0.07519482986022534,0.08809955957102969,0.0788667895439754,0.074387062872327,0.0,0.097035450529845,0.0,0.08536935338127921,0.17571216197885495,0.0,0.10490565885826633
1,2014-01-07,"[0.         0.10827458 0.12225428 0.07524696 0.09016031 0.07973881
 0.07456836 0.0668859  0.10000701 0.         0.08707364 0.19579015
 0.        ]",1.0114924921102912,1.012876665486319,0.10827458351591487,0.12225427652076862,0.0752469642315736,0.09016030737850057,0.07973880825500781,0.0745683584618559,0.06688589798183008,0.10000701495242566,0.0,0.08707363703611108,0.195790151666012,0.0,0.0
2,2014-01-08,"[0.         0.10732172 0.12193233 0.07443362 0.08949713 0.07891187
 0.07380297 0.07079031 0.09927732 0.         0.08637281 0.19765993
 0.        ]",1.0631544758450198,1.0573233238031872,0.10732171893248817,0.12193233294741798,0.07443361762747956,0.0894971251212138,0.07891186736346299,0.07380296887820555,0.07079031170405656,0.09927731989020137,0.0,0.0863728099735236,0.19765992756195044,0.0,0.0
3,2014-01-09,"[0.         0.10719768 0.12180431 0.07439553 0.0895235  0.07886447
 0.0737002  0.07098225 0.09929393 0.         0.08625432 0.19798381
 0.        ]",1.0758881645572156,1.0752750554134334,0.10719768192707711,0.1218043109657129,0.0743955312284786,0.08952349899423884,0.07886447161276905,0.0737001966753966,0.07098224858000225,0.09929392957621634,0.0,0.08625432402647816,0.1979838064136301,0.0,0.0
4,2014-01-10,"[0.         0.10723922 0.12179471 0.07434814 0.08950734 0.07887312
 0.07366027 0.07100538 0.0992832  0.         0.08623743 0.19805117
 0.        ]",1.0884575486284063,1.0876124524397852,0.1072392247115151,0.12179471444097928,0.07434814373160706,0.08950733613309321,0.07887312342280996,0.07366027051326246,0.07100538101909117,0.09928320100986736,0.0,0.08623743116303248,0.19805117385474189,0.0,0.0
5,2014-01-13,"[0.         0.10721957 0.12180939 0.0743191  0.08955747 0.07886076
 0.07362139 0.07101436 0.09933258 0.         0.086214   0.19805138
 0.        ]",1.0924745533273834,1.094594959786094,0.10721957082948386,0.12180939017042804,0.07431909761087298,0.08955747456390215,0.07886076076686183,0.07362138780479728,0.0710143563114538,0.09933258183459816,0.0,0.0862140032070303,0.19805137690057176,0.0,0.0
6,2014-01-14,"[0.         0.10729983 0.12178452 0.07419703 0.08969259 0.07895225
 0.0734308  0.07100928 0.09949674 0.         0.08612439 0.19801257
 0.        ]",1.0997823057629874,1.1037259432701858,0.10729982971674666,0.121784517050392,0.07419703399421063,0.08969259284626888,0.07895224864471354,0.07343079825032087,0.07100928209452238,0.09949673829253974,0.0,0.08612439275909159,0.19801256635119371,0.0,0.0
7,2014-01-15,"[0.         0.10740224 0.12181765 0.07412385 0.08961775 0.07897902
 0.07340039 0.07105443 0.09943529 0.         0.08613936 0.19803002
 0.        ]",1.0876101810413468,1.092078565013004,0.10740224474738964,0.1218176511177189,0.07412384539825106,0.08961774768705891,0.07897902430164669,0.07340038607720618,0.07105442891778442,0.09943529312030747,0.0,0.08613935983640471,0.19803001879623217,0.0,0.0
8,2014-01-16,"[0.         0.10749895 0.12178817 0.07409716 0.08958529 0.07899785
 0.07337557 0.07106885 0.09942691 0.         0.08611813 0.19804313
 0.        ]",1.1278780130427362,1.1309883203510718,0.10749895333604824,0.12178816549330553,0.07409715514651663,0.08958529266406838,0.07899784815402577,0.07337557169945481,0.07106884655929512,0.0994269061765179,0.0,0.08611812741792976,0.19804313335283782,0.0,0.0
9,2014-01-17,"[0.         0.10737241 0.12187055 0.07405188 0.08969104 0.07897677
 0.07331953 0.07108754 0.09950457 0.         0.08611505 0.19801066
 0.        ]",1.1173346429454558,1.1190883466212533,0.10737240693816992,0.12187055013486944,0.07405188057851993,0.08969103935082588,0.07897677040183794,0.0733195335371596,0.07108754170723806,0.09950457246413724,0.0,0.08611504877580768,0.19801065611143434,0.0,0.0
10,2014-01-21,"[0.         0.10732291 0.12190441 0.07405894 0.08968904 0.0789603
 0.07333927 0.07109395 0.09948919 0.         0.08613543 0.19800655
 0.        ]",1.12010691661714,1.123873015765892,0.10732290870073834,0.12190441454433636,0.07405894169240616,0.08968903981044903,0.07896030315102828,0.07333926641220219,0.07109395270035472,0.0994891894586277,0.0,0.0861354321428338,0.19800655138702342,0.0,0.0
11,2014-01-22,"[0.         0.10733232 0.12189051 0.07409963 0.08962559 0.07894877
 0.07339886 0.07109704 0.09942454 0.         0.08616076 0.19802198
 0.        ]",1.1320629479815019,1.135309282626726,0.10733232416144943,0.12189051096638356,0.07409962538462934,0.08962558765250754,0.07894877023818578,0.07339885557742405,0.07109704212778387,0.09942453866404409,0.0,0.08616076338712689,0.1980219818404655,0.0,0.0
12,2014-01-23,"[0.         0.10735009 0.12186226 0.07407673 0.08969839 0.0789765
 0.07333587 0.07107226 0.09949936 0.         0.08612328 0.19800527
 0.        ]",1.1400540404509605,1.1385402774519782,0.10735008509968594,0.12186225805423147,0.0740767324259599,0.08969838855485514,0.07897649902324802,0.07333586511822932,0.07107226288356863,0.09949935720879385,0.0,0.08612328319063771,0.19800526844079014,0.0,0.0
13,2014-01-24,"[0.         0.10723556 0.122001   0.074004   0.08974476 0.07894025
 0.07330156 0.07112258 0.09949795 0.         0.08616288 0.19798946
 0.        ]",1.146182891382762,1.14273816784901,0.10723555824471663,0.12200100279931188,0.0740040014541779,0.08974475698140602,0.07894025281054079,0.073301557417755,0.07112257972608303,0.09949794795582434,0.0,0.08616287971832524,0.19798946289185906,0.0,0.0
14,2014-01-27,"[0.         0.10715814 0.12206965 0.07393229 0.08986987 0.07895625
 0.07320242 0.07111857 0.09959746 0.         0.08614419 0.19795116
 0.        ]",1.1419454975508112,1.1377407178257084,0.10715814156730033,0.12206964869627744,0.07393229396972037,0.08986986709009957,0.07895625137455865,0.07320242005768567,0.07111857167996959,0.09959745539296036,0.0,0.08614419107766497,0.19795115909376312,0.0,0.0
15,2014-01-28,"[0.         0.10687275 0.12226003 0.07384634 0.09010786 0.078927
 0.07309297 0.0711077  0.09974406 0.         0.08616443 0.19787686
 0.        ]",1.1153700385083272,1.1081696567849635,0.10687274785533926,0.12226003494807265,0.0738463435077996,0.09010785568922035,0.07892699669515535,0.07309297161199714,0.07110770063353193,0.09974405757102373,0.0,0.08616443410121757,0.1978768573866425,0.0,0.0
16,2014-01-29,"[0.         0.10686971 0.12217805 0.07379726 0.09035397 0.07904651
 0.07290028 0.070996   0.10001288 0.         0.08604895 0.19779638
 0.        ]",1.0981918337364243,1.0911807882725229,0.10686971165328035,0.12217804881890804,0.07379725558546908,0.09035397327556406,0.07904651002298088,0.07290028342190595,0.07099600013056966,0.10001288133495856,0.0,0.08604895396097707,0.19779638179538644,0.0,0.0
17,2014-01-30,"[0.         0.1071039  0.12194959 0.07366377 0.09069031 0.07930607
 0.07252457 0.07082124 0.10042675 0.         0.08582044 0.19769336
 0.        ]",1.09520669176749,1.0908162640947632,0.10710389675767852,0.12194958773212763,0.07366377210779167,0.09069031216403275,0.0793060667876316,0.07252456737938792,0.07082124311837512,0.10042674723595638,0.0,0.08582044245769783,0.19769336425932063,0.0,0.0
18,2014-01-31,"[0.         0.1071189  0.12186876 0.07372499 0.09070037 0.07929959
 0.0725608  0.07079728 0.10045579 0.         0.08579559 0.19767793
 0.        ]",1.0996624416579242,1.09066120044926,0.10711890149688774,0.12186876283489256,0.07372498597874595,0.0907003730087767,0.07929958884211767,0.07256080198361331,0.07079728230224848,0.10045578775637193,0.0,0.08579558817686961,0.19767792761947617,0.0,0.0
19,2014-02-03,"[0.         0.10701644 0.12182099 0.07378029 0.09084776 0.07927841
 0.07254843 0.07072967 0.10058606 0.         0.08575239 0.19763956
 0.        ]",1.094334315279868,1.0855802715630447,0.10701643908150568,0.1218209875014753,0.07378029034361659,0.09084775635110753,0.07927841459488394,0.07254842891211769,0.07072966711378817,0.10058605760075662,0.0,0.08575239467804818,0.1976395638227003,0.0,0.0
20,2014-02-04,"[0.         0.10714768 0.12174802 0.07373621 0.09086721 0.07936467
 0.07245976 0.0707052  0.10064377 0.         0.08569954 0.19762795
 0.        ]",1.0981723553487428,1.0886024159944117,0.10714767980810287,0.12174801940386626,0.0737362077867786,0.09086721041317555,0.07936467085329603,0.07245975538283855,0.07070519533041858,0.10064376729251956,0.0,0.08569954246962591,0.19762795125937824,0.0,0.0
