,Date,Weights,Profit,Base Profit,Volume,CTO,TRC,FRPH,CIGI,FLEX,CTS,SANM,IEC,CLB,ENSV,RES,HLX,cash
0,2014-01-06,"[0.09134036 0.16219667 0.         0.09528464 0.09378685 0.
 0.09982617 0.         0.09884836 0.1057215  0.13903694 0.11395851
 0.        ]",0.9999999999909134,0.9999999999917251,0.9086596381921656,0.16219667004053992,0.0,0.09528463927870226,0.093786846604837,0.0,0.09982616892805636,0.0,0.09884836317896314,0.10572150358953504,0.13903693974610254,0.11395850682542934,0.0,0.09134036180783446
1,2014-01-07,"[0.         0.17164581 0.         0.09413236 0.09227374 0.08197999
 0.09922658 0.         0.09782834 0.10568707 0.14280345 0.11442266
 0.        ]",1.0045650392701007,1.0056639960512155,0.09997923376971646,0.17164580737264662,0.0,0.09413235920579668,0.09227374168361054,0.08197999435878371,0.09922657555180024,0.0,0.09782833709474995,0.10568707206274124,0.14280345455595828,0.11442265811391296,0.0,0.0
2,2014-01-08,"[0.         0.17194856 0.         0.09322116 0.09133405 0.08834983
 0.09834169 0.         0.09652034 0.10487832 0.14220667 0.11319938
 0.        ]",1.0072747293712663,1.0027891627986751,0.020962475469180623,0.17194855975080878,0.0,0.09322116479447319,0.09133405169439608,0.08834982928523884,0.09834168758421788,0.0,0.09652033905927664,0.10487832244018247,0.14220667009864033,0.11319937529276586,0.0,0.0
3,2014-01-09,"[0.         0.1727875  0.         0.09323716 0.09041027 0.0888213
 0.0982478  0.         0.09671537 0.10558537 0.14279007 0.11140517
 0.        ]",1.0093553495610772,1.0045988259490166,0.015385609424564966,0.17278749576834335,0.0,0.0932371647882807,0.09041026775956235,0.08882129627240558,0.09824780027975455,0.0,0.09671536854891531,0.1055853654812799,0.14279007259176946,0.11140516850968878,0.0,0.0
4,2014-01-10,"[0.         0.17439331 0.         0.09370429 0.08982896 0.08886473
 0.09845535 0.         0.09597212 0.10683181 0.1420703  0.10987914
 0.        ]",1.0168987965952594,1.0082931694543245,0.009769941706740929,0.17439330551622995,0.0,0.09370429037377048,0.08982895932035712,0.08886472693807446,0.09845535245551339,0.0,0.0959721170024592,0.10683181170180645,0.142070300739538,0.10987913595225099,0.0,0.0
5,2014-01-13,"[0.         0.16261939 0.         0.0867796  0.08159415 0.08215903
 0.09113496 0.0753964  0.0878065  0.10015898 0.13342443 0.09892655
 0.        ]",1.006936600511493,1.00244215488561,0.1533410189513275,0.1626193896921611,0.0,0.08677960027185548,0.08159414991920287,0.08215903457227754,0.09113496026805057,0.07539640103063242,0.08780650216144006,0.10015898001396828,0.13342443442826027,0.09892654764215132,0.0,0.0
6,2014-01-14,"[0.         0.16300794 0.         0.08670745 0.08001373 0.08172057
 0.0908384  0.08314319 0.0866592  0.10119815 0.13086509 0.09584628
 0.        ]",1.0032642639366665,0.9969450283496596,0.02290831840726185,0.1630079425817175,0.0,0.08670745119294404,0.08001373153513099,0.08172057121573187,0.09083839982758848,0.08314318897052476,0.08665919647827014,0.10119814890764056,0.1308650941646107,0.0958462751258408,0.0,0.0
7,2014-01-15,"[0.         0.16339683 0.         0.0868316  0.07906645 0.08139564
 0.09028727 0.08455717 0.08617851 0.10219457 0.13212695 0.093965
 0.        ]",1.002636637855478,0.9939758553876424,0.012991898650243036,0.16339682756613838,0.0,0.0868316010339164,0.0790664512923766,0.08139564117687768,0.09028727337992004,0.0845571688247594,0.08617851499406322,0.10219457032940543,0.13212695029158847,0.0939650011109545,0.0,0.0
8,2014-01-16,"[0.         0.16528713 0.         0.08685115 0.07705172 0.08061504
 0.09023086 0.08691349 0.08469058 0.10386171 0.13424211 0.09025621
 0.        ]",1.005599719384818,0.9970450667506664,0.02654045036046268,0.16528712935577045,0.0,0.0868511486926249,0.07705172374304217,0.080615035896461,0.09023085920600028,0.08691349234219296,0.08469058132580472,0.10386171034615532,0.13424210826140764,0.09025621083054051,0.0,0.0
9,2014-01-17,"[0.         0.17013623 0.         0.08715303 0.07117194 0.07514648
 0.08903449 0.09479447 0.07965939 0.11043811 0.14405726 0.0784086
 0.        ]",1.0194948479385486,1.007142053197456,0.06916321781453,0.17013623084667623,0.0,0.08715303073018114,0.07117194078516408,0.07514647888415638,0.08903448811728597,0.09479446860660146,0.07965939482004193,0.11043810755403813,0.1440572633929659,0.07840859626288887,0.0,0.0
10,2014-01-21,"[0.         0.16101961 0.         0.08548418 0.0830279  0.09220667
 0.08906337 0.07956458 0.08937739 0.09990415 0.12910614 0.09124601
 0.        ]",1.0302834679960045,1.0135233672784125,0.11241545594218051,0.1610196072131091,0.0,0.08548417801364128,0.08302790304135137,0.09220667340168281,0.0890633737005428,0.07956458443474321,0.08937738807973394,0.09990415071168592,0.12910613567906995,0.09124600572443975,0.0,0.0
11,2014-01-22,"[0.         0.16458073 0.         0.09161997 0.0950317  0.09264976
 0.0947873  0.         0.10015796 0.10236442 0.14736136 0.11144681
 0.        ]",1.0270840158787549,1.0137264506155608,0.15927985610837156,0.1645807276782151,0.0,0.09161997100775708,0.09503169656067098,0.09264976433834796,0.09478729545855351,0.0,0.10015796141594133,0.10236441938283225,0.14736135620433766,0.11144680795334423,0.0,0.0
12,2014-01-23,"[0.         0.16389997 0.         0.09155794 0.09561422 0.09122217
 0.09483458 0.         0.09978987 0.10173839 0.14733038 0.11401249
 0.        ]",1.0296803473389746,1.015589269929658,0.01141797851709124,0.16389997287970826,0.0,0.09155793714982598,0.0956142180326462,0.09122216903696836,0.09483458084228857,0.0,0.0997898651474737,0.10173838963308297,0.14733037808097085,0.114012489197035,0.0,0.0
13,2014-01-24,"[0.         0.16490488 0.         0.09135156 0.09513196 0.09048549
 0.0952766  0.         0.09964951 0.10161924 0.14779263 0.11378813
 0.        ]",1.037305708242192,1.0208792163285767,0.009081845562817905,0.16490487968867099,0.0,0.09135155883243233,0.0951319593843681,0.09048548811183472,0.09527660386458285,0.0,0.09964951073170336,0.10161923523014685,0.14779263201587697,0.11378813214038389,0.0,0.0
14,2014-01-27,"[0.         0.16493145 0.         0.09151224 0.0948563  0.09023812
 0.09529301 0.         0.09884756 0.10164861 0.14865532 0.11401739
 0.        ]",1.0311170269866694,1.0123125861668276,0.021850395142351313,0.16493145472589094,0.0,0.0915122445774342,0.09485629754798698,0.09023811739409122,0.09529300757104983,0.0,0.09884756070184465,0.10164860619915352,0.1486553210368423,0.11401739024570626,0.0,0.0
15,2014-01-28,"[0.         0.16549064 0.         0.09148574 0.09506816 0.09022605
 0.09556229 0.         0.09911969 0.10173589 0.1472182  0.11409334
 0.        ]",1.0251974893986562,1.0042170309685952,0.009008597312273324,0.16549063660070767,0.0,0.09148574255747288,0.09506815697448764,0.09022605190017685,0.09556229485892888,0.0,0.0991196874472822,0.1017358917888447,0.14721819533361072,0.11409334253848852,0.0,0.0
16,2014-01-29,"[0.         0.16579224 0.         0.09140268 0.09505505 0.08996321
 0.09575591 0.         0.09928509 0.10186612 0.14620934 0.11467036
 0.        ]",1.0204181479896286,1.0048996505210153,0.009393470825540555,0.16579223665164275,0.0,0.09140268204754964,0.09505504886842989,0.08996320759165487,0.09575591097338138,0.0,0.09928509478447296,0.10186612185623158,0.14620933680148265,0.11467036042515431,0.0,0.0
17,2014-01-30,"[0.         0.16623278 0.         0.09129281 0.09473929 0.08991596
 0.0958485  0.         0.09834043 0.10204806 0.14729406 0.11428812
 0.        ]",1.0168472773092998,1.002190773932593,0.018374013547835393,0.1662327758726982,0.0,0.09129280700555384,0.09473929310196685,0.08991595650087192,0.09584850218190813,0.0,0.09834042822502817,0.10204806216521772,0.14729405607347162,0.11428811887328352,0.0,0.0
18,2014-01-31,"[0.         0.16648578 0.         0.09085674 0.09507545 0.09017315
 0.09573613 0.         0.09899348 0.10237838 0.14583724 0.11446365
 0.        ]",1.034430589127568,1.0121898453067633,0.017172160700771034,0.16648577822847271,0.0,0.09085673967386114,0.09507545354038,0.09017315311542569,0.09573612822813739,0.0,0.09899347853005344,0.10237838070382431,0.1458372359482924,0.11446365203155301,0.0,0.0
19,2014-02-03,"[0.         0.16625446 0.         0.09156524 0.09523448 0.09058443
 0.0959662  0.         0.09864047 0.10232616 0.14488702 0.11454155
 0.        ]",0.9999168531949788,0.9888116076914809,0.016417193263586764,0.1662544649860793,0.0,0.09156523945910927,0.09523447681823716,0.09058442685934516,0.09596619794920513,0.0,0.09864046932327863,0.10232615828195883,0.14488702006993487,0.1145415462528516,0.0,0.0
20,2014-02-04,"[0.         0.16703022 0.         0.09142347 0.09538785 0.09029538
 0.09625556 0.         0.09882629 0.10207368 0.14442933 0.11427823
 0.        ]",1.0014197300293721,0.9901767027713512,0.018460522041892434,0.16703022233984258,0.0,0.09142347244535892,0.09538784680529289,0.09029537709230029,0.09625555939595887,0.0,0.09882629210513598,0.10207367627658238,0.144429326007898,0.11427822753163007,0.0,0.0
21,2014-02-05,"[0.         0.16672678 0.         0.09148992 0.09542105 0.09011158
 0.0959502  0.         0.0987156  0.10221649 0.1444411  0.11492729
 0.        ]",0.9956471792718379,0.9806484507644305,0.00585487752709244,0.16672677774018216,0.0,0.0914899198033859,0.0954210497793779,0.09011157886126828,0.09595019779977818,0.0,0.0987155974676582,0.10221648972209817,0.14444109693590082,0.11492729189035052,0.0,0.0
22,2014-02-06,"[0.         0.1667786  0.         0.09139309 0.09521503 0.0900268
 0.09587036 0.         0.09852447 0.10219793 0.14547268 0.11452105
 0.        ]",0.9855251810388194,0.9743648807742905,0.01246816437621419,0.1667785970604572,0.0,0.09139309365610972,0.09521502863361182,0.09002679931526163,0.0958703567029228,0.0,0.09852446772152015,0.1021979279938244,0.14547267653407958,0.11452105238221255,0.0,0.0
23,2014-02-07,"[0.         0.16717356 0.         0.09152885 0.09547861 0.09021054
 0.09603128 0.         0.09874645 0.10244296 0.1433701  0.11501765
 0.        ]",0.9847285270771008,0.9758271595744953,0.013733915803475156,0.16717355508165826,0.0,0.09152885053385418,0.09547861171899553,0.09021054325329347,0.09603127816142511,0.0,0.09874645111484447,0.10244295583789004,0.14337010036804584,0.11501765392999319,0.0,0.0
24,2014-02-10,"[0.         0.16615557 0.         0.09149217 0.09537041 0.09014932
 0.09605023 0.         0.09847516 0.10226761 0.14497365 0.11506587
 0.        ]",0.9951066223945709,0.9868180187926687,0.0139510536367686,0.16615556674613075,0.0,0.09149217072658815,0.09537041299242044,0.09014932039947729,0.09605023157799691,0.0,0.09847515692045522,0.10226761162906935,0.1449736544718775,0.11506587453598455,0.0,0.0
25,2014-02-11,"[0.         0.16659178 0.         0.09136803 0.09526903 0.09016065
 0.09641771 0.         0.09853964 0.10252582 0.14395249 0.11517486
 0.        ]",0.9943433014668327,0.9877870562170771,0.009745071522902323,0.16659177913096956,0.0,0.09136803453763666,0.09526902812362456,0.0901606482797751,0.0964177060721194,0.0,0.09853964307894385,0.10252581638165777,0.14395248849131684,0.11517485590395626,0.0,0.0
26,2014-02-12,"[0.         0.16784805 0.         0.09127254 0.09479929 0.0909765
 0.09745597 0.         0.09839114 0.10282857 0.14233945 0.1140885
 0.        ]",0.999569619502595,0.9919251720077084,0.014345804584307644,0.16784804533496048,0.0,0.09127253542607532,0.09479928885623735,0.09097650395512143,0.0974559687608564,0.0,0.09839113877649207,0.10282856680626995,0.14233944782013022,0.11408850426385675,0.0,0.0
27,2014-02-13,"[0.         0.1700942  0.         0.09087423 0.09409996 0.09174404
 0.09720542 0.         0.09786284 0.10367283 0.14181327 0.1126332
 0.        ]",1.0212253620261456,1.0085896072005158,0.01962702917648919,0.17009420440798115,0.0,0.09087423469602016,0.09409996401806209,0.09174403697557638,0.0972054197408864,0.0,0.0978628369110488,0.10367282942681715,0.14181327363429277,0.11263320018931515,0.0,0.0
28,2014-02-14,"[0.         0.17023752 0.         0.09079347 0.09420996 0.09174234
 0.09737879 0.         0.09757469 0.10384265 0.14209982 0.11212075
 0.        ]",1.0279631042799884,1.0136958318615479,0.010967481246094632,0.17023751664892783,0.0,0.09079347475578532,0.09420995707659748,0.0917423436512195,0.0973787948736892,0.0,0.09757468526939733,0.10384265372556886,0.14209982437992472,0.11212074961888976,0.0,0.0
29,2014-02-18,"[0.         0.17046678 0.         0.09070406 0.09400845 0.09159213
 0.09740926 0.         0.09824883 0.10360967 0.14240182 0.11155901
 0.        ]",1.0395508429332867,1.0231969948644615,0.01961978701896916,0.17046677958729958,0.0,0.09070405581374995,0.09400844553695854,0.09159213452814423,0.09740926213086326,0.0,0.09824882600824425,0.10360966596980123,0.14240181999647347,0.11155901042846537,0.0,0.0
30,2014-02-19,"[0.         0.16886613 0.         0.09048597 0.09535952 0.09244805
 0.09742125 0.         0.09783093 0.10302992 0.14170424 0.112854
 0.        ]",1.0478568759547073,1.0305064662084915,0.013627401039762637,0.16886612555167305,0.0,0.09048597161282025,0.09535952047088556,0.09244805041634171,0.09742125010054031,0.0,0.0978309289906052,0.10302991507349236,0.1417042396727517,0.11285399811088982,0.0,0.0
