,Date,Weights,Profit,Base Profit,PFE,BMY,JNJ,ABT,MCD,JACK,PZZA,EAT,TCF,UMBF,C,JPM,cash
0,2014-01-06,"[0.16454114 0.         0.         0.         0.         0.24054124
 0.18723622 0.16331131 0.24437009 0.         0.         0.
 0.        ]",0.9999999999916455,0.9999999999917246,0.0,0.0,0.0,0.0,0.2405412378107288,0.18723622300344445,0.16331131049293074,0.2443700933251984,0.0,0.0,0.0,0.0,0.16454113536769763
1,2014-01-07,"[0.         0.         0.         0.         0.         0.29532584
 0.21778438 0.18564152 0.30124826 0.         0.         0.
 0.        ]",1.001062543339693,1.007963847850783,0.0,0.0,0.0,0.0,0.29532584290040076,0.21778438092358154,0.18564151553515584,0.30124826064086196,0.0,0.0,0.0,0.0,0.0
2,2014-01-08,"[0.         0.         0.         0.         0.         0.29845173
 0.21480967 0.18162043 0.30511817 0.         0.         0.
 0.        ]",0.9912684311776391,1.0055934362373058,0.0,0.0,0.0,0.0,0.2984517300617822,0.21480967263730807,0.18162043037628373,0.30511816692462596,0.0,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.         0.         0.         0.         0.29919044
 0.21403212 0.1807809  0.30599654 0.         0.         0.
 0.        ]",0.9908471326898036,1.0052633033591336,0.0,0.0,0.0,0.0,0.2991904399554217,0.21403211729818183,0.18078090412983214,0.30599653861656423,0.0,0.0,0.0,0.0,0.0
4,2014-01-10,"[0.         0.         0.         0.         0.         0.29936303
 0.21382975 0.18059335 0.30621387 0.         0.         0.
 0.        ]",0.9963628202321905,1.0113082321784603,0.0,0.0,0.0,0.0,0.299363032041836,0.21382974709906927,0.1805933532448821,0.30621386761421254,0.0,0.0,0.0,0.0,0.0
5,2014-01-13,"[0.         0.         0.         0.         0.         0.29946794
 0.21372812 0.18060165 0.30620228 0.         0.         0.
 0.        ]",0.9929276166442969,1.0133186167794908,0.0,0.0,0.0,0.0,0.2994679434314948,0.2137281241002282,0.1806016529639274,0.30620227950434953,0.0,0.0,0.0,0.0,0.0
6,2014-01-14,"[0.         0.         0.         0.         0.         0.29949471
 0.21366419 0.18058661 0.30625448 0.         0.         0.
 0.        ]",0.9895334065000866,1.0102185356943316,0.0,0.0,0.0,0.0,0.29949471344184864,0.21366419386851834,0.18058660804176782,0.30625448464786514,0.0,0.0,0.0,0.0,0.0
7,2014-01-15,"[0.         0.         0.         0.         0.         0.29949683
 0.21367728 0.18058716 0.30623874 0.         0.         0.
 0.        ]",0.9904320543523863,1.0094483705913304,0.0,0.0,0.0,0.0,0.29949683021691426,0.2136772751631086,0.18058715729856664,0.30623873732141044,0.0,0.0,0.0,0.0,0.0
8,2014-01-16,"[0.         0.         0.         0.         0.         0.29949251
 0.21371552 0.18056877 0.3062232  0.         0.         0.
 0.        ]",1.010148834192184,1.0173123582124861,0.0,0.0,0.0,0.0,0.2994925077693217,0.21371551975907585,0.18056877459819673,0.30622319787340574,0.0,0.0,0.0,0.0,0.0
9,2014-01-17,"[0.         0.         0.         0.         0.         0.29945892
 0.21371545 0.18053038 0.30629525 0.         0.         0.
 0.        ]",1.0145037459199093,1.0173781313665262,0.0,0.0,0.0,0.0,0.2994589196497958,0.21371545268159114,0.1805303768794323,0.3062952507891807,0.0,0.0,0.0,0.0,0.0
10,2014-01-21,"[0.         0.         0.         0.         0.         0.29944754
 0.21372219 0.18051935 0.30631092 0.         0.         0.
 0.        ]",1.0168791210432246,1.0179807892124526,0.0,0.0,0.0,0.0,0.2994475407595752,0.2137221866317801,0.18051935090592433,0.3063109217027204,0.0,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.         0.         0.         0.         0.29946286
 0.21372249 0.18053773 0.30627693 0.         0.         0.
 0.        ]",1.0182875644333649,1.0181759183618349,0.0,0.0,0.0,0.0,0.2994628554785921,0.21372248793560217,0.1805377314873991,0.30627692509840665,0.0,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.         0.         0.         0.         0.2995158
 0.21370457 0.18057631 0.30620333 0.         0.         0.
 0.        ]",1.044778605774264,1.0231751515822103,0.0,0.0,0.0,0.0,0.2995157950632341,0.2137045652626418,0.18057630585433462,0.3062033338197896,0.0,0.0,0.0,0.0,0.0
13,2014-01-24,"[0.         0.         0.         0.         0.         0.29962946
 0.21374343 0.18067967 0.30594745 0.         0.         0.
 0.        ]",1.0428830170514054,1.0205793646406807,0.0,0.0,0.0,0.0,0.29962945857459994,0.21374342822603498,0.18067966733758214,0.305947445861783,0.0,0.0,0.0,0.0,0.0
14,2014-01-27,"[0.         0.         0.         0.         0.         0.29966782
 0.21374534 0.18070864 0.3058782  0.         0.         0.
 0.        ]",1.039814319516015,1.010776517891853,0.0,0.0,0.0,0.0,0.2996678166413334,0.21374533872703716,0.18070863973182463,0.3058782048998048,0.0,0.0,0.0,0.0,0.0
15,2014-01-28,"[0.         0.         0.         0.         0.         0.29963047
 0.21381659 0.18070747 0.30584547 0.         0.         0.
 0.        ]",1.033668088741929,0.9968752631382681,0.0,0.0,0.0,0.0,0.29963046585990893,0.21381658761892586,0.1807074743603474,0.3058454721608178,0.0,0.0,0.0,0.0,0.0
16,2014-01-29,"[0.         0.         0.         0.         0.         0.29958356
 0.2138577  0.18069245 0.30586628 0.         0.         0.
 0.        ]",1.0193578163946877,0.9898337549708807,0.0,0.0,0.0,0.0,0.29958356380700607,0.21385770338042115,0.18069244907368456,0.3058662837388883,0.0,0.0,0.0,0.0,0.0
17,2014-01-30,"[0.         0.         0.         0.         0.         0.29955338
 0.21384568 0.18064226 0.30595868 0.         0.         0.
 0.        ]",1.0164605472870685,0.9863133414349294,0.0,0.0,0.0,0.0,0.29955337790789854,0.2138456788461394,0.18064225976258477,0.3059586834833773,0.0,0.0,0.0,0.0,0.0
18,2014-01-31,"[0.         0.         0.         0.         0.         0.2994532
 0.21376293 0.18054894 0.30623492 0.         0.         0.
 0.        ]",1.0223296746800092,0.9853604104318346,0.0,0.0,0.0,0.0,0.29945320407273057,0.2137629341843972,0.1805489388558129,0.30623492288705945,0.0,0.0,0.0,0.0,0.0
19,2014-02-03,"[0.         0.         0.         0.         0.         0.29940961
 0.21373466 0.18050556 0.30635017 0.         0.         0.
 0.        ]",1.0128866537038916,0.9768813513001757,0.0,0.0,0.0,0.0,0.2994096128148787,0.21373465661646252,0.18050555945790922,0.3063501711107495,0.0,0.0,0.0,0.0,0.0
20,2014-02-04,"[0.         0.         0.         0.         0.         0.29934197
 0.21372512 0.18045159 0.30648132 0.         0.         0.
 0.        ]",1.0270297256016336,0.9825366076158926,0.0,0.0,0.0,0.0,0.2993419716160189,0.21372511824666454,0.18045159165385902,0.30648131848345744,0.0,0.0,0.0,0.0,0.0
21,2014-02-05,"[0.         0.         0.         0.         0.         0.29926885
 0.21377893 0.18040404 0.30654818 0.         0.         0.
 0.        ]",1.0062063067890494,0.970107436510535,0.0,0.0,0.0,0.0,0.29926885367054007,0.2137789283863413,0.18040404006551436,0.3065481778776043,0.0,0.0,0.0,0.0,0.0
22,2014-02-06,"[0.         0.         0.         0.         0.         0.2992588
 0.21377502 0.18038697 0.30657921 0.         0.         0.
 0.        ]",1.0048730023121528,0.9675936786575197,0.0,0.0,0.0,0.0,0.2992587973541053,0.2137750226326898,0.18038697236475298,0.30657920764845187,0.0,0.0,0.0,0.0,0.0
23,2014-02-07,"[0.         0.         0.         0.         0.         0.29923182
 0.2137972  0.18037815 0.30659283 0.         0.         0.
 0.        ]",1.0089800391592665,0.9698182586372663,0.0,0.0,0.0,0.0,0.2992318200684214,0.2137971974512169,0.1803781547788867,0.306592827701475,0.0,0.0,0.0,0.0,0.0
24,2014-02-10,"[0.         0.         0.         0.         0.         0.29918473
 0.21380407 0.18032756 0.30668363 0.         0.         0.
 0.        ]",1.0237485392112822,0.9796293978327444,0.0,0.0,0.0,0.0,0.29918473184662997,0.2138040732531667,0.18032756166964414,0.3066836332305592,0.0,0.0,0.0,0.0,0.0
25,2014-02-11,"[0.         0.         0.         0.         0.         0.29906174
 0.21416576 0.18018191 0.30659059 0.         0.         0.
 0.        ]",1.0388590461479288,0.98950296506511,0.0,0.0,0.0,0.0,0.2990617405836816,0.2141657623988991,0.18018190936835604,0.3065905876490631,0.0,0.0,0.0,0.0,0.0
26,2014-02-12,"[0.         0.         0.         0.         0.         0.29901485
 0.21426307 0.18011914 0.30660294 0.         0.         0.
 0.        ]",1.03978739056788,0.991721183888749,0.0,0.0,0.0,0.0,0.299014852280729,0.21426307466799263,0.18011913564747012,0.30660293740380823,0.0,0.0,0.0,0.0,0.0
27,2014-02-13,"[0.         0.         0.         0.         0.         0.29903305
 0.21429057 0.18012908 0.30654729 0.         0.         0.
 0.        ]",1.0470048577578088,1.0023727188003129,0.0,0.0,0.0,0.0,0.2990330522008947,0.21429057153009062,0.18012908133576508,0.3065472949332496,0.0,0.0,0.0,0.0,0.0
28,2014-02-14,"[0.         0.         0.         0.         0.         0.29903703
 0.21428257 0.18013369 0.30654671 0.         0.         0.
 0.        ]",1.0325762942392493,0.9944475304470983,0.0,0.0,0.0,0.0,0.2990370288127255,0.21428257063059175,0.18013368600078009,0.30654671455590266,0.0,0.0,0.0,0.0,0.0
29,2014-02-18,"[0.         0.         0.         0.         0.         0.29904442
 0.21427253 0.18012621 0.30655683 0.         0.         0.
 0.        ]",1.0491915544799877,1.0062332473442466,0.0,0.0,0.0,0.0,0.2990444220165167,0.21427252977970465,0.1801262141045186,0.3065568340992601,0.0,0.0,0.0,0.0,0.0
30,2014-02-19,"[0.         0.         0.         0.         0.         0.299064
 0.21426418 0.18012707 0.30654475 0.         0.         0.
 0.        ]",1.0529827304496766,1.009318882939542,0.0,0.0,0.0,0.0,0.29906400151647317,0.21426418282156212,0.18012706531663464,0.30654475034533013,0.0,0.0,0.0,0.0,0.0
31,2014-02-20,"[0.         0.         0.         0.         0.         0.29878482
 0.21523612 0.17990114 0.30607792 0.         0.         0.
 0.        ]",1.0544200852308852,1.0092756360659796,0.0,0.0,0.0,0.0,0.2987848221608109,0.21523611822275288,0.1799011416104668,0.3060779180059695,0.0,0.0,0.0,0.0,0.0
32,2014-02-21,"[0.         0.         0.         0.         0.         0.29865459
 0.21550843 0.1798264  0.30601058 0.         0.         0.
 0.        ]",1.0577181395812958,1.0027474487016637,0.0,0.0,0.0,0.0,0.29865458999588884,0.21550843213119406,0.17982640114310716,0.3060105767298099,0.0,0.0,0.0,0.0,0.0
33,2014-02-24,"[0.         0.         0.         0.         0.         0.29862836
 0.21566728 0.17980839 0.30589597 0.         0.         0.
 0.        ]",1.0781462255081362,1.0105780549814054,0.0,0.0,0.0,0.0,0.29862836294701744,0.21566727731516988,0.17980839339179652,0.30589596634601623,0.0,0.0,0.0,0.0,0.0
34,2014-02-25,"[0.         0.         0.         0.         0.         0.29866683
 0.21572544 0.17984798 0.30575975 0.         0.         0.
 0.        ]",1.081339898563996,1.0135407997621948,0.0,0.0,0.0,0.0,0.298666827533195,0.21572543800161528,0.1798479823440423,0.3057597521211473,0.0,0.0,0.0,0.0,0.0
35,2014-02-26,"[0.         0.         0.         0.         0.         0.29871912
 0.21573328 0.17987768 0.30566991 0.         0.         0.
 0.        ]",1.0898692443805365,1.0194486484751457,0.0,0.0,0.0,0.0,0.29871912472642964,0.2157332837855546,0.179877676774773,0.30566991471324284,0.0,0.0,0.0,0.0,0.0
36,2014-02-27,"[0.         0.         0.         0.         0.         0.29873285
 0.21573218 0.17988789 0.30564708 0.         0.         0.
 0.        ]",1.0877866054396883,1.0164180989125926,0.0,0.0,0.0,0.0,0.2987328539089791,0.21573218173466308,0.17988788777726963,0.30564707657908813,0.0,0.0,0.0,0.0,0.0
37,2014-02-28,"[0.         0.         0.         0.         0.         0.29877332
 0.21558282 0.17990178 0.30574208 0.         0.         0.
 0.        ]",1.0937512600320756,1.0192308129685796,0.0,0.0,0.0,0.0,0.29877331503810384,0.2155828207931925,0.17990178066744034,0.3057420835012632,0.0,0.0,0.0,0.0,0.0
