,Date,Weights,Profit,Base Profit,PFE,BMY,JNJ,ABT,MCD,JACK,PZZA,EAT,TCF,UMBF,C,JPM,cash
38,2014-03-03,"[0.         0.         0.         0.         0.         0.29878307
 0.21560345 0.17990448 0.305709   0.         0.         0.
 0.        ]",1.099628203566991,1.0233738349081052,0.0,0.0,0.0,0.0,0.29878306606563426,0.2156034470360383,0.1799044834784858,0.3057090034198415,0.0,0.0,0.0,0.0,0.0
39,2014-03-04,"[0.         0.         0.         0.         0.         0.2988253
 0.21565514 0.1799574  0.30556217 0.         0.         0.
 0.        ]",1.09876917446727,1.0200238692428882,0.0,0.0,0.0,0.0,0.29882529831798205,0.21565513926179913,0.1799573965617452,0.3055621658584738,0.0,0.0,0.0,0.0,0.0
40,2014-03-05,"[0.         0.         0.         0.         0.         0.29884922
 0.2156319  0.17997277 0.30554611 0.         0.         0.
 0.        ]",1.1123389159017862,1.0322748297020672,0.0,0.0,0.0,0.0,0.2988492180865018,0.21563190177345085,0.17997277164668465,0.30554610849336267,0.0,0.0,0.0,0.0,0.0
41,2014-03-06,"[0.         0.         0.         0.         0.         0.29891846
 0.21556596 0.17998274 0.30553284 0.         0.         0.
 0.        ]",1.1178657918894745,1.0432500658362598,0.0,0.0,0.0,0.0,0.29891846364040386,0.2155659556708188,0.1799827439039887,0.3055328367847886,0.0,0.0,0.0,0.0,0.0
42,2014-03-07,"[0.         0.         0.         0.         0.         0.29901614
 0.21544713 0.18015507 0.30538166 0.         0.         0.
 0.        ]",1.1126761043498432,1.0436570105754905,0.0,0.0,0.0,0.0,0.29901613560879725,0.21544713047077713,0.18015507312494872,0.3053816607954771,0.0,0.0,0.0,0.0,0.0
43,2014-03-10,"[0.         0.         0.         0.         0.         0.29905453
 0.21542046 0.1802026  0.30532241 0.         0.         0.
 0.        ]",1.1160180650463591,1.0469325113718668,0.0,0.0,0.0,0.0,0.29905452822497786,0.21542046357543598,0.180202598421002,0.305322409778584,0.0,0.0,0.0,0.0,0.0
44,2014-03-11,"[0.         0.         0.         0.         0.         0.29907144
 0.21540714 0.18020657 0.30531484 0.         0.         0.
 0.        ]",1.1195956728385585,1.0452233467502714,0.0,0.0,0.0,0.0,0.2990714416729226,0.21540714325497407,0.18020657321425576,0.30531484185784774,0.0,0.0,0.0,0.0,0.0
45,2014-03-12,"[0.         0.         0.         0.         0.         0.29907763
 0.21541122 0.18020796 0.3053032  0.         0.         0.
 0.        ]",1.1186125057044487,1.0476757223522055,0.0,0.0,0.0,0.0,0.29907762509598157,0.2154112150572122,0.18020796200272562,0.30530319784408066,0.0,0.0,0.0,0.0,0.0
46,2014-03-13,"[0.         0.         0.         0.         0.         0.29909198
 0.21535866 0.18021061 0.30533874 0.         0.         0.
 0.        ]",1.1271099697457254,1.0414714149678943,0.0,0.0,0.0,0.0,0.29909198029647804,0.21535866397132802,0.1802106131611476,0.3053387425710464,0.0,0.0,0.0,0.0,0.0
47,2014-03-14,"[0.         0.         0.         0.         0.         0.29910365
 0.21535839 0.18022656 0.30531139 0.         0.         0.
 0.        ]",1.1396832360694387,1.0494043458824323,0.0,0.0,0.0,0.0,0.2991036523059835,0.21535839073349253,0.1802265632385919,0.305311393721932,0.0,0.0,0.0,0.0,0.0
48,2014-03-17,"[0.         0.         0.         0.         0.         0.2990883
 0.21540579 0.18023539 0.30527052 0.         0.         0.
 0.        ]",1.1196982448955919,1.0352467673267218,0.0,0.0,0.0,0.0,0.2990882978131872,0.21540579178562136,0.18023538554938023,0.30527052485181133,0.0,0.0,0.0,0.0,0.0
49,2014-03-18,"[0.         0.         0.         0.         0.         0.29910351
 0.21539985 0.180246   0.30525064 0.         0.         0.
 0.        ]",1.1398379235163065,1.0451822391215917,0.0,0.0,0.0,0.0,0.29910350907425626,0.2153998487382143,0.18024600102032337,0.30525064116720607,0.0,0.0,0.0,0.0,0.0
50,2014-03-19,"[0.         0.         0.         0.         0.         0.29914274
 0.21537502 0.18027111 0.30521113 0.         0.         0.
 0.        ]",1.1409424126971173,1.0497059557272685,0.0,0.0,0.0,0.0,0.2991427380775158,0.21537502456394575,0.18027111212720784,0.3052111252313306,0.0,0.0,0.0,0.0,0.0
51,2014-03-20,"[0.         0.         0.         0.         0.         0.2991475
 0.21539104 0.18025793 0.30520353 0.         0.         0.
 0.        ]",1.1464056982933528,1.054575440336054,0.0,0.0,0.0,0.0,0.299147496659973,0.21539103970091136,0.18025792876434524,0.30520353487477037,0.0,0.0,0.0,0.0,0.0
52,2014-03-21,"[0.         0.         0.         0.         0.         0.29914765
 0.21543692 0.18026658 0.30514884 0.         0.         0.
 0.        ]",1.1238923129622644,1.0484873343929229,0.0,0.0,0.0,0.0,0.29914765311037234,0.21543692391772443,0.18026658348117566,0.3051488394907275,0.0,0.0,0.0,0.0,0.0
53,2014-03-24,"[0.         0.         0.         0.         0.         0.29918684
 0.21540966 0.18030041 0.30510309 0.         0.         0.
 0.        ]",1.142076079400288,1.0640206518099085,0.0,0.0,0.0,0.0,0.29918684223710745,0.21540965961720038,0.180300408696059,0.3051030894496331,0.0,0.0,0.0,0.0,0.0
54,2014-03-25,"[0.         0.         0.         0.         0.         0.29919194
 0.21544422 0.18032538 0.30503845 0.         0.         0.
 0.        ]",1.1229020103303964,1.0516052883676492,0.0,0.0,0.0,0.0,0.29919194107888586,0.21544422310628814,0.1803253823193096,0.30503845349551645,0.0,0.0,0.0,0.0,0.0
55,2014-03-26,"[0.         0.         0.         0.         0.         0.29918822
 0.21544145 0.18034462 0.30502571 0.         0.         0.
 0.        ]",1.1172126840849932,1.0496965069402295,0.0,0.0,0.0,0.0,0.29918821702964643,0.2154414494557008,0.18034462119340533,0.3050257123212476,0.0,0.0,0.0,0.0,0.0
56,2014-03-27,"[0.         0.         0.         0.         0.         0.29918666
 0.21546846 0.18034979 0.3049951  0.         0.         0.
 0.        ]",1.1170581032079974,1.0521961385811824,0.0,0.0,0.0,0.0,0.2991866603710758,0.2154684551919831,0.18034978863098558,0.30499509580595563,0.0,0.0,0.0,0.0,0.0
57,2014-03-28,"[0.         0.         0.         0.         0.         0.29916565
 0.21545635 0.18031643 0.30506157 0.         0.         0.
 0.        ]",1.1013200962018814,1.0399172288554372,0.0,0.0,0.0,0.0,0.2991656493389107,0.21545635030494092,0.18031643081556456,0.3050615695405838,0.0,0.0,0.0,0.0,0.0
58,2014-03-31,"[0.         0.         0.         0.         0.         0.29910605
 0.21547109 0.18027198 0.30515089 0.         0.         0.
 0.        ]",1.0974830001209603,1.0355127437887728,0.0,0.0,0.0,0.0,0.29910604574841154,0.21547108744666887,0.18027198074115908,0.30515088606376056,0.0,0.0,0.0,0.0,0.0
59,2014-04-01,"[0.         0.         0.         0.         0.         0.29896782
 0.21573609 0.18019404 0.30510205 0.         0.         0.
 0.        ]",1.1108242901815952,1.0395799190859647,0.0,0.0,0.0,0.0,0.2989678185383634,0.21573609198778732,0.18019403823500546,0.3051020512388438,0.0,0.0,0.0,0.0,0.0
60,2014-04-02,"[0.         0.         0.         0.         0.         0.29571932
 0.21397728 0.17676521 0.31353819 0.         0.         0.
 0.        ]",1.1196801894079567,1.0455136743905389,0.0,0.0,0.0,0.0,0.29571932418294683,0.213977282977822,0.17676520650493457,0.31353818633429664,0.0,0.0,0.0,0.0,0.0
61,2014-04-03,"[0.         0.         0.         0.         0.         0.29459588
 0.21348459 0.17606367 0.31585586 0.         0.         0.
 0.        ]",1.1350747777716983,1.051534228419203,0.0,0.0,0.0,0.0,0.29459587984767327,0.21348459019681376,0.17606366752886107,0.3158558624266518,0.0,0.0,0.0,0.0,0.0
62,2014-04-04,"[0.         0.         0.         0.         0.         0.29422612
 0.21331902 0.17590672 0.31654815 0.         0.         0.
 0.        ]",1.1273514923934214,1.05125286960898,0.0,0.0,0.0,0.0,0.29422611533389154,0.21331901690393282,0.1759067206220453,0.31654814714013035,0.0,0.0,0.0,0.0,0.0
63,2014-04-07,"[0.         0.         0.         0.         0.         0.29408026
 0.21327174 0.17586551 0.31678248 0.         0.         0.
 0.        ]",1.1231903276578963,1.0503033225216796,0.0,0.0,0.0,0.0,0.2940802621709744,0.2132717444476029,0.17586550900189665,0.31678248437952605,0.0,0.0,0.0,0.0,0.0
64,2014-04-08,"[0.         0.         0.         0.         0.         0.29398561
 0.21321926 0.17583608 0.31695905 0.         0.         0.
 0.        ]",1.0977480848769252,1.030313243034629,0.0,0.0,0.0,0.0,0.2939856106855902,0.21321925922008075,0.17583608427904862,0.31695904581528045,0.0,0.0,0.0,0.0,0.0
65,2014-04-09,"[0.         0.         0.         0.         0.         0.29393229
 0.21325765 0.1758342  0.31697587 0.         0.         0.
 0.        ]",1.0798735235895853,1.0223394336478906,0.0,0.0,0.0,0.0,0.29393228634352186,0.2132576470446712,0.1758342005968097,0.31697586601499717,0.0,0.0,0.0,0.0,0.0
66,2014-04-10,"[0.         0.         0.         0.         0.         0.29392298
 0.21323597 0.17584877 0.31699228 0.         0.         0.
 0.        ]",1.0920248411074205,1.0240085659504783,0.0,0.0,0.0,0.0,0.29392297958198116,0.21323597183316145,0.1758487713750078,0.3169922772098497,0.0,0.0,0.0,0.0,0.0
67,2014-04-11,"[0.         0.         0.         0.         0.         0.2939152
 0.21320765 0.17582586 0.31705129 0.         0.         0.
 0.        ]",1.1029443347412082,1.0283260642932806,0.0,0.0,0.0,0.0,0.2939151961854941,0.2132076460833793,0.17582586479315318,0.3170512929379735,0.0,0.0,0.0,0.0,0.0
68,2014-04-14,"[0.         0.         0.         0.         0.         0.29384204
 0.21314461 0.17579004 0.31722331 0.         0.         0.
 0.        ]",1.077023726203971,1.0000674458852403,0.0,0.0,0.0,0.0,0.2938420358454007,0.21314460969509563,0.175790044443238,0.31722331001626575,0.0,0.0,0.0,0.0,0.0
69,2014-04-15,"[0.         0.         0.         0.         0.         0.29381028
 0.21311367 0.1757895  0.31728654 0.         0.         0.
 0.        ]",1.0852079556497523,1.0079340521602473,0.0,0.0,0.0,0.0,0.2938102842229155,0.213113668599523,0.1757895043674841,0.31728654281007745,0.0,0.0,0.0,0.0,0.0
70,2014-04-16,"[0.         0.         0.         0.         0.         0.29378868
 0.21312457 0.17579642 0.31729033 0.         0.         0.
 0.        ]",1.093120928694724,1.0091283885540963,0.0,0.0,0.0,0.0,0.29378868134969277,0.21312456744063268,0.17579641738482266,0.3172903338248519,0.0,0.0,0.0,0.0,0.0
71,2014-04-17,"[0.         0.         0.         0.         0.         0.29378461
 0.213124   0.17580617 0.31728522 0.         0.         0.
 0.        ]",1.096359342298746,1.0150620442120957,0.0,0.0,0.0,0.0,0.2937846066823437,0.2131239970296854,0.17580617153967468,0.3172852247482963,0.0,0.0,0.0,0.0,0.0
72,2014-04-21,"[0.         0.         0.         0.         0.         0.29379973
 0.21309658 0.17579337 0.31731031 0.         0.         0.
 0.        ]",1.0959522650044893,1.012996285726575,0.0,0.0,0.0,0.0,0.29379973299137846,0.2130965833049166,0.17579337268090678,0.3173103110227982,0.0,0.0,0.0,0.0,0.0
73,2014-04-22,"[0.         0.         0.         0.         0.         0.29381018
 0.21311398 0.17579163 0.31728421 0.         0.         0.
 0.        ]",1.0844080414434456,1.0129959149835488,0.0,0.0,0.0,0.0,0.2938101790397059,0.21311397624065276,0.1757916308339976,0.31728421388564376,0.0,0.0,0.0,0.0,0.0
74,2014-04-23,"[0.         0.         0.         0.         0.         0.29381218
 0.21310674 0.17577613 0.31730495 0.         0.         0.
 0.        ]",1.0833038620819644,1.012699139983023,0.0,0.0,0.0,0.0,0.29381218264513254,0.21310674172648028,0.17577612794209782,0.3173049476862893,0.0,0.0,0.0,0.0,0.0
75,2014-04-24,"[0.         0.         0.         0.         0.         0.29381197
 0.21309668 0.17576221 0.31732913 0.         0.         0.
 0.        ]",1.079804534959057,1.0165407908353408,0.0,0.0,0.0,0.0,0.2938119709956874,0.21309668407618967,0.17576221331259687,0.3173291316155261,0.0,0.0,0.0,0.0,0.0
76,2014-04-25,"[0.         0.         0.         0.         0.         0.29380169
 0.21307485 0.17575703 0.31736643 0.         0.         0.
 0.        ]",1.078623920612778,1.0148370774742086,0.0,0.0,0.0,0.0,0.29380169256604166,0.21307484974813337,0.17575702750903321,0.3173664301767918,0.0,0.0,0.0,0.0,0.0
77,2014-04-28,"[0.         0.         0.         0.         0.         0.29378238
 0.21300698 0.17574939 0.31746125 0.         0.         0.
 0.        ]",1.0638777740621328,1.0050857287964925,0.0,0.0,0.0,0.0,0.29378238089049086,0.21300697856299775,0.17574938850293964,0.31746125204357173,0.0,0.0,0.0,0.0,0.0
78,2014-04-29,"[0.         0.         0.         0.         0.         0.2937483
 0.21296416 0.1757333  0.31755425 0.         0.         0.
 0.        ]",1.0644087893846943,1.0049836076213998,0.0,0.0,0.0,0.0,0.29374829909867817,0.21296415683186531,0.17573329678472918,0.31755424728472725,0.0,0.0,0.0,0.0,0.0
79,2014-04-30,"[0.         0.         0.         0.         0.         0.29372192
 0.2129803  0.17572308 0.3175747  0.         0.         0.
 0.        ]",1.048521639680434,0.9978393001936084,0.0,0.0,0.0,0.0,0.2937219217899119,0.21298030415259941,0.17572307641438079,0.317574697643108,0.0,0.0,0.0,0.0,0.0
80,2014-05-01,"[0.         0.         0.         0.         0.         0.29368835
 0.21294688 0.17571745 0.31764732 0.         0.         0.
 0.        ]",1.0473420439695975,0.9964896388043449,0.0,0.0,0.0,0.0,0.29368834961105234,0.21294688455695557,0.17571745030233313,0.31764731552965886,0.0,0.0,0.0,0.0,0.0
81,2014-05-02,"[0.         0.         0.         0.         0.         0.29369325
 0.21295442 0.17572108 0.31763126 0.         0.         0.
 0.        ]",1.049643809872572,0.9960293176254196,0.0,0.0,0.0,0.0,0.29369324749919795,0.2129544159081855,0.17572107856294444,0.31763125802967207,0.0,0.0,0.0,0.0,0.0
82,2014-05-05,"[0.         0.         0.         0.         0.         0.29369142
 0.21296718 0.17572426 0.31761715 0.         0.         0.
 0.        ]",1.0521188611940029,0.9970257060525972,0.0,0.0,0.0,0.0,0.2936914150329916,0.21296717920389768,0.1757242567715071,0.31761714899160354,0.0,0.0,0.0,0.0,0.0
83,2014-05-06,"[0.         0.         0.         0.         0.         0.2937241
 0.21292911 0.17572311 0.31762369 0.         0.         0.
 0.        ]",1.0598462130037636,0.9921297599464503,0.0,0.0,0.0,0.0,0.293724103397768,0.21292910562275452,0.17572310559488147,0.317623685384596,0.0,0.0,0.0,0.0,0.0
84,2014-05-07,"[0.         0.         0.         0.         0.         0.29371553
 0.21291966 0.17572057 0.31764424 0.         0.         0.
 0.        ]",1.0574390067955666,0.9918286531930683,0.0,0.0,0.0,0.0,0.29371553213283885,0.2129196629615825,0.17572056542404246,0.3176442394815362,0.0,0.0,0.0,0.0,0.0
85,2014-05-08,"[0.         0.         0.         0.         0.         0.29370372
 0.21288766 0.17570396 0.31770466 0.         0.         0.
 0.        ]",1.0665566230009702,0.9907625367308668,0.0,0.0,0.0,0.0,0.29370371655241223,0.212887658072031,0.17570396063396063,0.31770466474159614,0.0,0.0,0.0,0.0,0.0
86,2014-05-09,"[0.         0.         0.         0.         0.         0.29368351
 0.21291541 0.17571009 0.31769098 0.         0.         0.
 0.        ]",1.052912930816243,0.9881746558886969,0.0,0.0,0.0,0.0,0.29368351493316724,0.21291540793639754,0.17571009412743832,0.3176909830029969,0.0,0.0,0.0,0.0,0.0
87,2014-05-12,"[0.         0.         0.         0.         0.         0.29366548
 0.21293683 0.17570411 0.31769359 0.         0.         0.
 0.        ]",1.046156522065148,0.9841115570930712,0.0,0.0,0.0,0.0,0.293665477624426,0.21293682840637806,0.17570410842909145,0.31769358554010446,0.0,0.0,0.0,0.0,0.0
