,Date,Weights,Profit,Base Profit,DGX,LH,AMS,PMD,INTC,XLNX,MXIM,KOPN,C,UMBF,TCF,JPM,cash
0,2014-01-06,"[0.08493032 0.09842005 0.         0.09039601 0.         0.20102955
 0.16211117 0.14112995 0.12998417 0.         0.         0.
 0.0919988 ]",0.9999999999908493,0.9999999999917246,0.09842004502043666,0.0,0.09039600546289715,0.0,0.20102955128744182,0.1621111660349326,0.14112994567458717,0.12998417072850277,0.0,0.0,0.0,0.09199879755914489,0.08493031823205693
1,2014-01-07,"[0.         0.09613342 0.         0.08774217 0.         0.21662024
 0.16747244 0.14156084 0.12763821 0.07474157 0.         0.
 0.0880911 ]",1.0110825551262175,1.0117921766079765,0.09613342048797427,0.0,0.08774216524530476,0.0,0.21662024328701354,0.1674724432239825,0.14156083880619608,0.1276382122862513,0.07474157471944755,0.0,0.0,0.08809110194383005,0.0
2,2014-01-08,"[0.         0.09517746 0.         0.08640138 0.         0.21784314
 0.16694554 0.14072903 0.12592132 0.07977713 0.         0.
 0.08720499]",1.007185457500314,1.0095733515592769,0.09517746356566154,0.0,0.08640137733954001,0.0,0.21784314269370833,0.16694553820809055,0.14072903209239385,0.125921323375087,0.07977712802834859,0.0,0.0,0.08720499469717007,0.0
3,2014-01-09,"[0.         0.09506867 0.         0.08626623 0.         0.21807951
 0.16687984 0.14065002 0.12579264 0.08012468 0.         0.
 0.08713842]",1.0037452922565384,1.0105555267998008,0.09506866728937975,0.0,0.08626622514582462,0.0,0.2180795079352671,0.16687983634664766,0.14065001804960992,0.12579263889039194,0.08012468296837048,0.0,0.0,0.08713842337450839,0.0
4,2014-01-10,"[0.         0.09505025 0.         0.0861943  0.         0.2180726
 0.16687092 0.14071745 0.12580332 0.08012116 0.         0.
 0.08717   ]",1.003001064072499,1.0095316578115634,0.09505024666029442,0.0,0.08619430488911037,0.0,0.21807259943263813,0.16687092089843503,0.14071744778735876,0.12580331617946539,0.08012116056513834,0.0,0.0,0.08717000358755965,0.0
5,2014-01-13,"[0.         0.09503683 0.         0.0861351  0.         0.21799791
 0.16688371 0.14079338 0.12589536 0.08004842 0.         0.
 0.08720928]",0.9968343233389755,1.0070302555713344,0.09503682713468505,0.0,0.08613509838839041,0.0,0.21799790942480496,0.16688371367330793,0.14079338272263972,0.12589536233058735,0.08004842234394417,0.0,0.0,0.08720928398164042,0.0
6,2014-01-14,"[0.         0.09501403 0.         0.08607902 0.         0.21799392
 0.16689299 0.14079813 0.12594423 0.0800382  0.         0.
 0.08723948]",0.9993369949253292,1.006957191005871,0.09501402916379796,0.0,0.08607901995074661,0.0,0.2179939230724796,0.16689299376077688,0.14079812653902138,0.1259442305778888,0.08003819826664318,0.0,0.0,0.0872394786686456,0.0
7,2014-01-15,"[0.         0.09502509 0.         0.08608601 0.         0.21799519
 0.16689447 0.14077736 0.12592704 0.08004634 0.         0.
 0.08724849]",1.0084821711349832,1.0129324170423748,0.09502508661111894,0.0,0.08608601282640406,0.0,0.21799518636420967,0.16689447395907359,0.14077736313501815,0.1259270446270469,0.08004634162833588,0.0,0.0,0.08724849084879267,0.0
8,2014-01-16,"[0.         0.09497817 0.         0.08608141 0.         0.2180851
 0.16689295 0.1407134  0.125959   0.08007558 0.         0.
 0.08721439]",1.0280395652357697,1.0246532021430603,0.09497816597794267,0.0,0.08608141435172768,0.0,0.2180851010319666,0.16689295367712811,0.1407133962951879,0.12595900107018768,0.08007558071015586,0.0,0.0,0.08721438688570347,0.0
9,2014-01-17,"[0.         0.09491724 0.         0.08603475 0.         0.21815762
 0.16685034 0.14069561 0.12600206 0.08013881 0.         0.
 0.08720358]",1.0304845932606852,1.0243190230636208,0.09491724208475348,0.0,0.0860347462496572,0.0,0.21815761749794357,0.16685034080503422,0.1406956085430975,0.12600205679029514,0.0801388089324356,0.0,0.0,0.0872035790967833,0.0
10,2014-01-21,"[0.         0.09494229 0.         0.08598757 0.         0.21806999
 0.16687784 0.14080971 0.12600849 0.08005987 0.         0.
 0.08724423]",1.0178509460681402,1.01906232718431,0.09494229430063554,0.0,0.08598757119111922,0.0,0.21806999100341268,0.16687784372992495,0.1408097122459016,0.12600848607788528,0.08005987444319604,0.0,0.0,0.08724422700792477,0.0
11,2014-01-22,"[0.         0.09497186 0.         0.0860074  0.         0.21798718
 0.1668881  0.14088628 0.12597084 0.08003566 0.         0.
 0.08725269]",1.018954868858872,1.0194965366226993,0.09497185657311454,0.0,0.08600739657744086,0.0,0.21798717629091957,0.16688809899420323,0.1408862840662456,0.12597083635601572,0.08003566357170751,0.0,0.0,0.08725268757035311,0.0
12,2014-01-23,"[0.         0.09498162 0.         0.08605716 0.         0.21799709
 0.1668629  0.14085928 0.12593867 0.08007379 0.         0.
 0.08722949]",1.0129808773976159,1.0205919223829953,0.09498161644573402,0.0,0.0860571588674762,0.0,0.21799709235513834,0.16686290059133518,0.14085928227639302,0.12593867358305327,0.08007378859285876,0.0,0.0,0.08722948728801118,0.0
13,2014-01-24,"[0.         0.09496722 0.         0.08602914 0.         0.21797646
 0.16684466 0.14090811 0.12595695 0.08007476 0.         0.
 0.08724269]",1.013850596543372,1.0218757529562523,0.09496722091106126,0.0,0.08602913909917154,0.0,0.217976461401341,0.166844661267714,0.14090811079883458,0.12595695470476626,0.08007475903409801,0.0,0.0,0.0872426927830133,0.0
14,2014-01-27,"[0.         0.09499812 0.         0.08600618 0.         0.21800642
 0.16682183 0.14088814 0.1258536  0.08015169 0.         0.
 0.08727402]",1.0087513539183486,1.0158964431987563,0.09499812044751267,0.0,0.08600618258159048,0.0,0.2180064150047658,0.16682183409527843,0.14088813696195232,0.12585359954871134,0.08015169427430685,0.0,0.0,0.08727401708588212,0.0
15,2014-01-28,"[0.         0.09508738 0.         0.08599706 0.         0.21785287
 0.16685422 0.14105409 0.12574672 0.08007879 0.         0.
 0.08732888]",0.9946283472887617,1.003849956110477,0.0950873803260917,0.0,0.0859970580207921,0.0,0.217852865222286,0.16685421801226996,0.14105409028852917,0.12574671907210672,0.080078791187053,0.0,0.0,0.08732887787087142,0.0
16,2014-01-29,"[0.         0.0950748  0.         0.08596309 0.         0.21782103
 0.16686828 0.14105385 0.12580699 0.08005286 0.         0.
 0.08735911]",0.9912227096625579,1.002064049409161,0.09507479606738521,0.0,0.085963086257926,0.0,0.2178210258419644,0.1668682838889555,0.14105384806238055,0.12580699250695357,0.08005285898693455,0.0,0.0,0.08735910838750027,0.0
17,2014-01-30,"[0.         0.09515069 0.         0.08609678 0.         0.21786103
 0.16684596 0.14104132 0.12556285 0.08016034 0.         0.
 0.08728103]",0.9890356418011064,0.9967184767150548,0.09515068771766036,0.0,0.0860967832128808,0.0,0.21786103324066688,0.16684595998206794,0.14104131575331166,0.1255628521933073,0.08016033785430153,0.0,0.0,0.08728103004580347,0.0
18,2014-01-31,"[0.         0.09514905 0.         0.08598961 0.         0.2177246
 0.16687249 0.14122127 0.12561259 0.08006877 0.         0.
 0.0873616 ]",0.9934185695881599,0.9950031962469666,0.09514905360351207,0.0,0.08598961232563081,0.0,0.21772460232699514,0.16687249065175352,0.14122127418039712,0.12561259124352314,0.0800687731239462,0.0,0.0,0.087361602544242,0.0
19,2014-02-03,"[0.         0.09516127 0.         0.08605637 0.         0.21773888
 0.16687249 0.14121718 0.12552824 0.0801123  0.         0.
 0.08731327]",0.9773156681362011,0.982363481284314,0.09516126873639645,0.0,0.08605637241872517,0.0,0.2177388836120198,0.1668724854728345,0.14121717974203962,0.12552823517649014,0.08011230008651476,0.0,0.0,0.08731327475497956,0.0
20,2014-02-04,"[0.         0.09518335 0.         0.08601753 0.         0.21763414
 0.16689258 0.1413605  0.12547862 0.08007984 0.         0.
 0.08735341]",0.9790123363572673,0.9832950009639105,0.09518335483066469,0.0,0.08601753464879582,0.0,0.21763413939423554,0.166892584525902,0.1413605048620301,0.1254786235235395,0.08007984457427479,0.0,0.0,0.08735341364055761,0.0
21,2014-02-05,"[0.         0.0952263  0.         0.08603356 0.         0.21750053
 0.16688779 0.14146164 0.12542869 0.08006726 0.         0.
 0.08739422]",0.9547021112578734,0.9653374544166199,0.09522630158872135,0.0,0.08603356351302531,0.0,0.2175005274916698,0.16688779325237718,0.14146163924160704,0.1254286938726796,0.0800672607376822,0.0,0.0,0.08739422030223748,0.0
22,2014-02-06,"[0.         0.09519984 0.         0.08601422 0.         0.21749248
 0.16691583 0.14145449 0.12548664 0.08003785 0.         0.
 0.08739864]",0.954017253804229,0.9665658652406736,0.09519984182554611,0.0,0.08601422348866619,0.0,0.21749247943321925,0.16691583145538771,0.1414544941627177,0.12548663715216982,0.08003785046371333,0.0,0.0,0.08739864201857993,0.0
23,2014-02-07,"[0.         0.09518754 0.         0.08597609 0.         0.21741428
 0.1669457  0.14156283 0.12550704 0.07998949 0.         0.
 0.08741703]",0.9544586179783835,0.9644819624190785,0.09518753945305937,0.0,0.08597609072841068,0.0,0.21741427707777777,0.16694569958696967,0.14156283280008533,0.125507040069019,0.07998949366123416,0.0,0.0,0.08741702662344401,0.0
24,2014-02-10,"[0.         0.09518793 0.         0.08599486 0.         0.21753157
 0.16695134 0.14141485 0.1254864  0.08003551 0.         0.
 0.08739754]",0.9738117822893014,0.9767980942105693,0.09518792821792353,0.0,0.08599486362896645,0.0,0.21753157254421818,0.16695134200023154,0.1414148482171787,0.12548639643553303,0.08003551385614302,0.0,0.0,0.08739753509980547,0.0
25,2014-02-11,"[0.         0.09515253 0.         0.08598598 0.         0.2174347
 0.16700419 0.14155992 0.12555342 0.07992356 0.         0.
 0.08738569]",0.9804523787076747,0.9846993396374426,0.09515253416979565,0.0,0.08598598034257747,0.0,0.217434704935285,0.16700419209399464,0.14155991555335604,0.1255534249094513,0.07992355947005521,0.0,0.0,0.08738568852548464,0.0
26,2014-02-12,"[0.         0.09518039 0.         0.08601933 0.         0.2175261
 0.16698051 0.14148421 0.12541939 0.08003009 0.         0.
 0.08735998]",0.9918526524921726,0.9912020793828864,0.09518039333895632,0.0,0.08601933388516347,0.0,0.21752609986027543,0.16698050647672505,0.14148421252779858,0.12541938538231828,0.08003008610850325,0.0,0.0,0.08735998242025962,0.0
27,2014-02-13,"[0.         0.09406698 0.         0.08478477 0.         0.21840723
 0.16706557 0.14060042 0.12810063 0.07960901 0.         0.
 0.08736539]",1.0046913200091272,1.0032716093048522,0.09406698045152831,0.0,0.08478477140331807,0.0,0.21840722617617989,0.1670655744865377,0.14060042142367052,0.1281006290644169,0.07960900722782925,0.0,0.0,0.08736538976651936,0.0
