,Date,Weights,Profit,Base Profit,Volume,TECH,NBIX,TTNP,BCRX,C,TCF,JPM,UMBF,PKI,COHR,BIO,WAT,cash
0,2014-01-06,"[0.0784891  0.07390701 0.07609163 0.07624414 0.08072738 0.07894325
 0.07679489 0.07755601 0.0785422  0.07563139 0.07532278 0.07497919
 0.07677098]",0.9998156531341807,0.9998000000000002,0.9215108528733253,0.07390701025724411,0.07609163224697113,0.07624413818120956,0.08072738349437714,0.07894325256347656,0.07679488509893417,0.07755601406097412,0.07854219526052475,0.07563139498233795,0.07532278448343277,0.07497918605804443,0.07677097618579865,0.07848910242319107
1,2014-01-07,"[0.07770427 0.07377574 0.07612409 0.07665811 0.08058433 0.07849778
 0.07658322 0.07672793 0.07821745 0.07646388 0.07523838 0.07494116
 0.07848365]",1.0126130156785333,1.013444800563892,0.005197362990173324,0.07377573847770691,0.07612408697605133,0.07665810734033585,0.0805843323469162,0.07849778234958649,0.07658322155475616,0.07672792673110962,0.07821744680404663,0.07646387815475464,0.07523837685585022,0.07494115829467773,0.07848364859819412,0.07770427316427231
2,2014-01-08,"[0.07754469 0.07382167 0.07612786 0.07667574 0.08051071 0.07848357
 0.07659958 0.07676005 0.07823724 0.07646433 0.07532176 0.07502163
 0.07843115]",1.064480063747333,1.0699999168459522,0.011209274099524913,0.07382167130708694,0.07612786442041397,0.07667574286460876,0.080510713160038,0.07848356664180756,0.07659958302974701,0.07676004618406296,0.07823723554611206,0.07646432518959045,0.0753217563033104,0.07502163201570511,0.0784311518073082,0.0775446891784668
3,2014-01-09,"[0.07819314 0.07386209 0.07653832 0.07682276 0.08080751 0.07798871
 0.07678291 0.07670211 0.07824955 0.07611006 0.07479507 0.07459478
 0.07855299]",1.0770509759687963,1.0904310822331664,0.08136931980876301,0.07386209070682526,0.0765383169054985,0.07682275772094727,0.08080750703811646,0.07798871397972107,0.07678291201591492,0.07670211046934128,0.07824955135583878,0.07611005753278732,0.07479506731033325,0.07459478080272675,0.07855299115180969,0.07819314301013947
4,2014-01-10,"[0.07791632 0.07395677 0.07643387 0.07679236 0.0806655  0.07809436
 0.07676501 0.07667569 0.07820538 0.07625645 0.07497574 0.07469939
 0.07856318]",1.089862025147061,1.103782876882759,0.021828101995610277,0.07395677268505096,0.07643386721611023,0.07679235935211182,0.08066549897193909,0.07809435576200485,0.07676500827074051,0.07667569071054459,0.07820537686347961,0.07625644654035568,0.07497573643922806,0.07469938695430756,0.07856317609548569,0.07791631668806076
5,2014-01-13,"[0.07783488 0.07395717 0.0764307  0.07671596 0.08067701 0.07818958
 0.07677921 0.07665537 0.07818085 0.07629207 0.07499418 0.07466657
 0.07862648]",1.0976706394424023,1.1135239454970063,0.014959433634341527,0.0739571675658226,0.07643070071935654,0.07671596109867096,0.08067701011896133,0.07818958163261414,0.07677920907735825,0.07665537297725677,0.07818084955215454,0.07629206776618958,0.07499418407678604,0.0746665671467781,0.07862648367881775,0.07783488184213638
6,2014-01-14,"[0.07824872 0.07388986 0.07652397 0.07667009 0.08081929 0.07815184
 0.07677199 0.07658114 0.07814976 0.07622838 0.07476353 0.07445282
 0.07874858]",1.1040129708913335,1.1228018244725289,0.014564725765341653,0.07388985902070999,0.07652397453784943,0.0766700878739357,0.08081929385662079,0.07815184444189072,0.07677198946475983,0.07658113539218903,0.07814975827932358,0.07622838020324707,0.07476352900266647,0.07445281744003296,0.07874858379364014,0.07824872434139252
7,2014-01-15,"[0.07828896 0.0739105  0.07647319 0.07661693 0.08081224 0.07814374
 0.07678171 0.07661942 0.07816002 0.07621526 0.0747252  0.07451077
 0.07874209]",1.0994257324508412,1.1175313849615662,0.01605961128608028,0.07391049712896347,0.0764731913805008,0.07661692798137665,0.0808122381567955,0.07814373821020126,0.07678171247243881,0.07661941647529602,0.07816001772880554,0.07621525973081589,0.0747251957654953,0.07451076805591583,0.07874209433794022,0.0782889574766159
8,2014-01-16,"[0.07810242 0.07393939 0.07651109 0.07664169 0.08082931 0.07818227
 0.07680228 0.07660929 0.07814771 0.07620969 0.07478839 0.07451852
 0.07871792]",1.1243488824947268,1.1480159086057178,0.010235064019190377,0.07393939048051834,0.07651109248399734,0.07664168626070023,0.08082930743694305,0.07818227261304855,0.07680228352546692,0.0766092911362648,0.07814770936965942,0.07620969414710999,0.07478839159011841,0.07451851665973663,0.0787179172039032,0.07810241729021072
9,2014-01-17,"[0.07807086 0.07387334 0.07653519 0.07666618 0.08081003 0.0781704
 0.07678942 0.07664673 0.07816973 0.07618725 0.07483227 0.07456146
 0.07868713]",1.1147220142756973,1.1344394410282852,0.021834641166588824,0.07387334108352661,0.0765351876616478,0.07666617631912231,0.08081003278493881,0.07817039638757706,0.07678941637277603,0.07664673030376434,0.07816973328590393,0.07618724554777145,0.07483226805925369,0.0745614618062973,0.07868713140487671,0.07807085663080215
10,2014-01-21,"[0.07807907 0.07389063 0.07650644 0.07671442 0.08073404 0.07813814
 0.07676043 0.07663891 0.07815667 0.07622083 0.07484791 0.0745938
 0.07871868]",1.1150637198040882,1.1362833106105388,0.018933989257163632,0.07389063388109207,0.07650643587112427,0.0767144188284874,0.08073404431343079,0.07813814282417297,0.0767604261636734,0.07663890719413757,0.07815667241811752,0.07622083276510239,0.07484791427850723,0.07459379732608795,0.07871868461370468,0.07807906717061996
