,Date,Weights,Profit,Base Profit,Volume,BCPC,FMC,GRA,OLN,STRM,JKHY,UIS,EBIX,DORM,SUP,STRT,MOD,cash
0,2014-01-06,"[0.08993823 0.1066273  0.13553198 0.10406478 0.         0.
 0.0951777  0.         0.11254835 0.11044052 0.13548316 0.
 0.11018797]",0.9998179727506937,0.9998000000000002,0.9100617542862892,0.10662730038166046,0.1355319768190384,0.10406477749347687,0.0,0.0,0.09517769515514374,0.0,0.1125483512878418,0.11044052243232727,0.13548316061496735,0.0,0.11018797010183334,0.08993823081254959
1,2014-01-07,"[0.09077746 0.10732266 0.13443325 0.10343477 0.         0.
 0.09516091 0.         0.11409607 0.10980218 0.13506822 0.
 0.10990448]",1.0007790742590088,1.0027951485560376,0.005324399753038055,0.10732265561819077,0.13443325459957123,0.10343477129936218,0.0,0.0,0.09516090899705887,0.0,0.11409606784582138,0.10980217903852463,0.13506822288036346,0.0,0.10990447551012039,0.09077746421098709
2,2014-01-08,"[0.09066542 0.10722353 0.13457415 0.10363412 0.         0.
 0.0951373  0.         0.11381479 0.10975019 0.13527527 0.
 0.1099252 ]",0.9916923405672099,0.996357470764999,0.007023298767355751,0.10722353309392929,0.13457414507865906,0.10363411903381348,0.0,0.0,0.09513729810714722,0.0,0.11381479352712631,0.1097501888871193,0.13527527451515198,0.0,0.10992520302534103,0.09066542237997055
3,2014-01-09,"[0.09064736 0.10707852 0.13476841 0.10366276 0.         0.
 0.09515702 0.         0.11350994 0.10987951 0.13534679 0.
 0.10994969]",0.999000134910574,1.0000845172302493,0.005207206338817795,0.10707852244377136,0.13476841151714325,0.10366275906562805,0.0,0.0,0.09515701979398727,0.0,0.11350993812084198,0.1098795086145401,0.13534678518772125,0.0,0.10994969308376312,0.09064736217260361
4,2014-01-10,"[0.09077705 0.10700963 0.13488701 0.10375173 0.         0.
 0.09499479 0.         0.11330781 0.10984682 0.13541482 0.
 0.11001033]",1.0019891290726402,1.004749286272911,0.00923565968765938,0.10700962692499161,0.13488700985908508,0.10375172644853592,0.0,0.0,0.09499479085206985,0.0,0.11330781131982803,0.1098468229174614,0.13541482388973236,0.0,0.11001032590866089,0.09077705442905426
5,2014-01-13,"[0.090711   0.10708325 0.1348632  0.10380874 0.         0.
 0.09507135 0.         0.1133433  0.10973736 0.13547216 0.
 0.10990964]",0.9940290038760418,0.9994891410350228,0.005306427737641851,0.10708324611186981,0.13486319780349731,0.10380873829126358,0.0,0.0,0.09507134556770325,0.0,0.11334329843521118,0.10973735898733139,0.1354721635580063,0.0,0.10990963876247406,0.09071099758148193
6,2014-01-14,"[0.09075899 0.10724621 0.1346179  0.10375094 0.         0.
 0.0952606  0.         0.11369945 0.10957675 0.13530813 0.
 0.109781  ]",0.9913169997934181,0.9899691092756758,0.008342608884435134,0.10724621266126633,0.1346178948879242,0.10375093668699265,0.0,0.0,0.09526059776544571,0.0,0.11369945108890533,0.1095767468214035,0.1353081315755844,0.0,0.10978099703788757,0.09075899422168732
7,2014-01-15,"[0.09087677 0.10736676 0.13444382 0.10338614 0.         0.
 0.09520329 0.         0.11413675 0.10956945 0.13529468 0.
 0.10972232]",0.98148322471977,0.9846429281640943,0.00916757097699916,0.10736675560474396,0.13444381952285767,0.10338614135980606,0.0,0.0,0.09520328789949417,0.0,0.11413674801588058,0.10956945270299911,0.13529467582702637,0.0,0.1097223162651062,0.09087676554918289
8,2014-01-16,"[0.09075542 0.1073854  0.13435677 0.10346831 0.         0.
 0.09529804 0.         0.11418609 0.10963037 0.13518305 0.
 0.10973656]",0.9934660941420587,0.9965572985698916,0.008367632984799239,0.10738539695739746,0.1343567669391632,0.10346830636262894,0.0,0.0,0.09529803693294525,0.0,0.11418609321117401,0.10963036864995956,0.13518305122852325,0.0,0.10973656177520752,0.0907554179430008
9,2014-01-17,"[0.09073465 0.10704165 0.1348554  0.10385148 0.         0.
 0.09528248 0.         0.11325107 0.109817   0.1353468  0.
 0.10981946]",0.9864848500463202,0.9912855308280032,0.01144815526615061,0.10704164952039719,0.13485540449619293,0.10385148227214813,0.0,0.0,0.09528248012065887,0.0,0.11325106769800186,0.10981699824333191,0.13534680008888245,0.0,0.1098194569349289,0.09073465317487717
10,2014-01-21,"[0.0908052  0.10703533 0.13485958 0.10372566 0.         0.
 0.09507262 0.         0.11335518 0.1098147  0.1354478  0.
 0.1098839 ]",0.985032839033034,0.9927613760348637,0.01065668313497375,0.107035331428051,0.1348595768213272,0.10372566431760788,0.0,0.0,0.09507261961698532,0.0,0.11335518211126328,0.10981470346450806,0.13544780015945435,0.0,0.10988389700651169,0.09080519527196884
11,2014-01-22,"[0.09070361 0.10698269 0.13486503 0.10383149 0.         0.
 0.09503635 0.         0.11332027 0.10975259 0.13559747 0.
 0.10991048]",0.981266195106652,0.9913479936390114,0.005168983986379838,0.10698269307613373,0.13486503064632416,0.10383149236440659,0.0,0.0,0.0950363501906395,0.0,0.11332026869058609,0.1097525879740715,0.13559746742248535,0.0,0.10991048067808151,0.09070360660552979
12,2014-01-23,"[0.09082652 0.1069524  0.13489808 0.10356778 0.         0.
 0.09466938 0.         0.11346343 0.10983195 0.13570385 0.
 0.11008661]",0.9805749779177997,0.9908069445478642,0.009872069444724177,0.10695239901542664,0.1348980814218521,0.10356777906417847,0.0,0.0,0.09466937929391861,0.0,0.11346343159675598,0.10983195155858994,0.13570384681224823,0.0,0.11008661240339279,0.09082651883363724
13,2014-01-24,"[0.09101471 0.10680833 0.13513637 0.10352041 0.         0.
 0.09412849 0.         0.11323258 0.1099056  0.13588564 0.
 0.11036786]",0.9846019066500837,0.9930075477071546,0.006973573312472666,0.10680832713842392,0.13513636589050293,0.10352040827274323,0.0,0.0,0.09412848949432373,0.0,0.1132325828075409,0.10990560054779053,0.13588564097881317,0.0,0.11036785691976547,0.09101471304893494
14,2014-01-27,"[0.09117031 0.10687005 0.13509133 0.1031998  0.         0.
 0.09361494 0.         0.11358269 0.10978426 0.13613798 0.
 0.11054868]",0.9682107909961138,0.9887674230505387,0.014285985490872885,0.10687004774808884,0.13509133458137512,0.103199802339077,0.0,0.0,0.09361493587493896,0.0,0.11358268558979034,0.10978426039218903,0.1361379772424698,0.0,0.11054867506027222,0.0911703109741211
15,2014-01-28,"[0.09132028 0.10678415 0.13512404 0.10313411 0.         0.
 0.09369578 0.         0.1134849  0.10986814 0.13608877 0.
 0.11049986]",0.9489032266066576,0.9549581278151377,0.006618445237108683,0.1067841500043869,0.13512404263019562,0.10313411056995392,0.0,0.0,0.09369578212499619,0.0,0.11348489671945572,0.1098681390285492,0.1360887736082077,0.0,0.11049985885620117,0.09132028371095657
16,2014-01-29,"[0.09154674 0.10637345 0.13565823 0.10302368 0.         0.
 0.09224987 0.         0.11301291 0.11006448 0.13681217 0.
 0.11125845]",0.9357529773224569,0.9467842595023686,0.0071965418133840085,0.10637345165014267,0.13565823435783386,0.10302367806434631,0.0,0.0,0.09224987030029297,0.0,0.11301290988922119,0.11006447672843933,0.13681216537952423,0.0,0.11125845462083817,0.09154673665761948
17,2014-01-30,"[0.09171049 0.10613614 0.13611779 0.10272102 0.         0.
 0.0912016  0.         0.11275326 0.1102012  0.1373566  0.
 0.11180191]",0.941372496126419,0.9590134483196896,0.016291285489249935,0.10613613575696945,0.13611778616905212,0.10272102057933807,0.0,0.0,0.09120159596204758,0.0,0.1127532571554184,0.11020120233297348,0.13735659420490265,0.0,0.11180191487073898,0.09171049296855927
18,2014-01-31,"[0.09150322 0.10602013 0.13606144 0.10334464 0.         0.
 0.09201106 0.         0.112275   0.11012183 0.13719994 0.
 0.11146273]",0.9556771306639302,0.9581225069008437,0.011450286382598554,0.10602013021707535,0.13606144487857819,0.1033446416258812,0.0,0.0,0.09201106429100037,0.0,0.11227500438690186,0.11012183129787445,0.13719993829727173,0.0,0.11146273463964462,0.09150321781635284
19,2014-02-03,"[0.09151582 0.10617824 0.1358917  0.10322514 0.         0.
 0.09217057 0.         0.11257263 0.11004314 0.13704662 0.
 0.11135616]",0.9466312031044246,0.9579794258573621,0.011356189000000034,0.10617823898792267,0.13589170575141907,0.10322514176368713,0.0,0.0,0.09217056632041931,0.0,0.11257262527942657,0.11004313826560974,0.13704662024974823,0.0,0.11135616153478622,0.09151581674814224
20,2014-02-04,"[0.09111655 0.10629176 0.13572322 0.10348456 0.         0.
 0.09268676 0.         0.11265766 0.10980987 0.13706936 0.
 0.11116025]",0.9587388113381435,0.9762331650101871,0.006150553352342598,0.1062917560338974,0.13572321832180023,0.10348455607891083,0.0,0.0,0.09268675744533539,0.0,0.11265765875577927,0.10980986803770065,0.13706935942173004,0.0,0.11116024851799011,0.09111654758453369
21,2014-02-05,"[0.09113454 0.10580241 0.13637447 0.10387379 0.         0.
 0.09215397 0.         0.11166565 0.1097597  0.13772544 0.
 0.11151001]",0.9415848073360846,0.9597944939095117,0.020147983046126805,0.10580240935087204,0.13637447357177734,0.10387378931045532,0.0,0.0,0.09215397387742996,0.0,0.11166565120220184,0.10975970327854156,0.13772544264793396,0.0,0.1115100085735321,0.09113454073667526
22,2014-02-06,"[0.09130821 0.10565884 0.13670851 0.10423548 0.         0.
 0.09157272 0.         0.11119854 0.10940918 0.13813917 0.
 0.11176929]",0.936093505033637,0.9546939828195844,0.012402052345524453,0.10565884411334991,0.13670851290225983,0.10423547774553299,0.0,0.0,0.09157272428274155,0.0,0.1111985445022583,0.10940917581319809,0.13813917338848114,0.0,0.11176928877830505,0.09130821377038956
